,Report_Date,Taiwan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
51,2020-03-13,50,29,63.87106334486648,217.9014316704928,True,52,70.4271801913326,435.7879196839192
52,2020-03-14,53,32,63.87106334486648,217.9014316704928,True,53,79.00481605920999,435.7879196839192
53,2020-03-15,59,38,63.87106334486648,217.9014316704928,True,54,88.37447336526886,435.7879196839192
54,2020-03-16,67,46,63.87106334486648,217.9014316704928,True,55,98.54841773947733,435.7879196839192
55,2020-03-17,77,54,63.87106334486648,217.9014316704928,True,56,109.5243878838671,435.7879196839192
56,2020-03-18,100,77,63.87106334486648,217.9014316704928,True,57,121.28320058568909,435.7879196839192
57,2020-03-19,108,81,63.87106334486648,217.9014316704928,True,58,133.7868131872848,435.7879196839192
58,2020-03-20,135,107,63.87106334486648,217.9014316704928,True,59,146.97709525308693,435.7879196839192
59,2020-03-21,153,123,63.87106334486648,217.9014316704928,True,60,160.77554605679134,435.7879196839192
60,2020-03-22,169,139,63.87106334486648,217.9014316704928,True,61,175.08414286721793,435.7879196839192
61,2020-03-23,195,165,63.87106334486648,217.9014316704928,True,62,189.7874161193726,435.7879196839192
62,2020-03-24,215,184,63.87106334486648,217.9014316704928,True,63,204.75572847382213,435.7879196839192
63,2020-03-25,235,204,63.87106334486648,217.9014316704928,True,64,219.84960064553403,435.7879196839192
64,2020-03-26,252,221,63.87106334486648,217.9014316704928,True,65,234.92479892415196,435.7879196839192
65,2020-03-27,267,236,63.87106334486648,217.9014316704928,True,66,249.83780044063934,435.7879196839192
66,2020-03-28,283,251,63.87106334486648,217.9014316704928,True,67,264.45120155753136,435.7879196839192
67,2020-03-29,298,266,63.87106334486648,217.9014316704928,True,68,278.6386424575175,435.7879196839192
68,2020-03-30,306,262,63.87106334486648,217.9014316704928,True,69,292.2888855144758,435.7879196839192
69,2020-03-31,322,278,63.87106334486648,217.9014316704928,True,70,305.308793480771,435.7879196839192
70,2020-04-01,329,285,63.87106334486648,217.9014316704928,True,71,317.62508529056794,435.7879196839192
71,2020-04-02,339,289,63.87106334486648,217.9014316704928,True,72,329.1848793685896,435.7879196839192
72,2020-04-03,348,293,63.87106334486648,217.9014316704928,True,73,339.9551467725826,435.7879196839192
73,2020-04-04,355,300,63.87106334486648,217.9014316704928,True,74,349.92127612542055,435.7879196839192
74,2020-04-05,363,308,63.87106334486648,217.9014316704928,True,75,359.0849941735798,435.7879196839192
75,2020-04-06,373,311,63.87106334486648,217.9014316704928,True,76,367.461892385948,435.7879196839192
76,2020-04-07,376,314,63.87106334486648,217.9014316704928,True,77,375.07878879067823,435.7879196839192
77,2020-04-08,379,313,63.87106334486648,217.9014316704928,True,78,381.97111503727814,435.7879196839192
78,2020-04-09,380,308,63.87106334486648,217.9014316704928,True,79,388.18047113550966,435.7879196839192
79,2020-04-10,382,285,63.87106334486648,217.9014316704928,True,80,393.7524423914822,435.7879196839192
80,2020-04-11,385,280,63.87106334486648,217.9014316704928,True,81,398.7347302026812,435.7879196839192
81,2020-04-12,388,273,63.87106334486648,217.9014316704928,True,82,403.17561358806984,435.7879196839192
82,2020-04-13,393,278,63.87106334486648,217.9014316704928,True,83,407.1227325836021,435.7879196839192
83,2020-04-14,393,263,63.87106334486648,217.9014316704928,True,84,410.62216747253194,435.7879196839192
84,2020-04-15,395,265,63.87106334486648,217.9014316704928,True,85,413.71777796767947,435.7879196839192
85,2020-04-16,395,234,63.87106334486648,217.9014316704928,True,86,416.4507623069639,435.7879196839192
86,2020-04-17,395,223,63.87106334486648,217.9014316704928,True,87,418.8593961504112,435.7879196839192
87,2020-04-18,398,214,63.87106334486648,217.9014316704928,True,88,420.9789137565343,435.7879196839192
88,2020-04-19,420,225,63.87106334486648,217.9014316704928,True,89,422.84149802829467,435.7879196839192
89,2020-04-20,422,213,63.87106334486648,217.9014316704928,True,90,424.47635080619034,435.7879196839192
90,2020-04-21,425,202,63.87106334486648,217.9014316704928,True,91,425.9098196641982,435.7879196839192
91,2020-04-22,426,184,63.87106334486648,217.9014316704928,True,92,427.165562064391,435.7879196839192
92,2020-04-23,427,168,63.87106334486648,217.9014316704928,True,93,428.26473184244054,435.7879196839192
93,2020-04-24,428,158,63.87106334486648,217.9014316704928,True,94,429.22617653908765,435.7879196839192
94,2020-04-25,429,148,63.87106334486648,217.9014316704928,True,95,430.0666370489515,435.7879196839192
95,2020-04-26,429,142,63.87106334486648,217.9014316704928,True,96,430.8009434613708,435.7879196839192
96,2020-04-27,429,133,63.87106334486648,217.9014316704928,True,97,431.44220287701853,435.7879196839192
97,2020-04-28,429,116,63.87106334486648,217.9014316704928,True,98,432.00197646788047,435.7879196839192
98,2020-04-29,429,112,63.87106334486648,217.9014316704928,True,99,432.49044417691,435.7879196839192
99,2020-04-30,429,101,63.87106334486648,217.9014316704928,True,100,432.916556292855,435.7879196839192
100,2020-05-01,429,99,63.87106334486648,217.9014316704928,True,101,433.28817174372375,435.7879196839192
101,2020-05-02,432,102,63.87106334486648,217.9014316704928,True,102,433.6121833790742,435.7879196839192
102,2020-05-03,436,98,63.87106334486648,217.9014316704928,True,103,433.89463079842693,435.7879196839192
103,2020-05-04,438,98,63.87106334486648,217.9014316704928,True,104,434.1408014645651,435.7879196839192
104,2020-05-05,438,98,63.87106334486648,217.9014316704928,True,105,434.35532094345723,435.7879196839192
105,2020-05-06,439,94,63.87106334486648,217.9014316704928,True,106,434.5422331583843,435.7879196839192
106,2020-05-07,440,87,63.87106334486648,217.9014316704928,True,107,434.7050715511671,435.7879196839192
107,2020-05-08,440,79,63.87106334486648,217.9014316704928,True,108,434.8469220208264,435.7879196839192
108,2020-05-09,440,73,63.87106334486648,217.9014316704928,True,109,434.97047846912676,435.7879196839192
109,2020-05-10,440,68,63.87106334486648,217.9014316704928,True,110,435.0780917303333,435.7879196839192
110,2020-05-11,440,65,63.87106334486648,217.9014316704928,True,111,435.1718126043261,435.7879196839192
111,2020-05-12,440,61,63.87106334486648,217.9014316704928,True,112,435.2534296516576,435.7879196839192
112,2020-05-13,440,58,63.87106334486648,217.9014316704928,True,113,435.3245023487922,435.7879196839192
113,2020-05-14,440,50,63.87106334486648,217.9014316704928,True,114,435.38639014335996,435.7879196839192
114,2020-05-15,440,46,63.87106334486648,217.9014316704928,True,115,435.44027789390844,435.7879196839192
115,2020-05-16,440,44,63.87106334486648,217.9014316704928,True,116,435.4871981270069,435.7879196839192
116,2020-05-17,440,38,63.87106334486648,217.9014316704928,True,117,435.5280504969656,435.7879196839192
117,2020-05-18,440,35,63.87106334486648,217.9014316704928,True,118,435.5636187899931,435.7879196839192
118,2020-05-19,440,35,63.87106334486648,217.9014316704928,True,119,435.59458577525584,435.7879196839192
119,2020-05-20,440,35,63.87106334486648,217.9014316704928,True,120,435.6215461698682,435.7879196839192
120,2020-05-21,440,35,63.87106334486648,217.9014316704928,True,121,435.6450179531003,435.7879196839192
121,2020-05-22,441,26,63.87106334486648,217.9014316704928,True,122,435.66545223677986,435.7879196839192
122,2020-05-23,441,23,63.87106334486648,217.9014316704928,True,123,435.6832418736977,435.7879196839192
123,2020-05-24,441,20,63.87106334486648,217.9014316704928,True,124,435.69872896352973,435.7879196839192
124,2020-05-25,441,19,63.87106334486648,217.9014316704928,True,125,435.71221139607326,435.7879196839192
125,2020-05-26,441,18,63.87106334486648,217.9014316704928,True,126,435.7239485542124,435.7879196839192
126,2020-05-27,441,15,63.87106334486648,217.9014316704928,True,127,435.73416628371615,435.7879196839192
127,2020-05-28,441,14,63.87106334486648,217.9014316704928,True,128,435.7430612235179,435.7879196839192
