,Report_Date,France_new caledonia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,63.0641451775326,9.194318602957685,True,1,0.00022071339223785768,18.388616153195123
1,2020-01-23,0,0,63.0641451775326,9.194318602957685,True,2,0.00026491832195111865,18.388616153195123
2,2020-01-24,0,0,63.0641451775326,9.194318602957685,True,3,0.0003179765523219978,18.388616153195123
3,2020-01-25,0,0,63.0641451775326,9.194318602957685,True,4,0.0003816611423903803,18.388616153195123
4,2020-01-26,0,0,63.0641451775326,9.194318602957685,True,5,0.00045810021370587295,18.388616153195123
5,2020-01-27,0,0,63.0641451775326,9.194318602957685,True,6,0.0005498480399836078,18.388616153195123
6,2020-01-28,0,0,63.0641451775326,9.194318602957685,True,7,0.0006599703643654283,18.388616153195123
7,2020-01-29,0,0,63.0641451775326,9.194318602957685,True,8,0.0007921467891993545,18.388616153195123
8,2020-01-30,0,0,63.0641451775326,9.194318602957685,True,9,0.0009507936509896405,18.388616153195123
9,2020-01-31,0,0,63.0641451775326,9.194318602957685,True,10,0.001141211473714265,18.388616153195123
10,2020-02-01,0,0,63.0641451775326,9.194318602957685,True,11,0.0013697619092512994,18.388616153195123
11,2020-02-02,0,0,63.0641451775326,9.194318602957685,True,12,0.0016440800506652825,18.388616153195123
12,2020-02-03,0,0,63.0641451775326,9.194318602957685,True,13,0.0019733291740929235,18.388616153195123
13,2020-02-04,0,0,63.0641451775326,9.194318602957685,True,14,0.00236850636539614,18.388616153195123
14,2020-02-05,0,0,63.0641451775326,9.194318602957685,True,15,0.002842809163062409,18.388616153195123
15,2020-02-06,0,0,63.0641451775326,9.194318602957685,True,16,0.0034120753516200955,18.388616153195123
16,2020-02-07,0,0,63.0641451775326,9.194318602957685,True,17,0.004095310432144985,18.388616153195123
17,2020-02-08,0,0,63.0641451775326,9.194318602957685,True,18,0.004915320151181536,18.388616153195123
18,2020-02-09,0,0,63.0641451775326,9.194318602957685,True,19,0.005899468871877339,18.388616153195123
19,2020-02-10,0,0,63.0641451775326,9.194318602957685,True,20,0.0070805886204950205,18.388616153195123
20,2020-02-11,0,0,63.0641451775326,9.194318602957685,True,21,0.008498068452140914,18.388616153195123
21,2020-02-12,0,0,63.0641451775326,9.194318602957685,True,22,0.010199159482262668,18.388616153195123
22,2020-02-13,0,0,63.0641451775326,9.194318602957685,True,23,0.012240537672660486,18.388616153195123
23,2020-02-14,0,0,63.0641451775326,9.194318602957685,True,24,0.01469017440584278,18.388616153195123
24,2020-02-15,0,0,63.0641451775326,9.194318602957685,True,25,0.017629574206292044,18.388616153195123
25,2020-02-16,0,0,63.0641451775326,9.194318602957685,True,26,0.02115644985606263,18.388616153195123
26,2020-02-17,0,0,63.0641451775326,9.194318602957685,True,27,0.025387917787076348,18.388616153195123
27,2020-02-18,0,0,63.0641451775326,9.194318602957685,True,28,0.030464311175822656,18.388616153195123
28,2020-02-19,0,0,63.0641451775326,9.194318602957685,True,29,0.03655372473316711,18.388616153195123
29,2020-02-20,0,0,63.0641451775326,9.194318602957685,True,30,0.04385742379852634,18.388616153195123
30,2020-02-21,0,0,63.0641451775326,9.194318602957685,True,31,0.05261627088660011,18.388616153195123
31,2020-02-22,0,0,63.0641451775326,9.194318602957685,True,32,0.0631183449218583,18.388616153195123
32,2020-02-23,0,0,63.0641451775326,9.194318602957685,True,33,0.07570795127332478,18.388616153195123
33,2020-02-24,0,0,63.0641451775326,9.194318602957685,True,34,0.09079624303442982,18.388616153195123
34,2020-02-25,0,0,63.0641451775326,9.194318602957685,True,35,0.10887369359452587,18.388616153195123
35,2020-02-26,0,0,63.0641451775326,9.194318602957685,True,36,0.1305246740108505,18.388616153195123
36,2020-02-27,0,0,63.0641451775326,9.194318602957685,True,37,0.1564443908760985,18.388616153195123
37,2020-02-28,0,0,63.0641451775326,9.194318602957685,True,38,0.18745842376593286,18.388616153195123
38,2020-02-29,0,0,63.0641451775326,9.194318602957685,True,39,0.22454505520515167,18.388616153195123
39,2020-03-01,0,0,63.0641451775326,9.194318602957685,True,40,0.2688604954604029,18.388616153195123
40,2020-03-02,0,0,63.0641451775326,9.194318602957685,True,41,0.32176694908487163,18.388616153195123
41,2020-03-03,0,0,63.0641451775326,9.194318602957685,True,42,0.384863223372418,18.388616153195123
42,2020-03-04,0,0,63.0641451775326,9.194318602957685,True,43,0.4600172070541254,18.388616153195123
43,2020-03-05,0,0,63.0641451775326,9.194318602957685,True,44,0.5493990102992807,18.388616153195123
44,2020-03-06,0,0,63.0641451775326,9.194318602957685,True,45,0.6555128095849536,18.388616153195123
45,2020-03-07,0,0,63.0641451775326,9.194318602957685,True,46,0.7812244400239394,18.388616153195123
46,2020-03-08,0,0,63.0641451775326,9.194318602957685,True,47,0.9297804933288168,18.388616153195123
47,2020-03-09,0,0,63.0641451775326,9.194318602957685,True,48,1.104813115463946,18.388616153195123
48,2020-03-10,0,0,63.0641451775326,9.194318602957685,True,49,1.31032292344001,18.388616153195123
49,2020-03-11,0,0,63.0641451775326,9.194318602957685,True,50,1.5506306550261362,18.388616153195123
50,2020-03-12,0,0,63.0641451775326,9.194318602957685,True,51,1.830286672419286,18.388616153195123
51,2020-03-13,0,0,63.0641451775326,9.194318602957685,True,52,2.1539268223680645,18.388616153195123
52,2020-03-14,0,0,63.0641451775326,9.194318602957685,True,53,2.526064213670689,18.388616153195123
53,2020-03-15,0,0,63.0641451775326,9.194318602957685,True,54,2.950810203352792,18.388616153195123
54,2020-03-16,0,0,63.0641451775326,9.194318602957685,True,55,3.4315252883961023,18.388616153195123
55,2020-03-17,0,0,63.0641451775326,9.194318602957685,True,56,3.9704123168250707,18.388616153195123
56,2020-03-18,0,0,63.0641451775326,9.194318602957685,True,57,4.568080157977282,18.388616153195123
57,2020-03-19,2,2,63.0641451775326,9.194318602957685,True,58,5.223123815687283,18.388616153195123
58,2020-03-20,2,2,63.0641451775326,9.194318602957685,True,59,5.931783020755709,18.388616153195123
59,2020-03-21,4,4,63.0641451775326,9.194318602957685,True,60,6.687749925489978,18.388616153195123
60,2020-03-22,4,4,63.0641451775326,9.194318602957685,True,61,7.482191558532357,18.388616153195123
61,2020-03-23,8,8,63.0641451775326,9.194318602957685,True,62,8.3040301562916,18.388616153195123
62,2020-03-24,10,10,63.0641451775326,9.194318602957685,True,63,9.140485206458441,18.388616153195123
63,2020-03-25,14,14,63.0641451775326,9.194318602957685,True,64,9.97783234055081,18.388616153195123
64,2020-03-26,14,14,63.0641451775326,9.194318602957685,True,65,10.802288786325665,18.388616153195123
65,2020-03-27,15,15,63.0641451775326,9.194318602957685,True,66,11.6009067952865,18.388616153195123
66,2020-03-28,15,15,63.0641451775326,9.194318602957685,True,67,12.362354637098594,18.388616153195123
67,2020-03-29,15,15,63.0641451775326,9.194318602957685,True,68,13.077490019487316,18.388616153195123
68,2020-03-30,15,15,63.0641451775326,9.194318602957685,True,69,13.739674756724307,18.388616153195123
69,2020-03-31,16,16,63.0641451775326,9.194318602957685,True,70,14.344828575236866,18.388616153195123
70,2020-04-01,16,16,63.0641451775326,9.194318602957685,True,71,14.89126098100112,18.388616153195123
71,2020-04-02,18,17,63.0641451775326,9.194318602957685,True,72,15.379344978877684,18.388616153195123
72,2020-04-03,18,17,63.0641451775326,9.194318602957685,True,73,15.811103504604791,18.388616153195123
73,2020-04-04,17,16,63.0641451775326,9.194318602957685,True,74,16.189772257195447,18.388616153195123
74,2020-04-05,18,17,63.0641451775326,9.194318602957685,True,75,16.519387180185788,18.388616153195123
75,2020-04-06,18,17,63.0641451775326,9.194318602957685,True,76,16.80442696392391,18.388616153195123
76,2020-04-07,18,17,63.0641451775326,9.194318602957685,True,77,17.049524797564345,18.388616153195123
77,2020-04-08,18,17,63.0641451775326,9.194318602957685,True,78,17.259251324108682,18.388616153195123
78,2020-04-09,18,17,63.0641451775326,9.194318602957685,True,79,17.43796281533189,18.388616153195123
79,2020-04-10,18,17,63.0641451775326,9.194318602957685,True,80,17.589704434515504,18.388616153195123
80,2020-04-11,18,17,63.0641451775326,9.194318602957685,True,81,17.718157112026375,18.388616153195123
81,2020-04-12,18,17,63.0641451775326,9.194318602957685,True,82,17.82661701203174,18.388616153195123
82,2020-04-13,18,17,63.0641451775326,9.194318602957685,True,83,17.917997985648483,18.388616153195123
83,2020-04-14,18,17,63.0641451775326,9.194318602957685,True,84,17.99484919469343,18.388616153195123
84,2020-04-15,18,17,63.0641451775326,9.194318602957685,True,85,18.059381881716977,18.388616153195123
85,2020-04-16,18,17,63.0641451775326,9.194318602957685,True,86,18.113500858825848,18.388616153195123
86,2020-04-17,18,4,63.0641451775326,9.194318602957685,True,87,18.158837609317132,18.388616153195123
87,2020-04-18,18,4,63.0641451775326,9.194318602957685,True,88,18.19678293227208,18.388616153195123
88,2020-04-19,18,3,63.0641451775326,9.194318602957685,True,89,18.228517837989713,18.388616153195123
89,2020-04-20,18,3,63.0641451775326,9.194318602957685,True,90,18.255041963832085,18.388616153195123
90,2020-04-21,18,1,63.0641451775326,9.194318602957685,True,91,18.27719917071767,18.388616153195123
91,2020-04-22,18,1,63.0641451775326,9.194318602957685,True,92,18.295700241277736,18.388616153195123
92,2020-04-23,18,1,63.0641451775326,9.194318602957685,True,93,18.311142766163712,18.388616153195123
93,2020-04-24,18,1,63.0641451775326,9.194318602957685,True,94,18.324028402673715,18.388616153195123
94,2020-04-25,18,1,63.0641451775326,9.194318602957685,True,95,18.334777740782567,18.388616153195123
95,2020-04-26,18,1,63.0641451775326,9.194318602957685,True,96,18.343743031380686,18.388616153195123
96,2020-04-27,18,1,63.0641451775326,9.194318602957685,True,97,18.351219031273345,18.388616153195123
97,2020-04-28,18,1,63.0641451775326,9.194318602957685,True,98,18.357452207145734,18.388616153195123
98,2020-04-29,18,1,63.0641451775326,9.194318602957685,True,99,18.36264852166388,18.388616153195123
99,2020-04-30,18,1,63.0641451775326,9.194318602957685,True,100,18.366980002755703,18.388616153195123
100,2020-05-01,18,1,63.0641451775326,9.194318602957685,True,101,18.37059027421962,18.388616153195123
101,2020-05-02,18,1,63.0641451775326,9.194318602957685,True,102,18.373599203567295,18.388616153195123
102,2020-05-03,18,1,63.0641451775326,9.194318602957685,True,103,18.376106802242262,18.388616153195123
103,2020-05-04,18,1,63.0641451775326,9.194318602957685,True,104,18.37819649448167,18.388616153195123
104,2020-05-05,18,1,63.0641451775326,9.194318602957685,True,105,18.379937854257474,18.388616153195123
105,2020-05-06,18,0,63.0641451775326,9.194318602957685,True,106,18.38138889493541,18.388616153195123
106,2020-05-07,18,0,63.0641451775326,9.194318602957685,True,107,18.38259798341886,18.388616153195123
107,2020-05-08,18,0,63.0641451775326,9.194318602957685,True,108,18.38360543944172,18.388616153195123
108,2020-05-09,18,0,63.0641451775326,9.194318602957685,True,109,18.384444871159275,18.388616153195123
109,2020-05-10,18,0,63.0641451775326,9.194318602957685,True,110,18.385144290074514,18.388616153195123
110,2020-05-11,18,0,63.0641451775326,9.194318602957685,True,111,18.38572704144967,18.388616153195123
111,2020-05-12,18,0,63.0641451775326,9.194318602957685,True,112,18.386212580525843,18.388616153195123
112,2020-05-13,18,0,63.0641451775326,9.194318602957685,True,113,18.386617119955766,18.388616153195123
113,2020-05-14,18,0,63.0641451775326,9.194318602957685,True,114,18.38695416971463,18.388616153195123
114,2020-05-15,18,0,63.0641451775326,9.194318602957685,True,115,18.387234987274198,18.388616153195123
115,2020-05-16,18,0,63.0641451775326,9.194318602957685,True,116,18.387468952905508,18.388616153195123
116,2020-05-17,18,0,63.0641451775326,9.194318602957685,True,117,18.387663882528184,18.388616153195123
117,2020-05-18,18,0,63.0641451775326,9.194318602957685,True,118,18.387826288475143,18.388616153195123
118,2020-05-19,18,0,63.0641451775326,9.194318602957685,True,119,18.387961596827573,18.388616153195123
119,2020-05-20,18,0,63.0641451775326,9.194318602957685,True,120,18.38807432854163,18.388616153195123
120,2020-05-21,18,0,63.0641451775326,9.194318602957685,True,121,18.38816825039141,18.388616153195123
121,2020-05-22,18,0,63.0641451775326,9.194318602957685,True,122,18.388246500752437,18.388616153195123
122,2020-05-23,18,0,63.0641451775326,9.194318602957685,True,123,18.388311694415556,18.388616153195123
123,2020-05-24,18,0,63.0641451775326,9.194318602957685,True,124,18.388366009924432,18.388616153195123
124,2020-05-25,18,0,63.0641451775326,9.194318602957685,True,125,18.388411262348722,18.388616153195123
125,2020-05-26,18,0,63.0641451775326,9.194318602957685,True,126,18.38844896392046,18.388616153195123
126,2020-05-27,18,0,63.0641451775326,9.194318602957685,True,127,18.38848037455677,18.388616153195123
127,2020-05-28,19,1,63.0641451775326,9.194318602957685,True,128,18.388506543955256,18.388616153195123
