,Report_Date,Canada_quebec_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,0,84.69023322491535,17127.250961548736,False,25,10.246020430522696,34254.50192309746
25,2020-02-16,0,84.69023322491535,17127.250961548736,False,26,11.737483126771027,34254.50192309746
26,2020-02-17,0,84.69023322491535,17127.250961548736,False,27,13.445965451028187,34254.50192309746
27,2020-02-18,0,84.69023322491535,17127.250961548736,False,28,15.403018856589208,34254.50192309746
28,2020-02-19,0,84.69023322491535,17127.250961548736,False,29,17.644773600798754,34254.50192309746
29,2020-02-20,0,84.69023322491535,17127.250961548736,False,30,20.212600634040356,34254.50192309746
30,2020-02-21,0,84.69023322491535,17127.250961548736,False,31,23.15386835731725,34254.50192309746
31,2020-02-22,0,84.69023322491535,17127.250961548736,False,32,26.52280759222106,34254.50192309746
32,2020-02-23,0,84.69023322491535,17127.250961548736,False,33,30.381499904157813,34254.50192309746
33,2020-02-24,0,84.69023322491535,17127.250961548736,False,34,34.801006433353564,34254.50192309746
34,2020-02-25,0,84.69023322491535,17127.250961548736,False,35,39.8626566360941,34254.50192309746
35,2020-02-26,0,84.69023322491535,17127.250961548736,False,36,45.65951883694753,34254.50192309746
36,2020-02-27,0,84.69023322491535,17127.250961548736,False,37,52.29807725435612,34254.50192309746
37,2020-02-28,1,84.69023322491535,17127.250961548736,False,38,59.90014319478397,34254.50192309746
38,2020-02-29,1,84.69023322491535,17127.250961548736,False,39,68.60503141442122,34254.50192309746
39,2020-03-01,1,84.69023322491535,17127.250961548736,False,40,78.57203621035438,34254.50192309746
40,2020-03-02,1,84.69023322491535,17127.250961548736,False,41,89.98324559635722,34254.50192309746
41,2020-03-03,1,84.69023322491535,17127.250961548736,False,42,103.04673588974863,34254.50192309746
42,2020-03-04,1,84.69023322491535,17127.250961548736,False,43,118.00019310048269,34254.50192309746
43,2020-03-05,2,84.69023322491535,17127.250961548736,False,44,135.11501154347337,34254.50192309746
44,2020-03-06,2,84.69023322491535,17127.250961548736,False,45,154.70092390344024,34254.50192309746
45,2020-03-07,3,84.69023322491535,17127.250961548736,False,46,177.11122030466058,34254.50192309746
46,2020-03-08,4,84.69023322491535,17127.250961548736,False,47,202.7486164118871,34254.50192309746
47,2020-03-09,4,84.69023322491535,17127.250961548736,False,48,232.07183171981544,34254.50192309746
48,2020-03-10,4,84.69023322491535,17127.250961548736,False,49,265.6029383182438,34254.50192309746
49,2020-03-11,8,84.69023322491535,17127.250961548736,False,50,303.935536682126,34254.50192309746
50,2020-03-12,9,84.69023322491535,17127.250961548736,False,51,347.74380730593157,34254.50192309746
51,2020-03-13,17,84.69023322491535,17127.250961548736,False,52,397.79247384152245,34254.50192309746
52,2020-03-14,17,84.69023322491535,17127.250961548736,False,53,454.947692993597,34254.50192309746
53,2020-03-15,24,84.69023322491535,17127.250961548736,False,54,520.1888565241877,34254.50192309746
54,2020-03-16,50,84.69023322491535,17127.250961548736,False,55,594.6212485723922,34254.50192309746
55,2020-03-17,74,84.69023322491535,17127.250961548736,False,56,679.4894438337896,34254.50192309746
56,2020-03-18,94,84.69023322491535,17127.250961548736,False,57,776.1912551675845,34254.50192309746
57,2020-03-19,121,84.69023322491535,17127.250961548736,False,58,886.2919386574499,34254.50192309746
58,2020-03-20,139,84.69023322491535,17127.250961548736,False,59,1011.5382355220216,34254.50192309746
59,2020-03-21,181,84.69023322491535,17127.250961548736,False,60,1153.871669106307,34254.50192309746
60,2020-03-22,219,84.69023322491535,17127.250961548736,False,61,1315.4403176997582,34254.50192309746
61,2020-03-23,628,84.69023322491535,17127.250961548736,False,62,1498.608047904074,34254.50192309746
62,2020-03-24,1013,84.69023322491535,17127.250961548736,False,63,1705.9599193974282,34254.50192309746
63,2020-03-25,1342,84.69023322491535,17127.250961548736,False,64,1940.302165630613,34254.50192309746
64,2020-03-26,1632,84.69023322491535,17127.250961548736,False,65,2204.6548287903825,34254.50192309746
65,2020-03-27,2024,84.69023322491535,17127.250961548736,False,66,2502.234803853832,34254.50192309746
66,2020-03-28,2498,84.69023322491535,17127.250961548736,False,67,2836.4267615597137,34254.50192309746
67,2020-03-29,2840,84.69023322491535,17127.250961548736,False,68,3210.7392257672504,34254.50192309746
68,2020-03-30,3430,84.69023322491535,17127.250961548736,False,69,3628.743047451905,34254.50192309746
69,2020-03-31,4162,84.69023322491535,17127.250961548736,False,70,4093.989734105445,34254.50192309746
70,2020-04-01,4611,84.69023322491535,17127.250961548736,False,71,4609.907661935053,34254.50192309746
71,2020-04-02,5518,84.69023322491535,17127.250961548736,False,72,5179.675224572879,34254.50192309746
72,2020-04-03,6101,84.69023322491535,17127.250961548736,False,73,5806.071546054066,34254.50192309746
73,2020-04-04,6101,84.69023322491535,17127.250961548736,False,74,6491.307554170016,34254.50192309746
74,2020-04-05,7944,84.69023322491535,17127.250961548736,False,75,7236.8429401991525,34254.50192309746
75,2020-04-06,8580,84.69023322491535,17127.250961548736,False,76,8043.197671592982,34254.50192309746
76,2020-04-07,9340,84.69023322491535,17127.250961548736,False,77,8909.769974622739,34254.50192309746
77,2020-04-08,10031,84.69023322491535,17127.250961548736,False,78,9834.675603180893,34254.50192309746
78,2020-04-09,10912,84.69023322491535,17127.250961548736,False,79,10814.625164599613,34254.50192309746
79,2020-04-10,11677,84.69023322491535,17127.250961548736,False,80,11844.856637865083,34254.50192309746
