,Report_Date,Yemen_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,0,138.47185259350874,390.7990327797865,False,25,0.09555160585117779,781.5980648556593
25,2020-02-16,0,138.47185259350874,390.7990327797865,False,26,0.10344636031569526,781.5980648556593
26,2020-02-17,0,138.47185259350874,390.7990327797865,False,27,0.1119933091175098,781.5980648556593
27,2020-02-18,0,138.47185259350874,390.7990327797865,False,28,0.1212463146629294,781.5980648556593
28,2020-02-19,0,138.47185259350874,390.7990327797865,False,29,0.13126368489496415,781.5980648556593
29,2020-02-20,0,138.47185259350874,390.7990327797865,False,30,0.14210853972974297,781.5980648556593
30,2020-02-21,0,138.47185259350874,390.7990327797865,False,31,0.1538492076155695,781.5980648556593
31,2020-02-22,0,138.47185259350874,390.7990327797865,False,32,0.1665596546767142,781.5980648556593
32,2020-02-23,0,138.47185259350874,390.7990327797865,False,33,0.1803199491028428,781.5980648556593
33,2020-02-24,0,138.47185259350874,390.7990327797865,False,34,0.19521676365941962,781.5980648556593
34,2020-02-25,0,138.47185259350874,390.7990327797865,False,35,0.21134391942564787,781.5980648556593
35,2020-02-26,0,138.47185259350874,390.7990327797865,False,36,0.2288029741157461,781.5980648556593
36,2020-02-27,0,138.47185259350874,390.7990327797865,False,37,0.24770385860791225,781.5980648556593
37,2020-02-28,0,138.47185259350874,390.7990327797865,False,38,0.2681655655945703,781.5980648556593
38,2020-02-29,0,138.47185259350874,390.7990327797865,False,39,0.29031689457888804,781.5980648556593
39,2020-03-01,0,138.47185259350874,390.7990327797865,False,40,0.3142972577776198,781.5980648556593
40,2020-03-02,0,138.47185259350874,390.7990327797865,False,41,0.34025755185067624,781.5980648556593
41,2020-03-03,0,138.47185259350874,390.7990327797865,False,42,0.3683611007651357,781.5980648556593
42,2020-03-04,0,138.47185259350874,390.7990327797865,False,43,0.39878467551743013,781.5980648556593
43,2020-03-05,0,138.47185259350874,390.7990327797865,False,44,0.431719596883974,781.5980648556593
44,2020-03-06,0,138.47185259350874,390.7990327797865,False,45,0.46737292784943496,781.5980648556593
45,2020-03-07,0,138.47185259350874,390.7990327797865,False,46,0.5059687628750575,781.5980648556593
46,2020-03-08,0,138.47185259350874,390.7990327797865,False,47,0.5477496217189047,781.5980648556593
47,2020-03-09,0,138.47185259350874,390.7990327797865,False,48,0.5929779561075096,781.5980648556593
48,2020-03-10,0,138.47185259350874,390.7990327797865,False,49,0.6419377781861664,781.5980648556593
49,2020-03-11,0,138.47185259350874,390.7990327797865,False,50,0.6949364203448157,781.5980648556593
50,2020-03-12,0,138.47185259350874,390.7990327797865,False,51,0.752306436730012,781.5980648556593
51,2020-03-13,0,138.47185259350874,390.7990327797865,False,52,0.8144076575124407,781.5980648556593
52,2020-03-14,0,138.47185259350874,390.7990327797865,False,53,0.8816294077854067,781.5980648556593
53,2020-03-15,0,138.47185259350874,390.7990327797865,False,54,0.9543929038238212,781.5980648556593
54,2020-03-16,0,138.47185259350874,390.7990327797865,False,55,1.033153840336419,781.5980648556593
55,2020-03-17,0,138.47185259350874,390.7990327797865,False,56,1.1184051832966662,781.5980648556593
56,2020-03-18,0,138.47185259350874,390.7990327797865,False,57,1.21068018393994,781.5980648556593
57,2020-03-19,0,138.47185259350874,390.7990327797865,False,58,1.3105556305653954,781.5980648556593
58,2020-03-20,0,138.47185259350874,390.7990327797865,False,59,1.4186553558786505,781.5980648556593
59,2020-03-21,0,138.47185259350874,390.7990327797865,False,60,1.5356540187534744,781.5980648556593
60,2020-03-22,0,138.47185259350874,390.7990327797865,False,61,1.66228118047297,781.5980648556593
61,2020-03-23,0,138.47185259350874,390.7990327797865,False,62,1.7993256967276552,781.5980648556593
62,2020-03-24,0,138.47185259350874,390.7990327797865,False,63,1.947640447892161,781.5980648556593
63,2020-03-25,0,138.47185259350874,390.7990327797865,False,64,2.1081474313639172,781.5980648556593
64,2020-03-26,0,138.47185259350874,390.7990327797865,False,65,2.28184324101423,781.5980648556593
65,2020-03-27,0,138.47185259350874,390.7990327797865,False,66,2.4698049600585765,781.5980648556593
66,2020-03-28,0,138.47185259350874,390.7990327797865,False,67,2.6731964948797766,781.5980648556593
67,2020-03-29,0,138.47185259350874,390.7990327797865,False,68,2.893275378511037,781.5980648556593
68,2020-03-30,0,138.47185259350874,390.7990327797865,False,69,3.1314000735766734,781.5980648556593
69,2020-03-31,0,138.47185259350874,390.7990327797865,False,70,3.3890378054619537,781.5980648556593
70,2020-04-01,0,138.47185259350874,390.7990327797865,False,71,3.667772957297446,781.5980648556593
71,2020-04-02,0,138.47185259350874,390.7990327797865,False,72,3.9693160589478995,781.5980648556593
72,2020-04-03,0,138.47185259350874,390.7990327797865,False,73,4.295513402530805,781.5980648556593
73,2020-04-04,0,138.47185259350874,390.7990327797865,False,74,4.648357316985522,781.5980648556593
74,2020-04-05,0,138.47185259350874,390.7990327797865,False,75,5.029997133787082,781.5980648556593
75,2020-04-06,0,138.47185259350874,390.7990327797865,False,76,5.442750874952467,781.5980648556593
76,2020-04-07,0,138.47185259350874,390.7990327797865,False,77,5.889117692908992,781.5980648556593
77,2020-04-08,0,138.47185259350874,390.7990327797865,False,78,6.371791089452577,781.5980648556593
78,2020-04-09,0,138.47185259350874,390.7990327797865,False,79,6.893672937768017,781.5980648556593
79,2020-04-10,1,138.47185259350874,390.7990327797865,False,80,7.457888327139754,781.5980648556593
80,2020-04-11,1,138.47185259350874,390.7990327797865,False,81,8.067801244351772,781.5980648556593
81,2020-04-12,1,138.47185259350874,390.7990327797865,False,82,8.727031098634578,781.5980648556593
82,2020-04-13,1,138.47185259350874,390.7990327797865,False,83,9.439470088109953,781.5980648556593
83,2020-04-14,1,138.47185259350874,390.7990327797865,False,84,10.209301394725959,781.5980648556593
84,2020-04-15,1,138.47185259350874,390.7990327797865,False,85,11.04101818134586,781.5980648556593
85,2020-04-16,1,138.47185259350874,390.7990327797865,False,86,11.939443348603996,781.5980648556593
86,2020-04-17,1,138.47185259350874,390.7990327797865,False,87,12.909749989983245,781.5980648556593
87,2020-04-18,1,138.47185259350874,390.7990327797865,False,88,13.957482460884139,781.5980648556593
88,2020-04-19,1,138.47185259350874,390.7990327797865,False,89,15.088577950798822,781.5980648556593
89,2020-04-20,1,138.47185259350874,390.7990327797865,False,90,16.309388416601173,781.5980648556593
90,2020-04-21,1,138.47185259350874,390.7990327797865,False,91,17.626702698932274,781.5980648556593
91,2020-04-22,1,138.47185259350874,390.7990327797865,False,92,19.04776860220533,781.5980648556593
92,2020-04-23,1,138.47185259350874,390.7990327797865,False,93,20.580314671400014,781.5980648556593
93,2020-04-24,1,138.47185259350874,390.7990327797865,False,94,22.23257134511836,781.5980648556593
94,2020-04-25,1,138.47185259350874,390.7990327797865,False,95,24.0132911039533,781.5980648556593
95,2020-04-26,1,138.47185259350874,390.7990327797865,False,96,25.931767165799403,781.5980648556593
96,2020-04-27,1,138.47185259350874,390.7990327797865,False,97,27.99785020517806,781.5980648556593
97,2020-04-28,1,138.47185259350874,390.7990327797865,False,98,30.221962492030617,781.5980648556593
98,2020-04-29,6,138.47185259350874,390.7990327797865,False,99,32.615108757092,781.5980648556593
99,2020-04-30,6,138.47185259350874,390.7990327797865,False,100,35.18888299658797,781.5980648556593
100,2020-05-01,7,138.47185259350874,390.7990327797865,False,101,37.95547032974067,781.5980648556593
101,2020-05-02,10,138.47185259350874,390.7990327797865,False,102,40.92764292010034,781.5980648556593
102,2020-05-03,10,138.47185259350874,390.7990327797865,False,103,44.11874886839864,781.5980648556593
103,2020-05-04,12,138.47185259350874,390.7990327797865,False,104,47.542692883570744,781.5980648556593
104,2020-05-05,22,138.47185259350874,390.7990327797865,False,105,51.21390744385409,781.5980648556593
105,2020-05-06,25,138.47185259350874,390.7990327797865,False,106,55.14731307650995,781.5980648556593
106,2020-05-07,25,138.47185259350874,390.7990327797865,False,107,59.358266318901165,781.5980648556593
107,2020-05-08,34,138.47185259350874,390.7990327797865,False,108,63.86249388276974,781.5980648556593
108,2020-05-09,34,138.47185259350874,390.7990327797865,False,109,68.67601153616144,781.5980648556593
109,2020-05-10,51,138.47185259350874,390.7990327797865,False,110,73.8150262532478,781.5980648556593
110,2020-05-11,56,138.47185259350874,390.7990327797865,False,111,79.29582027201592,781.5980648556593
111,2020-05-12,65,138.47185259350874,390.7990327797865,False,112,85.13461585482685,781.5980648556593
112,2020-05-13,70,138.47185259350874,390.7990327797865,False,113,91.34741977886627,781.5980648556593
113,2020-05-14,85,138.47185259350874,390.7990327797865,False,114,97.9498469038426,781.5980648556593
114,2020-05-15,106,138.47185259350874,390.7990327797865,False,115,104.95692258305266,781.5980648556593
115,2020-05-16,122,138.47185259350874,390.7990327797865,False,116,112.3828642090659,781.5980648556593
116,2020-05-17,128,138.47185259350874,390.7990327797865,False,117,120.24084282121869,781.5980648556593
117,2020-05-18,130,138.47185259350874,390.7990327797865,False,118,128.5427264484744,781.5980648556593
118,2020-05-19,167,138.47185259350874,390.7990327797865,False,119,137.29880771123706,781.5980648556593
119,2020-05-20,184,138.47185259350874,390.7990327797865,False,120,146.51751914479038,781.5980648556593
120,2020-05-21,197,138.47185259350874,390.7990327797865,False,121,156.20514071140533,781.5980648556593
121,2020-05-22,209,138.47185259350874,390.7990327797865,False,122,166.36550500384308,781.5980648556593
122,2020-05-23,212,138.47185259350874,390.7990327797865,False,123,176.99970666545033,781.5980648556593
