,Report_Date,China_jilin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,14.809712146858041,47.022410376682494,True,1,1.0846830986551441,94.04482075132928
1,2020-01-23,1,14.809712146858041,47.022410376682494,True,2,1.4906497800262266,94.04482075132928
2,2020-01-24,3,14.809712146858041,47.022410376682494,True,3,2.0452156104245915,94.04482075132928
3,2020-01-25,4,14.809712146858041,47.022410376682494,True,4,2.7998551112320316,94.04482075132928
4,2020-01-26,4,14.809712146858041,47.022410376682494,True,5,3.8213742178986454,94.04482075132928
5,2020-01-27,6,14.809712146858041,47.022410376682494,True,6,5.194374747133899,94.04482075132928
6,2020-01-28,8,14.809712146858041,47.022410376682494,True,7,7.022291871994163,94.04482075132928
7,2020-01-29,9,14.809712146858041,47.022410376682494,True,8,9.425223176450954,94.04482075132928
8,2020-01-30,14,14.809712146858041,47.022410376682494,True,9,12.53199332451821,94.04482075132928
9,2020-01-31,14,14.809712146858041,47.022410376682494,True,10,16.463584692218,94.04482075132928
10,2020-02-01,17,14.809712146858041,47.022410376682494,True,11,21.30621062914894,94.04482075132928
11,2020-02-02,23,14.809712146858041,47.022410376682494,True,12,27.076127596338512,94.04482075132928
12,2020-02-03,31,14.809712146858041,47.022410376682494,True,13,33.68498147858197,94.04482075132928
13,2020-02-04,42,14.809712146858041,47.022410376682494,True,14,40.921256171988006,94.04482075132928
14,2020-02-05,54,14.809712146858041,47.022410376682494,True,15,48.46389960823106,94.04482075132928
15,2020-02-06,59,14.809712146858041,47.022410376682494,True,16,55.93301840747708,94.04482075132928
16,2020-02-07,65,14.809712146858041,47.022410376682494,True,17,62.9631589914458,94.04482075132928
17,2020-02-08,69,14.809712146858041,47.022410376682494,True,18,69.27088753744172,94.04482075132928
18,2020-02-09,78,14.809712146858041,47.022410376682494,True,19,74.69198179090021,94.04482075132928
19,2020-02-10,80,14.809712146858041,47.022410376682494,True,20,79.18135406493381,94.04482075132928
20,2020-02-11,81,14.809712146858041,47.022410376682494,True,21,82.78628129135002,94.04482075132928
21,2020-02-12,83,14.809712146858041,47.022410376682494,True,22,85.61002106633842,94.04482075132928
22,2020-02-13,84,14.809712146858041,47.022410376682494,True,23,87.77914380321705,94.04482075132928
23,2020-02-14,86,14.809712146858041,47.022410376682494,True,24,89.42057803152888,94.04482075132928
24,2020-02-15,88,14.809712146858041,47.022410376682494,True,25,90.64863898362405,94.04482075132928
25,2020-02-16,89,14.809712146858041,47.022410376682494,True,26,91.55962761464086,94.04482075132928
26,2020-02-17,89,14.809712146858041,47.022410376682494,True,27,92.23114266089863,94.04482075132928
27,2020-02-18,89,14.809712146858041,47.022410376682494,True,28,92.72382792442771,94.04482075132928
28,2020-02-19,90,14.809712146858041,47.022410376682494,True,29,93.08406950114484,94.04482075132928
29,2020-02-20,91,14.809712146858041,47.022410376682494,True,30,93.34681086947789,94.04482075132928
30,2020-02-21,91,14.809712146858041,47.022410376682494,True,31,93.53809021798871,94.04482075132928
31,2020-02-22,91,14.809712146858041,47.022410376682494,True,32,93.67715872696668,94.04482075132928
32,2020-02-23,91,14.809712146858041,47.022410376682494,True,33,93.77816969698902,94.04482075132928
33,2020-02-24,93,14.809712146858041,47.022410376682494,True,34,93.85148632396195,94.04482075132928
34,2020-02-25,93,14.809712146858041,47.022410376682494,True,35,93.90467441767191,94.04482075132928
35,2020-02-26,93,14.809712146858041,47.022410376682494,True,36,93.9432458104709,94.04482075132928
36,2020-02-27,93,14.809712146858041,47.022410376682494,True,37,93.97120981848937,94.04482075132928
37,2020-02-28,93,14.809712146858041,47.022410376682494,True,38,93.99147958904032,94.04482075132928
38,2020-02-29,93,14.809712146858041,47.022410376682494,True,39,94.00617009871938,94.04482075132928
39,2020-03-01,93,14.809712146858041,47.022410376682494,True,40,94.01681595027452,94.04482075132928
40,2020-03-02,93,14.809712146858041,47.022410376682494,True,41,94.02453016473395,94.04482075132928
41,2020-03-03,93,14.809712146858041,47.022410376682494,True,42,94.03011975080902,94.04482075132928
42,2020-03-04,93,14.809712146858041,47.022410376682494,True,43,94.03416971012328,94.04482075132928
43,2020-03-05,93,14.809712146858041,47.022410376682494,True,44,94.03710404318564,94.04482075132928
44,2020-03-06,93,14.809712146858041,47.022410376682494,True,45,94.03923002363821,94.04482075132928
45,2020-03-07,93,14.809712146858041,47.022410376682494,True,46,94.04077031432148,94.04482075132928
46,2020-03-08,93,14.809712146858041,47.022410376682494,True,47,94.0418862558641,94.04482075132928
47,2020-03-09,93,14.809712146858041,47.022410376682494,True,48,94.04269474990294,94.04482075132928
48,2020-03-10,93,14.809712146858041,47.022410376682494,True,49,94.04328049646809,94.04482075132928
49,2020-03-11,93,14.809712146858041,47.022410376682494,True,50,94.04370486278452,94.04482075132928
50,2020-03-12,93,14.809712146858041,47.022410376682494,True,51,94.04401231014883,94.04482075132928
51,2020-03-13,93,14.809712146858041,47.022410376682494,True,52,94.04423505091664,94.04482075132928
52,2020-03-14,93,14.809712146858041,47.022410376682494,True,53,94.04439642284024,94.04482075132928
53,2020-03-15,93,14.809712146858041,47.022410376682494,True,54,94.04451333394134,94.04482075132928
54,2020-03-16,93,14.809712146858041,47.022410376682494,True,55,94.04459803389474,94.04482075132928
55,2020-03-17,93,14.809712146858041,47.022410376682494,True,56,94.04465939742487,94.04482075132928
56,2020-03-18,93,14.809712146858041,47.022410376682494,True,57,94.0447038541343,94.04482075132928
57,2020-03-19,93,14.809712146858041,47.022410376682494,True,58,94.044736062164,94.04482075132928
58,2020-03-20,93,14.809712146858041,47.022410376682494,True,59,94.0447593962559,94.04482075132928
59,2020-03-21,93,14.809712146858041,47.022410376682494,True,60,94.0447763013495,94.04482075132928
60,2020-03-22,93,14.809712146858041,47.022410376682494,True,61,94.04478854875804,94.04482075132928
61,2020-03-23,93,14.809712146858041,47.022410376682494,True,62,94.04479742176436,94.04482075132928
62,2020-03-24,93,14.809712146858041,47.022410376682494,True,63,94.04480385008235,94.04482075132928
63,2020-03-25,94,14.809712146858041,47.022410376682494,True,64,94.04480850727165,94.04482075132928
64,2020-03-26,95,14.809712146858041,47.022410376682494,True,65,94.04481188131315,94.04482075132928
65,2020-03-27,95,14.809712146858041,47.022410376682494,True,66,94.04481432573938,94.04482075132928
66,2020-03-28,97,14.809712146858041,47.022410376682494,True,67,94.04481609667776,94.04482075132928
67,2020-03-29,98,14.809712146858041,47.022410376682494,True,68,94.04481737968749,94.04482075132928
68,2020-03-30,98,14.809712146858041,47.022410376682494,True,69,94.04481830920257,94.04482075132928
69,2020-03-31,98,14.809712146858041,47.022410376682494,True,70,94.04481898261783,94.04482075132928
70,2020-04-01,98,14.809712146858041,47.022410376682494,True,71,94.04481947049382,94.04482075132928
71,2020-04-02,98,14.809712146858041,47.022410376682494,True,72,94.04481982395028,94.04482075132928
