,Report_Date,Canada_manitoba_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,73.70120961105324,157.1337545386067,True,1,0.0036739724707568287,303.3771752666341
1,2020-01-23,0,73.70120961105324,157.1337545386067,True,2,0.004295132155979074,303.3771752666341
2,2020-01-24,0,73.70120961105324,157.1337545386067,True,3,0.005021309827229377,303.3771752666341
3,2020-01-25,0,73.70120961105324,157.1337545386067,True,4,0.005870260009492142,303.3771752666341
4,2020-01-26,0,73.70120961105324,157.1337545386067,True,5,0.006862738613231473,303.3771752666341
5,2020-01-27,0,73.70120961105324,157.1337545386067,True,6,0.008023010232981357,303.3771752666341
6,2020-01-28,0,73.70120961105324,157.1337545386067,True,7,0.009379441159940955,303.3771752666341
7,2020-01-29,0,73.70120961105324,157.1337545386067,True,8,0.010965192579823844,303.3771752666341
8,2020-01-30,0,73.70120961105324,157.1337545386067,True,9,0.012819030866333972,303.3771752666341
9,2020-01-31,0,73.70120961105324,157.1337545386067,True,10,0.014986274729379807,303.3771752666341
10,2020-02-01,0,73.70120961105324,157.1337545386067,True,11,0.017519902303730066,303.3771752666341
11,2020-02-02,0,73.70120961105324,157.1337545386067,True,12,0.020481845147662395,303.3771752666341
12,2020-02-03,0,73.70120961105324,157.1337545386067,True,13,0.023944500654579686,303.3771752666341
13,2020-02-04,0,73.70120961105324,157.1337545386067,True,14,0.027992499670800853,303.3771752666341
14,2020-02-05,0,73.70120961105324,157.1337545386067,True,15,0.032724772284188734,303.3771752666341
15,2020-02-06,0,73.70120961105324,157.1337545386067,True,16,0.03825696194511254,303.3771752666341
16,2020-02-07,0,73.70120961105324,157.1337545386067,True,17,0.044724246470214196,303.3771752666341
17,2020-02-08,0,73.70120961105324,157.1337545386067,True,18,0.05228463425309759,303.3771752666341
18,2020-02-09,0,73.70120961105324,157.1337545386067,True,19,0.06112281538618437,303.3771752666341
19,2020-02-10,0,73.70120961105324,157.1337545386067,True,20,0.0714546606393827,303.3771752666341
20,2020-02-11,0,73.70120961105324,157.1337545386067,True,21,0.0835324766356497,303.3771752666341
21,2020-02-12,0,73.70120961105324,157.1337545386067,True,22,0.0976511434437109,303.3771752666341
22,2020-02-13,0,73.70120961105324,157.1337545386067,True,23,0.11415528155171276,303.3771752666341
23,2020-02-14,0,73.70120961105324,157.1337545386067,True,24,0.1334476192183153,303.3771752666341
24,2020-02-15,0,73.70120961105324,157.1337545386067,True,25,0.155998758996447,303.3771752666341
25,2020-02-16,0,73.70120961105324,157.1337545386067,True,26,0.18235857431824457,303.3771752666341
26,2020-02-17,0,73.70120961105324,157.1337545386067,True,27,0.2131695039964613,303.3771752666341
27,2020-02-18,0,73.70120961105324,157.1337545386067,True,28,0.24918205496144924,303.3771752666341
28,2020-02-19,0,73.70120961105324,157.1337545386067,True,29,0.2912728721706648,303.3771752666341
29,2020-02-20,0,73.70120961105324,157.1337545386067,True,30,0.3404657900697728,303.3771752666341
30,2020-02-21,0,73.70120961105324,157.1337545386067,True,31,0.3979563429022043,303.3771752666341
31,2020-02-22,0,73.70120961105324,157.1337545386067,True,32,0.465140282140189,303.3771752666341
32,2020-02-23,0,73.70120961105324,157.1337545386067,True,33,0.5436467287851525,303.3771752666341
33,2020-02-24,0,73.70120961105324,157.1337545386067,True,34,0.6353766764495519,303.3771752666341
34,2020-02-25,0,73.70120961105324,157.1337545386067,True,35,0.742547657773786,303.3771752666341
35,2020-02-26,0,73.70120961105324,157.1337545386067,True,36,0.867745491021872,303.3771752666341
36,2020-02-27,0,73.70120961105324,157.1337545386067,True,37,1.0139841338954552,303.3771752666341
37,2020-02-28,0,73.70120961105324,157.1337545386067,True,38,1.1847747846453829,303.3771752666341
38,2020-02-29,0,73.70120961105324,157.1337545386067,True,39,1.3842054815145044,303.3771752666341
39,2020-03-01,0,73.70120961105324,157.1337545386067,True,40,1.6170325528886527,303.3771752666341
40,2020-03-02,0,73.70120961105324,157.1337545386067,True,41,1.8887853511822277,303.3771752666341
41,2020-03-03,0,73.70120961105324,157.1337545386067,True,42,2.2058857475588627,303.3771752666341
42,2020-03-04,0,73.70120961105324,157.1337545386067,True,43,2.5757838498264674,303.3771752666341
43,2020-03-05,0,73.70120961105324,157.1337545386067,True,44,3.0071113016511184,303.3771752666341
44,2020-03-06,0,73.70120961105324,157.1337545386067,True,45,3.509853286305114,303.3771752666341
45,2020-03-07,0,73.70120961105324,157.1337545386067,True,46,4.095539937765613,303.3771752666341
46,2020-03-08,0,73.70120961105324,157.1337545386067,True,47,4.777457184972315,303.3771752666341
47,2020-03-09,0,73.70120961105324,157.1337545386067,True,48,5.570876030990678,303.3771752666341
