,Report_Date,Dominica_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
37,2020-02-28,0,66.65452653152693,8.238623678723151,True,38,0.11596751689273281,16.475296580185127
38,2020-02-29,0,66.65452653152693,8.238623678723151,True,39,0.137649333710318,16.475296580185127
39,2020-03-01,0,66.65452653152693,8.238623678723151,True,40,0.16334441124626767,16.475296580185127
40,2020-03-02,0,66.65452653152693,8.238623678723151,True,41,0.1937791190082995,16.475296580185127
41,2020-03-03,0,66.65452653152693,8.238623678723151,True,42,0.22980461236308092,16.475296580185127
42,2020-03-04,0,66.65452653152693,8.238623678723151,True,43,0.2724155620132927,16.475296580185127
43,2020-03-05,0,66.65452653152693,8.238623678723151,True,44,0.3227705798915568,16.475296580185127
44,2020-03-06,0,66.65452653152693,8.238623678723151,True,45,0.38221399719867855,16.475296580185127
45,2020-03-07,0,66.65452653152693,8.238623678723151,True,46,0.45229836947659025,16.475296580185127
46,2020-03-08,0,66.65452653152693,8.238623678723151,True,47,0.5348066955078009,16.475296580185127
47,2020-03-09,0,66.65452653152693,8.238623678723151,True,48,0.6317728182525066,16.475296580185127
48,2020-03-10,0,66.65452653152693,8.238623678723151,True,49,0.7454978076817687,16.475296580185127
49,2020-03-11,0,66.65452653152693,8.238623678723151,True,50,0.8785592995777086,16.475296580185127
50,2020-03-12,0,66.65452653152693,8.238623678723151,True,51,1.0338097973599412,16.475296580185127
51,2020-03-13,0,66.65452653152693,8.238623678723151,True,52,1.214358893609182,16.475296580185127
52,2020-03-14,0,66.65452653152693,8.238623678723151,True,53,1.4235333568821302,16.475296580185127
53,2020-03-15,0,66.65452653152693,8.238623678723151,True,54,1.6648082713114132,16.475296580185127
54,2020-03-16,0,66.65452653152693,8.238623678723151,True,55,1.9417022381641134,16.475296580185127
55,2020-03-17,0,66.65452653152693,8.238623678723151,True,56,2.2576304946199697,16.475296580185127
56,2020-03-18,0,66.65452653152693,8.238623678723151,True,57,2.615712203958939,16.475296580185127
57,2020-03-19,0,66.65452653152693,8.238623678723151,True,58,3.01853263607719,16.475296580185127
58,2020-03-20,0,66.65452653152693,8.238623678723151,True,59,3.4678677983649733,16.475296580185127
59,2020-03-21,0,66.65452653152693,8.238623678723151,True,60,3.9643881295337136,16.475296580185127
60,2020-03-22,1,66.65452653152693,8.238623678723151,True,61,4.50736818589051,16.475296580185127
61,2020-03-23,2,66.65452653152693,8.238623678723151,True,62,5.094438888879745,16.475296580185127
62,2020-03-24,2,66.65452653152693,8.238623678723151,True,63,5.721425002662932,16.475296580185127
63,2020-03-25,7,66.65452653152693,8.238623678723151,True,64,6.382309842069313,16.475296580185127
64,2020-03-26,11,66.65452653152693,8.238623678723151,True,65,7.069359253762889,16.475296580185127
65,2020-03-27,11,66.65452653152693,8.238623678723151,True,66,7.773417200662567,16.475296580185127
66,2020-03-28,11,66.65452653152693,8.238623678723151,True,67,8.48435842808283,16.475296580185127
67,2020-03-29,11,66.65452653152693,8.238623678723151,True,68,9.191655396118511,16.475296580185127
68,2020-03-30,11,66.65452653152693,8.238623678723151,True,69,9.884994270143087,16.475296580185127
69,2020-03-31,12,66.65452653152693,8.238623678723151,True,70,10.554864733407936,16.475296580185127
70,2020-04-01,12,66.65452653152693,8.238623678723151,True,71,11.193053766235193,16.475296580185127
71,2020-04-02,12,66.65452653152693,8.238623678723151,True,72,11.792992681576877,16.475296580185127
72,2020-04-03,12,66.65452653152693,8.238623678723151,True,73,12.34993397531733,16.475296580185127
73,2020-04-04,14,66.65452653152693,8.238623678723151,True,74,12.860962573195799,16.475296580185127
74,2020-04-05,14,66.65452653152693,8.238623678723151,True,75,13.324868410724061,16.475296580185127
75,2020-04-06,15,66.65452653152693,8.238623678723151,True,76,13.741920335081566,16.475296580185127
76,2020-04-07,15,66.65452653152693,8.238623678723151,True,77,14.113584657226742,16.475296580185127
77,2020-04-08,15,66.65452653152693,8.238623678723151,True,78,14.44222733717116,16.475296580185127
78,2020-04-09,15,66.65452653152693,8.238623678723151,True,79,14.7308299013236,16.475296580185127
79,2020-04-10,16,66.65452653152693,8.238623678723151,True,80,14.982738827940484,16.475296580185127
80,2020-04-11,16,66.65452653152693,8.238623678723151,True,81,15.201458548393175,16.475296580185127
81,2020-04-12,16,66.65452653152693,8.238623678723151,True,82,15.390490639206677,16.475296580185127
82,2020-04-13,16,66.65452653152693,8.238623678723151,True,83,15.553216597701299,16.475296580185127
83,2020-04-14,16,66.65452653152693,8.238623678723151,True,84,15.692818606582026,16.475296580185127
84,2020-04-15,16,66.65452653152693,8.238623678723151,True,85,15.812231425207054,16.475296580185127
85,2020-04-16,16,66.65452653152693,8.238623678723151,True,86,15.914118459518878,16.475296580185127
86,2020-04-17,16,66.65452653152693,8.238623678723151,True,87,16.00086568207932,16.475296580185127
87,2020-04-18,16,66.65452653152693,8.238623678723151,True,88,16.074588034280264,16.475296580185127
88,2020-04-19,16,66.65452653152693,8.238623678723151,True,89,16.137143997860935,16.475296580185127
89,2020-04-20,16,66.65452653152693,8.238623678723151,True,90,16.190155024338935,16.475296580185127
90,2020-04-21,16,66.65452653152693,8.238623678723151,True,91,16.235027383663414,16.475296580185127
91,2020-04-22,16,66.65452653152693,8.238623678723151,True,92,16.27297471041258,16.475296580185127
92,2020-04-23,16,66.65452653152693,8.238623678723151,True,93,16.305040089020167,16.475296580185127
93,2020-04-24,16,66.65452653152693,8.238623678723151,True,94,16.332116945532395,16.475296580185127
94,2020-04-25,16,66.65452653152693,8.238623678723151,True,95,16.354968324872242,16.475296580185127
95,2020-04-26,16,66.65452653152693,8.238623678723151,True,96,16.37424435274974,16.475296580185127
96,2020-04-27,16,66.65452653152693,8.238623678723151,True,97,16.39049783131654,16.475296580185127
97,2020-04-28,16,66.65452653152693,8.238623678723151,True,98,16.404198015276297,16.475296580185127
98,2020-04-29,16,66.65452653152693,8.238623678723151,True,99,16.415742674810765,16.475296580185127
99,2020-04-30,16,66.65452653152693,8.238623678723151,True,100,16.425468584539974,16.475296580185127
100,2020-05-01,16,66.65452653152693,8.238623678723151,True,101,16.433660592236876,16.475296580185127
101,2020-05-02,16,66.65452653152693,8.238623678723151,True,102,16.440559423373642,16.475296580185127
102,2020-05-03,16,66.65452653152693,8.238623678723151,True,103,16.446368372259563,16.475296580185127
103,2020-05-04,16,66.65452653152693,8.238623678723151,True,104,16.451259020687296,16.475296580185127
104,2020-05-05,16,66.65452653152693,8.238623678723151,True,105,16.455376112798383,16.475296580185127
105,2020-05-06,16,66.65452653152693,8.238623678723151,True,106,16.458841701757844,16.475296580185127
106,2020-05-07,16,66.65452653152693,8.238623678723151,True,107,16.4617586707242,16.475296580185127
107,2020-05-08,16,66.65452653152693,8.238623678723151,True,108,16.464213718088338,16.475296580185127
108,2020-05-09,16,66.65452653152693,8.238623678723151,True,109,16.466279885357487,16.475296580185127
