,Report_Date,Dominica_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.65452653152693,8.238623678723151,True,1,0.00019583628401084272,16.475296580185127
1,2020-01-23,0,66.65452653152693,8.238623678723151,True,2,0.0002327586591915393,16.475296580185127
2,2020-01-24,0,66.65452653152693,8.238623678723151,True,3,0.0002766421494042568,16.475296580185127
3,2020-01-25,0,66.65452653152693,8.238623678723151,True,4,0.00032879911176769916,16.475296580185127
4,2020-01-26,0,66.65452653152693,8.238623678723151,True,5,0.0003907892980614291,16.475296580185127
5,2020-01-27,0,66.65452653152693,8.238623678723151,True,6,0.0004644664833016498,16.475296580185127
6,2020-01-28,0,66.65452653152693,8.238623678723151,True,7,0.0005520338794134964,16.475296580185127
7,2020-01-29,0,66.65452653152693,8.238623678723151,True,8,0.0006561099877654739,16.475296580185127
8,2020-01-30,0,66.65452653152693,8.238623678723151,True,9,0.0007798068550706598,16.475296580185127
9,2020-01-31,0,66.65452653152693,8.238623678723151,True,10,0.0009268230660471787,16.475296580185127
10,2020-02-01,0,66.65452653152693,8.238623678723151,True,11,0.0011015542440501733,16.475296580185127
11,2020-02-02,0,66.65452653152693,8.238623678723151,True,12,0.001309224350380644,16.475296580185127
12,2020-02-03,0,66.65452653152693,8.238623678723151,True,13,0.0015560416891820389,16.475296580185127
13,2020-02-04,0,66.65452653152693,8.238623678723151,True,14,0.0018493842554796168,16.475296580185127
14,2020-02-05,0,66.65452653152693,8.238623678723151,True,15,0.002198019929859662,16.475296580185127
15,2020-02-06,0,66.65452653152693,8.238623678723151,True,16,0.0026123680490228213,16.475296580185127
16,2020-02-07,0,66.65452653152693,8.238623678723151,True,17,0.00310481009567804,16.475296580185127
17,2020-02-08,0,66.65452653152693,8.238623678723151,True,18,0.00369005868749492,16.475296580185127
18,2020-02-09,0,66.65452653152693,8.238623678723151,True,19,0.004385595742120653,16.475296580185127
19,2020-02-10,0,66.65452653152693,8.238623678723151,True,20,0.005212192698801517,16.475296580185127
20,2020-02-11,0,66.65452653152693,8.238623678723151,True,21,0.006194528039018462,16.475296580185127
21,2020-02-12,0,66.65452653152693,8.238623678723151,True,22,0.007361920128351865,16.475296580185127
22,2020-02-13,0,66.65452653152693,8.238623678723151,True,23,0.008749196667116783,16.475296580185127
23,2020-02-14,0,66.65452653152693,8.238623678723151,True,24,0.010397725863913439,16.475296580185127
24,2020-02-15,0,66.65452653152693,8.238623678723151,True,25,0.012356638917736444,16.475296580185127
25,2020-02-16,0,66.65452653152693,8.238623678723151,True,26,0.014684278601056202,16.475296580185127
26,2020-02-17,0,66.65452653152693,8.238623678723151,True,27,0.01744991477312235,16.475296580185127
27,2020-02-18,0,66.65452653152693,8.238623678723151,True,28,0.02073577461465448,16.475296580185127
28,2020-02-19,0,66.65452653152693,8.238623678723151,True,29,0.024639443350359613,16.475296580185127
29,2020-02-20,0,66.65452653152693,8.238623678723151,True,30,0.029276700284937132,16.475296580185127
30,2020-02-21,0,66.65452653152693,8.238623678723151,True,31,0.03478486515760978,16.475296580185127
31,2020-02-22,0,66.65452653152693,8.238623678723151,True,32,0.041326741096761314,16.475296580185127
32,2020-02-23,0,66.65452653152693,8.238623678723151,True,33,0.049095252711619325,16.475296580185127
33,2020-02-24,0,66.65452653152693,8.238623678723151,True,34,0.05831889082655232,16.475296580185127
34,2020-02-25,0,66.65452653152693,8.238623678723151,True,35,0.06926808855959657,16.475296580185127
35,2020-02-26,0,66.65452653152693,8.238623678723151,True,36,0.08226266606246664,16.475296580185127
36,2020-02-27,0,66.65452653152693,8.238623678723151,True,37,0.09768049200568264,16.475296580185127
