,Report_Date,Libyan Arab Jamahiriya_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,83.84133640595917,35.70983474938789,True,1,0.0008193119852129056,71.37762284573125
1,2020-01-23,0,0,83.84133640595917,35.70983474938789,True,2,0.0009399073128055651,71.37762284573125
2,2020-01-24,0,0,83.84133640595917,35.70983474938789,True,3,0.001078252915912077,71.37762284573125
3,2020-01-25,0,0,83.84133640595917,35.70983474938789,True,4,0.0012369613506987606,71.37762284573125
4,2020-01-26,0,0,83.84133640595917,35.70983474938789,True,5,0.0014190296729740283,71.37762284573125
5,2020-01-27,0,0,83.84133640595917,35.70983474938789,True,6,0.0016278960179759354,71.37762284573125
6,2020-01-28,0,0,83.84133640595917,35.70983474938789,True,7,0.0018675045032996147,71.37762284573125
7,2020-01-29,0,0,83.84133640595917,35.70983474938789,True,8,0.002142379678490615,71.37762284573125
8,2020-01-30,0,0,83.84133640595917,35.70983474938789,True,9,0.002457711924424931,71.37762284573125
9,2020-01-31,0,0,83.84133640595917,35.70983474938789,True,10,0.0028194554114685105,71.37762284573125
10,2020-02-01,0,0,83.84133640595917,35.70983474938789,True,11,0.003234440461376273,71.37762284573125
11,2020-02-02,0,0,83.84133640595917,35.70983474938789,True,12,0.0037105024283173296,71.37762284573125
12,2020-02-03,0,0,83.84133640595917,35.70983474938789,True,13,0.004256629524285113,71.37762284573125
13,2020-02-04,0,0,83.84133640595917,35.70983474938789,True,14,0.0048831323691610595,71.37762284573125
14,2020-02-05,0,0,83.84133640595917,35.70983474938789,True,15,0.005601838452342894,71.37762284573125
15,2020-02-06,0,0,83.84133640595917,35.70983474938789,True,16,0.006426315158527136,71.37762284573125
16,2020-02-07,0,0,83.84133640595917,35.70983474938789,True,17,0.007372125543381249,71.37762284573125
17,2020-02-08,0,0,83.84133640595917,35.70983474938789,True,18,0.008457121655044962,71.37762284573125
18,2020-02-09,0,0,83.84133640595917,35.70983474938789,True,19,0.00970178089555808,71.37762284573125
