,Report_Date,Guyana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,83.21127058880076,48.28083311706181,True,1,0.003962960972970336,85.67237597700208
1,2020-01-23,0,83.21127058880076,48.28083311706181,True,2,0.004481022718979572,85.67237597700208
2,2020-01-24,0,83.21127058880076,48.28083311706181,True,3,0.0050668050130885265,85.67237597700208
3,2020-01-25,0,83.21127058880076,48.28083311706181,True,4,0.0057291592323053826,85.67237597700208
4,2020-01-26,0,83.21127058880076,48.28083311706181,True,5,0.006478093392296266,85.67237597700208
5,2020-01-27,0,83.21127058880076,48.28083311706181,True,6,0.007324923212383613,85.67237597700208
6,2020-01-28,0,83.21127058880076,48.28083311706181,True,7,0.008282442889285717,85.67237597700208
7,2020-01-29,0,83.21127058880076,48.28083311706181,True,8,0.009365118144944434,85.67237597700208
8,2020-01-30,0,83.21127058880076,48.28083311706181,True,9,0.01058930444603947,85.67237597700208
9,2020-01-31,0,83.21127058880076,48.28083311706181,True,10,0.011973493667606637,85.67237597700208
10,2020-02-01,0,83.21127058880076,48.28083311706181,True,11,0.013538592895887703,85.67237597700208
11,2020-02-02,0,83.21127058880076,48.28083311706181,True,12,0.015308239542093541,85.67237597700208
12,2020-02-03,0,83.21127058880076,48.28083311706181,True,13,0.017309157475805474,85.67237597700208
13,2020-02-04,0,83.21127058880076,48.28083311706181,True,14,0.019571559491676806,85.67237597700208
14,2020-02-05,0,83.21127058880076,48.28083311706181,True,15,0.022129602104161365,85.67237597700208
15,2020-02-06,0,83.21127058880076,48.28083311706181,True,16,0.025021899431319834,85.67237597700208
16,2020-02-07,0,83.21127058880076,48.28083311706181,True,17,0.02829210379043728,85.67237597700208
17,2020-02-08,0,83.21127058880076,48.28083311706181,True,18,0.03198956159635595,85.67237597700208
18,2020-02-09,0,83.21127058880076,48.28083311706181,True,19,0.03617005424030108,85.67237597700208
19,2020-02-10,0,83.21127058880076,48.28083311706181,True,20,0.04089663484589738,85.67237597700208
20,2020-02-11,0,83.21127058880076,48.28083311706181,True,21,0.04624057316452439,85.67237597700208
21,2020-02-12,0,83.21127058880076,48.28083311706181,True,22,0.05228242239975871,85.67237597700208
22,2020-02-13,0,83.21127058880076,48.28083311706181,True,23,0.059113223457084696,85.67237597700208
23,2020-02-14,0,83.21127058880076,48.28083311706181,True,24,0.06683586401795424,85.67237597700208
