,Report_Date,Guyana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,0,83.21127058880076,48.28083311706181,True,25,0.0755666119550024,85.67237597700208
25,2020-02-16,0,83.21127058880076,48.28083311706181,True,26,0.08543684495654759,85.67237597700208
26,2020-02-17,0,83.21127058880076,48.28083311706181,True,27,0.0965950008321032,85.67237597700208
27,2020-02-18,0,83.21127058880076,48.28083311706181,True,28,0.10920877584441537,85.67237597700208
28,2020-02-19,0,83.21127058880076,48.28083311706181,True,29,0.12346760157369796,85.67237597700208
29,2020-02-20,0,83.21127058880076,48.28083311706181,True,30,0.1395854342794031,85.67237597700208
30,2020-02-21,0,83.21127058880076,48.28083311706181,True,31,0.15780389449239535,85.67237597700208
31,2020-02-22,0,83.21127058880076,48.28083311706181,True,32,0.17839579864702948,85.67237597700208
32,2020-02-23,0,83.21127058880076,48.28083311706181,True,33,0.20166912893943034,85.67237597700208
33,2020-02-24,0,83.21127058880076,48.28083311706181,True,34,0.22797149225216967,85.67237597700208
34,2020-02-25,0,83.21127058880076,48.28083311706181,True,35,0.2576951238741857,85.67237597700208
35,2020-02-26,0,83.21127058880076,48.28083311706181,True,36,0.29128249680003326,85.67237597700208
36,2020-02-27,0,83.21127058880076,48.28083311706181,True,37,0.32923260251203024,85.67237597700208
37,2020-02-28,0,83.21127058880076,48.28083311706181,True,38,0.372107974185558,85.67237597700208
38,2020-02-29,0,83.21127058880076,48.28083311706181,True,39,0.420542528006768,85.67237597700208
39,2020-03-01,0,83.21127058880076,48.28083311706181,True,40,0.47525030247417216,85.67237597700208
40,2020-03-02,0,83.21127058880076,48.28083311706181,True,41,0.5370351787977002,85.67237597700208
41,2020-03-03,0,83.21127058880076,48.28083311706181,True,42,0.6068016673187734,85.67237597700208
42,2020-03-04,0,83.21127058880076,48.28083311706181,True,43,0.6855668446127943,85.67237597700208
43,2020-03-05,0,83.21127058880076,48.28083311706181,True,44,0.7744735227785311,85.67237597700208
44,2020-03-06,0,83.21127058880076,48.28083311706181,True,45,0.8748047253216272,85.67237597700208
45,2020-03-07,0,83.21127058880076,48.28083311706181,True,46,0.9879995316877266,85.67237597700208
46,2020-03-08,0,83.21127058880076,48.28083311706181,True,47,1.1156703332615545,85.67237597700208
47,2020-03-09,0,83.21127058880076,48.28083311706181,True,48,1.2596215155174069,85.67237597700208
48,2020-03-10,0,83.21127058880076,48.28083311706181,True,49,1.4218695415566442,85.67237597700208
49,2020-03-11,0,83.21127058880076,48.28083311706181,True,50,1.6046643586047016,85.67237597700208
50,2020-03-12,1,83.21127058880076,48.28083311706181,True,51,1.810511977775096,85.67237597700208
51,2020-03-13,1,83.21127058880076,48.28083311706181,True,52,2.042197984661161,85.67237597700208
52,2020-03-14,1,83.21127058880076,48.28083311706181,True,53,2.302811619771361,85.67237597700208
53,2020-03-15,4,83.21127058880076,48.28083311706181,True,54,2.595769918861142,85.67237597700208
54,2020-03-16,4,83.21127058880076,48.28083311706181,True,55,2.924841219158298,85.67237597700208
55,2020-03-17,7,83.21127058880076,48.28083311706181,True,56,3.2941671140108153,85.67237597700208
56,2020-03-18,7,83.21127058880076,48.28083311706181,True,57,3.708281672272891,85.67237597700208
57,2020-03-19,7,83.21127058880076,48.28083311706181,True,58,4.172126428353047,85.67237597700208
58,2020-03-20,7,83.21127058880076,48.28083311706181,True,59,4.6910592960072535,85.67237597700208
59,2020-03-21,7,83.21127058880076,48.28083311706181,True,60,5.270855170229189,85.67237597700208
60,2020-03-22,19,83.21127058880076,48.28083311706181,True,61,5.917695570454701,85.67237597700208
61,2020-03-23,20,83.21127058880076,48.28083311706181,True,62,6.638144267653768,85.67237597700208
62,2020-03-24,5,83.21127058880076,48.28083311706181,True,63,7.439105462764555,85.67237597700208
63,2020-03-25,5,83.21127058880076,48.28083311706181,True,64,8.327760794160335,85.67237597700208
64,2020-03-26,5,83.21127058880076,48.28083311706181,True,65,9.311481314106294,85.67237597700208
65,2020-03-27,5,83.21127058880076,48.28083311706181,True,66,10.397710672594215,85.67237597700208
66,2020-03-28,8,83.21127058880076,48.28083311706181,True,67,11.593816181168874,85.67237597700208
67,2020-03-29,8,83.21127058880076,48.28083311706181,True,68,12.90690530856121,85.67237597700208
68,2020-03-30,8,83.21127058880076,48.28083311706181,True,69,14.343606591423724,85.67237597700208
69,2020-03-31,12,83.21127058880076,48.28083311706181,True,70,15.909816014503477,85.67237597700208
70,2020-04-01,19,83.21127058880076,48.28083311706181,True,71,17.610412667199594,85.67237597700208
71,2020-04-02,19,83.21127058880076,48.28083311706181,True,72,19.44895088327187,85.67237597700208
72,2020-04-03,23,83.21127058880076,48.28083311706181,True,73,21.427339973544626,85.67237597700208
73,2020-04-04,23,83.21127058880076,48.28083311706181,True,74,23.54552678580866,85.67237597700208
74,2020-04-05,24,83.21127058880076,48.28083311706181,True,75,25.80120023809772,85.67237597700208
75,2020-04-06,31,83.21127058880076,48.28083311706181,True,76,28.189540098709205,85.67237597700208
76,2020-04-07,33,83.21127058880076,48.28083311706181,True,77,30.703033968035783,85.67237597700208
77,2020-04-08,37,83.21127058880076,48.28083311706181,True,78,33.33138599761393,85.67237597700208
78,2020-04-09,37,83.21127058880076,48.28083311706181,True,79,36.06153784046994,85.67237597700208
79,2020-04-10,37,83.21127058880076,48.28083311706181,True,80,38.87781642763679,85.67237597700208
80,2020-04-11,45,83.21127058880076,48.28083311706181,True,81,41.762214588841864,85.67237597700208
81,2020-04-12,45,83.21127058880076,48.28083311706181,True,82,44.694799951156966,85.67237597700208
82,2020-04-13,45,83.21127058880076,48.28083311706181,True,83,47.654236094721824,85.67237597700208
83,2020-04-14,47,83.21127058880076,48.28083311706181,True,84,50.61838908274824,85.67237597700208
84,2020-04-15,55,83.21127058880076,48.28083311706181,True,85,53.5649837597372,85.67237597700208
85,2020-04-16,55,83.21127058880076,48.28083311706181,True,86,56.47226895684628,85.67237597700208
86,2020-04-17,63,83.21127058880076,48.28083311706181,True,87,59.31964979021455,85.67237597700208
87,2020-04-18,63,83.21127058880076,48.28083311706181,True,88,62.08824874040532,85.67237597700208
88,2020-04-19,65,83.21127058880076,48.28083311706181,True,89,64.76136459809224,85.67237597700208
89,2020-04-20,65,83.21127058880076,48.28083311706181,True,90,67.32480850244032,85.67237597700208
