,Report_Date,Swaziland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,116.66064722959155,260.4735046554224,False,1,0.005749742311925622,520.9468761200953
1,2020-01-23,0,116.66064722959155,260.4735046554224,False,2,0.006346104742911982,520.9468761200953
2,2020-01-24,0,116.66064722959155,260.4735046554224,False,3,0.007004320966281964,520.9468761200953
3,2020-01-25,0,116.66064722959155,260.4735046554224,False,4,0.007730806180601598,520.9468761200953
4,2020-01-26,0,116.66064722959155,260.4735046554224,False,5,0.00853264090053038,520.9468761200953
5,2020-01-27,0,116.66064722959155,260.4735046554224,False,6,0.009417639947683371,520.9468761200953
6,2020-01-28,0,116.66064722959155,260.4735046554224,False,7,0.01039442859370991,520.9468761200953
7,2020-01-29,0,116.66064722959155,260.4735046554224,False,8,0.011472526596641011,520.9468761200953
8,2020-01-30,0,116.66064722959155,260.4735046554224,False,9,0.012662440948249335,520.9468761200953
9,2020-01-31,0,116.66064722959155,260.4735046554224,False,10,0.013975768234774515,520.9468761200953
10,2020-02-01,0,116.66064722959155,260.4735046554224,False,11,0.01542530760670604,520.9468761200953
11,2020-02-02,0,116.66064722959155,260.4735046554224,False,12,0.017025185456281115,520.9468761200953
12,2020-02-03,0,116.66064722959155,260.4735046554224,False,13,0.018790993014932363,520.9468761200953
13,2020-02-04,0,116.66064722959155,260.4735046554224,False,14,0.02073993820819612,520.9468761200953
14,2020-02-05,0,116.66064722959155,260.4735046554224,False,15,0.022891013243761405,520.9468761200953
15,2020-02-06,0,116.66064722959155,260.4735046554224,False,16,0.025265179560718727,520.9468761200953
16,2020-02-07,0,116.66064722959155,260.4735046554224,False,17,0.027885571936102863,520.9468761200953
17,2020-02-08,0,116.66064722959155,260.4735046554224,False,18,0.03077772373010754,520.9468761200953
18,2020-02-09,0,116.66064722959155,260.4735046554224,False,19,0.03396981545563082,520.9468761200953
19,2020-02-10,0,116.66064722959155,260.4735046554224,False,20,0.03749294908301145,520.9468761200953
20,2020-02-11,0,116.66064722959155,260.4735046554224,False,21,0.041381450739049704,520.9468761200953
21,2020-02-12,0,116.66064722959155,260.4735046554224,False,22,0.04567320473298809,520.9468761200953
22,2020-02-13,0,116.66064722959155,260.4735046554224,False,23,0.05041002214360272,520.9468761200953
23,2020-02-14,0,116.66064722959155,260.4735046554224,False,24,0.05563804753370942,520.9468761200953
24,2020-02-15,0,116.66064722959155,260.4735046554224,False,25,0.061408207724277006,520.9468761200953
25,2020-02-16,0,116.66064722959155,260.4735046554224,False,26,0.0677767069633028,520.9468761200953
26,2020-02-17,0,116.66064722959155,260.4735046554224,False,27,0.07480557326830091,520.9468761200953
27,2020-02-18,0,116.66064722959155,260.4735046554224,False,28,0.08256326120967183,520.9468761200953
28,2020-02-19,0,116.66064722959155,260.4735046554224,False,29,0.09112531693972215,520.9468761200953
29,2020-02-20,0,116.66064722959155,260.4735046554224,False,30,0.1005751118634316,520.9468761200953
30,2020-02-21,0,116.66064722959155,260.4735046554224,False,31,0.11100465199738659,520.9468761200953
31,2020-02-22,0,116.66064722959155,260.4735046554224,False,32,0.12251547077822679,520.9468761200953
32,2020-02-23,0,116.66064722959155,260.4735046554224,False,33,0.13521961386756526,520.9468761200953
33,2020-02-24,0,116.66064722959155,260.4735046554224,False,34,0.14924072536322242,520.9468761200953
34,2020-02-25,0,116.66064722959155,260.4735046554224,False,35,0.16471524577386032,520.9468761200953
35,2020-02-26,0,116.66064722959155,260.4735046554224,False,36,0.1817937331533499,520.9468761200953
36,2020-02-27,0,116.66064722959155,260.4735046554224,False,37,0.20064231993064324,520.9468761200953
37,2020-02-28,0,116.66064722959155,260.4735046554224,False,38,0.22144431921929678,520.9468761200953
38,2020-02-29,0,116.66064722959155,260.4735046554224,False,39,0.24440199575740262,520.9468761200953
39,2020-03-01,0,116.66064722959155,260.4735046554224,False,40,0.2697385181233584,520.9468761200953
40,2020-03-02,0,116.66064722959155,260.4735046554224,False,41,0.2977001105059783,520.9468761200953
41,2020-03-03,0,116.66064722959155,260.4735046554224,False,42,0.3285584240896768,520.9468761200953
42,2020-03-04,0,116.66064722959155,260.4735046554224,False,43,0.3626131500579596,520.9468761200953
43,2020-03-05,0,116.66064722959155,260.4735046554224,False,44,0.40019489833256294,520.9468761200953
44,2020-03-06,0,116.66064722959155,260.4735046554224,False,45,0.44166836846266866,520.9468761200953
45,2020-03-07,0,116.66064722959155,260.4735046554224,False,46,0.4874358415698995,520.9468761200953
46,2020-03-08,0,116.66064722959155,260.4735046554224,False,47,0.5379410249509182,520.9468761200953
47,2020-03-09,0,116.66064722959155,260.4735046554224,False,48,0.593673283850298,520.9468761200953
48,2020-03-10,0,116.66064722959155,260.4735046554224,False,49,0.6551722980502144,520.9468761200953
49,2020-03-11,0,116.66064722959155,260.4735046554224,False,50,0.7230331842868972,520.9468761200953
50,2020-03-12,0,116.66064722959155,260.4735046554224,False,51,0.7979121291001049,520.9468761200953
51,2020-03-13,0,116.66064722959155,260.4735046554224,False,52,0.8805325805508281,520.9468761200953
52,2020-03-14,1,116.66064722959155,260.4735046554224,False,53,0.9716920512985243,520.9468761200953
53,2020-03-15,1,116.66064722959155,260.4735046554224,False,54,1.0722695898002157,520.9468761200953
54,2020-03-16,1,116.66064722959155,260.4735046554224,False,55,1.1832339808590757,520.9468761200953
55,2020-03-17,1,116.66064722959155,260.4735046554224,False,56,1.3056527413779184,520.9468761200953
56,2020-03-18,1,116.66064722959155,260.4735046554224,False,57,1.4407019819179703,520.9468761200953
57,2020-03-19,1,116.66064722959155,260.4735046554224,False,58,1.5896772094627165,520.9468761200953
58,2020-03-20,1,116.66064722959155,260.4735046554224,False,59,1.7540051515565902,520.9468761200953
59,2020-03-21,1,116.66064722959155,260.4735046554224,False,60,1.935256686618631,520.9468761200953
60,2020-03-22,4,116.66064722959155,260.4735046554224,False,61,2.135160969579409,520.9468761200953
61,2020-03-23,4,116.66064722959155,260.4735046554224,False,62,2.355620845874195,520.9468761200953
62,2020-03-24,4,116.66064722959155,260.4735046554224,False,63,2.598729650017234,520.9468761200953
63,2020-03-25,4,116.66064722959155,260.4735046554224,False,64,2.866789487195396,520.9468761200953
64,2020-03-26,6,116.66064722959155,260.4735046554224,False,65,3.1623310971998606,520.9468761200953
65,2020-03-27,9,116.66064722959155,260.4735046554224,False,66,3.488135399126998,520.9468761200953
66,2020-03-28,9,116.66064722959155,260.4735046554224,False,67,3.847256812093032,520.9468761200953
67,2020-03-29,9,116.66064722959155,260.4735046554224,False,68,4.243048441078921,520.9468761200953
68,2020-03-30,9,116.66064722959155,260.4735046554224,False,69,4.679189207179372,520.9468761200953
69,2020-03-31,9,116.66064722959155,260.4735046554224,False,70,5.15971298705042,520.9468761200953
70,2020-04-01,9,116.66064722959155,260.4735046554224,False,71,5.6890398061418646,520.9468761200953
71,2020-04-02,9,116.66064722959155,260.4735046554224,False,72,6.272009103080126,520.9468761200953
72,2020-04-03,9,116.66064722959155,260.4735046554224,False,73,6.913915046840726,520.9468761200953
73,2020-04-04,9,116.66064722959155,260.4735046554224,False,74,7.620543842394848,520.9468761200953
74,2020-04-05,9,116.66064722959155,260.4735046554224,False,75,8.398212902370222,520.9468761200953
75,2020-04-06,10,116.66064722959155,260.4735046554224,False,76,9.253811689725815,520.9468761200953
76,2020-04-07,10,116.66064722959155,260.4735046554224,False,77,10.194843947062374,520.9468761200953
77,2020-04-08,12,116.66064722959155,260.4735046554224,False,78,11.229470919329124,520.9468761200953
78,2020-04-09,12,116.66064722959155,260.4735046554224,False,79,12.366555045540313,520.9468761200953
79,2020-04-10,12,116.66064722959155,260.4735046554224,False,80,13.615703438824099,520.9468761200953
80,2020-04-11,12,116.66064722959155,260.4735046554224,False,81,14.987310289903881,520.9468761200953
81,2020-04-12,14,116.66064722959155,260.4735046554224,False,82,16.492597114452742,520.9468761200953
82,2020-04-13,15,116.66064722959155,260.4735046554224,False,83,18.14364951770806,520.9468761200953
83,2020-04-14,15,116.66064722959155,260.4735046554224,False,84,19.9534488692556,520.9468761200953
84,2020-04-15,15,116.66064722959155,260.4735046554224,False,85,21.935896967364535,520.9468761200953
85,2020-04-16,16,116.66064722959155,260.4735046554224,False,86,24.105831428063254,520.9468761200953
86,2020-04-17,16,116.66064722959155,260.4735046554224,False,87,26.47902916443371,520.9468761200953
87,2020-04-18,22,116.66064722959155,260.4735046554224,False,88,29.07219493515083,520.9468761200953
88,2020-04-19,22,116.66064722959155,260.4735046554224,False,89,31.902931551513408,520.9468761200953
89,2020-04-20,24,116.66064722959155,260.4735046554224,False,90,34.989687958238726,520.9468761200953
90,2020-04-21,31,116.66064722959155,260.4735046554224,False,91,38.35168107105527,520.9468761200953
91,2020-04-22,31,116.66064722959155,260.4735046554224,False,92,42.00878699733759,520.9468761200953
