,Report_Date,Kuwait_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
55,2020-03-17,130,121,123.6330626191062,20622.387374771315,True,56,75.74204267345596,32671.641219137437
56,2020-03-18,142,127,123.6330626191062,20622.387374771315,True,57,83.11921642195648,32671.641219137437
57,2020-03-19,148,130,123.6330626191062,20622.387374771315,True,58,91.21332508160337,32671.641219137437
58,2020-03-20,159,141,123.6330626191062,20622.387374771315,True,59,100.09371740107214,32671.641219137437
59,2020-03-21,176,149,123.6330626191062,20622.387374771315,True,60,109.83638386111211,32671.641219137437
60,2020-03-22,188,161,123.6330626191062,20622.387374771315,True,61,120.5245792275201,32671.641219137437
61,2020-03-23,189,162,123.6330626191062,20622.387374771315,True,62,132.24950068312398,32671.641219137437
62,2020-03-24,191,152,123.6330626191062,20622.387374771315,True,63,145.1110259255876,32671.641219137437
63,2020-03-25,195,152,123.6330626191062,20622.387374771315,True,64,159.21851584086352,32671.641219137437
64,2020-03-26,208,159,123.6330626191062,20622.387374771315,True,65,174.69168656720817,32671.641219137437
65,2020-03-27,225,168,123.6330626191062,20622.387374771315,True,66,191.6615559426779,32671.641219137437
66,2020-03-28,235,171,123.6330626191062,20622.387374771315,True,67,210.27146946861095,32671.641219137437
67,2020-03-29,255,188,123.6330626191062,20622.387374771315,True,68,230.67821100882853,32671.641219137437
68,2020-03-30,266,194,123.6330626191062,20622.387374771315,True,69,253.05320346216635,32671.641219137437
69,2020-03-31,289,216,123.6330626191062,20622.387374771315,True,70,277.58380457388176,32671.641219137437
70,2020-04-01,317,237,123.6330626191062,20622.387374771315,True,71,304.47470286468274,32671.641219137437
71,2020-04-02,342,261,123.6330626191062,20622.387374771315,True,72,333.9494183249465,32671.641219137437
72,2020-04-03,417,335,123.6330626191062,20622.387374771315,True,73,366.2519120109107,32671.641219137437
73,2020-04-04,479,385,123.6330626191062,20622.387374771315,True,74,401.64830794762634,32671.641219137437
74,2020-04-05,556,456,123.6330626191062,20622.387374771315,True,75,440.4287297414921,32671.641219137437
75,2020-04-06,665,561,123.6330626191062,20622.387374771315,True,76,482.9092529764592,32671.641219137437
76,2020-04-07,743,637,123.6330626191062,20622.387374771315,True,77,529.4339727469571,32671.641219137437
77,2020-04-08,855,743,123.6330626191062,20622.387374771315,True,78,580.3771834921689,32671.641219137437
78,2020-04-09,910,798,123.6330626191062,20622.387374771315,True,79,636.1456655554529,32671.641219137437
79,2020-04-10,993,869,123.6330626191062,20622.387374771315,True,80,697.1810695041655,32671.641219137437
80,2020-04-11,1154,1020,123.6330626191062,20622.387374771315,True,81,763.9623851035991,32671.641219137437
81,2020-04-12,1234,1091,123.6330626191062,20622.387374771315,True,82,837.008476829738,32671.641219137437
82,2020-04-13,1300,1148,123.6330626191062,20622.387374771315,True,83,916.8806618071777,32671.641219137437
83,2020-04-14,1355,1176,123.6330626191062,20622.387374771315,True,84,1004.1852989444479,32671.641219137437
84,2020-04-15,1405,1196,123.6330626191062,20622.387374771315,True,85,1099.5763496827772,32671.641219137437
85,2020-04-16,1524,1296,123.6330626191062,20622.387374771315,True,86,1203.7578610562136,32671.641219137437
86,2020-04-17,1658,1395,123.6330626191062,20622.387374771315,True,87,1317.4863105767638,32671.641219137437
87,2020-04-18,1751,1465,123.6330626191062,20622.387374771315,True,88,1441.5727397315036,32671.641219137437
88,2020-04-19,1915,1603,123.6330626191062,20622.387374771315,True,89,1576.8845885766893,32671.641219137437
89,2020-04-20,1995,1619,123.6330626191062,20622.387374771315,True,90,1724.3471280682381,32671.641219137437
90,2020-04-21,2080,1657,123.6330626191062,20622.387374771315,True,91,1884.9443694986041,32671.641219137437
91,2020-04-22,2248,1792,123.6330626191062,20622.387374771315,True,92,2059.7193119566173,32671.641219137437
92,2020-04-23,2399,1887,123.6330626191062,20622.387374771315,True,93,2249.773369483004,32671.641219137437
93,2020-04-24,2614,1986,123.6330626191062,20622.387374771315,True,94,2456.2648001477587,32671.641219137437
94,2020-04-25,2892,2217,123.6330626191062,20622.387374771315,True,95,2680.405940450842,32671.641219137437
95,2020-04-26,3075,2249,123.6330626191062,20622.387374771315,True,96,2923.459031349334,32671.641219137437
96,2020-04-27,3288,2254,123.6330626191062,20622.387374771315,True,97,3186.730408266483,32671.641219137437
97,2020-04-28,3440,2241,123.6330626191062,20622.387374771315,True,98,3471.5628184156517,32671.641219137437
98,2020-04-29,3740,2327,123.6330626191062,20622.387374771315,True,99,3779.3256268129435,32671.641219137437
99,2020-04-30,4024,2459,123.6330626191062,20622.387374771315,True,100,4111.4026799443845,32671.641219137437
100,2020-05-01,4377,2745,123.6330626191062,20622.387374771315,True,101,4469.177615980935,32671.641219137437
101,2020-05-02,4619,2883,123.6330626191062,20622.387374771315,True,102,4854.016445671216,32671.641219137437
102,2020-05-03,4983,3169,123.6330626191062,20622.387374771315,True,103,5267.2472815779265,32671.641219137437
103,2020-05-04,5278,3291,123.6330626191062,20622.387374771315,True,104,5710.137167913643,32671.641219137437
104,2020-05-05,5804,3732,123.6330626191062,20622.387374771315,True,105,6183.8660610546,32671.641219137437
105,2020-05-06,6289,4028,123.6330626191062,20622.387374771315,True,106,6689.498133047761,32671.641219137437
106,2020-05-07,6567,4142,123.6330626191062,20622.387374771315,True,107,7227.950716766338,32671.641219137437
107,2020-05-08,7208,4695,123.6330626191062,20622.387374771315,True,108,7799.961379478574,32671.641219137437
108,2020-05-09,7623,4952,123.6330626191062,20622.387374771315,True,109,8406.053796605775,32671.641219137437
109,2020-05-10,8688,5901,123.6330626191062,20622.387374771315,True,110,9046.503291537345,32671.641219137437
110,2020-05-11,9286,6314,123.6330626191062,20622.387374771315,True,111,9721.303099548724,32671.641219137437
111,2020-05-12,10277,7101,123.6330626191062,20622.387374771315,True,112,10430.13259004928,32671.641219137437
112,2020-05-13,11028,7683,123.6330626191062,20622.387374771315,True,113,11172.328824899234,32671.641219137437
113,2020-05-14,11975,8436,123.6330626191062,20622.387374771315,True,114,11946.862923115896,32671.641219137437
114,2020-05-15,12860,9124,123.6330626191062,20622.387374771315,True,115,12752.322725614815,32671.641219137437
115,2020-05-16,13802,9852,123.6330626191062,20622.387374771315,True,116,13586.903191319512,32671.641219137437
116,2020-05-17,14850,10645,123.6330626191062,20622.387374771315,True,117,14448.405795911427,32671.641219137437
117,2020-05-18,15691,11234,123.6330626191062,20622.387374771315,True,118,15334.247941222113,32671.641219137437
118,2020-05-19,16764,11962,123.6330626191062,20622.387374771315,True,119,16241.483020076736,32671.641219137437
119,2020-05-20,17568,12559,123.6330626191062,20622.387374771315,True,120,17166.831331685313,32671.641219137437
120,2020-05-21,18609,13275,123.6330626191062,20622.387374771315,True,121,18106.721530256,32671.641219137437
121,2020-05-22,19564,13911,123.6330626191062,20622.387374771315,True,122,19057.341747504594,32671.641219137437
122,2020-05-23,20464,14569,123.6330626191062,20622.387374771315,True,123,20014.69899807228,32671.641219137437
123,2020-05-24,21302,15029,123.6330626191062,20622.387374771315,True,124,20974.68499841708,32671.641219137437
124,2020-05-25,21967,15181,123.6330626191062,20622.387374771315,True,125,21933.14614567607,32671.641219137437
125,2020-05-26,22575,15097,123.6330626191062,20622.387374771315,True,126,22885.95514787151,32671.641219137437
126,2020-05-27,23267,15146,123.6330626191062,20622.387374771315,True,127,23829.081694293374,32671.641219137437
127,2020-05-28,24112,15229,123.6330626191062,20622.387374771315,True,128,24758.659614577722,32671.641219137437
