,Report_Date,Mozambique_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,76.0063291578915,13.221950950876584,True,1,0.00030768369304397795,23.60911667051196
1,2020-01-23,0,76.0063291578915,13.221950950876584,True,2,0.0003580038099438345,23.60911667051196
2,2020-01-24,0,76.0063291578915,13.221950950876584,True,3,0.0004165533986514796,23.60911667051196
3,2020-01-25,0,76.0063291578915,13.221950950876584,True,4,0.00048467828072337374,23.60911667051196
4,2020-01-26,0,76.0063291578915,13.221950950876584,True,5,0.0005639443528480184,23.60911667051196
5,2020-01-27,0,76.0063291578915,13.221950950876584,True,6,0.000656173568833833,23.60911667051196
6,2020-01-28,0,76.0063291578915,13.221950950876584,True,7,0.0007634858025715865,23.60911667051196
7,2020-01-29,0,76.0063291578915,13.221950950876584,True,8,0.000888347552451627,23.60911667051196
8,2020-01-30,0,76.0063291578915,13.221950950876584,True,9,0.001033628604327203,23.60911667051196
9,2020-01-31,0,76.0063291578915,13.221950950876584,True,10,0.001202667952172302,23.60911667051196
10,2020-02-01,0,76.0063291578915,13.221950950876584,True,11,0.0013993504871881676,23.60911667051196
11,2020-02-02,0,76.0063291578915,13.221950950876584,True,12,0.0016281962120195611,23.60911667051196
12,2020-02-03,0,76.0063291578915,13.221950950876584,True,13,0.0018944640224514981,23.60911667051196
13,2020-02-04,0,76.0063291578915,13.221950950876584,True,14,0.002204272430832694,23.60911667051196
14,2020-02-05,0,76.0063291578915,13.221950950876584,True,15,0.002564739990865297,23.60911667051196
15,2020-02-06,0,76.0063291578915,13.221950950876584,True,16,0.0029841486307961304,23.60911667051196
16,2020-02-07,0,76.0063291578915,13.221950950876584,True,17,0.003472133621219871,23.60911667051196
17,2020-02-08,0,76.0063291578915,13.221950950876584,True,18,0.004039904505907763,23.60911667051196
18,2020-02-09,0,76.0063291578915,13.221950950876584,True,19,0.00470050202222153,23.60911667051196
19,2020-02-10,0,76.0063291578915,13.221950950876584,True,20,0.00546909684655408,23.60911667051196
20,2020-02-11,0,76.0063291578915,13.221950950876584,True,21,0.00636333693675278,23.60911667051196
21,2020-02-12,0,76.0063291578915,13.221950950876584,True,22,0.007403751326859747,23.60911667051196
22,2020-02-13,0,76.0063291578915,13.221950950876584,True,23,0.00861421948154752,23.60911667051196
23,2020-02-14,0,76.0063291578915,13.221950950876584,True,24,0.010022516762925007,23.60911667051196
24,2020-02-15,0,76.0063291578915,13.221950950876584,True,25,0.011660948228494934,23.60911667051196
25,2020-02-16,0,76.0063291578915,13.221950950876584,True,26,0.013567084896607197,23.60911667051196
26,2020-02-17,0,76.0063291578915,13.221950950876584,True,27,0.015784618818520755,23.60911667051196
27,2020-02-18,0,76.0063291578915,13.221950950876584,True,28,0.018364355820855455,23.60911667051196
28,2020-02-19,0,76.0063291578915,13.221950950876584,True,29,0.02136536766801835,23.60911667051196
29,2020-02-20,0,76.0063291578915,13.221950950876584,True,30,0.024856328682123882,23.60911667051196
30,2020-02-21,0,76.0063291578915,13.221950950876584,True,31,0.028917065589449314,23.60911667051196
31,2020-02-22,0,76.0063291578915,13.221950950876584,True,32,0.03364035357742999,23.60911667051196
32,2020-02-23,0,76.0063291578915,13.221950950876584,True,33,0.039133996279772654,23.60911667051196
33,2020-02-24,0,76.0063291578915,13.221950950876584,True,34,0.04552323268538137,23.60911667051196
34,2020-02-25,0,76.0063291578915,13.221950950876584,True,35,0.05295351979967428,23.60911667051196
35,2020-02-26,0,76.0063291578915,13.221950950876584,True,36,0.06159374625987902,23.60911667051196
36,2020-02-27,0,76.0063291578915,13.221950950876584,True,37,0.07163993896685014,23.60911667051196
37,2020-02-28,0,76.0063291578915,13.221950950876584,True,38,0.08331953203776574,23.60911667051196
38,2020-02-29,0,76.0063291578915,13.221950950876584,True,39,0.096896274821195,23.60911667051196
39,2020-03-01,0,76.0063291578915,13.221950950876584,True,40,0.11267586305304535,23.60911667051196
40,2020-03-02,0,76.0063291578915,13.221950950876584,True,41,0.13101238402179774,23.60911667051196
41,2020-03-03,0,76.0063291578915,13.221950950876584,True,42,0.15231567220130338,23.60911667051196
42,2020-03-04,0,76.0063291578915,13.221950950876584,True,43,0.17705967527046468,23.60911667051196
43,2020-03-05,0,76.0063291578915,13.221950950876584,True,44,0.20579193047811134,23.60911667051196
44,2020-03-06,0,76.0063291578915,13.221950950876584,True,45,0.2391442461609136,23.60911667051196
45,2020-03-07,0,76.0063291578915,13.221950950876584,True,46,0.27784467050817,23.60911667051196
46,2020-03-08,0,76.0063291578915,13.221950950876584,True,47,0.3227308062547419,23.60911667051196
47,2020-03-09,0,76.0063291578915,13.221950950876584,True,48,0.37476449180584315,23.60911667051196
48,2020-03-10,0,76.0063291578915,13.221950950876584,True,49,0.4350478111834296,23.60911667051196
49,2020-03-11,0,76.0063291578915,13.221950950876584,True,50,0.5048403107072096,23.60911667051196
50,2020-03-12,0,76.0063291578915,13.221950950876584,True,51,0.5855771817209483,23.60911667051196
51,2020-03-13,0,76.0063291578915,13.221950950876584,True,52,0.6788880069091737,23.60911667051196
52,2020-03-14,0,76.0063291578915,13.221950950876584,True,53,0.7866154528260572,23.60911667051196
53,2020-03-15,0,76.0063291578915,13.221950950876584,True,54,0.9108330129644305,23.60911667051196
54,2020-03-16,0,76.0063291578915,13.221950950876584,True,55,1.0538605549817155,23.60911667051196
55,2020-03-17,0,76.0063291578915,13.221950950876584,True,56,1.2182759970027954,23.60911667051196
56,2020-03-18,0,76.0063291578915,13.221950950876584,True,57,1.4069209327142533,23.60911667051196
57,2020-03-19,0,76.0063291578915,13.221950950876584,True,58,1.6228974568913384,23.60911667051196
58,2020-03-20,0,76.0063291578915,13.221950950876584,True,59,1.8695528446976586,23.60911667051196
59,2020-03-21,0,76.0063291578915,13.221950950876584,True,60,2.150448169543836,23.60911667051196
60,2020-03-22,1,76.0063291578915,13.221950950876584,True,61,2.4693065017466216,23.60911667051196
61,2020-03-23,1,76.0063291578915,13.221950950876584,True,62,2.8299361537677687,23.60911667051196
62,2020-03-24,3,76.0063291578915,13.221950950876584,True,63,3.23612471381244,23.60911667051196
63,2020-03-25,5,76.0063291578915,13.221950950876584,True,64,3.6915005627214277,23.60911667051196
64,2020-03-26,7,76.0063291578915,13.221950950876584,True,65,4.199360436965893,23.60911667051196
65,2020-03-27,7,76.0063291578915,13.221950950876584,True,66,4.762464583780335,23.60911667051196
66,2020-03-28,8,76.0063291578915,13.221950950876584,True,67,5.382805238930299,23.60911667051196
67,2020-03-29,8,76.0063291578915,13.221950950876584,True,68,6.061359413459749,23.60911667051196
68,2020-03-30,8,76.0063291578915,13.221950950876584,True,69,6.79784285267752,23.60911667051196
69,2020-03-31,8,76.0063291578915,13.221950950876584,True,70,7.590487687257182,23.60911667051196
70,2020-04-01,10,76.0063291578915,13.221950950876584,True,71,8.435870517293276,23.60911667051196
71,2020-04-02,10,76.0063291578915,13.221950950876584,True,72,9.328819024405812,23.60911667051196
72,2020-04-03,10,76.0063291578915,13.221950950876584,True,73,10.2624223716589,23.60911667051196
73,2020-04-04,10,76.0063291578915,13.221950950876584,True,74,11.228162861592116,23.60911667051196
74,2020-04-05,10,76.0063291578915,13.221950950876584,True,75,12.21617382457543,23.60911667051196
75,2020-04-06,10,76.0063291578915,13.221950950876584,True,76,13.215613021760028,23.60911667051196
76,2020-04-07,10,76.0063291578915,13.221950950876584,True,77,14.215124650968342,23.60911667051196
77,2020-04-08,17,76.0063291578915,13.221950950876584,True,78,15.203349627076973,23.60911667051196
78,2020-04-09,17,76.0063291578915,13.221950950876584,True,79,16.169436174533487,23.60911667051196
79,2020-04-10,20,76.0063291578915,13.221950950876584,True,80,17.103502719585023,23.60911667051196
