,Report_Date,South Sudan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,145.0883100623816,1936.5307788660887,False,1,0.04200570388829344,3873.0615577321723
1,2020-01-23,0,0,145.0883100623816,1936.5307788660887,False,2,0.04547410056163167,3873.0615577321723
2,2020-01-24,0,0,145.0883100623816,1936.5307788660887,False,3,0.04922887792766041,3873.0615577321723
3,2020-01-25,0,0,145.0883100623816,1936.5307788660887,False,4,0.053293681416194394,3873.0615577321723
4,2020-01-26,0,0,145.0883100623816,1936.5307788660887,False,5,0.05769410866800599,3873.0615577321723
5,2020-01-27,0,0,145.0883100623816,1936.5307788660887,False,6,0.062457870694508366,3873.0615577321723
6,2020-01-28,0,0,145.0883100623816,1936.5307788660887,False,7,0.06761496633837319,3873.0615577321723
7,2020-01-29,0,0,145.0883100623816,1936.5307788660887,False,8,0.07319787113229666,3873.0615577321723
8,2020-01-30,0,0,145.0883100623816,1936.5307788660887,False,9,0.0792417417435446,3873.0615577321723
9,2020-01-31,0,0,145.0883100623816,1936.5307788660887,False,10,0.0857846372897586,3873.0615577321723
10,2020-02-01,0,0,145.0883100623816,1936.5307788660887,False,11,0.09286775891739944,3873.0615577321723
11,2020-02-02,0,0,145.0883100623816,1936.5307788660887,False,12,0.10053570914879997,3873.0615577321723
12,2020-02-03,0,0,145.0883100623816,1936.5307788660887,False,13,0.10883677262780718,3873.0615577321723
13,2020-02-04,0,0,145.0883100623816,1936.5307788660887,False,14,0.11782322002818155,3873.0615577321723
14,2020-02-05,0,0,145.0883100623816,1936.5307788660887,False,15,0.1275516370341217,3873.0615577321723
15,2020-02-06,0,0,145.0883100623816,1936.5307788660887,False,16,0.13808328045939058,3873.0615577321723
16,2020-02-07,0,0,145.0883100623816,1936.5307788660887,False,17,0.14948446374150584,3873.0615577321723
17,2020-02-08,0,0,145.0883100623816,1936.5307788660887,False,18,0.16182697423136955,3873.0615577321723
18,2020-02-09,0,0,145.0883100623816,1936.5307788660887,False,19,0.17518852489767853,3873.0615577321723
19,2020-02-10,0,0,145.0883100623816,1936.5307788660887,False,20,0.189653243280704,3873.0615577321723
20,2020-02-11,0,0,145.0883100623816,1936.5307788660887,False,21,0.20531220076286608,3873.0615577321723
21,2020-02-12,0,0,145.0883100623816,1936.5307788660887,False,22,0.2222639854753879,3873.0615577321723
22,2020-02-13,0,0,145.0883100623816,1936.5307788660887,False,23,0.24061532243272044,3873.0615577321723
23,2020-02-14,0,0,145.0883100623816,1936.5307788660887,False,24,0.2604817447810463,3873.0615577321723
24,2020-02-15,0,0,145.0883100623816,1936.5307788660887,False,25,0.28198832036577454,3873.0615577321723
25,2020-02-16,0,0,145.0883100623816,1936.5307788660887,False,26,0.30527043816745913,3873.0615577321723
26,2020-02-17,0,0,145.0883100623816,1936.5307788660887,False,27,0.3304746595280827,3873.0615577321723
27,2020-02-18,0,0,145.0883100623816,1936.5307788660887,False,28,0.35775963949236717,3873.0615577321723
