,Report_Date,South Sudan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,0,0,145.0883100623816,1936.5307788660887,False,29,0.3872971240241264,3873.0615577321723
29,2020-02-20,0,0,145.0883100623816,1936.5307788660887,False,30,0.4192730293282175,3873.0615577321723
30,2020-02-21,0,0,145.0883100623816,1936.5307788660887,False,31,0.45388861001719605,3873.0615577321723
31,2020-02-22,0,0,145.0883100623816,1936.5307788660887,False,32,0.4913617234112807,3873.0615577321723
32,2020-02-23,0,0,145.0883100623816,1936.5307788660887,False,33,0.5319281978539332,3873.0615577321723
33,2020-02-24,0,0,145.0883100623816,1936.5307788660887,False,34,0.5758433135666725,3873.0615577321723
34,2020-02-25,0,0,145.0883100623816,1936.5307788660887,False,35,0.6233834052593812,3873.0615577321723
35,2020-02-26,0,0,145.0883100623816,1936.5307788660887,False,36,0.6748475964602795,3873.0615577321723
36,2020-02-27,0,0,145.0883100623816,1936.5307788660887,False,37,0.7305596763371579,3873.0615577321723
37,2020-02-28,0,0,145.0883100623816,1936.5307788660887,False,38,0.790870130652942,3873.0615577321723
38,2020-02-29,0,0,145.0883100623816,1936.5307788660887,False,39,0.856158339438993,3873.0615577321723
39,2020-03-01,0,0,145.0883100623816,1936.5307788660887,False,40,0.9268349549839555,3873.0615577321723
40,2020-03-02,0,0,145.0883100623816,1936.5307788660887,False,41,1.0033444748298668,3873.0615577321723
41,2020-03-03,0,0,145.0883100623816,1936.5307788660887,False,42,1.0861680256465764,3873.0615577321723
42,2020-03-04,0,0,145.0883100623816,1936.5307788660887,False,43,1.1758263751263918,3873.0615577321723
43,2020-03-05,0,0,145.0883100623816,1936.5307788660887,False,44,1.2728831904099498,3873.0615577321723
44,2020-03-06,0,0,145.0883100623816,1936.5307788660887,False,45,1.3779485630284551,3873.0615577321723
45,2020-03-07,0,0,145.0883100623816,1936.5307788660887,False,46,1.4916828219340494,3873.0615577321723
46,2020-03-08,0,0,145.0883100623816,1936.5307788660887,False,47,1.6148006578967689,3873.0615577321723
47,2020-03-09,0,0,145.0883100623816,1936.5307788660887,False,48,1.7480755843815219,3873.0615577321723
48,2020-03-10,0,0,145.0883100623816,1936.5307788660887,False,49,1.8923447619900096,3873.0615577321723
49,2020-03-11,0,0,145.0883100623816,1936.5307788660887,False,50,2.048514215669437,3873.0615577321723
50,2020-03-12,0,0,145.0883100623816,1936.5307788660887,False,51,2.2175644761611606,3873.0615577321723
51,2020-03-13,0,0,145.0883100623816,1936.5307788660887,False,52,2.400556679597354,3873.0615577321723
52,2020-03-14,0,0,145.0883100623816,1936.5307788660887,False,53,2.5986391617619184,3873.0615577321723
53,2020-03-15,0,0,145.0883100623816,1936.5307788660887,False,54,2.8130545863226613,3873.0615577321723
54,2020-03-16,0,0,145.0883100623816,1936.5307788660887,False,55,3.0451476493248197,3873.0615577321723
55,2020-03-17,0,0,145.0883100623816,1936.5307788660887,False,56,3.296373405420804,3873.0615577321723
56,2020-03-18,0,0,145.0883100623816,1936.5307788660887,False,57,3.568306264706464,3873.0615577321723
57,2020-03-19,0,0,145.0883100623816,1936.5307788660887,False,58,3.862649712649231,3873.0615577321723
58,2020-03-20,0,0,145.0883100623816,1936.5307788660887,False,59,4.181246809435522,3873.0615577321723
59,2020-03-21,0,0,145.0883100623816,1936.5307788660887,False,60,4.526091529141034,3873.0615577321723
60,2020-03-22,0,0,145.0883100623816,1936.5307788660887,False,61,4.899341003443034,3873.0615577321723
61,2020-03-23,0,0,145.0883100623816,1936.5307788660887,False,62,5.303328739152264,3873.0615577321723
62,2020-03-24,0,0,145.0883100623816,1936.5307788660887,False,63,5.740578883644337,3873.0615577321723
63,2020-03-25,0,0,145.0883100623816,1936.5307788660887,False,64,6.213821617315047,3873.0615577321723
64,2020-03-26,0,0,145.0883100623816,1936.5307788660887,False,65,6.726009757464646,3873.0615577321723
65,2020-03-27,0,0,145.0883100623816,1936.5307788660887,False,66,7.280336663523134,3873.0615577321723
66,2020-03-28,0,0,145.0883100623816,1936.5307788660887,False,67,7.880255539245246,3873.0615577321723
67,2020-03-29,0,0,145.0883100623816,1936.5307788660887,False,68,8.529500233407678,3873.0615577321723
68,2020-03-30,0,0,145.0883100623816,1936.5307788660887,False,69,9.232107646600893,3873.0615577321723
69,2020-03-31,0,0,145.0883100623816,1936.5307788660887,False,70,9.99244185788173,3873.0615577321723
70,2020-04-01,0,0,145.0883100623816,1936.5307788660887,False,71,10.815220091288614,3873.0615577321723
71,2020-04-02,0,0,145.0883100623816,1936.5307788660887,False,72,11.705540648449965,3873.0615577321723
72,2020-04-03,0,0,145.0883100623816,1936.5307788660887,False,73,12.668912939655245,3873.0615577321723
73,2020-04-04,0,0,145.0883100623816,1936.5307788660887,False,74,13.711289751701432,3873.0615577321723
74,2020-04-05,1,1,145.0883100623816,1936.5307788660887,False,75,14.839101896449428,3873.0615577321723
75,2020-04-06,1,1,145.0883100623816,1936.5307788660887,False,76,16.059295389168934,3873.0615577321723
76,2020-04-07,2,2,145.0883100623816,1936.5307788660887,False,77,17.37937131023133,3873.0615577321723
77,2020-04-08,2,2,145.0883100623816,1936.5307788660887,False,78,18.807428507303275,3873.0615577321723
78,2020-04-09,3,3,145.0883100623816,1936.5307788660887,False,79,20.352209297633777,3873.0615577321723
79,2020-04-10,4,4,145.0883100623816,1936.5307788660887,False,80,22.023148330998595,3873.0615577321723
80,2020-04-11,4,4,145.0883100623816,1936.5307788660887,False,81,23.830424772996132,3873.0615577321723
81,2020-04-12,4,4,145.0883100623816,1936.5307788660887,False,82,25.78501796524226,3873.0615577321723
82,2020-04-13,4,4,145.0883100623816,1936.5307788660887,False,83,27.89876671307748,3873.0615577321723
83,2020-04-14,4,4,145.0883100623816,1936.5307788660887,False,84,30.184432342088048,3873.0615577321723
84,2020-04-15,4,4,145.0883100623816,1936.5307788660887,False,85,32.655765651364774,3873.0615577321723
85,2020-04-16,4,4,145.0883100623816,1936.5307788660887,False,86,35.3275778731928,3873.0615577321723
86,2020-04-17,4,4,145.0883100623816,1936.5307788660887,False,87,38.21581572487589,3873.0615577321723
87,2020-04-18,4,4,145.0883100623816,1936.5307788660887,False,88,41.33764060762094,3873.0615577321723
88,2020-04-19,4,4,145.0883100623816,1936.5307788660887,False,89,44.711511968671346,3873.0615577321723
89,2020-04-20,4,4,145.0883100623816,1936.5307788660887,False,90,48.357274794867365,3873.0615577321723
90,2020-04-21,4,4,145.0883100623816,1936.5307788660887,False,91,52.29625114705203,3873.0615577321723
91,2020-04-22,4,4,145.0883100623816,1936.5307788660887,False,92,56.551335573598884,3873.0615577321723
92,2020-04-23,5,5,145.0883100623816,1936.5307788660887,False,93,61.14709415600567,3873.0615577321723
93,2020-04-24,5,5,145.0883100623816,1936.5307788660887,False,94,66.10986683801677,3873.0615577321723
94,2020-04-25,5,5,145.0883100623816,1936.5307788660887,False,95,71.4678725699789,3873.0615577321723
95,2020-04-26,6,6,145.0883100623816,1936.5307788660887,False,96,77.25131665985614,3873.0615577321723
96,2020-04-27,6,6,145.0883100623816,1936.5307788660887,False,97,83.49249955916383,3873.0615577321723
97,2020-04-28,34,34,145.0883100623816,1936.5307788660887,False,98,90.2259261236228,3873.0615577321723
98,2020-04-29,34,34,145.0883100623816,1936.5307788660887,False,99,97.48841417218492,3873.0615577321723
99,2020-04-30,35,35,145.0883100623816,1936.5307788660887,False,100,105.31920092193948,3873.0615577321723
100,2020-05-01,45,45,145.0883100623816,1936.5307788660887,False,101,113.76004559821477,3873.0615577321723
101,2020-05-02,45,45,145.0883100623816,1936.5307788660887,False,102,122.85532620724845,3873.0615577321723
102,2020-05-03,46,46,145.0883100623816,1936.5307788660887,False,103,132.6521281120287,3873.0615577321723
103,2020-05-04,46,46,145.0883100623816,1936.5307788660887,False,104,143.2003216700053,3873.0615577321723
104,2020-05-05,52,52,145.0883100623816,1936.5307788660887,False,105,154.5526257752376,3873.0615577321723
105,2020-05-06,58,58,145.0883100623816,1936.5307788660887,False,106,166.76465369948957,3873.0615577321723
106,2020-05-07,74,74,145.0883100623816,1936.5307788660887,False,107,179.89493715109364,3873.0615577321723
107,2020-05-08,120,118,145.0883100623816,1936.5307788660887,False,108,194.00492397370897,3873.0615577321723
108,2020-05-09,120,118,145.0883100623816,1936.5307788660887,False,109,209.15894439897312,3873.0615577321723
109,2020-05-10,120,118,145.0883100623816,1936.5307788660887,False,110,225.42414026055366,3873.0615577321723
110,2020-05-11,156,154,145.0883100623816,1936.5307788660887,False,111,242.87035108942226,3873.0615577321723
111,2020-05-12,194,192,145.0883100623816,1936.5307788660887,False,112,261.5699505631532,3873.0615577321723
112,2020-05-13,203,201,145.0883100623816,1936.5307788660887,False,113,281.5976264028251,3873.0615577321723
113,2020-05-14,203,200,145.0883100623816,1936.5307788660887,False,114,303.03009653240343,3873.0615577321723
114,2020-05-15,236,228,145.0883100623816,1936.5307788660887,False,115,325.9457541760219,3873.0615577321723
115,2020-05-16,236,228,145.0883100623816,1936.5307788660887,False,116,350.42423461284096,3873.0615577321723
116,2020-05-17,290,282,145.0883100623816,1936.5307788660887,False,117,376.5458965870573,3873.0615577321723
117,2020-05-18,290,282,145.0883100623816,1936.5307788660887,False,118,404.39121193643626,3873.0615577321723
118,2020-05-19,290,282,145.0883100623816,1936.5307788660887,False,119,434.04005791336965,3873.0615577321723
119,2020-05-20,290,282,145.0883100623816,1936.5307788660887,False,120,465.57090798512195,3873.0615577321723
120,2020-05-21,481,473,145.0883100623816,1936.5307788660887,False,121,499.05991866838787,3873.0615577321723
121,2020-05-22,563,551,145.0883100623816,1936.5307788660887,False,122,534.579912223742,3873.0615577321723
122,2020-05-23,655,641,145.0883100623816,1936.5307788660887,False,123,572.1992578408383,3873.0615577321723
123,2020-05-24,655,641,145.0883100623816,1936.5307788660887,False,124,611.9806572985135,3873.0615577321723
124,2020-05-25,806,792,145.0883100623816,1936.5307788660887,False,125,653.9798449716486,3873.0615577321723
125,2020-05-26,806,792,145.0883100623816,1936.5307788660887,False,126,698.2442164308843,3873.0615577321723
126,2020-05-27,994,978,145.0883100623816,1936.5307788660887,False,127,744.8114046528289,3873.0615577321723
127,2020-05-28,994,978,145.0883100623816,1936.5307788660887,False,128,793.7078278907848,3873.0615577321723
