,Report_Date,Colombia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.18083859621764,2387.7360542200336,True,1,0.055127758941855065,4513.297793978334
1,2020-01-23,0,80.18083859621764,2387.7360542200336,True,2,0.06363977012293932,4513.297793978334
2,2020-01-24,0,80.18083859621764,2387.7360542200336,True,3,0.07346605964735309,4513.297793978334
3,2020-01-25,0,80.18083859621764,2387.7360542200336,True,4,0.08480954904272192,4513.297793978334
4,2020-01-26,0,80.18083859621764,2387.7360542200336,True,5,0.09790448821245631,4513.297793978334
5,2020-01-27,0,80.18083859621764,2387.7360542200336,True,6,0.11302129137462019,4513.297793978334
6,2020-01-28,0,80.18083859621764,2387.7360542200336,True,7,0.1304721192427549,4513.297793978334
7,2020-01-29,0,80.18083859621764,2387.7360542200336,True,8,0.1506173225201612,4513.297793978334
8,2020-01-30,0,80.18083859621764,2387.7360542200336,True,9,0.17387287949591274,4513.297793978334
9,2020-01-31,0,80.18083859621764,2387.7360542200336,True,10,0.20071898096625607,4513.297793978334
10,2020-02-01,0,80.18083859621764,2387.7360542200336,True,11,0.23170993927316152,4513.297793978334
11,2020-02-02,0,80.18083859621764,2387.7360542200336,True,12,0.2674856254288251,4513.297793978334
12,2020-02-03,0,80.18083859621764,2387.7360542200336,True,13,0.30878466962809736,4513.297793978334
13,2020-02-04,0,80.18083859621764,2387.7360542200336,True,14,0.3564596965685215,4513.297793978334
14,2020-02-05,0,80.18083859621764,2387.7360542200336,True,15,0.41149490862086924,4513.297793978334
15,2020-02-06,0,80.18083859621764,2387.7360542200336,True,16,0.4750263778481763,4513.297793978334
16,2020-02-07,0,80.18083859621764,2387.7360542200336,True,17,0.5483654631044284,4513.297793978334
17,2020-02-08,0,80.18083859621764,2387.7360542200336,True,18,0.6330258320369869,4513.297793978334
18,2020-02-09,0,80.18083859621764,2387.7360542200336,True,19,0.7307546410044442,4513.297793978334
19,2020-02-10,0,80.18083859621764,2387.7360542200336,True,20,0.8435685101108179,4513.297793978334
20,2020-02-11,0,80.18083859621764,2387.7360542200336,True,21,0.973795027347388,4513.297793978334
21,2020-02-12,0,80.18083859621764,2387.7360542200336,True,22,1.1241206270387771,4513.297793978334
22,2020-02-13,0,80.18083859621764,2387.7360542200336,True,23,1.297645815460106,4513.297793978334
23,2020-02-14,0,80.18083859621764,2387.7360542200336,True,24,1.4979488629358455,4513.297793978334
24,2020-02-15,0,80.18083859621764,2387.7360542200336,True,25,1.7291592495362182,4513.297793978334
25,2020-02-16,0,80.18083859621764,2387.7360542200336,True,26,1.996042343538594,4513.297793978334
26,2020-02-17,0,80.18083859621764,2387.7360542200336,True,27,2.304097011313616,4513.297793978334
27,2020-02-18,0,80.18083859621764,2387.7360542200336,True,28,2.6596681077356794,4513.297793978334
28,2020-02-19,0,80.18083859621764,2387.7360542200336,True,29,3.0700760814135695,4513.297793978334
29,2020-02-20,0,80.18083859621764,2387.7360542200336,True,30,3.543766253068935,4513.297793978334
30,2020-02-21,0,80.18083859621764,2387.7360542200336,True,31,4.090480692546732,4513.297793978334
31,2020-02-22,0,80.18083859621764,2387.7360542200336,True,32,4.7214560346173675,4513.297793978334
32,2020-02-23,0,80.18083859621764,2387.7360542200336,True,33,5.44965104026429,4513.297793978334
33,2020-02-24,0,80.18083859621764,2387.7360542200336,True,34,6.290008232581723,4513.297793978334
34,2020-02-25,0,80.18083859621764,2387.7360542200336,True,35,7.259754518121838,4513.297793978334
35,2020-02-26,0,80.18083859621764,2387.7360542200336,True,36,8.378746347758387,4513.297793978334
36,2020-02-27,0,80.18083859621764,2387.7360542200336,True,37,9.669865676246594,4513.297793978334
37,2020-02-28,0,80.18083859621764,2387.7360542200336,True,38,11.159473744205268,4513.297793978334
38,2020-02-29,0,80.18083859621764,2387.7360542200336,True,39,12.877930523635936,4513.297793978334
39,2020-03-01,0,80.18083859621764,2387.7360542200336,True,40,14.860188525833957,4513.297793978334
40,2020-03-02,0,80.18083859621764,2387.7360542200336,True,41,17.14647054789414,4513.297793978334
41,2020-03-03,0,80.18083859621764,2387.7360542200336,True,42,19.78304179888272,4513.297793978334
42,2020-03-04,0,80.18083859621764,2387.7360542200336,True,43,22.82308765168718,4513.297793978334
43,2020-03-05,0,80.18083859621764,2387.7360542200336,True,44,26.327708943558275,4513.297793978334
44,2020-03-06,1,80.18083859621764,2387.7360542200336,True,45,30.367047202284194,4513.297793978334
45,2020-03-07,1,80.18083859621764,2387.7360542200336,True,46,35.02155227525174,4513.297793978334
46,2020-03-08,1,80.18083859621764,2387.7360542200336,True,47,40.38340440929241,4513.297793978334
47,2020-03-09,1,80.18083859621764,2387.7360542200336,True,48,46.55810163640408,4513.297793978334
48,2020-03-10,3,80.18083859621764,2387.7360542200336,True,49,53.666221058460664,4513.297793978334
49,2020-03-11,9,80.18083859621764,2387.7360542200336,True,50,61.845358899321496,4513.297793978334
50,2020-03-12,9,80.18083859621764,2387.7360542200336,True,51,71.25224850723106,4513.297793978334
51,2020-03-13,13,80.18083859621764,2387.7360542200336,True,52,82.06504722571253,4513.297793978334
52,2020-03-14,22,80.18083859621764,2387.7360542200336,True,53,94.48577145706471,4513.297793978334
53,2020-03-15,34,80.18083859621764,2387.7360542200336,True,54,108.74284343449212,4513.297793978334
54,2020-03-16,54,80.18083859621764,2387.7360542200336,True,55,125.09369219247175,4513.297793978334
55,2020-03-17,65,80.18083859621764,2387.7360542200336,True,56,143.82732389904956,4513.297793978334
56,2020-03-18,93,80.18083859621764,2387.7360542200336,True,57,165.26674201796268,4513.297793978334
57,2020-03-19,102,80.18083859621764,2387.7360542200336,True,58,189.771054796036,4513.297793978334
58,2020-03-20,128,80.18083859621764,2387.7360542200336,True,59,217.73705582321168,4513.297793978334
59,2020-03-21,196,80.18083859621764,2387.7360542200336,True,60,249.60000316097305,4513.297793978334
60,2020-03-22,231,80.18083859621764,2387.7360542200336,True,61,285.8332553310688,4513.297793978334
61,2020-03-23,277,80.18083859621764,2387.7360542200336,True,62,326.94635179466303,4513.297793978334
62,2020-03-24,378,80.18083859621764,2387.7360542200336,True,63,373.4810576705844,4513.297793978334
63,2020-03-25,470,80.18083859621764,2387.7360542200336,True,64,426.00483718265656,4513.297793978334
64,2020-03-26,491,80.18083859621764,2387.7360542200336,True,65,485.10119188811495,4513.297793978334
65,2020-03-27,539,80.18083859621764,2387.7360542200336,True,66,551.3563170216487,4513.297793978334
66,2020-03-28,608,80.18083859621764,2387.7360542200336,True,67,625.3416153875742,4513.297793978334
67,2020-03-29,702,80.18083859621764,2387.7360542200336,True,68,707.5917884939196,4513.297793978334
68,2020-03-30,798,80.18083859621764,2387.7360542200336,True,69,798.5785226439655,4513.297793978334
69,2020-03-31,906,80.18083859621764,2387.7360542200336,True,70,898.6802188133473,4513.297793978334
70,2020-04-01,1065,80.18083859621764,2387.7360542200336,True,71,1008.1487774638471,4513.297793978334
71,2020-04-02,1161,80.18083859621764,2387.7360542200336,True,72,1127.075113606724,4513.297793978334
72,2020-04-03,1267,80.18083859621764,2387.7360542200336,True,73,1255.3557774776875,4513.297793978334
73,2020-04-04,1406,80.18083859621764,2387.7360542200336,True,74,1392.6636857456149,4513.297793978334
74,2020-04-05,1485,80.18083859621764,2387.7360542200336,True,75,1538.4263867636093,4513.297793978334
75,2020-04-06,1579,80.18083859621764,2387.7360542200336,True,76,1691.8153369703111,4513.297793978334
76,2020-04-07,1780,80.18083859621764,2387.7360542200336,True,77,1851.7492221088494,4513.297793978334
77,2020-04-08,2054,80.18083859621764,2387.7360542200336,True,78,2016.9133513332056,4513.297793978334
78,2020-04-09,2223,80.18083859621764,2387.7360542200336,True,79,2185.7956282661976,4513.297793978334
79,2020-04-10,2473,80.18083859621764,2387.7360542200336,True,80,2356.7377349460926,4513.297793978334
80,2020-04-11,2709,80.18083859621764,2387.7360542200336,True,81,2527.998243042091,4513.297793978334
81,2020-04-12,2776,80.18083859621764,2387.7360542200336,True,82,2697.822743455698,4513.297793978334
82,2020-04-13,2852,80.18083859621764,2387.7360542200336,True,83,2864.5150873836246,4513.297793978334
83,2020-04-14,2979,80.18083859621764,2387.7360542200336,True,84,3026.5036711174766,4513.297793978334
