,Report_Date,Swaziland_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,1,1,108.26844581692518,146.98631752181575,True,57,1.2554347563001904,282.0261169001993
57,2020-03-19,1,1,108.26844581692518,146.98631752181575,True,58,1.395621383342435,282.0261169001993
58,2020-03-20,1,1,108.26844581692518,146.98631752181575,True,59,1.55137881935285,282.0261169001993
59,2020-03-21,1,1,108.26844581692518,146.98631752181575,True,60,1.724417010110326,282.0261169001993
60,2020-03-22,4,4,108.26844581692518,146.98631752181575,True,61,1.9166290889936552,282.0261169001993
61,2020-03-23,4,4,108.26844581692518,146.98631752181575,True,62,2.130109920427868,282.0261169001993
62,2020-03-24,4,4,108.26844581692518,146.98631752181575,True,63,2.3671762635932225,282.0261169001993
63,2020-03-25,4,4,108.26844581692518,146.98631752181575,True,64,2.630388634979877,282.0261169001993
64,2020-03-26,6,6,108.26844581692518,146.98631752181575,True,65,2.9225749348618693,282.0261169001993
65,2020-03-27,9,9,108.26844581692518,146.98631752181575,True,66,3.246855883211279,282.0261169001993
66,2020-03-28,9,9,108.26844581692518,146.98631752181575,True,67,3.6066722834945226,282.0261169001993
67,2020-03-29,9,9,108.26844581692518,146.98631752181575,True,68,4.005814096437831,282.0261169001993
68,2020-03-30,9,9,108.26844581692518,146.98631752181575,True,69,4.4484512581781495,282.0261169001993
69,2020-03-31,9,9,108.26844581692518,146.98631752181575,True,70,4.93916611588188,282.0261169001993
70,2020-04-01,9,9,108.26844581692518,146.98631752181575,True,71,5.482987276257839,282.0261169001993
71,2020-04-02,9,9,108.26844581692518,146.98631752181575,True,72,6.085424565458647,282.0261169001993
72,2020-04-03,9,9,108.26844581692518,146.98631752181575,True,73,6.752504679451831,282.0261169001993
73,2020-04-04,9,9,108.26844581692518,146.98631752181575,True,74,7.490806958683727,282.0261169001993
74,2020-04-05,9,9,108.26844581692518,146.98631752181575,True,75,8.307498546376781,282.0261169001993
75,2020-04-06,10,6,108.26844581692518,146.98631752181575,True,76,9.210367982928476,282.0261169001993
76,2020-04-07,10,6,108.26844581692518,146.98631752181575,True,77,10.207856046994118,282.0261169001993
77,2020-04-08,12,5,108.26844581692518,146.98631752181575,True,78,11.309082375310306,282.0261169001993
78,2020-04-09,12,5,108.26844581692518,146.98631752181575,True,79,12.523866078135942,282.0261169001993
79,2020-04-10,12,5,108.26844581692518,146.98631752181575,True,80,13.862738217744736,282.0261169001993
80,2020-04-11,12,5,108.26844581692518,146.98631752181575,True,81,15.33694363948162,282.0261169001993
81,2020-04-12,14,7,108.26844581692518,146.98631752181575,True,82,16.958429248874676,282.0261169001993
82,2020-04-13,15,8,108.26844581692518,146.98631752181575,True,83,18.73981543051587,282.0261169001993
83,2020-04-14,15,7,108.26844581692518,146.98631752181575,True,84,20.694346928679657,282.0261169001993
84,2020-04-15,15,7,108.26844581692518,146.98631752181575,True,85,22.83581918866552,282.0261169001993
85,2020-04-16,16,7,108.26844581692518,146.98631752181575,True,86,25.178475934558218,282.0261169001993
86,2020-04-17,16,7,108.26844581692518,146.98631752181575,True,87,27.73687368738783,282.0261169001993
87,2020-04-18,22,13,108.26844581692518,146.98631752181575,True,88,30.525709072251043,282.0261169001993
88,2020-04-19,22,13,108.26844581692518,146.98631752181575,True,89,33.559605197733546,282.0261169001993
89,2020-04-20,24,15,108.26844581692518,146.98631752181575,True,90,36.85285419544538,282.0261169001993
90,2020-04-21,31,22,108.26844581692518,146.98631752181575,True,91,40.4191142604056,282.0261169001993
91,2020-04-22,31,22,108.26844581692518,146.98631752181575,True,92,44.27106130293445,282.0261169001993
92,2020-04-23,31,22,108.26844581692518,146.98631752181575,True,93,48.41999765507657,282.0261169001993
93,2020-04-24,36,25,108.26844581692518,146.98631752181575,True,94,52.87542317570923,282.0261169001993
94,2020-04-25,56,45,108.26844581692518,146.98631752181575,True,95,57.64457751754132,282.0261169001993
95,2020-04-26,59,48,108.26844581692518,146.98631752181575,True,96,62.73196613024708,282.0261169001993
96,2020-04-27,65,54,108.26844581692518,146.98631752181575,True,97,68.13888656147302,282.0261169001993
97,2020-04-28,71,60,108.26844581692518,146.98631752181575,True,98,73.86297546959048,282.0261169001993
98,2020-04-29,91,80,108.26844581692518,146.98631752181575,True,99,79.89780007689815,282.0261169001993
99,2020-04-30,100,87,108.26844581692518,146.98631752181575,True,100,86.23252010099719,282.0261169001993
100,2020-05-01,106,93,108.26844581692518,146.98631752181575,True,101,92.85164701408858,282.0261169001993
101,2020-05-02,108,95,108.26844581692518,146.98631752181575,True,102,99.73492634494511,282.0261169001993
102,2020-05-03,112,99,108.26844581692518,146.98631752181575,True,103,106.85736532564829,282.0261169001993
103,2020-05-04,116,103,108.26844581692518,146.98631752181575,True,104,114.18942236567518,282.0261169001993
104,2020-05-05,119,106,108.26844581692518,146.98631752181575,True,105,121.69736675184076,282.0261169001993
105,2020-05-06,123,109,108.26844581692518,146.98631752181575,True,106,129.34380707762395,282.0261169001993
106,2020-05-07,153,139,108.26844581692518,146.98631752181575,True,107,137.0883759582864,282.0261169001993
107,2020-05-08,159,145,108.26844581692518,146.98631752181575,True,108,144.8885475905823,282.0261169001993
108,2020-05-09,163,147,108.26844581692518,146.98631752181575,True,109,152.70055479607146,282.0261169001993
109,2020-05-10,172,143,108.26844581692518,146.98631752181575,True,110,160.48036444487036,282.0261169001993
110,2020-05-11,175,145,108.26844581692518,146.98631752181575,True,111,168.18466549586444,282.0261169001993
111,2020-05-12,184,154,108.26844581692518,146.98631752181575,True,112,175.7718228711346,282.0261169001993
112,2020-05-13,187,137,108.26844581692518,146.98631752181575,True,113,183.20275313085253,282.0261169001993
113,2020-05-14,187,134,108.26844581692518,146.98631752181575,True,114,190.4416840961862,282.0261169001993
114,2020-05-15,190,122,108.26844581692518,146.98631752181575,True,115,197.45676944645962,282.0261169001993
115,2020-05-16,202,128,108.26844581692518,146.98631752181575,True,116,204.22053987811844,282.0261169001993
116,2020-05-17,203,128,108.26844581692518,146.98631752181575,True,117,210.71018352314684,282.0261169001993
117,2020-05-18,205,125,108.26844581692518,146.98631752181575,True,118,216.9076588963655,282.0261169001993
118,2020-05-19,208,119,108.26844581692518,146.98631752181575,True,119,222.79965277399856,282.0261169001993
119,2020-05-20,217,118,108.26844581692518,146.98631752181575,True,120,228.37740247829828,282.0261169001993
120,2020-05-21,220,106,108.26844581692518,146.98631752181575,True,121,233.63640674775542,282.0261169001993
121,2020-05-22,225,104,108.26844581692518,146.98631752181575,True,122,238.5760517001564,282.0261169001993
122,2020-05-23,238,117,108.26844581692518,146.98631752181575,True,123,243.1991785787796,282.0261169001993
123,2020-05-24,250,92,108.26844581692518,146.98631752181575,True,124,247.51161840658827,282.0261169001993
124,2020-05-25,256,96,108.26844581692518,146.98631752181575,True,125,251.5217158375026,282.0261169001993
125,2020-05-26,261,95,108.26844581692518,146.98631752181575,True,126,255.2398608751774,282.0261169001993
126,2020-05-27,272,102,108.26844581692518,146.98631752181575,True,127,258.6780431700599,282.0261169001993
127,2020-05-28,279,109,108.26844581692518,146.98631752181575,True,128,261.8494396668274,282.0261169001993
