,Report_Date,Liechtenstein_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,62.26862799374694,41.037096449956664,True,1,0.000987412571721207,81.98208633977863
1,2020-01-23,0,62.26862799374694,41.037096449956664,True,2,0.0011879409349731427,81.98208633977863
2,2020-01-24,0,62.26862799374694,41.037096449956664,True,3,0.0014291928269602487,81.98208633977863
3,2020-01-25,0,62.26862799374694,41.037096449956664,True,4,0.001719438111064678,81.98208633977863
4,2020-01-26,0,62.26862799374694,41.037096449956664,True,5,0.002068625897570846,81.98208633977863
5,2020-01-27,0,62.26862799374694,41.037096449956664,True,6,0.002488725461622777,81.98208633977863
6,2020-01-28,0,62.26862799374694,41.037096449956664,True,7,0.002994136345371609,81.98208633977863
7,2020-01-29,0,62.26862799374694,41.037096449956664,True,8,0.003602181671493478,81.98208633977863
8,2020-01-30,0,62.26862799374694,41.037096449956664,True,9,0.0043337015335959605,81.98208633977863
9,2020-01-31,0,62.26862799374694,41.037096449956664,True,10,0.0052137667391463005,81.98208633977863
10,2020-02-01,0,62.26862799374694,41.037096449956664,True,11,0.006272537276487194,81.98208633977863
11,2020-02-02,0,62.26862799374694,41.037096449956664,True,12,0.0075462947955274706,81.98208633977863
12,2020-02-03,0,62.26862799374694,41.037096449956664,True,13,0.009078684294408206,81.98208633977863
13,2020-02-04,0,62.26862799374694,41.037096449956664,True,14,0.010922207285531569,81.98208633977863
14,2020-02-05,0,62.26862799374694,41.037096449956664,True,15,0.013140017204007195,81.98208633977863
15,2020-02-06,0,62.26862799374694,41.037096449956664,True,16,0.015808077992718446,81.98208633977863
16,2020-02-07,0,62.26862799374694,41.037096449956664,True,17,0.019017758973293948,81.98208633977863
17,2020-02-08,0,62.26862799374694,41.037096449956664,True,18,0.022878953670757145,81.98208633977863
18,2020-02-09,0,62.26862799374694,41.037096449956664,True,19,0.027523827645820877,81.98208633977863
19,2020-02-10,0,62.26862799374694,41.037096449956664,True,20,0.03311132111957757,81.98208633977863
20,2020-02-11,0,62.26862799374694,41.037096449956664,True,21,0.039832556847112115,81.98208633977863
21,2020-02-12,0,62.26862799374694,41.037096449956664,True,22,0.0479173329901805,81.98208633977863
22,2020-02-13,0,62.26862799374694,41.037096449956664,True,23,0.05764191542087442,81.98208633977863
23,2020-02-14,0,62.26862799374694,41.037096449956664,True,24,0.06933838480415239,81.98208633977863
24,2020-02-15,0,62.26862799374694,41.037096449956664,True,25,0.08340584186607808,81.98208633977863
25,2020-02-16,0,62.26862799374694,41.037096449956664,True,26,0.10032383039362558,81.98208633977863
26,2020-02-17,0,62.26862799374694,41.037096449956664,True,27,0.1206684026347105,81.98208633977863
27,2020-02-18,0,62.26862799374694,41.037096449956664,True,28,0.14513132664171596,81.98208633977863
28,2020-02-19,0,62.26862799374694,41.037096449956664,True,29,0.17454302019791987,81.98208633977863
29,2020-02-20,0,62.26862799374694,41.037096449956664,True,30,0.20989989120493743,81.98208633977863
30,2020-02-21,0,62.26862799374694,41.037096449956664,True,31,0.25239686878638,81.98208633977863
31,2020-02-22,0,62.26862799374694,41.037096449956664,True,32,0.30346602039419324,81.98208633977863
32,2020-02-23,0,62.26862799374694,41.037096449956664,True,33,0.3648222631219411,81.98208633977863
33,2020-02-24,0,62.26862799374694,41.037096449956664,True,34,0.4385172840397736,81.98208633977863
34,2020-02-25,0,62.26862799374694,41.037096449956664,True,35,0.5270028714518378,81.98208633977863
35,2020-02-26,0,62.26862799374694,41.037096449956664,True,36,0.6332049061120809,81.98208633977863
36,2020-02-27,0,62.26862799374694,41.037096449956664,True,37,0.7606092380622386,81.98208633977863
37,2020-02-28,0,62.26862799374694,41.037096449956664,True,38,0.9133605364065582,81.98208633977863
38,2020-02-29,0,62.26862799374694,41.037096449956664,True,39,1.096374882931913,81.98208633977863
39,2020-03-01,0,62.26862799374694,41.037096449956664,True,40,1.3154662988536883,81.98208633977863
40,2020-03-02,0,62.26862799374694,41.037096449956664,True,41,1.5774864301223261,81.98208633977863
41,2020-03-03,0,62.26862799374694,41.037096449956664,True,42,1.8904751190289324,81.98208633977863
42,2020-03-04,1,62.26862799374694,41.037096449956664,True,43,2.263817370520397,81.98208633977863
43,2020-03-05,1,62.26862799374694,41.037096449956664,True,44,2.7083990627314707,81.98208633977863
44,2020-03-06,1,62.26862799374694,41.037096449956664,True,45,3.2367494249531314,81.98208633977863
45,2020-03-07,1,62.26862799374694,41.037096449956664,True,46,3.8631526196886172,81.98208633977863
46,2020-03-08,1,62.26862799374694,41.037096449956664,True,47,4.603703643528939,81.98208633977863
47,2020-03-09,1,62.26862799374694,41.037096449956664,True,48,5.47627538356086,81.98208633977863
48,2020-03-10,1,62.26862799374694,41.037096449956664,True,49,6.500354667569138,81.98208633977863
49,2020-03-11,1,62.26862799374694,41.037096449956664,True,50,7.696696883993293,81.98208633977863
50,2020-03-12,1,62.26862799374694,41.037096449956664,True,51,9.086743586864085,81.98208633977863
51,2020-03-13,1,62.26862799374694,41.037096449956664,True,52,10.69174902314566,81.98208633977863
52,2020-03-14,4,62.26862799374694,41.037096449956664,True,53,12.53157444981475,81.98208633977863
53,2020-03-15,4,62.26862799374694,41.037096449956664,True,54,14.623138663721097,81.98208633977863
54,2020-03-16,4,62.26862799374694,41.037096449956664,True,55,16.978563503495476,81.98208633977863
55,2020-03-17,7,62.26862799374694,41.037096449956664,True,56,19.60312466426405,81.98208633977863
56,2020-03-18,28,62.26862799374694,41.037096449956664,True,57,22.49320442038427,81.98208633977863
57,2020-03-19,28,62.26862799374694,41.037096449956664,True,58,25.634527345765687,81.98208633977863
58,2020-03-20,28,62.26862799374694,41.037096449956664,True,59,29.001016480574815,81.98208633977863
59,2020-03-21,37,62.26862799374694,41.037096449956664,True,60,32.55460443405398,81.98208633977863
60,2020-03-22,37,62.26862799374694,41.037096449956664,True,61,36.24624693342921,81.98208633977863
61,2020-03-23,51,62.26862799374694,41.037096449956664,True,62,40.018211774473905,81.98208633977863
62,2020-03-24,51,62.26862799374694,41.037096449956664,True,63,43.8074824619272,81.98208633977863
63,2020-03-25,51,62.26862799374694,41.037096449956664,True,64,47.54988188986857,81.98208633977863
64,2020-03-26,56,62.26862799374694,41.037096449956664,True,65,51.18435824803884,81.98208633977863
65,2020-03-27,56,62.26862799374694,41.037096449956664,True,66,54.65683740525783,81.98208633977863
66,2020-03-28,56,62.26862799374694,41.037096449956664,True,67,57.923146452384984,81.98208633977863
67,2020-03-29,56,62.26862799374694,41.037096449956664,True,68,60.950717482099385,81.98208633977863
68,2020-03-30,62,62.26862799374694,41.037096449956664,True,69,63.71902319247274,81.98208633977863
69,2020-03-31,68,62.26862799374694,41.037096449956664,True,70,66.21890792276426,81.98208633977863
70,2020-04-01,68,62.26862799374694,41.037096449956664,True,71,68.45111321344862,81.98208633977863
71,2020-04-02,75,62.26862799374694,41.037096449956664,True,72,70.42434301796185,81.98208633977863
72,2020-04-03,75,62.26862799374694,41.037096449956664,True,73,72.153185412113,81.98208633977863
73,2020-04-04,77,62.26862799374694,41.037096449956664,True,74,73.65613448889654,81.98208633977863
74,2020-04-05,77,62.26862799374694,41.037096449956664,True,75,74.9538680925274,81.98208633977863
75,2020-04-06,77,62.26862799374694,41.037096449956664,True,76,76.06785618190165,81.98208633977863
76,2020-04-07,78,62.26862799374694,41.037096449956664,True,77,77.01931255327275,81.98208633977863
77,2020-04-08,78,62.26862799374694,41.037096449956664,True,78,77.82846228641519,81.98208633977863
78,2020-04-09,78,62.26862799374694,41.037096449956664,True,79,78.51407604616635,81.98208633977863
79,2020-04-10,79,62.26862799374694,41.037096449956664,True,80,79.09321536329571,81.98208633977863
80,2020-04-11,79,62.26862799374694,41.037096449956664,True,81,79.58113511382022,81.98208633977863
81,2020-04-12,79,62.26862799374694,41.037096449956664,True,82,79.9912963805932,81.98208633977863
