,Report_Date,Peru_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,0,117.27411935005671,94930.96964224994,True,22,54.48470048262744,162328.439304491
22,2020-02-13,0,0,117.27411935005671,94930.96964224994,True,23,59.35274003509024,162328.439304491
23,2020-02-14,0,0,117.27411935005671,94930.96964224994,True,24,64.6555757139371,162328.439304491
24,2020-02-15,0,0,117.27411935005671,94930.96964224994,True,25,70.43201432022437,162328.439304491
25,2020-02-16,0,0,117.27411935005671,94930.96964224994,True,26,76.72432111130964,162328.439304491
26,2020-02-17,0,0,117.27411935005671,94930.96964224994,True,27,83.57852705439565,162328.439304491
27,2020-02-18,0,0,117.27411935005671,94930.96964224994,True,28,91.04476319690517,162328.439304491
28,2020-02-19,0,0,117.27411935005671,94930.96964224994,True,29,99.17762451323706,162328.439304491
29,2020-02-20,0,0,117.27411935005671,94930.96964224994,True,30,108.03656578644417,162328.439304491
30,2020-02-21,0,0,117.27411935005671,94930.96964224994,True,31,117.68633229794803,162328.439304491
31,2020-02-22,0,0,117.27411935005671,94930.96964224994,True,32,128.19742832954446,162328.439304491
32,2020-02-23,0,0,117.27411935005671,94930.96964224994,True,33,139.64662673066627,162328.439304491
33,2020-02-24,0,0,117.27411935005671,94930.96964224994,True,34,152.1175230711453,162328.439304491
34,2020-02-25,0,0,117.27411935005671,94930.96964224994,True,35,165.70113818655543,162328.439304491
35,2020-02-26,0,0,117.27411935005671,94930.96964224994,True,36,180.49657323056505,162328.439304491
36,2020-02-27,0,0,117.27411935005671,94930.96964224994,True,37,196.61172167748103,162328.439304491
37,2020-02-28,0,0,117.27411935005671,94930.96964224994,True,38,214.16404306913165,162328.439304491
38,2020-02-29,0,0,117.27411935005671,94930.96964224994,True,39,233.2814036740876,162328.439304491
39,2020-03-01,0,0,117.27411935005671,94930.96964224994,True,40,254.10298962446174,162328.439304491
40,2020-03-02,0,0,117.27411935005671,94930.96964224994,True,41,276.7802985164269,162328.439304491
41,2020-03-03,0,0,117.27411935005671,94930.96964224994,True,42,301.47821590512353,162328.439304491
42,2020-03-04,0,0,117.27411935005671,94930.96964224994,True,43,328.37618359236393,162328.439304491
43,2020-03-05,0,0,117.27411935005671,94930.96964224994,True,44,357.6694670955993,162328.439304491
44,2020-03-06,1,1,117.27411935005671,94930.96964224994,True,45,389.57053019747224,162328.439304491
45,2020-03-07,1,1,117.27411935005671,94930.96964224994,True,46,424.3105250047037,162328.439304491
46,2020-03-08,6,6,117.27411935005671,94930.96964224994,True,47,462.1409064898656,162328.439304491
47,2020-03-09,7,7,117.27411935005671,94930.96964224994,True,48,503.33518104551337,162328.439304491
48,2020-03-10,11,11,117.27411935005671,94930.96964224994,True,49,548.1907991415363,162328.439304491
49,2020-03-11,11,11,117.27411935005671,94930.96964224994,True,50,597.0312027361622,162328.439304491
50,2020-03-12,15,15,117.27411935005671,94930.96964224994,True,51,650.208038639628,162328.439304491
51,2020-03-13,28,28,117.27411935005671,94930.96964224994,True,52,708.1035495555068,162328.439304491
52,2020-03-14,38,38,117.27411935005671,94930.96964224994,True,53,771.1331550137471,162328.439304491
53,2020-03-15,43,43,117.27411935005671,94930.96964224994,True,54,839.7482348440592,162328.439304491
54,2020-03-16,86,86,117.27411935005671,94930.96964224994,True,55,914.4391281968349,162328.439304491
55,2020-03-17,117,116,117.27411935005671,94930.96964224994,True,56,995.7383613753872,162328.439304491
56,2020-03-18,145,144,117.27411935005671,94930.96964224994,True,57,1084.224117866602,162328.439304491
57,2020-03-19,234,233,117.27411935005671,94930.96964224994,True,58,1180.5239639097613,162328.439304491
58,2020-03-20,234,230,117.27411935005671,94930.96964224994,True,59,1285.3188426807346,162328.439304491
59,2020-03-21,318,312,117.27411935005671,94930.96964224994,True,60,1399.3473496383874,162328.439304491
60,2020-03-22,363,357,117.27411935005671,94930.96964224994,True,61,1523.4103007199008,162328.439304491
61,2020-03-23,395,389,117.27411935005671,94930.96964224994,True,62,1658.3756038093204,162328.439304491
62,2020-03-24,416,408,117.27411935005671,94930.96964224994,True,63,1805.183442154593,162328.439304491
63,2020-03-25,480,470,117.27411935005671,94930.96964224994,True,64,1964.8517760751092,162328.439304491
64,2020-03-26,580,557,117.27411935005671,94930.96964224994,True,65,2138.482166271982,162328.439304491
65,2020-03-27,635,608,117.27411935005671,94930.96964224994,True,66,2327.2659181989093,162328.439304491
66,2020-03-28,671,639,117.27411935005671,94930.96964224994,True,67,2532.490542126965,162328.439304491
67,2020-03-29,852,818,117.27411935005671,94930.96964224994,True,68,2755.5465175786667,162328.439304491
68,2020-03-30,950,873,117.27411935005671,94930.96964224994,True,69,2997.9343435331416,162328.439304491
69,2020-03-31,1065,641,117.27411935005671,94930.96964224994,True,70,3261.271847014199,162328.439304491
70,2020-04-01,1323,891,117.27411935005671,94930.96964224994,True,71,3547.3017121484977,162328.439304491
71,2020-04-02,1414,822,117.27411935005671,94930.96964224994,True,72,3857.899179287436,162328.439304491
72,2020-04-03,1595,997,117.27411935005671,94930.96964224994,True,73,4195.079849078195,162328.439304491
73,2020-04-04,1746,759,117.27411935005671,94930.96964224994,True,74,4561.007509193797,162328.439304491
74,2020-04-05,2281,1209,117.27411935005671,94930.96964224994,True,75,4958.0018815391595,162328.439304491
75,2020-04-06,2561,1472,117.27411935005671,94930.96964224994,True,76,5388.546164902742,162328.439304491
76,2020-04-07,2954,1546,117.27411935005671,94930.96964224994,True,77,5855.29422201423,162328.439304491
77,2020-04-08,4342,2888,117.27411935005671,94930.96964224994,True,78,6361.077230639194,162328.439304491
78,2020-04-09,5256,3680,117.27411935005671,94930.96964224994,True,79,6908.909585610021,162328.439304491
79,2020-04-10,5897,4159,117.27411935005671,94930.96964224994,True,80,7501.9938025840165,162328.439304491
80,2020-04-11,6848,4928,117.27411935005671,94930.96964224994,True,81,8143.724135009702,162328.439304491
81,2020-04-12,7519,5528,117.27411935005671,94930.96964224994,True,82,8837.68857364102,162328.439304491
82,2020-04-13,9784,6926,117.27411935005671,94930.96964224994,True,83,9587.668853589785,162328.439304491
83,2020-04-14,10303,7204,117.27411935005671,94930.96964224994,True,84,10397.638048287714,162328.439304491
84,2020-04-15,11475,8113,117.27411935005671,94930.96964224994,True,85,11271.755284163475,162328.439304491
85,2020-04-16,12491,6097,117.27411935005671,94930.96964224994,True,86,12214.357066109083,162328.439304491
86,2020-04-17,13489,6648,117.27411935005671,94930.96964224994,True,87,13229.944664224124,162328.439304491
87,2020-04-18,14420,7388,117.27411935005671,94930.96964224994,True,88,14323.166979793077,162328.439304491
88,2020-04-19,15628,8417,117.27411935005671,94930.96964224994,True,89,15498.798286519854,162328.439304491
89,2020-04-20,16325,8912,117.27411935005671,94930.96964224994,True,90,16761.710235933962,162328.439304491
90,2020-04-21,17837,10371,117.27411935005671,94930.96964224994,True,91,18116.837528456916,162328.439304491
91,2020-04-22,19250,11693,117.27411935005671,94930.96964224994,True,92,19569.136689309973,162328.439304491
92,2020-04-23,20914,12920,117.27411935005671,94930.96964224994,True,93,21123.537457095514,162328.439304491
93,2020-04-24,21648,13518,117.27411935005671,94930.96964224994,True,94,22784.886398494462,162328.439304491
94,2020-04-25,25331,16834,117.27411935005671,94930.96964224994,True,95,24557.882510869495,162328.439304491
95,2020-04-26,27517,18701,117.27411935005671,94930.96964224994,True,96,26447.0047707106,162328.439304491
96,2020-04-27,28699,19492,117.27411935005671,94930.96964224994,True,97,28456.431833501785,162328.439304491
97,2020-04-28,31190,21157,117.27411935005671,94930.96964224994,True,98,30589.954391309813,162328.439304491
98,2020-04-29,33931,22951,117.27411935005671,94930.96964224994,True,99,32850.88104678367,162328.439304491
99,2020-04-30,36976,25520,117.27411935005671,94930.96964224994,True,100,35241.93896102608,162328.439304491
100,2020-05-01,40459,28206,117.27411935005671,94930.96964224994,True,101,37765.17096792411,162328.439304491
101,2020-05-02,42534,28900,117.27411935005671,94930.96964224994,True,102,40421.83130355015,162328.439304491
102,2020-05-03,45928,31092,117.27411935005671,94930.96964224994,True,103,43212.282554889396,162328.439304491
103,2020-05-04,47372,31601,117.27411935005671,94930.96964224994,True,104,46135.896860395536,162328.439304491
104,2020-05-05,51189,34332,117.27411935005671,94930.96964224994,True,105,49190.964763662254,162328.439304491
105,2020-05-06,54817,35757,117.27411935005671,94930.96964224994,True,106,52374.61539516699,162328.439304491
106,2020-05-07,58526,38511,117.27411935005671,94930.96964224994,True,107,55682.7517986333,162328.439304491
107,2020-05-08,61847,41121,117.27411935005671,94930.96964224994,True,108,59110.00519285021,162328.439304491
108,2020-05-09,65015,42955,117.27411935005671,94930.96964224994,True,109,62649.71173703402,162328.439304491
109,2020-05-10,67307,44069,117.27411935005671,94930.96964224994,True,110,66293.91492777874,162328.439304491
110,2020-05-11,68822,44455,117.27411935005671,94930.96964224994,True,111,70033.39609154071,162328.439304491
111,2020-05-12,72059,46678,117.27411935005671,94930.96964224994,True,112,73857.73455841906,162328.439304491
112,2020-05-13,76306,49813,117.27411935005671,94930.96964224994,True,113,77755.39803954166,162328.439304491
113,2020-05-14,80604,53186,117.27411935005671,94930.96964224994,True,114,81713.86252954959,162328.439304491
114,2020-05-15,84495,54956,117.27411935005671,94930.96964224994,True,115,85719.75978265601,162328.439304491
115,2020-05-16,88541,57746,117.27411935005671,94930.96964224994,True,116,89759.04914377387,162328.439304491
116,2020-05-17,92273,61004,117.27411935005671,94930.96964224994,True,117,93817.20934039344,162328.439304491
117,2020-05-18,94933,61838,117.27411935005671,94930.96964224994,True,118,97879.4448405714,162328.439304491
118,2020-05-19,99483,60045,117.27411935005671,94930.96964224994,True,119,101930.90063277284,162328.439304491
119,2020-05-20,104020,59028,117.27411935005671,94930.96964224994,True,120,105956.87884262936,162328.439304491
120,2020-05-21,108769,62034,117.27411935005671,94930.96964224994,True,121,109943.05050486517,162328.439304491
121,2020-05-22,111698,63606,117.27411935005671,94930.96964224994,True,122,113875.65606344456,162328.439304491
122,2020-05-23,115754,64466,117.27411935005671,94930.96964224994,True,123,117741.68875908651,162328.439304491
123,2020-05-24,119959,66708,117.27411935005671,94930.96964224994,True,124,121529.05593456431,162328.439304491
124,2020-05-25,123979,69401,117.27411935005671,94930.96964224994,True,125,125226.7143778638,162328.439304491
125,2020-05-26,129751,73057,117.27411935005671,94930.96964224994,True,126,128824.77705095297,162328.439304491
126,2020-05-27,135905,75753,117.27411935005671,94930.96964224994,True,127,132314.58983191854,162328.439304491
127,2020-05-28,141779,78238,117.27411935005671,94930.96964224994,True,128,135688.77814765458,162328.439304491
