,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,-3.6852079045941557,-24.609123242630442,15.463604432094812,0.0,5.288995117116701e-23,1.4040929527703664e-19,-0.18602509771257178,-12.364303577056994,12.349399463190437,2020-04-15,82.5894670623067,True,85,1908.579682607449
1,2020-01-23,4.476898725014183,-14.260923614928306,24.6604612683227,0.0,5.96715420821256e-19,4.3081441792667695e-16,0.9529856931698473,-11.627159772625882,13.761917558920059,2020-04-15,82.5894670623067,True,85,1908.579682607449
2,2020-01-24,3.2973420725576084,-15.744909436457494,23.121204982270722,0.0,1.4004443162184706e-16,4.7205508418878094e-14,-2.6536685952852754,-15.08746208079707,9.673858511154142,2020-04-15,82.5894670623067,True,85,1908.579682607449
3,2020-01-25,2.8165515574012465,-15.969137059454638,22.242442962665436,0.0,6.732267388441075e-15,1.321857376516978e-12,1.0137463997591742,-11.920461482726658,13.372606122951789,2020-04-15,82.5894670623067,True,85,1908.579682607449
4,2020-01-26,-0.25071395148384445,-20.680926893789316,18.719172749905397,0.0,1.357503217318812e-13,1.7527253194450255e-11,0.8817092151381147,-11.383328590619117,12.706058017726257,2020-04-15,82.5894670623067,True,85,1908.579682607449
5,2020-01-27,-1.5999024224362512,-20.051554027358996,16.13274170391634,0.0,1.5800103819052194e-12,1.4483951074809476e-10,1.2574841388350728,-12.157480744754622,13.222895717778492,2020-04-15,82.5894670623067,True,85,1908.579682607449
6,2020-01-28,-5.004212295845366,-25.094023015421254,14.689694026825581,0.0,1.258582462019528e-11,8.636662146337701e-10,-1.1527516479796387,-13.466492332868347,11.717858507511691,2020-04-15,82.5894670623067,True,85,1908.579682607449
7,2020-01-29,-3.6761201515834174,-23.844492128402894,15.441561455821368,0.0,7.59548397912808e-11,4.055822765307716e-09,-0.16763364853527485,-13.218515271824186,12.39347412208547,2020-04-15,82.5894670623067,True,85,1908.579682607449
8,2020-01-30,4.487613618258682,-14.567517456739626,24.873568572613795,0.0,3.708160509509728e-10,1.5870459435576492e-08,0.9743577819469522,-11.491227124296502,12.98272292186377,2020-04-15,82.5894670623067,True,85,1908.579682607449
9,2020-01-31,3.3099754378580504,-16.763831320791503,21.51485852809422,0.0,1.5315633417137098e-09,5.377844371183856e-08,-2.6288328112918617,-15.948478732088605,9.438767437504564,2020-04-15,82.5894670623067,True,85,1908.579682607449
10,2020-02-01,2.831446886714359,-17.16567529246144,20.816779028956585,0.0,5.525269049905725e-09,1.6220658941101039e-07,1.0426072184319877,-11.17729356916114,13.177278814631908,2020-04-15,82.5894670623067,True,85,1908.579682607449
11,2020-02-02,-0.2331516678295399,-20.73822550964496,17.1286787900959,0.0,1.7826005489765477e-08,4.444075399899215e-07,0.9152473776531993,-12.219325870883493,13.21107892768635,2020-04-15,82.5894670623067,True,85,1908.579682607449
12,2020-02-03,-1.5791956859515293,-21.16147274349411,18.66341181967984,0.0,5.2361638730411293e-08,1.1231513355739903e-06,1.2964576653889486,-10.546212117943382,14.58939809394515,2020-04-15,82.5894670623067,True,85,1908.579682607449
13,2020-02-04,-4.979798119381404,-23.753630919784623,13.422340086272843,0.0,1.4199588896746654e-07,2.649965990163684e-06,-1.1074618964698955,-13.312424523691393,11.069276752940082,2020-04-15,82.5894670623067,True,85,1908.579682607449
14,2020-02-05,-3.647334755356474,-23.760569594366494,16.225368718653282,0.0,3.594459103182644e-07,5.892650446325444e-06,-0.1150040654435465,-12.602914647824177,11.272343468219548,2020-04-15,82.5894670623067,True,85,1908.579682607449
15,2020-02-06,4.521552849551121,-15.281346275642639,23.86867341398113,0.0,8.569382871987295e-07,1.2444382066080823e-05,1.0355166785631529,-11.287730131587102,12.97643079765476,2020-04-15,82.5894670623067,True,85,1908.579682607449
16,2020-02-07,3.3499912271808965,-15.130652530444117,20.543766685899218,0.0,1.9381324291554317e-06,2.5115800403540446e-05,-2.557762367408428,-14.931380097241881,10.46858085393641,2020-04-15,82.5894670623067,True,85,1908.579682607449
