,Report_Date,Canada_alberta_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
48,2020-03-10,7,84.749311042052,2062.442584014526,True,49,78.45229113351276,3415.588716157151
49,2020-03-11,19,84.749311042052,2062.442584014526,True,50,87.40687253478873,3415.588716157151
50,2020-03-12,19,84.749311042052,2062.442584014526,True,51,97.35894237360927,3415.588716157151
51,2020-03-13,29,84.749311042052,2062.442584014526,True,52,108.41371942410201,3415.588716157151
52,2020-03-14,29,84.749311042052,2062.442584014526,True,53,120.68611540055365,3415.588716157151
53,2020-03-15,39,84.749311042052,2062.442584014526,True,54,134.3012898117106,3415.588716157151
54,2020-03-16,56,84.749311042052,2062.442584014526,True,55,149.39514947362815,3415.588716157151
55,2020-03-17,74,84.749311042052,2062.442584014526,True,56,166.11476431441562,3415.588716157151
56,2020-03-18,97,84.749311042052,2062.442584014526,True,57,184.61866495551973,3415.588716157151
57,2020-03-19,119,84.749311042052,2062.442584014526,True,58,205.07698077071151,3415.588716157151
58,2020-03-20,146,84.749311042052,2062.442584014526,True,59,227.67136985519457,3415.588716157151
59,2020-03-21,195,84.749311042052,2062.442584014526,True,60,252.59468484012365,3415.588716157151
60,2020-03-22,259,84.749311042052,2062.442584014526,True,61,280.050311157577,3415.588716157151
61,2020-03-23,301,84.749311042052,2062.442584014526,True,62,310.2511077640063,3415.588716157151
62,2020-03-24,359,84.749311042052,2062.442584014526,True,63,343.4178752341765,3415.588716157151
63,2020-03-25,358,84.749311042052,2062.442584014526,True,64,379.7772735344977,3415.588716157151
64,2020-03-26,486,84.749311042052,2062.442584014526,True,65,419.5591128965637,3415.588716157151
65,2020-03-27,542,84.749311042052,2062.442584014526,True,66,462.992947470096,3415.588716157151
66,2020-03-28,542,84.749311042052,2062.442584014526,True,67,510.3039144180052,3415.588716157151
67,2020-03-29,621,84.749311042052,2062.442584014526,True,68,561.7077824338221,3415.588716157151
68,2020-03-30,661,84.749311042052,2062.442584014526,True,69,617.4052047666796,3415.588716157151
69,2020-03-31,690,84.749311042052,2062.442584014526,True,70,677.5752137674577,3415.588716157151
70,2020-04-01,754,84.749311042052,2062.442584014526,True,71,742.3680470061671,3415.588716157151
71,2020-04-02,969,84.749311042052,2062.442584014526,True,72,811.8974583020462,3415.588716157151
72,2020-04-03,969,84.749311042052,2062.442584014526,True,73,886.2327381717819,3415.588716157151
73,2020-04-04,1075,84.749311042052,2062.442584014526,True,74,965.3907430019012,3415.588716157151
74,2020-04-05,1181,84.749311042052,2062.442584014526,True,75,1049.3283044435543,3415.588716157151
75,2020-04-06,1250,84.749311042052,2062.442584014526,True,76,1137.9354519843,3415.588716157151
76,2020-04-07,1373,84.749311042052,2062.442584014526,True,77,1231.0299228814092,3415.588716157151
77,2020-04-08,1373,84.749311042052,2062.442584014526,True,78,1328.3534447654279,3415.588716157151
78,2020-04-09,1423,84.749311042052,2062.442584014526,True,79,1429.5702483887355,3415.588716157151
79,2020-04-10,1451,84.749311042052,2062.442584014526,True,80,1534.2681950945487,3415.588716157151
80,2020-04-11,1567,84.749311042052,2062.442584014526,True,81,1641.9627840109065,3415.588716157151
81,2020-04-12,1567,84.749311042052,2062.442584014526,True,82,1752.1041420392935,3415.588716157151
82,2020-04-13,1732,84.749311042052,2062.442584014526,True,83,1864.086906282554,3415.588716157151
83,2020-04-14,1870,84.749311042052,2062.442584014526,True,84,1977.2627006241682,3415.588716157151
84,2020-04-15,1870,84.749311042052,2062.442584014526,True,85,2090.954707097402,3415.588716157151
85,2020-04-16,1996,84.749311042052,2062.442584014526,True,86,2204.4736613647256,3415.588716157151
86,2020-04-17,2397,84.749311042052,2062.442584014526,True,87,2317.134480956605,3415.588716157151
87,2020-04-18,2562,84.749311042052,2062.442584014526,True,88,2428.2726802654374,3415.588716157151
88,2020-04-19,2803,84.749311042052,2062.442584014526,True,89,2537.2597447787284,3415.588716157151
