,Report_Date,Canada_alberta_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,84.749311042052,2062.442584014526,True,1,0.40142329795743714,3415.588716157151
1,2020-01-23,0,84.749311042052,2062.442584014526,True,2,0.4482287775075078,3415.588716157151
2,2020-01-24,0,84.749311042052,2062.442584014526,True,3,0.5004910581131785,3415.588716157151
3,2020-01-25,0,84.749311042052,2062.442584014526,True,4,0.5588461556546093,3415.588716157151
4,2020-01-26,0,84.749311042052,2062.442584014526,True,5,0.6240041763290779,3415.588716157151
5,2020-01-27,0,84.749311042052,2062.442584014526,True,6,0.696757937575408,3415.588716157151
6,2020-01-28,0,84.749311042052,2062.442584014526,True,7,0.7779925896463902,3415.588716157151
7,2020-01-29,0,84.749311042052,2062.442584014526,True,8,0.8686963533697396,3415.588716157151
8,2020-01-30,0,84.749311042052,2062.442584014526,True,9,0.9699725028290614,3415.588716157151
9,2020-01-31,0,84.749311042052,2062.442584014526,True,10,1.0830527363559443,3415.588716157151
10,2020-02-01,0,84.749311042052,2062.442584014526,True,11,1.2093120955068675,3415.588716157151
11,2020-02-02,0,84.749311042052,2062.442584014526,True,12,1.350285609772114,3415.588716157151
12,2020-02-03,0,84.749311042052,2062.442584014526,True,13,1.507686864810704,3415.588716157151
13,2020-02-04,0,84.749311042052,2062.442584014526,True,14,1.6834287142227193,3415.588716157151
14,2020-02-05,0,84.749311042052,2062.442584014526,True,15,1.8796463794704563,3415.588716157151
15,2020-02-06,0,84.749311042052,2062.442584014526,True,16,2.0987232097695188,3415.588716157151
16,2020-02-07,0,84.749311042052,2062.442584014526,True,17,2.3433194038312957,3415.588716157151
17,2020-02-08,0,84.749311042052,2062.442584014526,True,18,2.6164040285029055,3415.588716157151
18,2020-02-09,0,84.749311042052,2062.442584014526,True,19,2.921290705883894,3415.588716157151
19,2020-02-10,0,84.749311042052,2062.442584014526,True,20,3.2616773806720576,3415.588716157151
20,2020-02-11,0,84.749311042052,2062.442584014526,True,21,3.641690623577375,3415.588716157151
21,2020-02-12,0,84.749311042052,2062.442584014526,True,22,4.065934974912386,3415.588716157151
22,2020-02-13,0,84.749311042052,2062.442584014526,True,23,4.539547885175225,3415.588716157151
23,2020-02-14,0,84.749311042052,2062.442584014526,True,24,5.068260866817621,3415.588716157151
24,2020-02-15,0,84.749311042052,2062.442584014526,True,25,5.658467533623,3415.588716157151
25,2020-02-16,0,84.749311042052,2062.442584014526,True,26,6.317299271334469,3415.588716157151
26,2020-02-17,0,84.749311042052,2062.442584014526,True,27,7.052709355405246,3415.588716157151
27,2020-02-18,0,84.749311042052,2062.442584014526,True,28,7.873566408906602,3415.588716157151
28,2020-02-19,0,84.749311042052,2062.442584014526,True,29,8.789758175465392,3415.588716157151
29,2020-02-20,0,84.749311042052,2062.442584014526,True,30,9.812306668136134,3415.588716157151
30,2020-02-21,0,84.749311042052,2062.442584014526,True,31,10.953495844572457,3415.588716157151
31,2020-02-22,0,84.749311042052,2062.442584014526,True,32,12.227013050602134,3415.588716157151
32,2020-02-23,0,84.749311042052,2062.442584014526,True,33,13.648105566700313,3415.588716157151
33,2020-02-24,0,84.749311042052,2062.442584014526,True,34,15.233753682652956,3415.588716157151
34,2020-02-25,0,84.749311042052,2062.442584014526,True,35,17.002861811892874,3415.588716157151
35,2020-02-26,0,84.749311042052,2062.442584014526,True,36,18.976469234592717,3415.588716157151
36,2020-02-27,0,84.749311042052,2062.442584014526,True,37,21.177982122435008,3415.588716157151
37,2020-02-28,0,84.749311042052,2062.442584014526,True,38,23.633428541396192,3415.588716157151
38,2020-02-29,0,84.749311042052,2062.442584014526,True,39,26.371738143422988,3415.588716157151
39,2020-03-01,0,84.749311042052,2062.442584014526,True,40,29.425048232904476,3415.588716157151
40,2020-03-02,0,84.749311042052,2062.442584014526,True,41,32.82903781608271,3415.588716157151
41,2020-03-03,0,84.749311042052,2062.442584014526,True,42,36.62329109460079,3415.588716157151
42,2020-03-04,0,84.749311042052,2062.442584014526,True,43,40.851691628179466,3415.588716157151
43,2020-03-05,0,84.749311042052,2062.442584014526,True,44,45.56284804157503,3415.588716157151
44,2020-03-06,1,84.749311042052,2062.442584014526,True,45,50.81055165823415,3415.588716157151
45,2020-03-07,2,84.749311042052,2062.442584014526,True,46,56.654265772639555,3415.588716157151
46,2020-03-08,4,84.749311042052,2062.442584014526,True,47,63.159645384406275,3415.588716157151
47,2020-03-09,7,84.749311042052,2062.442584014526,True,48,70.39908506247781,3415.588716157151
