,Report_Date,Pakistan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
37,2020-02-28,2,2,121.1964783115753,48920.21903621525,True,38,204.66471339287634,75978.4417739551
38,2020-02-29,4,4,121.1964783115753,48920.21903621525,True,39,220.37825308338674,75978.4417739551
39,2020-03-01,4,4,121.1964783115753,48920.21903621525,True,40,237.29529883597584,75978.4417739551
40,2020-03-02,4,4,121.1964783115753,48920.21903621525,True,41,255.50756032766992,75978.4417739551
41,2020-03-03,5,5,121.1964783115753,48920.21903621525,True,42,275.1136612535769,75978.4417739551
42,2020-03-04,5,5,121.1964783115753,48920.21903621525,True,43,296.2196487070721,75978.4417739551
43,2020-03-05,5,5,121.1964783115753,48920.21903621525,True,44,318.9395381880379,75978.4417739551
44,2020-03-06,6,6,121.1964783115753,48920.21903621525,True,45,343.3958964231731,75978.4417739551
45,2020-03-07,6,6,121.1964783115753,48920.21903621525,True,46,369.7204642644884,75978.4417739551
46,2020-03-08,6,5,121.1964783115753,48920.21903621525,True,47,398.0548220075488,75978.4417739551
47,2020-03-09,6,5,121.1964783115753,48920.21903621525,True,48,428.55109953742084,75978.4417739551
48,2020-03-10,16,15,121.1964783115753,48920.21903621525,True,49,461.3727337647953,75978.4417739551
49,2020-03-11,19,17,121.1964783115753,48920.21903621525,True,50,496.6952758540297,75978.4417739551
50,2020-03-12,20,18,121.1964783115753,48920.21903621525,True,51,534.7072507649809,75978.4417739551
51,2020-03-13,28,26,121.1964783115753,48920.21903621525,True,52,575.6110716268905,75978.4417739551
52,2020-03-14,31,29,121.1964783115753,48920.21903621525,True,53,619.6240114299212,75978.4417739551
53,2020-03-15,53,51,121.1964783115753,48920.21903621525,True,54,666.9792344520692,75978.4417739551
54,2020-03-16,136,134,121.1964783115753,48920.21903621525,True,55,717.9268897289779,75978.4417739551
55,2020-03-17,236,234,121.1964783115753,48920.21903621525,True,56,772.7352687134932,75978.4417739551
56,2020-03-18,299,297,121.1964783115753,48920.21903621525,True,57,831.6920290513063,75978.4417739551
57,2020-03-19,454,439,121.1964783115753,48920.21903621525,True,58,895.1054861080909,75978.4417739551
58,2020-03-20,501,485,121.1964783115753,48920.21903621525,True,59,963.3059735100674,75978.4417739551
59,2020-03-21,730,714,121.1964783115753,48920.21903621525,True,60,1036.6472734904055,75978.4417739551
60,2020-03-22,776,766,121.1964783115753,48920.21903621525,True,61,1115.5081172528744,75978.4417739551
61,2020-03-23,875,864,121.1964783115753,48920.21903621525,True,62,1200.2937548547627,75978.4417739551
62,2020-03-24,972,947,121.1964783115753,48920.21903621525,True,63,1291.4375932542396,75978.4417739551
63,2020-03-25,1063,1034,121.1964783115753,48920.21903621525,True,64,1389.4029001421218,75978.4417739551
64,2020-03-26,1201,1171,121.1964783115753,48920.21903621525,True,65,1494.6845699616358,75978.4417739551
65,2020-03-27,1373,1339,121.1964783115753,48920.21903621525,True,66,1607.810947087167,75978.4417739551
66,2020-03-28,1495,1454,121.1964783115753,48920.21903621525,True,67,1729.3456994576375,75978.4417739551
67,2020-03-29,1597,1554,121.1964783115753,48920.21903621525,True,68,1859.8897340134379,75978.4417739551
68,2020-03-30,1717,1620,121.1964783115753,48920.21903621525,True,69,2000.083143037983,75978.4417739551
69,2020-03-31,1938,1836,121.1964783115753,48920.21903621525,True,70,2150.6071679253528,75978.4417739551
70,2020-04-01,2118,1997,121.1964783115753,48920.21903621525,True,71,2312.1861639528474,75978.4417739551
71,2020-04-02,2421,2262,121.1964783115753,48920.21903621525,True,72,2485.5895463015413,75978.4417739551
72,2020-04-03,2686,2520,121.1964783115753,48920.21903621525,True,73,2671.6336938102736,75978.4417739551
73,2020-04-04,2818,2646,121.1964783115753,48920.21903621525,True,74,2871.1837827436184,75978.4417739551
74,2020-04-05,3157,2899,121.1964783115753,48920.21903621525,True,75,3085.155518182401,75978.4417739551
75,2020-04-06,3766,3454,121.1964783115753,48920.21903621525,True,76,3314.51672549326,75978.4417739551
76,2020-04-07,4035,3549,121.1964783115753,48920.21903621525,True,77,3560.288758699865,75978.4417739551
77,2020-04-08,4263,3735,121.1964783115753,48920.21903621525,True,78,3823.5476764741256,75978.4417739551
78,2020-04-09,4489,3852,121.1964783115753,48920.21903621525,True,79,4105.425129920554,75978.4417739551
79,2020-04-10,4695,3902,121.1964783115753,48920.21903621525,True,80,4407.108899393435,75978.4417739551
80,2020-04-11,5011,4163,121.1964783115753,48920.21903621525,True,81,4729.843010344004,75978.4417739551
81,2020-04-12,5230,4111,121.1964783115753,48920.21903621525,True,82,5074.927350757916,75978.4417739551
82,2020-04-13,5496,4308,121.1964783115753,48920.21903621525,True,83,5443.716705265489,75978.4417739551
83,2020-04-14,5837,4363,121.1964783115753,48920.21903621525,True,84,5837.619113689426,75978.4417739551
84,2020-04-15,6383,4826,121.1964783115753,48920.21903621525,True,85,6258.093454892109,75978.4417739551
85,2020-04-16,6919,5146,121.1964783115753,48920.21903621525,True,86,6706.646150610681,75978.4417739551
86,2020-04-17,7025,5125,121.1964783115753,48920.21903621525,True,87,7184.826878904581,75978.4417739551
87,2020-04-18,7638,5663,121.1964783115753,48920.21903621525,True,88,7694.22318333535,75978.4417739551
88,2020-04-19,8348,6312,121.1964783115753,48920.21903621525,True,89,8236.453862574432,75978.4417739551
89,2020-04-20,8418,6272,121.1964783115753,48920.21903621525,True,90,8813.161026380954,75978.4417739551
90,2020-04-21,9565,7291,121.1964783115753,48920.21903621525,True,91,9426.0007084606,75978.4417739551
91,2020-04-22,10076,7708,121.1964783115753,48920.21903621525,True,92,10076.631935312453,75978.4417739551
92,2020-04-23,11155,8391,121.1964783115753,48920.21903621525,True,93,10766.704163524944,75978.4417739551
93,2020-04-24,11940,8932,121.1964783115753,48920.21903621525,True,94,11497.843016830306,75978.4417739551
94,2020-04-25,12723,9588,121.1964783115753,48920.21903621525,True,95,12271.634279266123,75978.4417739551
95,2020-04-26,13328,10111,121.1964783115753,48920.21903621525,True,96,13089.606132633155,75978.4417739551
96,2020-04-27,13915,10594,121.1964783115753,48920.21903621525,True,97,13953.209665546185,75978.4417739551
97,2020-04-28,14612,11067,121.1964783115753,48920.21903621525,True,98,14863.797727994976,75978.4417739551
98,2020-04-29,15525,11757,121.1964783115753,48920.21903621525,True,99,15822.602259418976,75978.4417739551
99,2020-04-30,16817,12117,121.1964783115753,48920.21903621525,True,100,16830.71027942546,75978.4417739551
100,2020-05-01,18114,12982,121.1964783115753,48920.21903621525,True,101,17889.038797558904,75978.4417739551
101,2020-05-02,19103,13846,121.1964783115753,48920.21903621525,True,102,18998.308970538634,75978.4417739551
102,2020-05-03,20084,14513,121.1964783115753,48920.21903621525,True,103,20159.01991010482,75978.4417739551
103,2020-05-04,20941,14830,121.1964783115753,48920.21903621525,True,104,21371.42261941182,75978.4417739551
104,2020-05-05,22049,15734,121.1964783115753,48920.21903621525,True,105,22635.49460752614,75978.4417739551
105,2020-05-06,24073,17045,121.1964783115753,48920.21903621525,True,106,23950.915796209218,75978.4417739551
106,2020-05-07,24644,17595,121.1964783115753,48920.21903621525,True,107,25317.046386537197,75978.4417739551
107,2020-05-08,26435,18306,121.1964783115753,48920.21903621525,True,108,26732.907390511795,75978.4417739551
108,2020-05-09,28736,20291,121.1964783115753,48920.21903621525,True,109,28197.164550120346,75978.4417739551
109,2020-05-10,30334,21612,121.1964783115753,48920.21903621525,True,110,29708.116359074556,75978.4417739551
110,2020-05-11,32081,22820,121.1964783115753,48920.21903621525,True,111,31263.686867113403,75978.4417739551
111,2020-05-12,34336,24787,121.1964783115753,48920.21903621525,True,112,32861.423880743416,75978.4417739551
112,2020-05-13,35298,25638,121.1964783115753,48920.21903621525,True,113,34498.50307645222,75978.4417739551
113,2020-05-14,35788,25323,121.1964783115753,48920.21903621525,True,114,36171.73841333098,75978.4417739551
114,2020-05-15,38799,27085,121.1964783115753,48920.21903621525,True,115,37877.59907419913,75978.4417739551
115,2020-05-16,38799,27085,121.1964783115753,48920.21903621525,True,116,39612.23298231428,75978.4417739551
116,2020-05-17,40151,27937,121.1964783115753,48920.21903621525,True,117,41371.49674115416,75978.4417739551
117,2020-05-18,42125,29300,121.1964783115753,48920.21903621525,True,118,43150.99163592714,75978.4417739551
118,2020-05-19,43966,30538,121.1964783115753,48920.21903621525,True,119,44946.10512709787,75978.4417739551
119,2020-05-20,45898,31812,121.1964783115753,48920.21903621525,True,120,46752.05706877689,75978.4417739551
120,2020-05-21,48091,32919,121.1964783115753,48920.21903621525,True,121,48563.949708838656,75978.4417739551
121,2020-05-22,50694,34426,121.1964783115753,48920.21903621525,True,122,50376.82038292275,75978.4417739551
122,2020-05-23,52437,34683,121.1964783115753,48920.21903621525,True,123,52185.695709388805,75978.4417739551
123,2020-05-24,54601,36270,121.1964783115753,48920.21903621525,True,124,53985.64603304175,75978.4417739551
124,2020-05-25,56349,37700,121.1964783115753,48920.21903621525,True,125,55771.838855576636,75978.4417739551
125,2020-05-26,57705,38194,121.1964783115753,48920.21903621525,True,126,57539.59003080289,75978.4417739551
126,2020-05-27,59151,38784,121.1964783115753,48920.21903621525,True,127,59284.411590384494,75978.4417739551
127,2020-05-28,61227,39736,121.1964783115753,48920.21903621525,True,128,61002.05519586444,75978.4417739551
