,Report_Date,Australia_australian capital territory_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,65.90219603540017,53.779368955921626,True,1,0.0012808861553637344,107.55837350760763
1,2020-01-23,0,0,65.90219603540017,53.779368955921626,True,2,0.0015253852766783792,107.55837350760763
2,2020-01-24,0,0,65.90219603540017,53.779368955921626,True,3,0.0018165542838707127,107.55837350760763
3,2020-01-25,0,0,65.90219603540017,53.779368955921626,True,4,0.002163301174811708,107.55837350760763
4,2020-01-26,0,0,65.90219603540017,53.779368955921626,True,5,0.0025762341013586235,107.55837350760763
5,2020-01-27,0,0,65.90219603540017,53.779368955921626,True,6,0.0030679857980403904,107.55837350760763
6,2020-01-28,0,0,65.90219603540017,53.779368955921626,True,7,0.003653599895127473,107.55837350760763
7,2020-01-29,0,0,65.90219603540017,53.779368955921626,True,8,0.0043509909103755726,107.55837350760763
8,2020-01-30,0,0,65.90219603540017,53.779368955921626,True,9,0.0051814919573394845,107.55837350760763
9,2020-01-31,0,0,65.90219603540017,53.779368955921626,True,10,0.006170506876792296,107.55837350760763
10,2020-02-01,0,0,65.90219603540017,53.779368955921626,True,11,0.007348286671234658,107.55837350760763
11,2020-02-02,0,0,65.90219603540017,53.779368955921626,True,12,0.008750853895180861,107.55837350760763
12,2020-02-03,0,0,65.90219603540017,53.779368955921626,True,13,0.010421103137531397,107.55837350760763
13,2020-02-04,0,0,65.90219603540017,53.779368955921626,True,14,0.012410111058734696,107.55837350760763
14,2020-02-05,0,0,65.90219603540017,53.779368955921626,True,15,0.01477869577001244,107.55837350760763
15,2020-02-06,0,0,65.90219603540017,53.779368955921626,True,16,0.017599272847470024,107.55837350760763
16,2020-02-07,0,0,65.90219603540017,53.779368955921626,True,17,0.020958064174899014,107.55837350760763
17,2020-02-08,0,0,65.90219603540017,53.779368955921626,True,18,0.02495772635633717,107.55837350760763
18,2020-02-09,0,0,65.90219603540017,53.779368955921626,True,19,0.029720477925235137,107.55837350760763
19,2020-02-10,0,0,65.90219603540017,53.779368955921626,True,20,0.035391819340282224,107.55837350760763
20,2020-02-11,0,0,65.90219603540017,53.779368955921626,True,21,0.04214495718922537,107.55837350760763
21,2020-02-12,0,0,65.90219603540017,53.779368955921626,True,22,0.05018606456833114,107.55837350760763
22,2020-02-13,0,0,65.90219603540017,53.779368955921626,True,23,0.0597605337729693,107.55837350760763
23,2020-02-14,0,0,65.90219603540017,53.779368955921626,True,24,0.07116040579088531,107.55837350760763
24,2020-02-15,0,0,65.90219603540017,53.779368955921626,True,25,0.0847331942576987,107.55837350760763
25,2020-02-16,0,0,65.90219603540017,53.779368955921626,True,26,0.10089236018442091,107.55837350760763
26,2020-02-17,0,0,65.90219603540017,53.779368955921626,True,27,0.12012973859612235,107.55837350760763
27,2020-02-18,0,0,65.90219603540017,53.779368955921626,True,28,0.1430302699165326,107.55837350760763
28,2020-02-19,0,0,65.90219603540017,53.779368955921626,True,29,0.17028944811402857,107.55837350760763
29,2020-02-20,0,0,65.90219603540017,53.779368955921626,True,30,0.20273396474797137,107.55837350760763
30,2020-02-21,0,0,65.90219603540017,53.779368955921626,True,31,0.24134610327719444,107.55837350760763
31,2020-02-22,0,0,65.90219603540017,53.779368955921626,True,32,0.287292520961625,107.55837350760763
32,2020-02-23,0,0,65.90219603540017,53.779368955921626,True,33,0.34195814523775603,107.55837350760763
33,2020-02-24,0,0,65.90219603540017,53.779368955921626,True,34,0.4069860051665255,107.55837350760763
34,2020-02-25,0,0,65.90219603540017,53.779368955921626,True,35,0.4843239121671071,107.55837350760763
35,2020-02-26,0,0,65.90219603540017,53.779368955921626,True,36,0.5762789907838904,107.55837350760763
36,2020-02-27,0,0,65.90219603540017,53.779368955921626,True,37,0.6855811288423997,107.55837350760763
37,2020-02-28,0,0,65.90219603540017,53.779368955921626,True,38,0.8154564507715034,107.55837350760763
38,2020-02-29,0,0,65.90219603540017,53.779368955921626,True,39,0.9697118943938061,107.55837350760763
39,2020-03-01,0,0,65.90219603540017,53.779368955921626,True,40,1.1528318563701372,107.55837350760763
40,2020-03-02,0,0,65.90219603540017,53.779368955921626,True,41,1.3700876177889152,107.55837350760763
41,2020-03-03,0,0,65.90219603540017,53.779368955921626,True,42,1.6276598053256937,107.55837350760763
42,2020-03-04,0,0,65.90219603540017,53.779368955921626,True,43,1.9327734004645911,107.55837350760763
43,2020-03-05,0,0,65.90219603540017,53.779368955921626,True,44,2.2938436708873375,107.55837350760763
44,2020-03-06,0,0,65.90219603540017,53.779368955921626,True,45,2.7206297300208826,107.55837350760763
45,2020-03-07,0,0,65.90219603540017,53.779368955921626,True,46,3.2243900753503265,107.55837350760763
46,2020-03-08,0,0,65.90219603540017,53.779368955921626,True,47,3.818031242757424,107.55837350760763
47,2020-03-09,0,0,65.90219603540017,53.779368955921626,True,48,4.516236482250632,107.55837350760763
48,2020-03-10,0,0,65.90219603540017,53.779368955921626,True,49,5.335556003431565,107.55837350760763
49,2020-03-11,0,0,65.90219603540017,53.779368955921626,True,50,6.29443387797187,107.55837350760763
50,2020-03-12,0,0,65.90219603540017,53.779368955921626,True,51,7.4131393822530445,107.55837350760763
51,2020-03-13,1,1,65.90219603540017,53.779368955921626,True,52,8.713563072160904,107.55837350760763
52,2020-03-14,1,1,65.90219603540017,53.779368955921626,True,53,10.218831443849306,107.55837350760763
