,Report_Date,Australia_australian capital territory_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
53,2020-03-15,1,1,65.90219603540017,53.779368955921626,True,54,11.952690660682284,107.55837350760763
54,2020-03-16,2,2,65.90219603540017,53.779368955921626,True,55,13.938612407947135,107.55837350760763
55,2020-03-17,2,2,65.90219603540017,53.779368955921626,True,56,16.198587133071833,107.55837350760763
56,2020-03-18,3,3,65.90219603540017,53.779368955921626,True,57,18.751595652654537,107.55837350760763
57,2020-03-19,4,4,65.90219603540017,53.779368955921626,True,58,21.61179240432187,107.55837350760763
58,2020-03-20,6,6,65.90219603540017,53.779368955921626,True,59,24.78649286289924,107.55837350760763
59,2020-03-21,9,9,65.90219603540017,53.779368955921626,True,60,28.27412925491225,107.55837350760763
60,2020-03-22,19,19,65.90219603540017,53.779368955921626,True,61,32.06241119214203,107.55837350760763
61,2020-03-23,32,32,65.90219603540017,53.779368955921626,True,62,36.12698239392177,107.55837350760763
62,2020-03-24,39,39,65.90219603540017,53.779368955921626,True,63,40.43087793689997,107.55837350760763
63,2020-03-25,39,39,65.90219603540017,53.779368955921626,True,64,44.925037379456604,107.55837350760763
64,2020-03-26,53,52,65.90219603540017,53.779368955921626,True,65,49.55000857537918,107.55837350760763
65,2020-03-27,62,61,65.90219603540017,53.779368955921626,True,66,54.23879690012772,107.55837350760763
66,2020-03-28,71,69,65.90219603540017,53.779368955921626,True,67,58.92061057441418,107.55837350760763
67,2020-03-29,77,75,65.90219603540017,53.779368955921626,True,68,63.52507656345288,107.55837350760763
68,2020-03-30,78,75,65.90219603540017,53.779368955921626,True,69,67.98640395992844,107.55837350760763
69,2020-03-31,80,76,65.90219603540017,53.779368955921626,True,70,72.2469828084665,107.55837350760763
70,2020-04-01,84,75,65.90219603540017,53.779368955921626,True,71,76.26002254468118,107.55837350760763
71,2020-04-02,87,75,65.90219603540017,53.779368955921626,True,72,79.99102019206197,107.55837350760763
72,2020-04-03,91,72,65.90219603540017,53.779368955921626,True,73,83.41805157636847,107.55837350760763
73,2020-04-04,93,73,65.90219603540017,53.779368955921626,True,74,86.5310493525441,107.55837350760763
74,2020-04-05,96,66,65.90219603540017,53.779368955921626,True,75,89.33033838109836,107.55837350760763
75,2020-04-06,96,54,65.90219603540017,53.779368955921626,True,76,91.82473464717425,107.55837350760763
76,2020-04-07,96,54,65.90219603540017,53.779368955921626,True,77,94.0294907157139,107.55837350760763
77,2020-04-08,99,57,65.90219603540017,53.779368955921626,True,78,95.96431089319711,107.55837350760763
78,2020-04-09,100,51,65.90219603540017,53.779368955921626,True,79,97.65158568417732,107.55837350760763
79,2020-04-10,103,42,65.90219603540017,53.779368955921626,True,80,99.1149252689767,107.55837350760763
80,2020-04-11,103,42,65.90219603540017,53.779368955921626,True,81,100.3780156302764,107.55837350760763
81,2020-04-12,103,42,65.90219603540017,53.779368955921626,True,82,101.46378204512939,107.55837350760763
82,2020-04-13,102,41,65.90219603540017,53.779368955921626,True,83,102.39382186961036,107.55837350760763
83,2020-04-14,103,29,65.90219603540017,53.779368955921626,True,84,103.18805853938441,107.55837350760763
84,2020-04-15,103,28,65.90219603540017,53.779368955921626,True,85,103.86456756090315,107.55837350760763
85,2020-04-16,103,18,65.90219603540017,53.779368955921626,True,86,104.43952944054719,107.55837350760763
86,2020-04-17,103,19,65.90219603540017,53.779368955921626,True,87,104.92727127491824,107.55837350760763
87,2020-04-18,103,12,65.90219603540017,53.779368955921626,True,88,105.34036625648302,107.55837350760763
88,2020-04-19,103,12,65.90219603540017,53.779368955921626,True,89,105.68976752468907,107.55837350760763
89,2020-04-20,104,10,65.90219603540017,53.779368955921626,True,90,105.98495904886485,107.55837350760763
90,2020-04-21,104,9,65.90219603540017,53.779368955921626,True,91,106.23411136248427,107.55837350760763
91,2020-04-22,104,8,65.90219603540017,53.779368955921626,True,92,106.44423399012584,107.55837350760763
92,2020-04-23,104,8,65.90219603540017,53.779368955921626,True,93,106.62131944056209,107.55837350760763
93,2020-04-24,105,5,65.90219603540017,53.779368955921626,True,94,106.770475847117,107.55837350760763
94,2020-04-25,106,5,65.90219603540017,53.779368955921626,True,95,106.8960468891799,107.55837350760763
95,2020-04-26,106,4,65.90219603540017,53.779368955921626,True,96,107.0017186800362,107.55837350760763
96,2020-04-27,106,3,65.90219603540017,53.779368955921626,True,97,107.09061398524712,107.55837350760763
97,2020-04-28,106,2,65.90219603540017,53.779368955921626,True,98,107.16537454634589,107.55837350760763
98,2020-04-29,106,2,65.90219603540017,53.779368955921626,True,99,107.22823250676993,107.55837350760763
99,2020-04-30,106,0,65.90219603540017,53.779368955921626,True,100,107.28107203090943,107.55837350760763
100,2020-05-01,106,0,65.90219603540017,53.779368955921626,True,101,107.32548221700361,107.55837350760763
101,2020-05-02,106,0,65.90219603540017,53.779368955921626,True,102,107.36280236190882,107.55837350760763
102,2020-05-03,106,0,65.90219603540017,53.779368955921626,True,103,107.3941605625632,107.55837350760763
103,2020-05-04,107,1,65.90219603540017,53.779368955921626,True,104,107.42050655034204,107.55837350760763
104,2020-05-05,107,1,65.90219603540017,53.779368955921626,True,105,107.4426395604117,107.55837350760763
105,2020-05-06,107,1,65.90219603540017,53.779368955921626,True,106,107.46123194502124,107.55837350760763
106,2020-05-07,107,1,65.90219603540017,53.779368955921626,True,107,107.47684915126422,107.55837350760763
107,2020-05-08,107,1,65.90219603540017,53.779368955921626,True,108,107.48996660232893,107.55837350760763
108,2020-05-09,107,0,65.90219603540017,53.779368955921626,True,109,107.50098394760762,107.55837350760763
109,2020-05-10,107,0,65.90219603540017,53.779368955921626,True,110,107.51023708149056,107.55837350760763
110,2020-05-11,107,0,65.90219603540017,53.779368955921626,True,111,107.51800827299662,107.55837350760763
111,2020-05-12,107,0,65.90219603540017,53.779368955921626,True,112,107.52453469809127,107.55837350760763
112,2020-05-13,107,0,65.90219603540017,53.779368955921626,True,113,107.53001562297698,107.55837350760763
113,2020-05-14,107,0,65.90219603540017,53.779368955921626,True,114,107.5346184491188,107.55837350760763
114,2020-05-15,107,0,65.90219603540017,53.779368955921626,True,115,107.5384837985908,107.55837350760763
115,2020-05-16,107,0,65.90219603540017,53.779368955921626,True,116,107.54172979084112,107.55837350760763
116,2020-05-17,107,0,65.90219603540017,53.779368955921626,True,117,107.54445563855577,107.55837350760763
117,2020-05-18,107,0,65.90219603540017,53.779368955921626,True,118,107.54674467040297,107.55837350760763
118,2020-05-19,107,0,65.90219603540017,53.779368955921626,True,119,107.54866687156283,107.55837350760763
119,2020-05-20,107,0,65.90219603540017,53.779368955921626,True,120,107.55028101865956,107.55837350760763
120,2020-05-21,107,0,65.90219603540017,53.779368955921626,True,121,107.55163647363136,107.55837350760763
121,2020-05-22,107,0,65.90219603540017,53.779368955921626,True,122,107.55277469086911,107.55837350760763
122,2020-05-23,107,0,65.90219603540017,53.779368955921626,True,123,107.55373048334678,107.55837350760763
123,2020-05-24,107,0,65.90219603540017,53.779368955921626,True,124,107.55453308620609,107.55837350760763
124,2020-05-25,107,0,65.90219603540017,53.779368955921626,True,125,107.5552070501437,107.55837350760763
125,2020-05-26,107,0,65.90219603540017,53.779368955921626,True,126,107.55577299179764,107.55837350760763
126,2020-05-27,107,0,65.90219603540017,53.779368955921626,True,127,107.55624822399625,107.55837350760763
127,2020-05-28,107,0,65.90219603540017,53.779368955921626,True,128,107.55664728508428,107.55837350760763
