,Report_Date,Lebanon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.47886843870612,440.1954148126619,True,1,1.7578232963311944,875.8479793808722
1,2020-01-23,0,72.47886843870612,440.1954148126619,True,2,1.9171386680609632,875.8479793808722
2,2020-01-24,0,72.47886843870612,440.1954148126619,True,3,2.090858780206134,875.8479793808722
3,2020-01-25,0,72.47886843870612,440.1954148126619,True,4,2.2802795519853953,875.8479793808722
4,2020-01-26,0,72.47886843870612,440.1954148126619,True,5,2.486812257911967,875.8479793808722
5,2020-01-27,0,72.47886843870612,440.1954148126619,True,6,2.711993562753084,875.8479793808722
6,2020-01-28,0,72.47886843870612,440.1954148126619,True,7,2.9574963850941804,875.8479793808722
7,2020-01-29,0,72.47886843870612,440.1954148126619,True,8,3.22514164939016,875.8479793808722
8,2020-01-30,0,72.47886843870612,440.1954148126619,True,9,3.51691098900982,875.8479793808722
9,2020-01-31,0,72.47886843870612,440.1954148126619,True,10,3.8349604651374594,875.8479793808722
10,2020-02-01,0,72.47886843870612,440.1954148126619,True,11,4.18163536837721,875.8479793808722
11,2020-02-02,0,72.47886843870612,440.1954148126619,True,12,4.559486171375691,875.8479793808722
12,2020-02-03,0,72.47886843870612,440.1954148126619,True,13,4.971285701574189,875.8479793808722
13,2020-02-04,0,72.47886843870612,440.1954148126619,True,14,5.420047603127054,875.8479793808722
14,2020-02-05,0,72.47886843870612,440.1954148126619,True,15,5.909046155844594,875.8479793808722
15,2020-02-06,0,72.47886843870612,440.1954148126619,True,16,6.441837516459056,875.8479793808722
16,2020-02-07,0,72.47886843870612,440.1954148126619,True,17,7.02228244324375,875.8479793808722
17,2020-02-08,0,72.47886843870612,440.1954148126619,True,18,7.654570558653462,875.8479793808722
18,2020-02-09,0,72.47886843870612,440.1954148126619,True,19,8.343246195750178,875.8479793808722
19,2020-02-10,0,72.47886843870612,440.1954148126619,True,20,9.093235862210774,875.8479793808722
20,2020-02-11,0,72.47886843870612,440.1954148126619,True,21,9.909877340082385,875.8479793808722
21,2020-02-12,0,72.47886843870612,440.1954148126619,True,22,10.798950419468538,875.8479793808722
22,2020-02-13,0,72.47886843870612,440.1954148126619,True,23,11.766709239213403,875.8479793808722
23,2020-02-14,0,72.47886843870612,440.1954148126619,True,24,12.819916176521547,875.8479793808722
24,2020-02-15,0,72.47886843870612,440.1954148126619,True,25,13.965877189322844,875.8479793808722
25,2020-02-16,0,72.47886843870612,440.1954148126619,True,26,15.212478468981221,875.8479793808722
26,2020-02-17,0,72.47886843870612,440.1954148126619,True,27,16.568224205468642,875.8479793808722
27,2020-02-18,0,72.47886843870612,440.1954148126619,True,28,18.04227520111377,875.8479793808722
28,2020-02-19,0,72.47886843870612,440.1954148126619,True,29,19.64448799115516,875.8479793808722
29,2020-02-20,0,72.47886843870612,440.1954148126619,True,30,21.38545403821454,875.8479793808722
30,2020-02-21,1,72.47886843870612,440.1954148126619,True,31,23.27653846210693,875.8479793808722
31,2020-02-22,1,72.47886843870612,440.1954148126619,True,32,25.32991764484855,875.8479793808722
32,2020-02-23,1,72.47886843870612,440.1954148126619,True,33,27.55861491221105,875.8479793808722
33,2020-02-24,1,72.47886843870612,440.1954148126619,True,34,29.976533336887076,875.8479793808722
34,2020-02-25,1,72.47886843870612,440.1954148126619,True,35,32.59848453390155,875.8479793808722
35,2020-02-26,2,72.47886843870612,440.1954148126619,True,36,35.440212126573094,875.8479793808722
36,2020-02-27,2,72.47886843870612,440.1954148126619,True,37,38.51840835220554,875.8479793808722
37,2020-02-28,2,72.47886843870612,440.1954148126619,True,38,41.850722053001455,875.8479793808722
38,2020-02-29,4,72.47886843870612,440.1954148126619,True,39,45.4557560631218,875.8479793808722
39,2020-03-01,10,72.47886843870612,440.1954148126619,True,40,49.35305176285784,875.8479793808722
40,2020-03-02,13,72.47886843870612,440.1954148126619,True,41,53.563058333228405,875.8479793808722
41,2020-03-03,13,72.47886843870612,440.1954148126619,True,42,58.10708401927268,875.8479793808722
42,2020-03-04,13,72.47886843870612,440.1954148126619,True,43,63.00722651118882,875.8479793808722
43,2020-03-05,16,72.47886843870612,440.1954148126619,True,44,68.28627939593929,875.8479793808722
44,2020-03-06,22,72.47886843870612,440.1954148126619,True,45,73.96761153826516,875.8479793808722
45,2020-03-07,22,72.47886843870612,440.1954148126619,True,46,80.0750162431399,875.8479793808722
46,2020-03-08,32,72.47886843870612,440.1954148126619,True,47,86.63252715892209,875.8479793808722
47,2020-03-09,32,72.47886843870612,440.1954148126619,True,48,93.66419813208967,875.8479793808722
48,2020-03-10,41,72.47886843870612,440.1954148126619,True,49,101.19384465254848,875.8479793808722
49,2020-03-11,61,72.47886843870612,440.1954148126619,True,50,109.24474516537651,875.8479793808722
50,2020-03-12,61,72.47886843870612,440.1954148126619,True,51,117.83930140061476,875.8479793808722
