,Report_Date,France_reunion_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.203917334912,374.06290366769326,False,1,0.008718775062537747,748.1258073353864
1,2020-01-23,0,75.203917334912,374.06290366769326,False,2,0.010161095528719178,748.1258073353864
2,2020-01-24,0,75.203917334912,374.06290366769326,False,3,0.011842010910261824,748.1258073353864
3,2020-01-25,0,75.203917334912,374.06290366769326,False,4,0.013800989261340331,748.1258073353864
4,2020-01-26,0,75.203917334912,374.06290366769326,False,5,0.016084026904622545,748.1258073353864
5,2020-01-27,0,75.203917334912,374.06290366769326,False,6,0.018744728075011534,748.1258073353864
6,2020-01-28,0,75.203917334912,374.06290366769326,False,7,0.02184556305246561,748.1258073353864
7,2020-01-29,0,75.203917334912,374.06290366769326,False,8,0.025459334269824385,748.1258073353864
8,2020-01-30,0,75.203917334912,374.06290366769326,False,9,0.029670884744584146,748.1258073353864
9,2020-01-31,0,75.203917334912,374.06290366769326,False,10,0.0345790888457597,748.1258073353864
10,2020-02-01,0,75.203917334912,374.06290366769326,False,11,0.04029917199865125,748.1258073353864
11,2020-02-02,0,75.203917334912,374.06290366769326,False,12,0.04696541360268891,748.1258073353864
12,2020-02-03,0,75.203917334912,374.06290366769326,False,13,0.05473429636582836,748.1258073353864
13,2020-02-04,0,75.203917334912,374.06290366769326,False,14,0.06378817564623532,748.1258073353864
14,2020-02-05,0,75.203917334912,374.06290366769326,False,15,0.07433955447312827,748.1258073353864
15,2020-02-06,0,75.203917334912,374.06290366769326,False,16,0.08663606396510294,748.1258073353864
16,2020-02-07,0,75.203917334912,374.06290366769326,False,17,0.1009662651892747,748.1258073353864
17,2020-02-08,0,75.203917334912,374.06290366769326,False,18,0.11766640746895357,748.1258073353864
18,2020-02-09,0,75.203917334912,374.06290366769326,False,19,0.13712830016604954,748.1258073353864
19,2020-02-10,0,75.203917334912,374.06290366769326,False,20,0.15980848051253463,748.1258073353864
20,2020-02-11,0,75.203917334912,374.06290366769326,False,21,0.18623888968668825,748.1258073353864
21,2020-02-12,0,75.203917334912,374.06290366769326,False,22,0.21703930364373344,748.1258073353864
22,2020-02-13,0,75.203917334912,374.06290366769326,False,23,0.25293180491904743,748.1258073353864
23,2020-02-14,0,75.203917334912,374.06290366769326,False,24,0.2947576275174606,748.1258073353864
24,2020-02-15,0,75.203917334912,374.06290366769326,False,25,0.3434967599717091,748.1258073353864
25,2020-02-16,0,75.203917334912,374.06290366769326,False,26,0.40029075268296777,748.1258073353864
26,2020-02-17,0,75.203917334912,374.06290366769326,False,27,0.46646924583063903,748.1258073353864
27,2020-02-18,0,75.203917334912,374.06290366769326,False,28,0.5435808146326135,748.1258073353864
28,2020-02-19,0,75.203917334912,374.06290366769326,False,29,0.6334288208021738,748.1258073353864
29,2020-02-20,0,75.203917334912,374.06290366769326,False,30,0.7381130639815652,748.1258073353864
30,2020-02-21,0,75.203917334912,374.06290366769326,False,31,0.8600781460322308,748.1258073353864
31,2020-02-22,0,75.203917334912,374.06290366769326,False,32,1.002169595549857,748.1258073353864
32,2020-02-23,0,75.203917334912,374.06290366769326,False,33,1.1676989508842093,748.1258073353864
33,2020-02-24,0,75.203917334912,374.06290366769326,False,34,1.3605191679654094,748.1258073353864
34,2020-02-25,0,75.203917334912,374.06290366769326,False,35,1.5851119044741848,748.1258073353864
35,2020-02-26,0,75.203917334912,374.06290366769326,False,36,1.8466884335391882,748.1258073353864
36,2020-02-27,0,75.203917334912,374.06290366769326,False,37,2.1513061560331543,748.1258073353864
37,2020-02-28,0,75.203917334912,374.06290366769326,False,38,2.506002906522287,748.1258073353864
38,2020-02-29,0,75.203917334912,374.06290366769326,False,39,2.918951477028741,748.1258073353864
39,2020-03-01,0,75.203917334912,374.06290366769326,False,40,3.3996370040795374,748.1258073353864
40,2020-03-02,0,75.203917334912,374.06290366769326,False,41,3.9590600616967024,748.1258073353864
41,2020-03-03,0,75.203917334912,374.06290366769326,False,42,4.609968452338578,748.1258073353864
42,2020-03-04,0,75.203917334912,374.06290366769326,False,43,5.367120755808565,748.1258073353864
43,2020-03-05,0,75.203917334912,374.06290366769326,False,44,6.247584636340789,748.1258073353864
44,2020-03-06,0,75.203917334912,374.06290366769326,False,45,7.271072657217856,748.1258073353864
45,2020-03-07,0,75.203917334912,374.06290366769326,False,46,8.460317825804127,748.1258073353864
46,2020-03-08,0,75.203917334912,374.06290366769326,False,47,9.841490178666378,748.1258073353864
47,2020-03-09,0,75.203917334912,374.06290366769326,False,48,11.444654273239276,748.1258073353864
48,2020-03-10,0,75.203917334912,374.06290366769326,False,49,13.30426529851684,748.1258073353864
49,2020-03-11,1,75.203917334912,374.06290366769326,False,50,15.459698430260515,748.1258073353864
50,2020-03-12,1,75.203917334912,374.06290366769326,False,51,17.955801771719482,748.1258073353864
51,2020-03-13,5,75.203917334912,374.06290366769326,False,52,20.843457437650287,748.1258073353864
52,2020-03-14,6,75.203917334912,374.06290366769326,False,53,24.180127735863028,748.1258073353864
53,2020-03-15,7,75.203917334912,374.06290366769326,False,54,28.030353667957417,748.1258073353864
54,2020-03-16,9,75.203917334912,374.06290366769326,False,55,32.46616087262258,748.1258073353864
55,2020-03-17,9,75.203917334912,374.06290366769326,False,56,37.5673136006707,748.1258073353864
56,2020-03-18,12,75.203917334912,374.06290366769326,False,57,43.42134057802547,748.1258073353864
57,2020-03-19,14,75.203917334912,374.06290366769326,False,58,50.12323842070032,748.1258073353864
58,2020-03-20,28,75.203917334912,374.06290366769326,False,59,57.774740104940356,748.1258073353864
59,2020-03-21,45,75.203917334912,374.06290366769326,False,60,66.48302039203614,748.1258073353864
60,2020-03-22,64,75.203917334912,374.06290366769326,False,61,76.35870089264759,748.1258073353864
61,2020-03-23,71,75.203917334912,374.06290366769326,False,62,87.5130199288617,748.1258073353864
62,2020-03-24,94,75.203917334912,374.06290366769326,False,63,100.0540531774064,748.1258073353864
63,2020-03-25,111,75.203917334912,374.06290366769326,False,64,114.0819177045521,748.1258073353864
64,2020-03-26,135,75.203917334912,374.06290366769326,False,65,129.6829713785803,748.1258073353864
65,2020-03-27,145,75.203917334912,374.06290366769326,False,66,146.92313603577054,748.1258073353864
66,2020-03-28,183,75.203917334912,374.06290366769326,False,67,165.84062474390254,748.1258073353864
67,2020-03-29,183,75.203917334912,374.06290366769326,False,68,186.4385304934828,748.1258073353864
68,2020-03-30,224,75.203917334912,374.06290366769326,False,69,208.67791318746606,748.1258073353864
69,2020-03-31,247,75.203917334912,374.06290366769326,False,70,232.47216900158926,748.1258073353864
70,2020-04-01,281,75.203917334912,374.06290366769326,False,71,257.6835372860655,748.1258073353864
71,2020-04-02,308,75.203917334912,374.06290366769326,False,72,284.122551391296,748.1258073353864
72,2020-04-03,321,75.203917334912,374.06290366769326,False,73,311.5510408791314,748.1258073353864
73,2020-04-04,334,75.203917334912,374.06290366769326,False,74,339.6889418055828,748.1258073353864
74,2020-04-05,344,75.203917334912,374.06290366769326,False,75,368.22470655826135,748.1258073353864
