,Report_Date,Ecuador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
19,2020-02-10,0,81.1533347199871,6549.886759934853,True,20,2.2357586154149676,11488.576124830346
20,2020-02-11,0,81.1533347199871,6549.886759934853,True,21,2.576471708597355,11488.576124830346
21,2020-02-12,0,81.1533347199871,6549.886759934853,True,22,2.969095189393358,11488.576124830346
22,2020-02-13,0,81.1533347199871,6549.886759934853,True,23,3.4215341635685523,11488.576124830346
23,2020-02-14,0,81.1533347199871,6549.886759934853,True,24,3.94289628955957,11488.576124830346
24,2020-02-15,0,81.1533347199871,6549.886759934853,True,25,4.543674299826693,11488.576124830346
25,2020-02-16,0,81.1533347199871,6549.886759934853,True,26,5.2359560887699566,11488.576124830346
26,2020-02-17,0,81.1533347199871,6549.886759934853,True,27,6.033666485913861,11488.576124830346
27,2020-02-18,0,81.1533347199871,6549.886759934853,True,28,6.95284543370931,11488.576124830346
28,2020-02-19,0,81.1533347199871,6549.886759934853,True,29,8.011967972651039,11488.576124830346
29,2020-02-20,0,81.1533347199871,6549.886759934853,True,30,9.232312212199613,11488.576124830346
30,2020-02-21,0,81.1533347199871,6549.886759934853,True,31,10.638382344522645,11488.576124830346
31,2020-02-22,0,81.1533347199871,6549.886759934853,True,32,12.25839474997186,11488.576124830346
32,2020-02-23,0,81.1533347199871,6549.886759934853,True,33,14.124836359146993,11488.576124830346
33,2020-02-24,0,81.1533347199871,6549.886759934853,True,34,16.275105686528036,11488.576124830346
34,2020-02-25,0,81.1533347199871,6549.886759934853,True,35,18.752248343919387,11488.576124830346
35,2020-02-26,0,81.1533347199871,6549.886759934853,True,36,21.60580038499439,11488.576124830346
36,2020-02-27,0,81.1533347199871,6549.886759934853,True,37,24.89275452795233,11488.576124830346
37,2020-02-28,0,81.1533347199871,6549.886759934853,True,38,28.678666148813342,11488.576124830346
38,2020-02-29,0,81.1533347199871,6549.886759934853,True,39,33.03891792174239,11488.576124830346
39,2020-03-01,6,81.1533347199871,6549.886759934853,True,40,38.06016408130916,11488.576124830346
40,2020-03-02,6,81.1533347199871,6549.886759934853,True,41,43.84197745384724,11488.576124830346
41,2020-03-03,7,81.1533347199871,6549.886759934853,True,42,50.498724586427244,11488.576124830346
42,2020-03-04,10,81.1533347199871,6549.886759934853,True,43,58.161696395530065,11488.576124830346
43,2020-03-05,13,81.1533347199871,6549.886759934853,True,44,66.98152362320315,11488.576124830346
44,2020-03-06,13,81.1533347199871,6549.886759934853,True,45,77.13090782900852,11488.576124830346
45,2020-03-07,13,81.1533347199871,6549.886759934853,True,46,88.80769938931175,11488.576124830346
46,2020-03-08,14,81.1533347199871,6549.886759934853,True,47,102.23835365267816,11488.576124830346
47,2020-03-09,15,81.1533347199871,6549.886759934853,True,48,117.68179451954315,11488.576124830346
48,2020-03-10,15,81.1533347199871,6549.886759934853,True,49,135.43371062970732,11488.576124830346
49,2020-03-11,17,81.1533347199871,6549.886759934853,True,50,155.83130221618006,11488.576124830346
50,2020-03-12,17,81.1533347199871,6549.886759934853,True,51,179.25848545283964,11488.576124830346
51,2020-03-13,17,81.1533347199871,6549.886759934853,True,52,206.15154445210942,11488.576124830346
52,2020-03-14,28,81.1533347199871,6549.886759934853,True,53,237.00519732028292,11488.576124830346
53,2020-03-15,28,81.1533347199871,6549.886759934853,True,54,272.37900989198675,11488.576124830346
54,2020-03-16,37,81.1533347199871,6549.886759934853,True,55,312.904046665905,11488.576124830346
55,2020-03-17,58,81.1533347199871,6549.886759934853,True,56,359.2895905177672,11488.576124830346
56,2020-03-18,111,81.1533347199871,6549.886759934853,True,57,412.32968831981447,11488.576124830346
57,2020-03-19,199,81.1533347199871,6549.886759934853,True,58,472.9091861332158,11488.576124830346
58,2020-03-20,367,81.1533347199871,6549.886759934853,True,59,542.008803218217,11488.576124830346
59,2020-03-21,506,81.1533347199871,6549.886759934853,True,60,620.7086580264586,11488.576124830346
60,2020-03-22,789,81.1533347199871,6549.886759934853,True,61,710.189503117319,11488.576124830346
61,2020-03-23,981,81.1533347199871,6549.886759934853,True,62,811.7307546350802,11488.576124830346
62,2020-03-24,1082,81.1533347199871,6549.886759934853,True,63,926.7042258891022,11488.576124830346
63,2020-03-25,1173,81.1533347199871,6549.886759934853,True,64,1056.5623111953187,11488.576124830346
64,2020-03-26,1403,81.1533347199871,6549.886759934853,True,65,1202.8192421974636,11488.576124830346
65,2020-03-27,1595,81.1533347199871,6549.886759934853,True,66,1367.0239919652436,11488.576124830346
66,2020-03-28,1823,81.1533347199871,6549.886759934853,True,67,1550.7234810909417,11488.576124830346
67,2020-03-29,1924,81.1533347199871,6549.886759934853,True,68,1755.4150029362138,11488.576124830346
68,2020-03-30,1962,81.1533347199871,6549.886759934853,True,69,1982.4872939520774,11488.576124830346
69,2020-03-31,2240,81.1533347199871,6549.886759934853,True,70,2233.1504843007147,11488.576124830346
70,2020-04-01,2748,81.1533347199871,6549.886759934853,True,71,2508.356304570224,11488.576124830346
71,2020-04-02,3163,81.1533347199871,6549.886759934853,True,72,2808.7113806981324,11488.576124830346
72,2020-04-03,3368,81.1533347199871,6549.886759934853,True,73,3134.388135075617,11488.576124830346
73,2020-04-04,3465,81.1533347199871,6549.886759934853,True,74,3485.0395500119503,11488.576124830346
74,2020-04-05,3646,81.1533347199871,6549.886759934853,True,75,3859.7255662236826,11488.576124830346
75,2020-04-06,3747,81.1533347199871,6549.886759934853,True,76,4256.859832619012,11488.576124830346
76,2020-04-07,3747,81.1533347199871,6549.886759934853,True,77,4674.185520446846,11488.576124830346
77,2020-04-08,4450,81.1533347199871,6549.886759934853,True,78,5108.787656825736,11488.576124830346
78,2020-04-09,4965,81.1533347199871,6549.886759934853,True,79,5557.146785780837,11488.576124830346
79,2020-04-10,7161,81.1533347199871,6549.886759934853,True,80,6015.234866026749,11488.576124830346
80,2020-04-11,7257,81.1533347199871,6549.886759934853,True,81,6478.649616201062,11488.576124830346
81,2020-04-12,7466,81.1533347199871,6549.886759934853,True,82,6942.77874584556,11488.576124830346
82,2020-04-13,7529,81.1533347199871,6549.886759934853,True,83,7402.981524512195,11488.576124830346
83,2020-04-14,7603,81.1533347199871,6549.886759934853,True,84,7854.772729503818,11488.576124830346
84,2020-04-15,7858,81.1533347199871,6549.886759934853,True,85,8293.993676487335,11488.576124830346
