,Report_Date,Ecuador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,81.1533347199871,6549.886759934853,True,1,0.15096300950836808,11488.576124830346
1,2020-01-23,0,81.1533347199871,6549.886759934853,True,2,0.173972876772534,11488.576124830346
2,2020-01-24,0,81.1533347199871,6549.886759934853,True,3,0.20048986733756397,11488.576124830346
3,2020-01-25,0,81.1533347199871,6549.886759934853,True,4,0.23104851312848865,11488.576124830346
4,2020-01-26,0,81.1533347199871,6549.886759934853,True,5,0.2662648100203117,11488.576124830346
5,2020-01-27,0,81.1533347199871,6549.886759934853,True,6,0.30684863124440054,11488.576124830346
6,2020-01-28,0,81.1533347199871,6549.886759934853,True,7,0.35361803171720724,11488.576124830346
7,2020-01-29,0,81.1533347199871,6549.886759934853,True,8,0.4075157311296942,11488.576124830346
8,2020-01-30,0,81.1533347199871,6549.886759934853,True,9,0.46962810738397376,11488.576124830346
9,2020-01-31,0,81.1533347199871,6549.886759934853,True,10,0.5412070823390476,11488.576124830346
10,2020-02-01,0,81.1533347199871,6549.886759934853,True,11,0.6236953398268447,11488.576124830346
11,2020-02-02,0,81.1533347199871,6549.886759934853,True,12,0.7187553826672477,11488.576124830346
12,2020-02-03,0,81.1533347199871,6549.886759934853,True,13,0.8283030122592521,11488.576124830346
13,2020-02-04,0,81.1533347199871,6549.886759934853,True,14,0.9545459027599464,11488.576124830346
14,2020-02-05,0,81.1533347199871,6549.886759934853,True,15,1.1000280436079197,11488.576124830346
15,2020-02-06,0,81.1533347199871,6549.886759934853,True,16,1.2676809411763765,11488.576124830346
16,2020-02-07,0,81.1533347199871,6549.886759934853,True,17,1.4608826049097612,11488.576124830346
17,2020-02-08,0,81.1533347199871,6549.886759934853,True,18,1.683525497981976,11488.576124830346
18,2020-02-09,0,81.1533347199871,6549.886759934853,True,19,1.9400948102509203,11488.576124830346
