,Report_Date,Mexico_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,90.95816398531267,8501.703506656582,False,1,0.19297513285867215,17003.40701331316
1,2020-01-23,0,90.95816398531267,8501.703506656582,False,2,0.21901356290887958,17003.40701331316
2,2020-01-24,0,90.95816398531267,8501.703506656582,False,3,0.2485653468194593,17003.40701331316
3,2020-01-25,0,90.95816398531267,8501.703506656582,False,4,0.28210452507863043,17003.40701331316
4,2020-01-26,0,90.95816398531267,8501.703506656582,False,5,0.3201690939897757,17003.40701331316
5,2020-01-27,0,90.95816398531267,8501.703506656582,False,6,0.36336963312917375,17003.40701331316
6,2020-01-28,0,90.95816398531267,8501.703506656582,False,7,0.4123990962695746,17003.40701331316
7,2020-01-29,0,90.95816398531267,8501.703506656582,False,8,0.46804392256826166,17003.40701331316
8,2020-01-30,0,90.95816398531267,8501.703506656582,False,9,0.5311966459204155,17003.40701331316
9,2020-01-31,0,90.95816398531267,8501.703506656582,False,10,0.60287020431226,17003.40701331316
10,2020-02-01,0,90.95816398531267,8501.703506656582,False,11,0.6842141781511181,17003.40701331316
11,2020-02-02,0,90.95816398531267,8501.703506656582,False,12,0.776533217328245,17003.40701331316
12,2020-02-03,0,90.95816398531267,8501.703506656582,False,13,0.8813079516681758,17003.40701331316
13,2020-02-04,0,90.95816398531267,8501.703506656582,False,14,1.000218718981372,17003.40701331316
14,2020-02-05,0,90.95816398531267,8501.703506656582,False,15,1.135172489782072,17003.40701331316
15,2020-02-06,0,90.95816398531267,8501.703506656582,False,16,1.2883334185569932,17003.40701331316
16,2020-02-07,0,90.95816398531267,8501.703506656582,False,17,1.4621575090587453,17003.40701331316
17,2020-02-08,0,90.95816398531267,8501.703506656582,False,18,1.6594319463364067,17003.40701331316
18,2020-02-09,0,90.95816398531267,8501.703506656582,False,19,1.8833197221024187,17003.40701331316
19,2020-02-10,0,90.95816398531267,8501.703506656582,False,20,2.1374102636921966,17003.40701331316
20,2020-02-11,0,90.95816398531267,8501.703506656582,False,21,2.425776871561734,17003.40701331316
21,2020-02-12,0,90.95816398531267,8501.703506656582,False,22,2.753041877403852,17003.40701331316
22,2020-02-13,0,90.95816398531267,8501.703506656582,False,23,3.124450556130174,17003.40701331316
23,2020-02-14,0,90.95816398531267,8501.703506656582,False,24,3.5459549619346586,17003.40701331316
24,2020-02-15,0,90.95816398531267,8501.703506656582,False,25,4.024309013400796,17003.40701331316
25,2020-02-16,0,90.95816398531267,8501.703506656582,False,26,4.567176327335253,17003.40701331316
26,2020-02-17,0,90.95816398531267,8501.703506656582,False,27,5.18325249814121,17003.40701331316
27,2020-02-18,0,90.95816398531267,8501.703506656582,False,28,5.882403741774769,17003.40701331316
28,2020-02-19,0,90.95816398531267,8501.703506656582,False,29,6.67582407361515,17003.40701331316
29,2020-02-20,0,90.95816398531267,8501.703506656582,False,30,7.57621347115771,17003.40701331316
30,2020-02-21,0,90.95816398531267,8501.703506656582,False,31,8.597979788821783,17003.40701331316
31,2020-02-22,0,90.95816398531267,8501.703506656582,False,32,9.757467547138399,17003.40701331316
32,2020-02-23,0,90.95816398531267,8501.703506656582,False,33,11.073217116184518,17003.40701331316
33,2020-02-24,0,90.95816398531267,8501.703506656582,False,34,12.566258257612429,17003.40701331316
34,2020-02-25,0,90.95816398531267,8501.703506656582,False,35,14.260442485387342,17003.40701331316
35,2020-02-26,0,90.95816398531267,8501.703506656582,False,36,16.182819256846262,17003.40701331316
36,2020-02-27,0,90.95816398531267,8501.703506656582,False,37,18.36406161728973,17003.40701331316
37,2020-02-28,1,90.95816398531267,8501.703506656582,False,38,20.83894759707872,17003.40701331316
38,2020-02-29,4,90.95816398531267,8501.703506656582,False,39,23.646904403621683,17003.40701331316
39,2020-03-01,5,90.95816398531267,8501.703506656582,False,40,26.832623264219542,17003.40701331316
40,2020-03-02,5,90.95816398531267,8501.703506656582,False,41,30.446753660531737,17003.40701331316
41,2020-03-03,5,90.95816398531267,8501.703506656582,False,42,34.54668665029288,17003.40701331316
42,2020-03-04,5,90.95816398531267,8501.703506656582,False,43,39.19743799263511,17003.40701331316
43,2020-03-05,5,90.95816398531267,8501.703506656582,False,44,44.472642871466014,17003.40701331316
44,2020-03-06,6,90.95816398531267,8501.703506656582,False,45,50.45567513254033,17003.40701331316
45,2020-03-07,6,90.95816398531267,8501.703506656582,False,46,57.240905092096796,17003.40701331316
46,2020-03-08,7,90.95816398531267,8501.703506656582,False,47,64.93511110590946,17003.40701331316
47,2020-03-09,7,90.95816398531267,8501.703506656582,False,48,73.65906116159475,17003.40701331316
48,2020-03-10,7,90.95816398531267,8501.703506656582,False,49,83.54928171094033,17003.40701331316
49,2020-03-11,8,90.95816398531267,8501.703506656582,False,50,94.76003170752674,17003.40701331316
50,2020-03-12,12,90.95816398531267,8501.703506656582,False,51,107.46550024441213,17003.40701331316
51,2020-03-13,12,90.95816398531267,8501.703506656582,False,52,121.8622461480682,17003.40701331316
52,2020-03-14,26,90.95816398531267,8501.703506656582,False,53,138.17189718488547,17003.40701331316
53,2020-03-15,41,90.95816398531267,8501.703506656582,False,54,156.6441249280547,17003.40701331316
54,2020-03-16,53,90.95816398531267,8501.703506656582,False,55,177.55990850242847,17003.40701331316
55,2020-03-17,82,90.95816398531267,8501.703506656582,False,56,201.2350959817985,17003.40701331316
56,2020-03-18,93,90.95816398531267,8501.703506656582,False,57,228.02426567406823,17003.40701331316
57,2020-03-19,118,90.95816398531267,8501.703506656582,False,58,258.32488030795446,17003.40701331316
58,2020-03-20,164,90.95816398531267,8501.703506656582,False,59,292.5817145279211,17003.40701331316
59,2020-03-21,203,90.95816398531267,8501.703506656582,False,60,331.29151928890343,17003.40701331316
60,2020-03-22,251,90.95816398531267,8501.703506656582,False,61,375.0078647775855,17003.40701331316
61,2020-03-23,316,90.95816398531267,8501.703506656582,False,62,424.3460753302109,17003.40701331316
62,2020-03-24,367,90.95816398531267,8501.703506656582,False,63,479.9881343641501,17003.40701331316
63,2020-03-25,405,90.95816398531267,8501.703506656582,False,64,542.6873934986208,17003.40701331316
64,2020-03-26,475,90.95816398531267,8501.703506656582,False,65,613.2728668446897,17003.40701331316
65,2020-03-27,585,90.95816398531267,8501.703506656582,False,66,692.6528282406668,17003.40701331316
66,2020-03-28,717,90.95816398531267,8501.703506656582,False,67,781.8173559088331,17003.40701331316
67,2020-03-29,848,90.95816398531267,8501.703506656582,False,68,881.8393864493873,17003.40701331316
68,2020-03-30,993,90.95816398531267,8501.703506656582,False,69,993.8737504906885,17003.40701331316
69,2020-03-31,1094,90.95816398531267,8501.703506656582,False,70,1119.1535698639736,17003.40701331316
70,2020-04-01,1215,90.95816398531267,8501.703506656582,False,71,1258.9833076664238,17003.40701331316
71,2020-04-02,1378,90.95816398531267,8501.703506656582,False,72,1414.7276881251994,17003.40701331316
72,2020-04-03,1510,90.95816398531267,8501.703506656582,False,73,1587.7956567923043,17003.40701331316
73,2020-04-04,1688,90.95816398531267,8501.703506656582,False,74,1779.6185515471266,17003.40701331316
74,2020-04-05,1890,90.95816398531267,8501.703506656582,False,75,1991.6217234674793,17003.40701331316
75,2020-04-06,2143,90.95816398531267,8501.703506656582,False,76,2225.1890091224473,17003.40701331316
76,2020-04-07,2439,90.95816398531267,8501.703506656582,False,77,2481.619738112764,17003.40701331316
77,2020-04-08,2785,90.95816398531267,8501.703506656582,False,78,2762.078384201918,17003.40701331316
78,2020-04-09,3181,90.95816398531267,8501.703506656582,False,79,3067.537548359472,17003.40701331316
79,2020-04-10,3441,90.95816398531267,8501.703506656582,False,80,3398.715693962378,17003.40701331316
80,2020-04-11,3844,90.95816398531267,8501.703506656582,False,81,3756.011909712045,17003.40701331316
81,2020-04-12,4219,90.95816398531267,8501.703506656582,False,82,4139.440893427454,17003.40701331316
82,2020-04-13,4661,90.95816398531267,8501.703506656582,False,83,4548.57223195596,17003.40701331316
83,2020-04-14,5014,90.95816398531267,8501.703506656582,False,84,4982.478766725674,17003.40701331316
84,2020-04-15,5399,90.95816398531267,8501.703506656582,False,85,5439.699225820625,17003.40701331316
