,Report_Date,China_hebei_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
115,2020-05-16,328,1,16.139637768130843,162.06925667730377,True,116,324.1385132563095,324.13851335382134
116,2020-05-17,328,0,16.139637768130843,162.06925667730377,True,117,324.1385132756798,324.13851335382134
117,2020-05-18,328,0,16.139637768130843,162.06925667730377,True,118,324.1385132912331,324.13851335382134
118,2020-05-19,328,0,16.139637768130843,162.06925667730377,True,119,324.1385133037214,324.13851335382134
119,2020-05-20,328,0,16.139637768130843,162.06925667730377,True,120,324.1385133137489,324.13851335382134
120,2020-05-21,328,0,16.139637768130843,162.06925667730377,True,121,324.13851332180036,324.13851335382134
121,2020-05-22,328,0,16.139637768130843,162.06925667730377,True,122,324.1385133282653,324.13851335382134
122,2020-05-23,328,0,16.139637768130843,162.06925667730377,True,123,324.1385133334562,324.13851335382134
123,2020-05-24,328,0,16.139637768130843,162.06925667730377,True,124,324.13851333762426,324.13851335382134
124,2020-05-25,328,0,16.139637768130843,162.06925667730377,True,125,324.138513340971,324.13851335382134
125,2020-05-26,328,0,16.139637768130843,162.06925667730377,True,126,324.13851334365813,324.13851335382134
126,2020-05-27,328,0,16.139637768130843,162.06925667730377,True,127,324.1385133458158,324.13851335382134
127,2020-05-28,328,0,16.139637768130843,162.06925667730377,True,128,324.1385133475484,324.13851335382134
