,Report_Date,China_hebei_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,1,16.139637768130843,162.06925667730377,True,1,11.280128240894117,324.13851335382134
1,2020-01-23,1,0,16.139637768130843,162.06925667730377,True,2,13.929502115086823,324.13851335382134
2,2020-01-24,2,1,16.139637768130843,162.06925667730377,True,3,17.16699246374252,324.13851335382134
3,2020-01-25,8,7,16.139637768130843,162.06925667730377,True,4,21.105744255579953,324.13851335382134
4,2020-01-26,13,12,16.139637768130843,162.06925667730377,True,5,25.872028409464452,324.13851335382134
5,2020-01-27,18,17,16.139637768130843,162.06925667730377,True,6,31.602425679174733,324.13851335382134
6,2020-01-28,33,32,16.139637768130843,162.06925667730377,True,7,38.43848011576178,324.13851335382134
7,2020-01-29,48,47,16.139637768130843,162.06925667730377,True,8,46.518126702350386,324.13851335382134
8,2020-01-30,65,64,16.139637768130843,162.06925667730377,True,9,55.963420258318635,324.13851335382134
9,2020-01-31,82,81,16.139637768130843,162.06925667730377,True,10,66.86463139854338,324.13851335382134
10,2020-02-01,96,95,16.139637768130843,162.06925667730377,True,11,79.26169777947256,324.13851335382134
11,2020-02-02,104,100,16.139637768130843,162.06925667730377,True,12,93.12526704460406,324.13851335382134
12,2020-02-03,113,109,16.139637768130843,162.06925667730377,True,13,108.34086556812716,324.13851335382134
13,2020-02-04,126,121,16.139637768130843,162.06925667730377,True,14,124.70055042553732,324.13851335382134
14,2020-02-05,135,128,16.139637768130843,162.06925667730377,True,15,141.9061090758711,324.13851335382134
15,2020-02-06,157,143,16.139637768130843,162.06925667730377,True,16,159.58603065334532,324.13851335382134
16,2020-02-07,172,149,16.139637768130843,162.06925667730377,True,17,177.3252669101512,324.13851335382134
17,2020-02-08,195,164,16.139637768130843,162.06925667730377,True,18,194.7032029561217,324.13851335382134
18,2020-02-09,206,170,16.139637768130843,162.06925667730377,True,19,211.33270886841885,324.13851335382134
19,2020-02-10,218,175,16.139637768130843,162.06925667730377,True,20,226.8927954593756,324.13851335382134
20,2020-02-11,239,189,16.139637768130843,162.06925667730377,True,21,241.14941485975342,324.13851335382134
21,2020-02-12,251,195,16.139637768130843,162.06925667730377,True,22,253.96240010847538,324.13851335382134
22,2020-02-13,265,194,16.139637768130843,162.06925667730377,True,23,265.27998202914205,324.13851335382134
23,2020-02-14,283,193,16.139637768130843,162.06925667730377,True,24,275.12459610008267,324.13851335382134
24,2020-02-15,291,187,16.139637768130843,162.06925667730377,True,25,283.57439321128317,324.13851335382134
25,2020-02-16,300,192,16.139637768130843,162.06925667730377,True,26,290.74429350507813,324.13851335382134
26,2020-02-17,301,176,16.139637768130843,162.06925667730377,True,27,296.7691953736444,324.13851335382134
27,2020-02-18,306,166,16.139637768130843,162.06925667730377,True,28,301.79065081659417,324.13851335382134
28,2020-02-19,306,150,16.139637768130843,162.06925667730377,True,29,305.94729127339883,324.13851335382134
29,2020-02-20,307,133,16.139637768130843,162.06925667730377,True,30,309.3686453995267,324.13851335382134
30,2020-02-21,308,119,16.139637768130843,162.06925667730377,True,31,312.1716898476118,324.13851335382134
31,2020-02-22,309,100,16.139637768130843,162.06925667730377,True,32,314.45941233327085,324.13851335382134
32,2020-02-23,311,86,16.139637768130843,162.06925667730377,True,33,316.32073876840815,324.13851335382134
33,2020-02-24,311,71,16.139637768130843,162.06925667730377,True,34,317.83130464949545,324.13851335382134
34,2020-02-25,311,57,16.139637768130843,162.06925667730377,True,35,319.0546869339943,324.13851335382134
35,2020-02-26,312,45,16.139637768130843,162.06925667730377,True,36,320.0438320982613,324.13851335382134
36,2020-02-27,317,37,16.139637768130843,162.06925667730377,True,37,320.84251035744666,324.13851335382134
37,2020-02-28,318,35,16.139637768130843,162.06925667730377,True,38,321.4866951358876,324.13851335382134
38,2020-02-29,318,30,16.139637768130843,162.06925667730377,True,39,322.00581460917095,324.13851335382134
39,2020-03-01,318,18,16.139637768130843,162.06925667730377,True,40,322.42385335290993,324.13851335382134
40,2020-03-02,318,16,16.139637768130843,162.06925667730377,True,41,322.7603013799181,324.13851335382134
41,2020-03-03,318,12,16.139637768130843,162.06925667730377,True,42,323.0309588524736,324.13851335382134
42,2020-03-04,318,11,16.139637768130843,162.06925667730377,True,43,323.2486103350445,324.13851335382134
43,2020-03-05,318,8,16.139637768130843,162.06925667730377,True,44,323.42358461826467,324.13851335382134
44,2020-03-06,318,7,16.139637768130843,162.06925667730377,True,45,323.56421627600383,324.13851335382134
45,2020-03-07,318,5,16.139637768130843,162.06925667730377,True,46,323.677224123921,324.13851335382134
46,2020-03-08,318,5,16.139637768130843,162.06925667730377,True,47,323.7680202087073,324.13851335382134
47,2020-03-09,318,5,16.139637768130843,162.06925667730377,True,48,323.8409612257156,324.13851335382134
48,2020-03-10,318,5,16.139637768130843,162.06925667730377,True,49,323.899552543565,324.13851335382134
49,2020-03-11,318,5,16.139637768130843,162.06925667730377,True,50,323.9466134171005,324.13851335382134
50,2020-03-12,318,4,16.139637768130843,162.06925667730377,True,51,323.9844105452523,324.13851335382134
51,2020-03-13,318,2,16.139637768130843,162.06925667730377,True,52,324.014765893163,324.13851335382134
52,2020-03-14,318,2,16.139637768130843,162.06925667730377,True,53,324.0391436438301,324.13851335382134
53,2020-03-15,318,2,16.139637768130843,162.06925667730377,True,54,324.0587202586005,324.13851335382134
54,2020-03-16,318,2,16.139637768130843,162.06925667730377,True,55,324.0744408888479,324.13851335382134
55,2020-03-17,318,2,16.139637768130843,162.06925667730377,True,56,324.0870647727438,324.13851335382134
56,2020-03-18,318,2,16.139637768130843,162.06925667730377,True,57,324.0972017517283,324.13851335382134
57,2020-03-19,318,2,16.139637768130843,162.06925667730377,True,58,324.10534163338866,324.13851335382134
58,2020-03-20,318,2,16.139637768130843,162.06925667730377,True,59,324.11187779542763,324.13851335382134
59,2020-03-21,318,2,16.139637768130843,162.06925667730377,True,60,324.11712615588397,324.13851335382134
60,2020-03-22,319,3,16.139637768130843,162.06925667730377,True,61,324.1213404164809,324.13851335382134
61,2020-03-23,319,3,16.139637768130843,162.06925667730377,True,62,324.124724309481,324.13851335382134
62,2020-03-24,319,3,16.139637768130843,162.06925667730377,True,63,324.1274414359326,324.13851335382134
63,2020-03-25,319,3,16.139637768130843,162.06925667730377,True,64,324.129623168266,324.13851335382134
64,2020-03-26,319,3,16.139637768130843,162.06925667730377,True,65,324.1313749975912,324.13851335382134
65,2020-03-27,319,3,16.139637768130843,162.06925667730377,True,66,324.1327816314843,324.13851335382134
66,2020-03-28,319,3,16.139637768130843,162.06925667730377,True,67,324.1339110880366,324.13851335382134
67,2020-03-29,319,3,16.139637768130843,162.06925667730377,True,68,324.134817983671,324.13851335382134
68,2020-03-30,321,5,16.139637768130843,162.06925667730377,True,69,324.13554617341117,324.13851335382134
69,2020-03-31,321,5,16.139637768130843,162.06925667730377,True,70,324.13613087108814,324.13851335382134
70,2020-04-01,323,7,16.139637768130843,162.06925667730377,True,71,324.1366003518865,324.13851335382134
71,2020-04-02,325,9,16.139637768130843,162.06925667730377,True,72,324.13697731948434,324.13851335382134
72,2020-04-03,326,10,16.139637768130843,162.06925667730377,True,73,324.137280003848,324.13851335382134
73,2020-04-04,326,10,16.139637768130843,162.06925667730377,True,74,324.13752304273703,324.13851335382134
74,2020-04-05,327,11,16.139637768130843,162.06925667730377,True,75,324.137718189527,324.13851335382134
75,2020-04-06,327,11,16.139637768130843,162.06925667730377,True,76,324.13787488156777,324.13851335382134
76,2020-04-07,327,9,16.139637768130843,162.06925667730377,True,77,324.13800069655247,324.13851335382134
77,2020-04-08,327,9,16.139637768130843,162.06925667730377,True,78,324.13810171896284,324.13851335382134
78,2020-04-09,327,8,16.139637768130843,162.06925667730377,True,79,324.1381828343087,324.13851335382134
79,2020-04-10,327,8,16.139637768130843,162.06925667730377,True,80,324.13824796538785,324.13851335382134
80,2020-04-11,327,8,16.139637768130843,162.06925667730377,True,81,324.1383002619914,324.13851335382134
81,2020-04-12,327,8,16.139637768130843,162.06925667730377,True,82,324.1383422532281,324.13851335382134
82,2020-04-13,327,8,16.139637768130843,162.06925667730377,True,83,324.13837596983166,324.13851335382134
83,2020-04-14,327,7,16.139637768130843,162.06925667730377,True,84,324.13840304236857,324.13851335382134
84,2020-04-15,327,7,16.139637768130843,162.06925667730377,True,85,324.13842478009275,324.13851335382134
85,2020-04-16,328,7,16.139637768130843,162.06925667730377,True,86,324.13844223426184,324.13851335382134
86,2020-04-17,328,6,16.139637768130843,162.06925667730377,True,87,324.13845624897704,324.13851335382134
87,2020-04-18,328,6,16.139637768130843,162.06925667730377,True,88,324.13846750200406,324.13851335382134
88,2020-04-19,328,6,16.139637768130843,162.06925667730377,True,89,324.138476537551,324.13851335382134
89,2020-04-20,328,5,16.139637768130843,162.06925667730377,True,90,324.1384837925861,324.13851335382134
90,2020-04-21,328,5,16.139637768130843,162.06925667730377,True,91,324.13848961797055,324.13851335382134
91,2020-04-22,328,5,16.139637768130843,162.06925667730377,True,92,324.13849429542597,324.13851335382134
92,2020-04-23,328,5,16.139637768130843,162.06925667730377,True,93,324.1384980511591,324.13851335382134
93,2020-04-24,328,4,16.139637768130843,162.06925667730377,True,94,324.13850106680115,324.13851335382134
94,2020-04-25,328,4,16.139637768130843,162.06925667730377,True,95,324.13850348819165,324.13851335382134
95,2020-04-26,328,4,16.139637768130843,162.06925667730377,True,96,324.1385054324318,324.13851335382134
96,2020-04-27,328,4,16.139637768130843,162.06925667730377,True,97,324.138506993547,324.13851335382134
97,2020-04-28,328,4,16.139637768130843,162.06925667730377,True,98,324.1385082470346,324.13851335382134
98,2020-04-29,328,4,16.139637768130843,162.06925667730377,True,99,324.1385092535144,324.13851335382134
99,2020-04-30,328,4,16.139637768130843,162.06925667730377,True,100,324.138510061661,324.13851335382134
100,2020-05-01,328,4,16.139637768130843,162.06925667730377,True,101,324.1385107105571,324.13851335382134
101,2020-05-02,328,4,16.139637768130843,162.06925667730377,True,102,324.1385112315841,324.13851335382134
102,2020-05-03,328,4,16.139637768130843,162.06925667730377,True,103,324.13851164993946,324.13851335382134
103,2020-05-04,328,2,16.139637768130843,162.06925667730377,True,104,324.1385119858552,324.13851335382134
104,2020-05-05,328,2,16.139637768130843,162.06925667730377,True,105,324.1385122555766,324.13851335382134
105,2020-05-06,328,2,16.139637768130843,162.06925667730377,True,106,324.13851247214774,324.13851335382134
106,2020-05-07,328,2,16.139637768130843,162.06925667730377,True,107,324.13851264604205,324.13851335382134
107,2020-05-08,328,2,16.139637768130843,162.06925667730377,True,108,324.13851278566943,324.13851335382134
108,2020-05-09,328,1,16.139637768130843,162.06925667730377,True,109,324.1385128977824,324.13851335382134
109,2020-05-10,328,1,16.139637768130843,162.06925667730377,True,110,324.13851298780276,324.13851335382134
110,2020-05-11,328,1,16.139637768130843,162.06925667730377,True,111,324.138513060084,324.13851335382134
111,2020-05-12,328,1,16.139637768130843,162.06925667730377,True,112,324.13851311812175,324.13851335382134
112,2020-05-13,328,1,16.139637768130843,162.06925667730377,True,113,324.13851316472284,324.13851335382134
113,2020-05-14,328,1,16.139637768130843,162.06925667730377,True,114,324.1385132021408,324.13851335382134
114,2020-05-15,328,1,16.139637768130843,162.06925667730377,True,115,324.1385132321854,324.13851335382134
