,Report_Date,Moldova_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,30,89.2947393708622,2972.7725301794712,False,57,91.02806923386379,5945.5450603589425
57,2020-03-19,49,89.2947393708622,2972.7725301794712,False,58,103.33689659595407,5945.5450603589425
58,2020-03-20,66,89.2947393708622,2972.7725301794712,False,59,117.27678416533425,5945.5450603589425
59,2020-03-21,80,89.2947393708622,2972.7725301794712,False,60,133.05430078394042,5945.5450603589425
60,2020-03-22,94,89.2947393708622,2972.7725301794712,False,61,150.89944737282283,5945.5450603589425
61,2020-03-23,109,89.2947393708622,2972.7725301794712,False,62,171.06753255497694,5945.5450603589425
62,2020-03-24,125,89.2947393708622,2972.7725301794712,False,63,193.84096266777382,5945.5450603589425
63,2020-03-25,149,89.2947393708622,2972.7725301794712,False,64,219.53085600394488,5945.5450603589425
64,2020-03-26,177,89.2947393708622,2972.7725301794712,False,65,248.4783649409286,5945.5450603589425
65,2020-03-27,199,89.2947393708622,2972.7725301794712,False,66,281.0555592993478,5945.5450603589425
66,2020-03-28,231,89.2947393708622,2972.7725301794712,False,67,317.66569024376616,5945.5450603589425
67,2020-03-29,263,89.2947393708622,2972.7725301794712,False,68,358.7426173661482,5945.5450603589425
68,2020-03-30,298,89.2947393708622,2972.7725301794712,False,69,404.74914422736356,5945.5450603589425
69,2020-03-31,353,89.2947393708622,2972.7725301794712,False,70,456.17397270861164,5945.5450603589425
70,2020-04-01,423,89.2947393708622,2972.7725301794712,False,71,513.5269586541762,5945.5450603589425
71,2020-04-02,505,89.2947393708622,2972.7725301794712,False,72,577.3323368016444,5945.5450603589425
72,2020-04-03,591,89.2947393708622,2972.7725301794712,False,73,648.119590047192,5945.5450603589425
73,2020-04-04,752,89.2947393708622,2972.7725301794712,False,74,726.4116764763255,5945.5450603589425
74,2020-04-05,864,89.2947393708622,2972.7725301794712,False,75,812.7104081245626,5945.5450603589425
75,2020-04-06,965,89.2947393708622,2972.7725301794712,False,76,907.4789087260838,5945.5450603589425
76,2020-04-07,1056,89.2947393708622,2972.7725301794712,False,77,1011.1212721529529,5945.5450603589425
77,2020-04-08,1174,89.2947393708622,2972.7725301794712,False,78,1123.9598022067237,5945.5450603589425
78,2020-04-09,1289,89.2947393708622,2972.7725301794712,False,79,1246.21053278932,5945.5450603589425
79,2020-04-10,1438,89.2947393708622,2972.7725301794712,False,80,1377.9580880883334,5945.5450603589425
80,2020-04-11,1560,89.2947393708622,2972.7725301794712,False,81,1519.1313132249206,5945.5450603589425
