,Report_Date,Moldova_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,89.2947393708622,2972.7725301794712,False,1,0.06763942068803862,5945.5450603589425
1,2020-01-23,0,89.2947393708622,2972.7725301794712,False,2,0.0769472895448501,5945.5450603589425
2,2020-01-24,0,89.2947393708622,2972.7725301794712,False,3,0.08753599650192338,5945.5450603589425
3,2020-01-25,0,89.2947393708622,2972.7725301794712,False,4,0.09958178970276862,5945.5450603589425
4,2020-01-26,0,89.2947393708622,2972.7725301794712,False,5,0.11328516806707375,5945.5450603589425
5,2020-01-27,0,89.2947393708622,2972.7725301794712,False,6,0.12887421758427942,5945.5450603589425
6,2020-01-28,0,89.2947393708622,2972.7725301794712,False,7,0.14660840645559275,5945.5450603589425
7,2020-01-29,0,89.2947393708622,2972.7725301794712,False,8,0.1667829021494288,5945.5450603589425
8,2020-01-30,0,89.2947393708622,2972.7725301794712,False,9,0.18973348209081534,5945.5450603589425
9,2020-01-31,0,89.2947393708622,2972.7725301794712,False,10,0.21584211954520804,5945.5450603589425
10,2020-02-01,0,89.2947393708622,2972.7725301794712,False,11,0.2455433374424285,5945.5450603589425
11,2020-02-02,0,89.2947393708622,2972.7725301794712,False,12,0.27933143559963614,5945.5450603589425
12,2020-02-03,0,89.2947393708622,2972.7725301794712,False,13,0.3177687112503138,5945.5450603589425
13,2020-02-04,0,89.2947393708622,2972.7725301794712,False,14,0.36149480920363203,5945.5450603589425
14,2020-02-05,0,89.2947393708622,2972.7725301794712,False,15,0.41123735661069755,5945.5450603589425
15,2020-02-06,0,89.2947393708622,2972.7725301794712,False,16,0.46782405850143965,5945.5450603589425
16,2020-02-07,0,89.2947393708622,2972.7725301794712,False,17,0.5321964543177885,5945.5450603589425
17,2020-02-08,0,89.2947393708622,2972.7725301794712,False,18,0.6054255629889265,5945.5450603589425
18,2020-02-09,0,89.2947393708622,2972.7725301794712,False,19,0.688729675105556,5945.5450603589425
19,2020-02-10,0,89.2947393708622,2972.7725301794712,False,20,0.7834945859401191,5945.5450603589425
20,2020-02-11,0,89.2947393708622,2972.7725301794712,False,21,0.8912966029777972,5945.5450603589425
21,2020-02-12,0,89.2947393708622,2972.7725301794712,False,22,1.0139287068858454,5945.5450603589425
22,2020-02-13,0,89.2947393708622,2972.7725301794712,False,23,1.1534302961484266,5945.5450603589425
23,2020-02-14,0,89.2947393708622,2972.7725301794712,False,24,1.3121210037050839,5945.5450603589425
24,2020-02-15,0,89.2947393708622,2972.7725301794712,False,25,1.4926391397180137,5945.5450603589425
25,2020-02-16,0,89.2947393708622,2972.7725301794712,False,26,1.6979853890187475,5945.5450603589425
26,2020-02-17,0,89.2947393708622,2972.7725301794712,False,27,1.9315724759160842,5945.5450603589425
27,2020-02-18,0,89.2947393708622,2972.7725301794712,False,28,2.1972816040631304,5945.5450603589425
28,2020-02-19,0,89.2947393708622,2972.7725301794712,False,29,2.4995265862773777,5945.5450603589425
29,2020-02-20,0,89.2947393708622,2972.7725301794712,False,30,2.8433266999988542,5945.5450603589425
30,2020-02-21,0,89.2947393708622,2972.7725301794712,False,31,3.2343894399909088,5945.5450603589425
31,2020-02-22,0,89.2947393708622,2972.7725301794712,False,32,3.6792044925830387,5945.5450603589425
32,2020-02-23,0,89.2947393708622,2972.7725301794712,False,33,4.185150426972587,5945.5450603589425
33,2020-02-24,0,89.2947393708622,2972.7725301794712,False,34,4.760615790668082,5945.5450603589425
34,2020-02-25,0,89.2947393708622,2972.7725301794712,False,35,5.415136509939951,5945.5450603589425
35,2020-02-26,0,89.2947393708622,2972.7725301794712,False,36,6.159551734002814,5945.5450603589425
36,2020-02-27,0,89.2947393708622,2972.7725301794712,False,37,7.006180525357805,5945.5450603589425
37,2020-02-28,0,89.2947393708622,2972.7725301794712,False,38,7.969022089848463,5945.5450603589425
38,2020-02-29,0,89.2947393708622,2972.7725301794712,False,39,9.063982559756981,5945.5450603589425
39,2020-03-01,0,89.2947393708622,2972.7725301794712,False,40,10.30913169236831,5945.5450603589425
40,2020-03-02,0,89.2947393708622,2972.7725301794712,False,41,11.72499322471175,5945.5450603589425
41,2020-03-03,0,89.2947393708622,2972.7725301794712,False,42,13.3348730313231,5945.5450603589425
42,2020-03-04,0,89.2947393708622,2972.7725301794712,False,43,15.165229662860314,5945.5450603589425
43,2020-03-05,0,89.2947393708622,2972.7725301794712,False,44,17.24609229397474,5945.5450603589425
44,2020-03-06,0,89.2947393708622,2972.7725301794712,False,45,19.611531570624305,5945.5450603589425
45,2020-03-07,0,89.2947393708622,2972.7725301794712,False,46,22.30018930753591,5945.5450603589425
46,2020-03-08,1,89.2947393708622,2972.7725301794712,False,47,25.355873427885722,5945.5450603589425
47,2020-03-09,1,89.2947393708622,2972.7725301794712,False,48,28.82822493450646,5945.5450603589425
48,2020-03-10,3,89.2947393708622,2972.7725301794712,False,49,32.773464020981606,5945.5450603589425
49,2020-03-11,3,89.2947393708622,2972.7725301794712,False,50,37.255222626143734,5945.5450603589425
50,2020-03-12,3,89.2947393708622,2972.7725301794712,False,51,42.34547074634944,5945.5450603589425
51,2020-03-13,6,89.2947393708622,2972.7725301794712,False,52,48.12554356767575,5945.5450603589425
52,2020-03-14,12,89.2947393708622,2972.7725301794712,False,53,54.68727586338982,5945.5450603589425
53,2020-03-15,23,89.2947393708622,2972.7725301794712,False,54,62.13424899157896,5945.5450603589425
54,2020-03-16,23,89.2947393708622,2972.7725301794712,False,55,70.58315406147484,5945.5450603589425
55,2020-03-17,30,89.2947393708622,2972.7725301794712,False,56,80.16527221369994,5945.5450603589425
