,Report_Date,Vietnam_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,64.57793917092874,150.34912885413607,True,1,0.05988977361413851,291.05488938276915
1,2020-01-23,2,64.57793917092874,150.34912885413607,True,2,0.06847742689209431,291.05488938276915
2,2020-01-24,2,64.57793917092874,150.34912885413607,True,3,0.07829615148682727,291.05488938276915
3,2020-01-25,2,64.57793917092874,150.34912885413607,True,4,0.08952232739224997,291.05488938276915
4,2020-01-26,2,64.57793917092874,150.34912885413607,True,5,0.10235757491027968,291.05488938276915
5,2020-01-27,2,64.57793917092874,150.34912885413607,True,6,0.11703235727983007,291.05488938276915
6,2020-01-28,2,64.57793917092874,150.34912885413607,True,7,0.13381009465970795,291.05488938276915
7,2020-01-29,2,64.57793917092874,150.34912885413607,True,8,0.1529918611661377,291.05488938276915
8,2020-01-30,2,64.57793917092874,150.34912885413607,True,9,0.17492174644748826,291.05488938276915
9,2020-01-31,2,64.57793917092874,150.34912885413607,True,10,0.19999297431046908,291.05488938276915
10,2020-02-01,6,64.57793917092874,150.34912885413607,True,11,0.22865488332633732,291.05488938276915
11,2020-02-02,6,64.57793917092874,150.34912885413607,True,12,0.26142088828027865,291.05488938276915
12,2020-02-03,8,64.57793917092874,150.34912885413607,True,13,0.2988775569214074,291.05488938276915
13,2020-02-04,8,64.57793917092874,150.34912885413607,True,14,0.3416949538604803,291.05488938276915
14,2020-02-05,8,64.57793917092874,150.34912885413607,True,15,0.39063842277204963,291.05488938276915
15,2020-02-06,10,64.57793917092874,150.34912885413607,True,16,0.44658199939039267,291.05488938276915
16,2020-02-07,10,64.57793917092874,150.34912885413607,True,17,0.5105236712109278,291.05488938276915
17,2020-02-08,13,64.57793917092874,150.34912885413607,True,18,0.5836027253316711,291.05488938276915
18,2020-02-09,13,64.57793917092874,150.34912885413607,True,19,0.6671194534204283,291.05488938276915
19,2020-02-10,14,64.57793917092874,150.34912885413607,True,20,0.7625575121821776,291.05488938276915
20,2020-02-11,15,64.57793917092874,150.34912885413607,True,21,0.8716092685711792,291.05488938276915
21,2020-02-12,15,64.57793917092874,150.34912885413607,True,22,0.9962044907603972,291.05488938276915
22,2020-02-13,16,64.57793917092874,150.34912885413607,True,23,1.1385427776566484,291.05488938276915
23,2020-02-14,16,64.57793917092874,150.34912885413607,True,24,1.3011301502342592,291.05488938276915
