,Report_Date,Vietnam_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,16,64.57793917092874,150.34912885413607,True,25,1.4868202553146002,291.05488938276915
25,2020-02-16,16,64.57793917092874,150.34912885413607,True,26,1.698860654102617,291.05488938276915
26,2020-02-17,16,64.57793917092874,150.34912885413607,True,27,1.9409446803575696,291.05488938276915
27,2020-02-18,16,64.57793917092874,150.34912885413607,True,28,2.217269351921925,291.05488938276915
28,2020-02-19,16,64.57793917092874,150.34912885413607,True,29,2.5325997984034725,291.05488938276915
29,2020-02-20,16,64.57793917092874,150.34912885413607,True,30,2.892340619237108,291.05488938276915
30,2020-02-21,16,64.57793917092874,150.34912885413607,True,31,3.302614500067699,291.05488938276915
31,2020-02-22,16,64.57793917092874,150.34912885413607,True,32,3.7703482786589255,291.05488938276915
32,2020-02-23,16,64.57793917092874,150.34912885413607,True,33,4.303366448488641,291.05488938276915
33,2020-02-24,16,64.57793917092874,150.34912885413607,True,34,4.910491799424666,291.05488938276915
34,2020-02-25,16,64.57793917092874,150.34912885413607,True,35,5.601652497080912,291.05488938276915
35,2020-02-26,16,64.57793917092874,150.34912885413607,True,36,6.387994368322496,291.05488938276915
36,2020-02-27,16,64.57793917092874,150.34912885413607,True,37,7.281996458894053,291.05488938276915
37,2020-02-28,16,64.57793917092874,150.34912885413607,True,38,8.297587026492515,291.05488938276915
38,2020-02-29,16,64.57793917092874,150.34912885413607,True,39,9.450255994187453,291.05488938276915
39,2020-03-01,16,64.57793917092874,150.34912885413607,True,40,10.757158482937285,291.05488938276915
40,2020-03-02,16,64.57793917092874,150.34912885413607,True,41,12.237202344224407,291.05488938276915
41,2020-03-03,16,64.57793917092874,150.34912885413607,True,42,13.91111061708153,291.05488938276915
42,2020-03-04,16,64.57793917092874,150.34912885413607,True,43,15.80144755857258,291.05488938276915
43,2020-03-05,16,64.57793917092874,150.34912885413607,True,44,17.932594407292683,291.05488938276915
44,2020-03-06,16,64.57793917092874,150.34912885413607,True,45,20.330658463042912,291.05488938276915
45,2020-03-07,18,64.57793917092874,150.34912885413607,True,46,23.02329661599002,291.05488938276915
46,2020-03-08,30,64.57793917092874,150.34912885413607,True,47,26.03943245882591,291.05488938276915
47,2020-03-09,30,64.57793917092874,150.34912885413607,True,48,29.408845019711187,291.05488938276915
48,2020-03-10,31,64.57793917092874,150.34912885413607,True,49,33.161607556344656,291.05488938276915
49,2020-03-11,38,64.57793917092874,150.34912885413607,True,50,37.327357474695866,291.05488938276915
50,2020-03-12,39,64.57793917092874,150.34912885413607,True,51,41.93438408236578,291.05488938276915
51,2020-03-13,47,64.57793917092874,150.34912885413607,True,52,47.00853033986754,291.05488938276915
52,2020-03-14,53,64.57793917092874,150.34912885413607,True,53,52.571918635065984,291.05488938276915
53,2020-03-15,56,64.57793917092874,150.34912885413607,True,54,58.64152906678822,291.05488938276915
54,2020-03-16,61,64.57793917092874,150.34912885413607,True,55,65.22768128278989,291.05488938276915
55,2020-03-17,66,64.57793917092874,150.34912885413607,True,56,72.3324961019795,291.05488938276915
56,2020-03-18,75,64.57793917092874,150.34912885413607,True,57,79.9484383139616,291.05488938276915
57,2020-03-19,85,64.57793917092874,150.34912885413607,True,58,88.05706336070618,291.05488938276915
58,2020-03-20,91,64.57793917092874,150.34912885413607,True,59,96.6281033575843,291.05488938276915
59,2020-03-21,94,64.57793917092874,150.34912885413607,True,60,105.61902721688617,291.05488938276915
60,2020-03-22,113,64.57793917092874,150.34912885413607,True,61,114.97519150377933,291.05488938276915
61,2020-03-23,123,64.57793917092874,150.34912885413607,True,62,124.63066126375875,291.05488938276915
62,2020-03-24,134,64.57793917092874,150.34912885413607,True,63,134.50972491830692,291.05488938276915
63,2020-03-25,141,64.57793917092874,150.34912885413607,True,64,144.5290598562456,291.05488938276915
64,2020-03-26,153,64.57793917092874,150.34912885413607,True,65,154.6004345464222,291.05488938276915
65,2020-03-27,163,64.57793917092874,150.34912885413607,True,66,164.6337699853256,291.05488938276915
66,2020-03-28,174,64.57793917092874,150.34912885413607,True,67,174.5403390066348,291.05488938276915
67,2020-03-29,188,64.57793917092874,150.34912885413607,True,68,184.23586457452072,291.05488938276915
68,2020-03-30,203,64.57793917092874,150.34912885413607,True,69,193.64329095785098,291.05488938276915
69,2020-03-31,212,64.57793917092874,150.34912885413607,True,70,202.69504221181808,291.05488938276915
70,2020-04-01,218,64.57793917092874,150.34912885413607,True,71,211.33464316532573,291.05488938276915
71,2020-04-02,233,64.57793917092874,150.34912885413607,True,72,219.51764845728576,291.05488938276915
72,2020-04-03,237,64.57793917092874,150.34912885413607,True,73,227.21189382158576,291.05488938276915
73,2020-04-04,240,64.57793917092874,150.34912885413607,True,74,234.397141341261,291.05488938276915
74,2020-04-05,241,64.57793917092874,150.34912885413607,True,75,241.06423074584194,291.05488938276915
75,2020-04-06,245,64.57793917092874,150.34912885413607,True,76,247.2138699137959,291.05488938276915
76,2020-04-07,249,64.57793917092874,150.34912885413607,True,77,252.85520093164732,291.05488938276915
77,2020-04-08,251,64.57793917092874,150.34912885413607,True,78,258.0042670919312,291.05488938276915
78,2020-04-09,255,64.57793917092874,150.34912885413607,True,79,262.6824859100753,291.05488938276915
79,2020-04-10,257,64.57793917092874,150.34912885413607,True,80,266.91520839784835,291.05488938276915
