,Report_Date,Afghanistan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,81.68037319561694,593.0357761777533,False,1,0.013655892998654167,1186.0715523555064
1,2020-01-23,0,81.68037319561694,593.0357761777533,False,2,0.015722933015918168,1186.0715523555064
2,2020-01-24,0,81.68037319561694,593.0357761777533,False,3,0.01810284815747465,1186.0715523555064
3,2020-01-25,0,81.68037319561694,593.0357761777533,False,4,0.02084299484996323,1186.0715523555064
4,2020-01-26,0,81.68037319561694,593.0357761777533,False,5,0.023997896829050056,1186.0715523555064
5,2020-01-27,0,81.68037319561694,593.0357761777533,False,6,0.027630329733704908,1186.0715523555064
6,2020-01-28,0,81.68037319561694,593.0357761777533,False,7,0.031812569773193675,1186.0715523555064
7,2020-01-29,0,81.68037319561694,593.0357761777533,False,8,0.03662783126950567,1186.0715523555064
8,2020-01-30,0,81.68037319561694,593.0357761777533,False,9,0.04217192162164299,1186.0715523555064
9,2020-01-31,0,81.68037319561694,593.0357761777533,False,10,0.048555146545122684,1186.0715523555064
10,2020-02-01,0,81.68037319561694,593.0357761777533,False,11,0.055904503394309635,1186.0715523555064
11,2020-02-02,0,81.68037319561694,593.0357761777533,False,12,0.06436620607330223,1186.0715523555064
12,2020-02-03,0,81.68037319561694,593.0357761777533,False,13,0.07410859159364926,1186.0715523555064
13,2020-02-04,0,81.68037319561694,593.0357761777533,False,14,0.0853254658709001,1186.0715523555064
14,2020-02-05,0,81.68037319561694,593.0357761777533,False,15,0.09823995501192509,1186.0715523555064
15,2020-02-06,0,81.68037319561694,593.0357761777533,False,16,0.11310893829695744,1186.0715523555064
16,2020-02-07,0,81.68037319561694,593.0357761777533,False,17,0.13022815049388567,1186.0715523555064
17,2020-02-08,0,81.68037319561694,593.0357761777533,False,18,0.14993805427364576,1186.0715523555064
18,2020-02-09,0,81.68037319561694,593.0357761777533,False,19,0.17263059857091084,1186.0715523555064
19,2020-02-10,0,81.68037319561694,593.0357761777533,False,20,0.19875699603373947,1186.0715523555064
20,2020-02-11,0,81.68037319561694,593.0357761777533,False,21,0.22883667254731355,1186.0715523555064
21,2020-02-12,0,81.68037319561694,593.0357761777533,False,22,0.2634675645602938,1186.0715523555064
22,2020-02-13,0,81.68037319561694,593.0357761777533,False,23,0.30333796599400087,1186.0715523555064
23,2020-02-14,0,81.68037319561694,593.0357761777533,False,24,0.34924015633180683,1186.0715523555064
24,2020-02-15,0,81.68037319561694,593.0357761777533,False,25,0.4020860755811369,1186.0715523555064
25,2020-02-16,0,81.68037319561694,593.0357761777533,False,26,0.46292535074461094,1186.0715523555064
26,2020-02-17,0,81.68037319561694,593.0357761777533,False,27,0.5329660228632732,1186.0715523555064
27,2020-02-18,0,81.68037319561694,593.0357761777533,False,28,0.6135983743000696,1186.0715523555064
28,2020-02-19,0,81.68037319561694,593.0357761777533,False,29,0.7064223134748583,1186.0715523555064
29,2020-02-20,0,81.68037319561694,593.0357761777533,False,30,0.8132788395607277,1186.0715523555064
30,2020-02-21,0,81.68037319561694,593.0357761777533,False,31,0.9362861835719621,1186.0715523555064
31,2020-02-22,0,81.68037319561694,593.0357761777533,False,32,1.0778813057164565,1186.0715523555064
32,2020-02-23,0,81.68037319561694,593.0357761777533,False,33,1.2408675227567125,1186.0715523555064
33,2020-02-24,1,81.68037319561694,593.0357761777533,False,34,1.4284691442985897,1186.0715523555064
34,2020-02-25,1,81.68037319561694,593.0357761777533,False,35,1.6443941141906337,1186.0715523555064
35,2020-02-26,1,81.68037319561694,593.0357761777533,False,36,1.8929057831816567,1186.0715523555064
36,2020-02-27,1,81.68037319561694,593.0357761777533,False,37,2.17890508197513,1186.0715523555064
37,2020-02-28,1,81.68037319561694,593.0357761777533,False,38,2.5080245197136244,1186.0715523555064
38,2020-02-29,1,81.68037319561694,593.0357761777533,False,39,2.886735600938909,1186.0715523555064
39,2020-03-01,1,81.68037319561694,593.0357761777533,False,40,3.322471432461728,1186.0715523555064
40,2020-03-02,1,81.68037319561694,593.0357761777533,False,41,3.823766477253601,1186.0715523555064
41,2020-03-03,1,81.68037319561694,593.0357761777533,False,42,4.400415600498395,1186.0715523555064
42,2020-03-04,1,81.68037319561694,593.0357761777533,False,43,5.06365473584501,1186.0715523555064
43,2020-03-05,1,81.68037319561694,593.0357761777533,False,44,5.826365666825113,1186.0715523555064
44,2020-03-06,1,81.68037319561694,593.0357761777533,False,45,6.703307553987963,1186.0715523555064
45,2020-03-07,1,81.68037319561694,593.0357761777533,False,46,7.711377921318308,1186.0715523555064
46,2020-03-08,4,81.68037319561694,593.0357761777533,False,47,8.86990581708845,1186.0715523555064
47,2020-03-09,4,81.68037319561694,593.0357761777533,False,48,10.200979745875006,1186.0715523555064
48,2020-03-10,5,81.68037319561694,593.0357761777533,False,49,11.729812679234147,1186.0715523555064
49,2020-03-11,7,81.68037319561694,593.0357761777533,False,50,13.485145926531029,1186.0715523555064
50,2020-03-12,7,81.68037319561694,593.0357761777533,False,51,15.499692800371719,1186.0715523555064
51,2020-03-13,7,81.68037319561694,593.0357761777533,False,52,17.810621737028725,1186.0715523555064
52,2020-03-14,11,81.68037319561694,593.0357761777533,False,53,20.460076700486326,1186.0715523555064
53,2020-03-15,16,81.68037319561694,593.0357761777533,False,54,23.49573015164194,1186.0715523555064
54,2020-03-16,21,81.68037319561694,593.0357761777533,False,55,26.97136041699287,1186.0715523555064
55,2020-03-17,22,81.68037319561694,593.0357761777533,False,56,30.947440735065694,1186.0715523555064
56,2020-03-18,22,81.68037319561694,593.0357761777533,False,57,35.49172137015848,1186.0715523555064
57,2020-03-19,22,81.68037319561694,593.0357761777533,False,58,40.67977874072359,1186.0715523555064
58,2020-03-20,24,81.68037319561694,593.0357761777533,False,59,46.59549632652749,1186.0715523555064
59,2020-03-21,24,81.68037319561694,593.0357761777533,False,60,53.33143108935129,1186.0715523555064
60,2020-03-22,40,81.68037319561694,593.0357761777533,False,61,60.98900631528432,1186.0715523555064
61,2020-03-23,40,81.68037319561694,593.0357761777533,False,62,69.67845746561537,1186.0715523555064
62,2020-03-24,74,81.68037319561694,593.0357761777533,False,63,79.51844249579727,1186.0715523555064
63,2020-03-25,84,81.68037319561694,593.0357761777533,False,64,90.63521339867076,1186.0715523555064
64,2020-03-26,94,81.68037319561694,593.0357761777533,False,65,103.16123339430948,1186.0715523555064
65,2020-03-27,110,81.68037319561694,593.0357761777533,False,66,117.23311703904226,1186.0715523555064
66,2020-03-28,110,81.68037319561694,593.0357761777533,False,67,132.98877232844103,1186.0715523555064
67,2020-03-29,120,81.68037319561694,593.0357761777533,False,68,150.563639276028,1186.0715523555064
68,2020-03-30,170,81.68037319561694,593.0357761777533,False,69,170.08595366769478,1186.0715523555064
69,2020-03-31,174,81.68037319561694,593.0357761777533,False,70,191.6710227674971,1186.0715523555064
70,2020-04-01,237,81.68037319561694,593.0357761777533,False,71,215.41458537382175,1186.0715523555064
71,2020-04-02,273,81.68037319561694,593.0357761777533,False,72,241.3854424411401,1186.0715523555064
72,2020-04-03,281,81.68037319561694,593.0357761777533,False,73,269.6176820678735,1186.0715523555064
73,2020-04-04,299,81.68037319561694,593.0357761777533,False,74,300.10297256861344,1186.0715523555064
74,2020-04-05,349,81.68037319561694,593.0357761777533,False,75,332.7835399959112,1186.0715523555064
75,2020-04-06,367,81.68037319561694,593.0357761777533,False,76,367.54655464740995,1186.0715523555064
76,2020-04-07,423,81.68037319561694,593.0357761777533,False,77,404.22069314661763,1186.0715523555064
77,2020-04-08,444,81.68037319561694,593.0357761777533,False,78,442.5755887075222,1186.0715523555064
78,2020-04-09,484,81.68037319561694,593.0357761777533,False,79,482.32471255060983,1186.0715523555064
79,2020-04-10,521,81.68037319561694,593.0357761777533,False,80,523.1319437553651,1186.0715523555064
80,2020-04-11,555,81.68037319561694,593.0357761777533,False,81,564.6217083046687,1186.0715523555064
