,Report_Date,Kyrgyzstan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,104.2226389760521,865.922044137701,True,1,1.5672377275969513,1572.997181528434
1,2020-01-23,0,0,104.2226389760521,865.922044137701,True,2,1.6772085004095492,1572.997181528434
2,2020-01-24,0,0,104.2226389760521,865.922044137701,True,3,1.7948877564336647,1572.997181528434
3,2020-01-25,0,0,104.2226389760521,865.922044137701,True,4,1.920814664986453,1572.997181528434
4,2020-01-26,0,0,104.2226389760521,865.922044137701,True,5,2.055565938726744,1572.997181528434
5,2020-01-27,0,0,104.2226389760521,865.922044137701,True,6,2.19975842334401,1572.997181528434
6,2020-01-28,0,0,104.2226389760521,865.922044137701,True,7,2.3540518623126934,1572.997181528434
7,2020-01-29,0,0,104.2226389760521,865.922044137701,True,8,2.519151848024739,1572.997181528434
8,2020-01-30,0,0,104.2226389760521,865.922044137701,True,9,2.6958129712669185,1572.997181528434
9,2020-01-31,0,0,104.2226389760521,865.922044137701,True,10,2.884842181689114,1572.997181528434
10,2020-02-01,0,0,104.2226389760521,865.922044137701,True,11,3.0871023726143085,1572.997181528434
11,2020-02-02,0,0,104.2226389760521,865.922044137701,True,12,3.3035162042690183,1572.997181528434
12,2020-02-03,0,0,104.2226389760521,865.922044137701,True,13,3.535070180262431,1572.997181528434
13,2020-02-04,0,0,104.2226389760521,865.922044137701,True,14,3.782818992910928,1572.997181528434
14,2020-02-05,0,0,104.2226389760521,865.922044137701,True,15,4.047890153788619,1572.997181528434
15,2020-02-06,0,0,104.2226389760521,865.922044137701,True,16,4.331488926679859,1572.997181528434
16,2020-02-07,0,0,104.2226389760521,865.922044137701,True,17,4.634903580911092,1572.997181528434
17,2020-02-08,0,0,104.2226389760521,865.922044137701,True,18,4.959510983840622,1572.997181528434
18,2020-02-09,0,0,104.2226389760521,865.922044137701,True,19,5.306782552078097,1572.997181528434
19,2020-02-10,0,0,104.2226389760521,865.922044137701,True,20,5.6782905817814955,1572.997181528434
20,2020-02-11,0,0,104.2226389760521,865.922044137701,True,21,6.075714979127183,1572.997181528434
21,2020-02-12,0,0,104.2226389760521,865.922044137701,True,22,6.500850412754926,1572.997181528434
22,2020-02-13,0,0,104.2226389760521,865.922044137701,True,23,6.95561391063947,1572.997181528434
23,2020-02-14,0,0,104.2226389760521,865.922044137701,True,24,7.442052924415075,1572.997181528434
24,2020-02-15,0,0,104.2226389760521,865.922044137701,True,25,7.962353884658443,1572.997181528434
25,2020-02-16,0,0,104.2226389760521,865.922044137701,True,26,8.51885127099411,1572.997181528434
26,2020-02-17,0,0,104.2226389760521,865.922044137701,True,27,9.114037221096496,1572.997181528434
27,2020-02-18,0,0,104.2226389760521,865.922044137701,True,28,9.750571702691467,1572.997181528434
28,2020-02-19,0,0,104.2226389760521,865.922044137701,True,29,10.431293272470457,1572.997181528434
29,2020-02-20,0,0,104.2226389760521,865.922044137701,True,30,11.159230445378322,1572.997181528434
30,2020-02-21,0,0,104.2226389760521,865.922044137701,True,31,11.937613696973857,1572.997181528434
31,2020-02-22,0,0,104.2226389760521,865.922044137701,True,32,12.769888120432993,1572.997181528434
32,2020-02-23,0,0,104.2226389760521,865.922044137701,True,33,13.659726758206405,1572.997181528434
33,2020-02-24,0,0,104.2226389760521,865.922044137701,True,34,14.611044626283974,1572.997181528434
34,2020-02-25,0,0,104.2226389760521,865.922044137701,True,35,15.628013446378068,1572.997181528434
35,2020-02-26,0,0,104.2226389760521,865.922044137701,True,36,16.71507709802628,1572.997181528434
36,2020-02-27,0,0,104.2226389760521,865.922044137701,True,37,17.87696779853079,1572.997181528434
37,2020-02-28,0,0,104.2226389760521,865.922044137701,True,38,19.11872301368514,1572.997181528434
38,2020-02-29,0,0,104.2226389760521,865.922044137701,True,39,20.445703096265436,1572.997181528434
39,2020-03-01,0,0,104.2226389760521,865.922044137701,True,40,21.863609642145523,1572.997181528434
40,2020-03-02,0,0,104.2226389760521,865.922044137701,True,41,23.378504545485757,1572.997181528434
41,2020-03-03,0,0,104.2226389760521,865.922044137701,True,42,24.996829724578955,1572.997181528434
42,2020-03-04,0,0,104.2226389760521,865.922044137701,True,43,26.72542747843974,1572.997181528434
43,2020-03-05,0,0,104.2226389760521,865.922044137701,True,44,28.571561420904555,1572.997181528434
44,2020-03-06,0,0,104.2226389760521,865.922044137701,True,45,30.542937923669463,1572.997181528434
45,2020-03-07,0,0,104.2226389760521,865.922044137701,True,46,32.6477279821176,1572.997181528434
46,2020-03-08,0,0,104.2226389760521,865.922044137701,True,47,34.89458939775803,1572.997181528434
47,2020-03-09,0,0,104.2226389760521,865.922044137701,True,48,37.292689148386735,1572.997181528434
48,2020-03-10,0,0,104.2226389760521,865.922044137701,True,49,39.85172579145989,1572.997181528434
49,2020-03-11,0,0,104.2226389760521,865.922044137701,True,50,42.581951717416324,1572.997181528434
50,2020-03-12,0,0,104.2226389760521,865.922044137701,True,51,45.49419503758784,1572.997181528434
51,2020-03-13,0,0,104.2226389760521,865.922044137701,True,52,48.59988085570063,1572.997181528434
52,2020-03-14,0,0,104.2226389760521,865.922044137701,True,53,51.911051632635875,1572.997181528434
53,2020-03-15,0,0,104.2226389760521,865.922044137701,True,54,55.44038631096996,1572.997181528434
54,2020-03-16,0,0,104.2226389760521,865.922044137701,True,55,59.201217818796046,1572.997181528434
55,2020-03-17,0,0,104.2226389760521,865.922044137701,True,56,63.20754852146701,1572.997181528434
56,2020-03-18,3,3,104.2226389760521,865.922044137701,True,57,67.47406313532527,1572.997181528434
57,2020-03-19,3,3,104.2226389760521,865.922044137701,True,58,72.01613855945452,1572.997181528434
58,2020-03-20,6,6,104.2226389760521,865.922044137701,True,59,76.84985002042413,1572.997181528434
59,2020-03-21,14,14,104.2226389760521,865.922044137701,True,60,81.99197286150869,1572.997181528434
60,2020-03-22,14,14,104.2226389760521,865.922044137701,True,61,87.45997924279935,1572.997181528434
61,2020-03-23,16,16,104.2226389760521,865.922044137701,True,62,93.27202895308749,1572.997181528434
62,2020-03-24,42,42,104.2226389760521,865.922044137701,True,63,99.44695346982527,1572.997181528434
63,2020-03-25,44,44,104.2226389760521,865.922044137701,True,64,106.00423234161877,1572.997181528434
64,2020-03-26,44,44,104.2226389760521,865.922044137701,True,65,112.963960910768,1572.997181528434
65,2020-03-27,58,58,104.2226389760521,865.922044137701,True,66,120.3468083439224,1572.997181528434
66,2020-03-28,58,58,104.2226389760521,865.922044137701,True,67,128.17396490003523,1572.997181528434
67,2020-03-29,84,84,104.2226389760521,865.922044137701,True,68,136.4670773400037,1572.997181528434
68,2020-03-30,94,91,104.2226389760521,865.922044137701,True,69,145.2481713756881,1572.997181528434
69,2020-03-31,107,104,104.2226389760521,865.922044137701,True,70,154.53956007187887,1572.997181528434
70,2020-04-01,111,108,104.2226389760521,865.922044137701,True,71,164.3637371580965,1572.997181528434
71,2020-04-02,116,111,104.2226389760521,865.922044137701,True,72,174.7432542830719,1572.997181528434
72,2020-04-03,130,123,104.2226389760521,865.922044137701,True,73,185.70058135874797,1572.997181528434
73,2020-04-04,144,134,104.2226389760521,865.922044137701,True,74,197.25794929808325,1572.997181528434
74,2020-04-05,147,137,104.2226389760521,865.922044137701,True,75,209.43717465701698,1572.997181528434
75,2020-04-06,216,179,104.2226389760521,865.922044137701,True,76,222.25946595036214,1572.997181528434
76,2020-04-07,228,191,104.2226389760521,865.922044137701,True,77,235.7452117279388,1572.997181528434
77,2020-04-08,270,233,104.2226389760521,865.922044137701,True,78,249.9137508735036,1572.997181528434
78,2020-04-09,280,241,104.2226389760521,865.922044137701,True,79,264.7831260257483,1572.997181528434
79,2020-04-10,298,258,104.2226389760521,865.922044137701,True,80,280.36982151639637,1572.997181528434
80,2020-04-11,339,290,104.2226389760521,865.922044137701,True,81,296.68848777099623,1572.997181528434
81,2020-04-12,377,318,104.2226389760521,865.922044137701,True,82,313.75165471591566,1572.997181528434
82,2020-04-13,419,347,104.2226389760521,865.922044137701,True,83,331.56943736911296,1572.997181528434
83,2020-04-14,430,354,104.2226389760521,865.922044137701,True,84,350.149237447246,1572.997181528434
84,2020-04-15,449,366,104.2226389760521,865.922044137701,True,85,369.495445478178,1572.997181528434
85,2020-04-16,466,370,104.2226389760521,865.922044137701,True,86,389.60914854231913,1572.997181528434
86,2020-04-17,489,370,104.2226389760521,865.922044137701,True,87,410.4878493510679,1572.997181528434
87,2020-04-18,506,371,104.2226389760521,865.922044137701,True,88,432.1252028752601,1572.997181528434
88,2020-04-19,554,416,104.2226389760521,865.922044137701,True,89,454.5107771281939,1572.997181528434
89,2020-04-20,568,360,104.2226389760521,865.922044137701,True,90,477.6298449528931,1572.997181528434
90,2020-04-21,590,367,104.2226389760521,865.922044137701,True,91,501.46321372925087,1572.997181528434
91,2020-04-22,612,351,104.2226389760521,865.922044137701,True,92,525.9870997740085,1572.997181528434
