,Report_Date,Madagascar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.7164761030049,117.44363715041075,False,1,0.005742579322681971,234.42302660666476
1,2020-01-23,0,80.7164761030049,117.44363715041075,False,2,0.0065608074629665905,234.42302660666476
2,2020-01-24,0,80.7164761030049,117.44363715041075,False,3,0.007495616652761795,234.42302660666476
3,2020-01-25,0,80.7164761030049,117.44363715041075,False,4,0.008563616210590737,234.42302660666476
4,2020-01-26,0,80.7164761030049,117.44363715041075,False,5,0.009783781440220457,234.42302660666476
5,2020-01-27,0,80.7164761030049,117.44363715041075,False,6,0.0111777905576888,234.42302660666476
6,2020-01-28,0,80.7164761030049,117.44363715041075,False,7,0.01277040956595837,234.42302660666476
7,2020-01-29,0,80.7164761030049,117.44363715041075,False,8,0.01458993189069458,234.42302660666476
8,2020-01-30,0,80.7164761030049,117.44363715041075,False,9,0.016668680555869266,234.42302660666476
9,2020-01-31,0,80.7164761030049,117.44363715041075,False,10,0.01904358177890651,234.42302660666476
10,2020-02-01,0,80.7164761030049,117.44363715041075,False,11,0.021756820120739387,234.42302660666476
11,2020-02-02,0,80.7164761030049,117.44363715041075,False,12,0.024856586757786115,234.42302660666476
12,2020-02-03,0,80.7164761030049,117.44363715041075,False,13,0.028397934074664545,234.42302660666476
13,2020-02-04,0,80.7164761030049,117.44363715041075,False,14,0.03244375163580383,234.42302660666476
14,2020-02-05,0,80.7164761030049,117.44363715041075,False,15,0.03706588071188322,234.42302660666476
15,2020-02-06,0,80.7164761030049,117.44363715041075,False,16,0.04234638694807388,234.42302660666476
16,2020-02-07,0,80.7164761030049,117.44363715041075,False,17,0.048379013504588654,234.42302660666476
17,2020-02-08,0,80.7164761030049,117.44363715041075,False,18,0.05527084012006369,234.42302660666476
18,2020-02-09,0,80.7164761030049,117.44363715041075,False,19,0.06314417709406756,234.42302660666476
19,2020-02-10,0,80.7164761030049,117.44363715041075,False,20,0.07213872721150202,234.42302660666476
20,2020-02-11,0,80.7164761030049,117.44363715041075,False,21,0.08241405319987338,234.42302660666476
21,2020-02-12,0,80.7164761030049,117.44363715041075,False,22,0.09415239348785905,234.42302660666476
22,2020-02-13,0,80.7164761030049,117.44363715041075,False,23,0.10756187489445253,234.42302660666476
23,2020-02-14,0,80.7164761030049,117.44363715041075,False,24,0.12288017750316399,234.42302660666476
24,2020-02-15,0,80.7164761030049,117.44363715041075,False,25,0.14037871445279682,234.42302660666476
25,2020-02-16,0,80.7164761030049,117.44363715041075,False,26,0.1603673977987523,234.42302660666476
26,2020-02-17,0,80.7164761030049,117.44363715041075,False,27,0.18320007106515374,234.42302660666476
27,2020-02-18,0,80.7164761030049,117.44363715041075,False,28,0.20928069972005295,234.42302660666476
28,2020-02-19,0,80.7164761030049,117.44363715041075,False,29,0.23907042266578357,234.42302660666476
29,2020-02-20,0,80.7164761030049,117.44363715041075,False,30,0.27309558104275167,234.42302660666476
30,2020-02-21,0,80.7164761030049,117.44363715041075,False,31,0.3119568552867928,234.42302660666476
31,2020-02-22,0,80.7164761030049,117.44363715041075,False,32,0.3563396575293027,234.42302660666476
32,2020-02-23,0,80.7164761030049,117.44363715041075,False,33,0.4070259441284656,234.42302660666476
33,2020-02-24,0,80.7164761030049,117.44363715041075,False,34,0.46490763236787636,234.42302660666476
34,2020-02-25,0,80.7164761030049,117.44363715041075,False,35,0.5310018260899138,234.42302660666476
35,2020-02-26,0,80.7164761030049,117.44363715041075,False,36,0.606468077088047,234.42302660666476
36,2020-02-27,0,80.7164761030049,117.44363715041075,False,37,0.6926279321801209,234.42302660666476
37,2020-02-28,0,80.7164761030049,117.44363715041075,False,38,0.7909870395649389,234.42302660666476
38,2020-02-29,0,80.7164761030049,117.44363715041075,False,39,0.9032601116346203,234.42302660666476
39,2020-03-01,0,80.7164761030049,117.44363715041075,False,40,1.031399063871691,234.42302660666476
40,2020-03-02,0,80.7164761030049,117.44363715041075,False,41,1.1776246693907915,234.42302660666476
41,2020-03-03,0,80.7164761030049,117.44363715041075,False,42,1.344462084147673,234.42302660666476
42,2020-03-04,0,80.7164761030049,117.44363715041075,False,43,1.5347806062078913,234.42302660666476
43,2020-03-05,0,80.7164761030049,117.44363715041075,False,44,1.751838030252498,234.42302660666476
44,2020-03-06,0,80.7164761030049,117.44363715041075,False,45,1.9993299411167222,234.42302660666476
45,2020-03-07,0,80.7164761030049,117.44363715041075,False,46,2.2814442516791296,234.42302660666476
46,2020-03-08,0,80.7164761030049,117.44363715041075,False,47,2.602921223264865,234.42302660666476
47,2020-03-09,0,80.7164761030049,117.44363715041075,False,48,2.969119101345657,234.42302660666476
48,2020-03-10,0,80.7164761030049,117.44363715041075,False,49,3.386085343851025,234.42302660666476
49,2020-03-11,0,80.7164761030049,117.44363715041075,False,50,3.8606331993662684,234.42302660666476
50,2020-03-12,0,80.7164761030049,117.44363715041075,False,51,4.400423090544774,234.42302660666476
51,2020-03-13,0,80.7164761030049,117.44363715041075,False,52,5.014047853943535,234.42302660666476
52,2020-03-14,0,80.7164761030049,117.44363715041075,False,53,5.711120358251467,234.42302660666476
53,2020-03-15,0,80.7164761030049,117.44363715041075,False,54,6.502361343603279,234.42302660666476
54,2020-03-16,0,80.7164761030049,117.44363715041075,False,55,7.399684469942921,234.42302660666476
55,2020-03-17,0,80.7164761030049,117.44363715041075,False,56,8.41627450886971,234.42302660666476
56,2020-03-18,0,80.7164761030049,117.44363715041075,False,57,9.56665334384589,234.42302660666476
57,2020-03-19,0,80.7164761030049,117.44363715041075,False,58,10.866726953036018,234.42302660666476
58,2020-03-20,3,80.7164761030049,117.44363715041075,False,59,12.333804853077588,234.42302660666476
59,2020-03-21,3,80.7164761030049,117.44363715041075,False,60,13.986581628538746,234.42302660666476
60,2020-03-22,3,80.7164761030049,117.44363715041075,False,61,15.845068254885664,234.42302660666476
61,2020-03-23,12,80.7164761030049,117.44363715041075,False,62,17.930459099664212,234.42302660666476
62,2020-03-24,17,80.7164761030049,117.44363715041075,False,63,20.264918994912065,234.42302660666476
63,2020-03-25,19,80.7164761030049,117.44363715041075,False,64,22.871273946496924,234.42302660666476
64,2020-03-26,23,80.7164761030049,117.44363715041075,False,65,25.772589318528368,234.42302660666476
65,2020-03-27,26,80.7164761030049,117.44363715041075,False,66,28.99162123263105,234.42302660666476
66,2020-03-28,26,80.7164761030049,117.44363715041075,False,67,32.55013104200932,234.42302660666476
67,2020-03-29,39,80.7164761030049,117.44363715041075,False,68,36.468059657199895,234.42302660666476
68,2020-03-30,43,80.7164761030049,117.44363715041075,False,69,40.76256866471787,234.42302660666476
69,2020-03-31,57,80.7164761030049,117.44363715041075,False,70,45.44696874914067,234.42302660666476
70,2020-04-01,57,80.7164761030049,117.44363715041075,False,71,50.52957256662934,234.42302660666476
71,2020-04-02,59,80.7164761030049,117.44363715041075,False,72,56.01252788598055,234.42302660666476
72,2020-04-03,70,80.7164761030049,117.44363715041075,False,73,61.890705621845825,234.42302660666476
73,2020-04-04,70,80.7164761030049,117.44363715041075,False,74,68.15073357302244,234.42302660666476
74,2020-04-05,72,80.7164761030049,117.44363715041075,False,75,74.77027681856653,234.42302660666476
