,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,-1.6662491222552274,-14.905665835455085,12.82694900089907,0.0,8.108953658313748e-19,3.933280340028472e-20,-1.9354735389478859,-15.265906669367599,11.798108152331826,2020-04-15,75.98009902418546,True,85,1326.4229970865101
1,2020-01-23,0.6072533165848719,-12.666477516651243,14.576971655619294,0.0,2.043457805060676e-15,1.6426966332585487e-16,0.6794918303399587,-12.716991979922806,14.707006930196568,2020-04-15,75.98009902418546,True,85,1326.4229970865101
2,2020-01-24,1.6931418790567672,-12.306486166462934,15.87801743056646,0.0,1.995527077585031e-13,2.15571345297587e-14,1.9645662599679314,-11.25362495689475,14.93021169437682,2020-04-15,75.98009902418546,True,85,1326.4229970865101
3,2020-01-25,-1.1368600009413927,-15.967580645750115,13.0130469271779,0.0,5.149517406332938e-12,6.860564199955899e-13,-0.0783156230572336,-12.785446122712196,12.36878714468708,2020-04-15,75.98009902418546,True,85,1326.4229970865101
4,2020-01-26,1.9933657643342544,-12.684679325229403,15.751278394074738,0.0,6.408745536864694e-11,1.0046108688942495e-11,1.4187396078038732,-11.180201546716853,14.802695953253917,2020-04-15,75.98009902418546,True,85,1326.4229970865101
5,2020-01-27,-2.9585422904847736,-17.589984795296022,10.643191221569266,0.0,5.028731885424991e-10,9.00312951364086e-11,-2.993745318741155,-15.894495231666204,9.78928685082573,2020-04-15,75.98009902418546,True,85,1326.4229970865101
6,2020-01-28,1.5458904291329374,-13.437320129202146,15.645222198243298,0.0,2.8701477464230028e-09,5.749532393988691e-10,0.9992500292958433,-13.434158557413639,14.61311289775267,2020-04-15,75.98009902418546,True,85,1326.4229970865101
7,2020-01-29,-1.6522477542817002,-15.696195955163784,12.146193064385091,0.0,1.2976793282548019e-08,2.865248530292774e-09,-1.9253026241450752,-14.44302766734426,9.696172398917499,2020-04-15,75.98009902418546,True,85,1326.4229970865101
8,2020-01-30,0.6237679644437184,-13.286628643666926,14.017288903265486,0.0,4.9107794729514444e-08,1.1814821445612745e-08,0.6915603849689993,-11.521208180294469,12.754685625295746,2020-04-15,75.98009902418546,True,85,1326.4229970865101
9,2020-01-31,1.7126209340010499,-12.220527481079,16.393602952211115,0.0,1.6150050472943117e-07,4.195660490349383e-08,1.9788864993606414,-10.822460303560183,15.179870807009916,2020-04-15,75.98009902418546,True,85,1326.4229970865101
