,Report_Date,China_shanghai_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,338,48.17595077594578,378.5007186953003,True,42,341.2443512452084,709.8907314877748
42,2020-03-04,338,48.17595077594578,378.5007186953003,True,43,347.2467370893048,709.8907314877748
43,2020-03-05,339,48.17595077594578,378.5007186953003,True,44,353.2649925984886,709.8907314877748
44,2020-03-06,342,48.17595077594578,378.5007186953003,True,45,359.29609252447585,709.8907314877748
45,2020-03-07,342,48.17595077594578,378.5007186953003,True,46,365.3369855371774,709.8907314877748
46,2020-03-08,342,48.17595077594578,378.5007186953003,True,47,371.38460036457957,709.8907314877748
47,2020-03-09,342,48.17595077594578,378.5007186953003,True,48,377.435852018748,709.8907314877748
48,2020-03-10,344,48.17595077594578,378.5007186953003,True,49,383.487648081234,709.8907314877748
49,2020-03-11,344,48.17595077594578,378.5007186953003,True,50,389.5368950207142,709.8907314877748
50,2020-03-12,344,48.17595077594578,378.5007186953003,True,51,395.58050451546353,709.8907314877748
51,2020-03-13,346,48.17595077594578,378.5007186953003,True,52,401.6153997532184,709.8907314877748
52,2020-03-14,353,48.17595077594578,378.5007186953003,True,53,407.6385216811588,709.8907314877748
53,2020-03-15,353,48.17595077594578,378.5007186953003,True,54,413.6468351791069,709.8907314877748
54,2020-03-16,355,48.17595077594578,378.5007186953003,True,55,419.6373351296117,709.8907314877748
55,2020-03-17,358,48.17595077594578,378.5007186953003,True,56,425.60705235934284,709.8907314877748
56,2020-03-18,361,48.17595077594578,378.5007186953003,True,57,431.5530594271695,709.8907314877748
57,2020-03-19,363,48.17595077594578,378.5007186953003,True,58,437.47247623540704,709.8907314877748
58,2020-03-20,371,48.17595077594578,378.5007186953003,True,59,443.36247544199836,709.8907314877748
59,2020-03-21,380,48.17595077594578,378.5007186953003,True,60,449.2202876528132,709.8907314877748
60,2020-03-22,404,48.17595077594578,378.5007186953003,True,61,455.04320637480777,709.8907314877748
61,2020-03-23,404,48.17595077594578,378.5007186953003,True,62,460.82859271245087,709.8907314877748
62,2020-03-24,414,48.17595077594578,378.5007186953003,True,63,466.5738797915903,709.8907314877748
63,2020-03-25,433,48.17595077594578,378.5007186953003,True,64,472.2765768967755,709.8907314877748
64,2020-03-26,451,48.17595077594578,378.5007186953003,True,65,477.9342733099566,709.8907314877748
65,2020-03-27,468,48.17595077594578,378.5007186953003,True,66,483.5446418404267,709.8907314877748
66,2020-03-28,485,48.17595077594578,378.5007186953003,True,67,489.1054420378393,709.8907314877748
67,2020-03-29,492,48.17595077594578,378.5007186953003,True,68,494.6145230821073,709.8907314877748
68,2020-03-30,498,48.17595077594578,378.5007186953003,True,69,500.06982634595056,709.8907314877748
69,2020-03-31,509,48.17595077594578,378.5007186953003,True,70,505.4693876277836,709.8907314877748
70,2020-04-01,516,48.17595077594578,378.5007186953003,True,71,510.81133905452225,709.8907314877748
71,2020-04-02,522,48.17595077594578,378.5007186953003,True,72,516.0939106557078,709.8907314877748
72,2020-04-03,526,48.17595077594578,378.5007186953003,True,73,521.3154316120928,709.8907314877748
73,2020-04-04,529,48.17595077594578,378.5007186953003,True,74,526.4743311834953,709.8907314877748
74,2020-04-05,531,48.17595077594578,378.5007186953003,True,75,531.5691393222879,709.8907314877748
75,2020-04-06,536,48.17595077594578,378.5007186953003,True,76,536.5984869803461,709.8907314877748
76,2020-04-07,538,48.17595077594578,378.5007186953003,True,77,541.561106118617,709.8907314877748
77,2020-04-08,543,48.17595077594578,378.5007186953003,True,78,546.4558294296943,709.8907314877748
78,2020-04-09,552,48.17595077594578,378.5007186953003,True,79,551.2815897848784,709.8907314877748
79,2020-04-10,555,48.17595077594578,378.5007186953003,True,80,556.0374194181655,709.8907314877748
80,2020-04-11,555,48.17595077594578,378.5007186953003,True,81,560.7224488604517,709.8907314877748
81,2020-04-12,607,48.17595077594578,378.5007186953003,True,82,565.3359056379403,709.8907314877748
82,2020-04-13,618,48.17595077594578,378.5007186953003,True,83,569.8771127493284,709.8907314877748
83,2020-04-14,618,48.17595077594578,378.5007186953003,True,84,574.3454869367922,709.8907314877748
84,2020-04-15,622,48.17595077594578,378.5007186953003,True,85,578.7405367661306,709.8907314877748
85,2020-04-16,628,48.17595077594578,378.5007186953003,True,86,583.0618605316371,709.8907314877748
86,2020-04-17,628,48.17595077594578,378.5007186953003,True,87,587.3091440013708,709.8907314877748
87,2020-04-18,628,48.17595077594578,378.5007186953003,True,88,591.482158018495,709.8907314877748
88,2020-04-19,635,48.17595077594578,378.5007186953003,True,89,595.5807559742442,709.8907314877748
89,2020-04-20,638,48.17595077594578,378.5007186953003,True,90,599.6048711678881,709.8907314877748
90,2020-04-21,638,48.17595077594578,378.5007186953003,True,91,603.5545140687777,709.8907314877748
91,2020-04-22,639,48.17595077594578,378.5007186953003,True,92,607.429769495203,709.8907314877748
92,2020-04-23,641,48.17595077594578,378.5007186953003,True,93,611.2307937243615,709.8907314877748
93,2020-04-24,641,48.17595077594578,378.5007186953003,True,94,614.9578115472566,709.8907314877748
94,2020-04-25,642,48.17595077594578,378.5007186953003,True,95,618.6111132817985,709.8907314877748
95,2020-04-26,642,48.17595077594578,378.5007186953003,True,96,622.1910517568017,709.8907314877748
96,2020-04-27,644,48.17595077594578,378.5007186953003,True,97,625.698039278947,709.8907314877748
97,2020-04-28,645,48.17595077594578,378.5007186953003,True,98,629.1325445941263,709.8907314877748
98,2020-04-29,647,48.17595077594578,378.5007186953003,True,99,632.4950898539165,709.8907314877748
99,2020-04-30,652,48.17595077594578,378.5007186953003,True,100,635.786247597235,709.8907314877748
100,2020-05-01,652,48.17595077594578,378.5007186953003,True,101,639.0066377565289,709.8907314877748
101,2020-05-02,652,48.17595077594578,378.5007186953003,True,102,642.1569246971522,709.8907314877748
102,2020-05-03,655,48.17595077594578,378.5007186953003,True,103,645.23781429787,709.8907314877748
103,2020-05-04,656,48.17595077594578,378.5007186953003,True,104,648.2500510797454,709.8907314877748
104,2020-05-05,656,48.17595077594578,378.5007186953003,True,105,651.1944153899669,709.8907314877748
105,2020-05-06,657,48.17595077594578,378.5007186953003,True,106,654.071720646509,709.8907314877748
106,2020-05-07,657,48.17595077594578,378.5007186953003,True,107,656.8828106488593,709.8907314877748
107,2020-05-08,657,48.17595077594578,378.5007186953003,True,108,659.6285569594165,709.8907314877748
108,2020-05-09,659,48.17595077594578,378.5007186953003,True,109,662.3098563595491,709.8907314877748
109,2020-05-10,659,48.17595077594578,378.5007186953003,True,110,664.9276283837204,709.8907314877748
110,2020-05-11,659,48.17595077594578,378.5007186953003,True,111,667.482812934532,709.8907314877748
111,2020-05-12,660,48.17595077594578,378.5007186953003,True,112,669.9763679810011,709.8907314877748
112,2020-05-13,660,48.17595077594578,378.5007186953003,True,113,672.4092673418927,709.8907314877748
113,2020-05-14,660,48.17595077594578,378.5007186953003,True,114,674.7824985554569,709.8907314877748
114,2020-05-15,665,48.17595077594578,378.5007186953003,True,115,677.0970608364795,709.8907314877748
115,2020-05-16,665,48.17595077594578,378.5007186953003,True,116,679.3539631211497,709.8907314877748
116,2020-05-17,666,48.17595077594578,378.5007186953003,True,117,681.5542221998654,709.8907314877748
117,2020-05-18,666,48.17595077594578,378.5007186953003,True,118,683.6988609377519,709.8907314877748
118,2020-05-19,666,48.17595077594578,378.5007186953003,True,119,685.7889065823491,709.8907314877748
119,2020-05-20,666,48.17595077594578,378.5007186953003,True,120,687.825389157634,709.8907314877748
120,2020-05-21,666,48.17595077594578,378.5007186953003,True,121,689.8093399432794,709.8907314877748
121,2020-05-22,667,48.17595077594578,378.5007186953003,True,122,691.7417900378176,709.8907314877748
122,2020-05-23,668,48.17595077594578,378.5007186953003,True,123,693.6237690041692,709.8907314877748
