,Report_Date,Netherlands_curacao_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,67.62644485638229,7.988051965758275,True,1,0.00040577104102370833,15.975880136480754
1,2020-01-23,0,0,67.62644485638229,7.988051965758275,True,2,0.000475607225317637,15.975880136480754
2,2020-01-24,0,0,67.62644485638229,7.988051965758275,True,3,0.000557462311801426,15.975880136480754
3,2020-01-25,0,0,67.62644485638229,7.988051965758275,True,4,0.0006534046130826009,15.975880136480754
4,2020-01-26,0,0,67.62644485638229,7.988051965758275,True,5,0.0007658583155859978,15.975880136480754
5,2020-01-27,0,0,67.62644485638229,7.988051965758275,True,6,0.0008976646892839259,15.975880136480754
6,2020-01-28,0,0,67.62644485638229,7.988051965758275,True,7,0.0010521538172116023,15.975880136480754
7,2020-01-29,0,0,67.62644485638229,7.988051965758275,True,8,0.001233228649683924,15.975880136480754
8,2020-01-30,0,0,67.62644485638229,7.988051965758275,True,9,0.0014454634966597998,15.975880136480754
9,2020-01-31,0,0,67.62644485638229,7.988051965758275,True,10,0.0016942194325411783,15.975880136480754
10,2020-02-01,0,0,67.62644485638229,7.988051965758275,True,11,0.0019857795095537005,15.975880136480754
11,2020-02-02,0,0,67.62644485638229,7.988051965758275,True,12,0.0023275071688313768,15.975880136480754
12,2020-02-03,0,0,67.62644485638229,7.988051965758275,True,13,0.0027280318141024466,15.975880136480754
13,2020-02-04,0,0,67.62644485638229,7.988051965758275,True,14,0.0031974661849349514,15.975880136480754
14,2020-02-05,0,0,67.62644485638229,7.988051965758275,True,15,0.0037476609503731416,15.975880136480754
15,2020-02-06,0,0,67.62644485638229,7.988051965758275,True,16,0.0043925028572867385,15.975880136480754
16,2020-02-07,0,0,67.62644485638229,7.988051965758275,True,17,0.005148263831202314,15.975880136480754
17,2020-02-08,0,0,67.62644485638229,7.988051965758275,True,18,0.006034009663897063,15.975880136480754
18,2020-02-09,0,0,67.62644485638229,7.988051965758275,True,19,0.0070720783576928205,15.975880136480754
19,2020-02-10,0,0,67.62644485638229,7.988051965758275,True,20,0.008288639860394572,15.975880136480754
20,2020-02-11,0,0,67.62644485638229,7.988051965758275,True,21,0.009714350849526942,15.975880136480754
21,2020-02-12,0,0,67.62644485638229,7.988051965758275,True,22,0.011385120445296725,15.975880136480754
22,2020-02-13,0,0,67.62644485638229,7.988051965758275,True,23,0.013343005286502802,15.975880136480754
23,2020-02-14,0,0,67.62644485638229,7.988051965758275,True,24,0.015637255332146556,15.975880136480754
24,2020-02-15,0,0,67.62644485638229,7.988051965758275,True,25,0.01832553509383193,15.975880136480754
25,2020-02-16,0,0,67.62644485638229,7.988051965758275,True,26,0.021475348798321917,15.975880136480754
26,2020-02-17,0,0,67.62644485638229,7.988051965758275,True,27,0.02516570225856472,15.975880136480754
27,2020-02-18,0,0,67.62644485638229,7.988051965758275,True,28,0.029489039017260698,15.975880136480754
28,2020-02-19,0,0,67.62644485638229,7.988051965758275,True,29,0.034553493623669884,15.975880136480754
29,2020-02-20,0,0,67.62644485638229,7.988051965758275,True,30,0.04048551068713095,15.975880136480754
30,2020-02-21,0,0,67.62644485638229,7.988051965758275,True,31,0.04743288455116237,15.975880136480754
31,2020-02-22,0,0,67.62644485638229,7.988051965758275,True,32,0.05556828091694346,15.975880136480754
32,2020-02-23,0,0,67.62644485638229,7.988051965758275,True,33,0.06509330828835105,15.975880136480754
33,2020-02-24,0,0,67.62644485638229,7.988051965758275,True,34,0.07624321335513268,15.975880136480754
34,2020-02-25,0,0,67.62644485638229,7.988051965758275,True,35,0.08929227983643823,15.975880136480754
35,2020-02-26,0,0,67.62644485638229,7.988051965758275,True,36,0.1045600140846469,15.975880136480754
36,2020-02-27,0,0,67.62644485638229,7.988051965758275,True,37,0.12241820177435658,15.975880136480754
37,2020-02-28,0,0,67.62644485638229,7.988051965758275,True,38,0.1432989167040069,15.975880136480754
38,2020-02-29,0,0,67.62644485638229,7.988051965758275,True,39,0.16770355296969114,15.975880136480754
