,Report_Date,Lithuania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,74.17811220610092,715.0899575074493,True,1,0.02467055970159133,1428.4525500093457
1,2020-01-23,0,74.17811220610092,715.0899575074493,True,2,0.02865948285090554,1428.4525500093457
2,2020-01-24,0,74.17811220610092,715.0899575074493,True,3,0.03329335032540219,1428.4525500093457
3,2020-01-25,0,74.17811220610092,715.0899575074493,True,4,0.03867643393834452,1428.4525500093457
4,2020-01-26,0,74.17811220610092,715.0899575074493,True,5,0.04492986188531043,1428.4525500093457
5,2020-01-27,0,74.17811220610092,715.0899575074493,True,6,0.05219434307372762,1428.4525500093457
6,2020-01-28,0,74.17811220610092,715.0899575074493,True,7,0.06063333153465114,1428.4525500093457
7,2020-01-29,0,74.17811220610092,715.0899575074493,True,8,0.07043670192838482,1428.4525500093457
8,2020-01-30,0,74.17811220610092,715.0899575074493,True,9,0.08182501858658306,1428.4525500093457
9,2020-01-31,0,74.17811220610092,715.0899575074493,True,10,0.09505449379502291,1428.4525500093457
10,2020-02-01,0,74.17811220610092,715.0899575074493,True,11,0.11042274640308035,1428.4525500093457
11,2020-02-02,0,74.17811220610092,715.0899575074493,True,12,0.1282754896825416,1428.4525500093457
12,2020-02-03,0,74.17811220610092,715.0899575074493,True,13,0.14901429803534696,1428.4525500093457
13,2020-02-04,0,74.17811220610092,715.0899575074493,True,14,0.17310562611124225,1428.4525500093457
14,2020-02-05,0,74.17811220610092,715.0899575074493,True,15,0.20109128165261855,1428.4525500093457
15,2020-02-06,0,74.17811220610092,715.0899575074493,True,16,0.23360058552097981,1428.4525500093457
16,2020-02-07,0,74.17811220610092,715.0899575074493,True,17,0.27136448954850534,1428.4525500093457
17,2020-02-08,0,74.17811220610092,715.0899575074493,True,18,0.31523196586559193,1428.4525500093457
18,2020-02-09,0,74.17811220610092,715.0899575074493,True,19,0.36618903105404993,1428.4525500093457
19,2020-02-10,0,74.17811220610092,715.0899575074493,True,20,0.42538082585635023,1428.4525500093457
20,2020-02-11,0,74.17811220610092,715.0899575074493,True,21,0.4941372373530033,1428.4525500093457
21,2020-02-12,0,74.17811220610092,715.0899575074493,True,22,0.5740026267601073,1428.4525500093457
22,2020-02-13,0,74.17811220610092,715.0899575074493,True,23,0.6667703137005343,1428.4525500093457
23,2020-02-14,0,74.17811220610092,715.0899575074493,True,24,0.7745225685181574,1428.4525500093457
24,2020-02-15,0,74.17811220610092,715.0899575074493,True,25,0.8996769796354654,1428.4525500093457
25,2020-02-16,0,74.17811220610092,715.0899575074493,True,26,1.0450401949373764,1428.4525500093457
26,2020-02-17,0,74.17811220610092,715.0899575074493,True,27,1.2138701866450694,1428.4525500093457
27,2020-02-18,0,74.17811220610092,715.0899575074493,True,28,1.4099483601354343,1428.4525500093457
28,2020-02-19,0,74.17811220610092,715.0899575074493,True,29,1.6376630206678449,1428.4525500093457
29,2020-02-20,0,74.17811220610092,715.0899575074493,True,30,1.9021059298817595,1428.4525500093457
30,2020-02-21,0,74.17811220610092,715.0899575074493,True,31,2.2091839278168752,1428.4525500093457
31,2020-02-22,0,74.17811220610092,715.0899575074493,True,32,2.5657478671380995,1428.4525500093457
32,2020-02-23,0,74.17811220610092,715.0899575074493,True,33,2.979741404396375,1428.4525500093457
33,2020-02-24,0,74.17811220610092,715.0899575074493,True,34,3.4603725173355113,1428.4525500093457
34,2020-02-25,0,74.17811220610092,715.0899575074493,True,35,4.018310964249164,1428.4525500093457
35,2020-02-26,0,74.17811220610092,715.0899575074493,True,36,4.665915265051963,1428.4525500093457
36,2020-02-27,0,74.17811220610092,715.0899575074493,True,37,5.417493153755527,1428.4525500093457
37,2020-02-28,1,74.17811220610092,715.0899575074493,True,38,6.28959981236597,1428.4525500093457
38,2020-02-29,1,74.17811220610092,715.0899575074493,True,39,7.301378522878867,1428.4525500093457
39,2020-03-01,1,74.17811220610092,715.0899575074493,True,40,8.474948632417771,1428.4525500093457
40,2020-03-02,1,74.17811220610092,715.0899575074493,True,41,9.835845867828956,1428.4525500093457
41,2020-03-03,1,74.17811220610092,715.0899575074493,True,42,11.413519992767124,1428.4525500093457
42,2020-03-04,1,74.17811220610092,715.0899575074493,True,43,13.241894480950984,1428.4525500093457
43,2020-03-05,1,74.17811220610092,715.0899575074493,True,44,15.359992161676102,1428.4525500093457
44,2020-03-06,1,74.17811220610092,715.0899575074493,True,45,17.812629517524233,1428.4525500093457
45,2020-03-07,1,74.17811220610092,715.0899575074493,True,46,20.65118027280274,1428.4525500093457
46,2020-03-08,1,74.17811220610092,715.0899575074493,True,47,23.934405843317307,1428.4525500093457
47,2020-03-09,1,74.17811220610092,715.0899575074493,True,48,27.729345800974727,1428.4525500093457
48,2020-03-10,1,74.17811220610092,715.0899575074493,True,49,32.112255353287885,1428.4525500093457
49,2020-03-11,3,74.17811220610092,715.0899575074493,True,50,37.169568500730904,1428.4525500093457
50,2020-03-12,3,74.17811220610092,715.0899575074493,True,51,42.998854523728276,1428.4525500093457
51,2020-03-13,6,74.17811220610092,715.0899575074493,True,52,49.70972127080598,1428.4525500093457
52,2020-03-14,8,74.17811220610092,715.0899575074493,True,53,57.424600940434395,1428.4525500093457
