,Report_Date,Lithuania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
53,2020-03-15,12,74.17811220610092,715.0899575074493,True,54,66.2793324225908,1428.4525500093457
54,2020-03-16,17,74.17811220610092,715.0899575074493,True,55,76.42342890020569,1428.4525500093457
55,2020-03-17,25,74.17811220610092,715.0899575074493,True,56,88.01989102093505,1428.4525500093457
56,2020-03-18,27,74.17811220610092,715.0899575074493,True,57,101.24439619027447,1428.4525500093457
57,2020-03-19,36,74.17811220610092,715.0899575074493,True,58,116.28366640186104,1428.4525500093457
58,2020-03-20,49,74.17811220610092,715.0899575074493,True,59,133.33279527023106,1428.4525500093457
59,2020-03-21,83,74.17811220610092,715.0899575074493,True,60,152.5913064465451,1428.4525500093457
60,2020-03-22,143,74.17811220610092,715.0899575074493,True,61,174.25772949154472,1428.4525500093457
61,2020-03-23,179,74.17811220610092,715.0899575074493,True,62,198.5225265061906,1428.4525500093457
62,2020-03-24,209,74.17811220610092,715.0899575074493,True,63,225.55929495696708,1428.4525500093457
63,2020-03-25,274,74.17811220610092,715.0899575074493,True,64,255.51431901326353,1428.4525500093457
64,2020-03-26,299,74.17811220610092,715.0899575074493,True,65,288.49474773504784,1428.4525500093457
65,2020-03-27,358,74.17811220610092,715.0899575074493,True,66,324.5559377690559,1428.4525500093457
66,2020-03-28,394,74.17811220610092,715.0899575074493,True,67,363.6887897267669,1428.4525500093457
67,2020-03-29,460,74.17811220610092,715.0899575074493,True,68,405.80819125261326,1428.4525500093457
68,2020-03-30,491,74.17811220610092,715.0899575074493,True,69,450.74389778921426,1428.4525500093457
69,2020-03-31,537,74.17811220610092,715.0899575074493,True,70,498.2352647976878,1428.4525500093457
70,2020-04-01,581,74.17811220610092,715.0899575074493,True,71,547.9311269014984,1428.4525500093457
71,2020-04-02,649,74.17811220610092,715.0899575074493,True,72,599.3957590679602,1428.4525500093457
72,2020-04-03,696,74.17811220610092,715.0899575074493,True,73,652.1212582365258,1428.4525500093457
73,2020-04-04,771,74.17811220610092,715.0899575074493,True,74,705.5459172542899,1428.4525500093457
74,2020-04-05,811,74.17811220610092,715.0899575074493,True,75,759.0773511058468,1428.4525500093457
75,2020-04-06,843,74.17811220610092,715.0899575074493,True,76,812.11843676964,1428.4525500093457
76,2020-04-07,880,74.17811220610092,715.0899575074493,True,77,864.0936941818605,1428.4525500093457
77,2020-04-08,912,74.17811220610092,715.0899575074493,True,78,914.4736664934666,1428.4525500093457
78,2020-04-09,955,74.17811220610092,715.0899575074493,True,79,962.7951693537857,1428.4525500093457
79,2020-04-10,999,74.17811220610092,715.0899575074493,True,80,1008.6758988726588,1428.4525500093457
80,2020-04-11,1026,74.17811220610092,715.0899575074493,True,81,1051.8226782594156,1428.4525500093457
81,2020-04-12,1053,74.17811220610092,715.0899575074493,True,82,1092.0334225941583,1428.4525500093457
82,2020-04-13,1062,74.17811220610092,715.0899575074493,True,83,1129.1935692956579,1428.4525500093457
83,2020-04-14,1070,74.17811220610092,715.0899575074493,True,84,1163.2681700397686,1428.4525500093457
84,2020-04-15,1091,74.17811220610092,715.0899575074493,True,85,1194.2910416883542,1428.4525500093457
85,2020-04-16,1128,74.17811220610092,715.0899575074493,True,86,1222.3523559013188,1428.4525500093457
86,2020-04-17,1149,74.17811220610092,715.0899575074493,True,87,1247.5858691183323,1428.4525500093457
87,2020-04-18,1239,74.17811220610092,715.0899575074493,True,88,1270.1567267352966,1428.4525500093457
88,2020-04-19,1298,74.17811220610092,715.0899575074493,True,89,1290.250480935479,1428.4525500093457
89,2020-04-20,1326,74.17811220610092,715.0899575074493,True,90,1308.0636875003272,1428.4525500093457
90,2020-04-21,1350,74.17811220610092,715.0899575074493,True,91,1323.7962205581546,1428.4525500093457
91,2020-04-22,1370,74.17811220610092,715.0899575074493,True,92,1337.6452763647903,1428.4525500093457
92,2020-04-23,1398,74.17811220610092,715.0899575074493,True,93,1349.800926510255,1428.4525500093457
93,2020-04-24,1410,74.17811220610092,715.0899575074493,True,94,1360.443019021855,1428.4525500093457
94,2020-04-25,1426,74.17811220610092,715.0899575074493,True,95,1369.7392013910749,1428.4525500093457
95,2020-04-26,1438,74.17811220610092,715.0899575074493,True,96,1377.843841220041,1428.4525500093457
96,2020-04-27,1449,74.17811220610092,715.0899575074493,True,97,1384.897638114361,1428.4525500093457
97,2020-04-28,1344,74.17811220610092,715.0899575074493,True,98,1391.0277469597036,1428.4525500093457
98,2020-04-29,1375,74.17811220610092,715.0899575074493,True,99,1396.3482623262425,1428.4525500093457
99,2020-04-30,1385,74.17811220610092,715.0899575074493,True,100,1400.9609428727658,1428.4525500093457
100,2020-05-01,1399,74.17811220610092,715.0899575074493,True,101,1404.956081188123,1428.4525500093457
101,2020-05-02,1406,74.17811220610092,715.0899575074493,True,102,1408.4134475039868,1428.4525500093457
102,2020-05-03,1410,74.17811220610092,715.0899575074493,True,103,1411.4032548480002,1428.4525500093457
103,2020-05-04,1419,74.17811220610092,715.0899575074493,True,104,1413.9871086257174,1428.4525500093457
104,2020-05-05,1423,74.17811220610092,715.0899575074493,True,105,1416.2189157045545,1428.4525500093457
105,2020-05-06,1428,74.17811220610092,715.0899575074493,True,106,1418.145737305101,1428.4525500093457
106,2020-05-07,1433,74.17811220610092,715.0899575074493,True,107,1419.8085768823898,1428.4525500093457
107,2020-05-08,1436,74.17811220610092,715.0899575074493,True,108,1421.2430991676497,1428.4525500093457
108,2020-05-09,1444,74.17811220610092,715.0899575074493,True,109,1422.480280049266,1428.4525500093457
