,Report_Date,Somalia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,101.68507351067197,277.84699803043964,False,1,0.007891234665482721,555.6939954559607
1,2020-01-23,0,101.68507351067197,277.84699803043964,False,2,0.008816399043240596,555.6939954559607
2,2020-01-24,0,101.68507351067197,277.84699803043964,False,3,0.009850027304035152,555.6939954559607
3,2020-01-25,0,101.68507351067197,277.84699803043964,False,4,0.01100483499623268,555.6939954559607
4,2020-01-26,0,101.68507351067197,277.84699803043964,False,5,0.012295028231848694,555.6939954559607
5,2020-01-27,0,101.68507351067197,277.84699803043964,False,6,0.013736478386531427,555.6939954559607
6,2020-01-28,0,101.68507351067197,277.84699803043964,False,7,0.015346917267778504,555.6939954559607
7,2020-01-29,0,101.68507351067197,277.84699803043964,False,8,0.017146155147677887,555.6939954559607
8,2020-01-30,0,101.68507351067197,277.84699803043964,False,9,0.019156324336556774,555.6939954559607
9,2020-01-31,0,101.68507351067197,277.84699803043964,False,10,0.021402151286641982,555.6939954559607
10,2020-02-01,0,101.68507351067197,277.84699803043964,False,11,0.023911260563954994,555.6939954559607
11,2020-02-02,0,101.68507351067197,277.84699803043964,False,12,0.026714514416386663,555.6939954559607
12,2020-02-03,0,101.68507351067197,277.84699803043964,False,13,0.029846392100898993,555.6939954559607
13,2020-02-04,0,101.68507351067197,277.84699803043964,False,14,0.03334541361829154,555.6939954559607
14,2020-02-05,0,101.68507351067197,277.84699803043964,False,15,0.037254613045739876,555.6939954559607
15,2020-02-06,0,101.68507351067197,277.84699803043964,False,16,0.0416220672618024,555.6939954559607
16,2020-02-07,0,101.68507351067197,277.84699803043964,False,17,0.04650148653295635,555.6939954559607
17,2020-02-08,0,101.68507351067197,277.84699803043964,False,18,0.05195287418290727,555.6939954559607
18,2020-02-09,0,101.68507351067197,277.84699803043964,False,19,0.05804326340473669,555.6939954559607
19,2020-02-10,0,101.68507351067197,277.84699803043964,False,20,0.06484754021118079,555.6939954559607
20,2020-02-11,0,101.68507351067197,277.84699803043964,False,21,0.07244936256079376,555.6939954559607
21,2020-02-12,0,101.68507351067197,277.84699803043964,False,22,0.08094218685941765,555.6939954559607
22,2020-02-13,0,101.68507351067197,277.84699803043964,False,23,0.09043041433048274,555.6939954559607
