,Report_Date,Somalia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,101.68507351067197,277.84699803043964,False,24,0.10103067118880096,555.6939954559607
24,2020-02-15,0,101.68507351067197,277.84699803043964,False,25,0.11287323815676256,555.6939954559607
25,2020-02-16,0,101.68507351067197,277.84699803043964,False,26,0.12610364664688337,555.6939954559607
26,2020-02-17,0,101.68507351067197,277.84699803043964,False,27,0.1408844609198681,555.6939954559607
27,2020-02-18,0,101.68507351067197,277.84699803043964,False,28,0.15739726773397764,555.6939954559607
28,2020-02-19,0,101.68507351067197,277.84699803043964,False,29,0.17584489745266568,555.6939954559607
29,2020-02-20,0,101.68507351067197,277.84699803043964,False,30,0.19645390329837284,555.6939954559607
30,2020-02-21,0,101.68507351067197,277.84699803043964,False,31,0.21947732845830087,555.6939954559607
31,2020-02-22,0,101.68507351067197,277.84699803043964,False,32,0.24519779409234457,555.6939954559607
32,2020-02-23,0,101.68507351067197,277.84699803043964,False,33,0.2739309449956614,555.6939954559607
33,2020-02-24,0,101.68507351067197,277.84699803043964,False,34,0.3060292937621653,555.6939954559607
34,2020-02-25,0,101.68507351067197,277.84699803043964,False,35,0.3418865088160046,555.6939954559607
35,2020-02-26,0,101.68507351067197,277.84699803043964,False,36,0.381942196662865,555.6939954559607
36,2020-02-27,0,101.68507351067197,277.84699803043964,False,37,0.4266872341999595,555.6939954559607
37,2020-02-28,0,101.68507351067197,277.84699803043964,False,38,0.47666971295162186,555.6939954559607
38,2020-02-29,0,101.68507351067197,277.84699803043964,False,39,0.5325015637049287,555.6939954559607
39,2020-03-01,0,101.68507351067197,277.84699803043964,False,40,0.5948659372437171,555.6939954559607
40,2020-03-02,0,101.68507351067197,277.84699803043964,False,41,0.6645254247534464,555.6939954559607
41,2020-03-03,0,101.68507351067197,277.84699803043964,False,42,0.7423312100221554,555.6939954559607
42,2020-03-04,0,101.68507351067197,277.84699803043964,False,43,0.8292332548146244,555.6939954559607
43,2020-03-05,0,101.68507351067197,277.84699803043964,False,44,0.9262916287566202,555.6939954559607
44,2020-03-06,0,101.68507351067197,277.84699803043964,False,45,1.0346891057261023,555.6939954559607
45,2020-03-07,0,101.68507351067197,277.84699803043964,False,46,1.1557451600787996,555.6939954559607
46,2020-03-08,0,101.68507351067197,277.84699803043964,False,47,1.2909315079772399,555.6939954559607
47,2020-03-09,0,101.68507351067197,277.84699803043964,False,48,1.44188935154662,555.6939954559607
48,2020-03-10,0,101.68507351067197,277.84699803043964,False,49,1.6104484963988943,555.6939954559607
49,2020-03-11,0,101.68507351067197,277.84699803043964,False,50,1.7986485260339338,555.6939954559607
50,2020-03-12,0,101.68507351067197,277.84699803043964,False,51,2.008762229446413,555.6939954559607
51,2020-03-13,0,101.68507351067197,277.84699803043964,False,52,2.2433214905374474,555.6939954559607
52,2020-03-14,0,101.68507351067197,277.84699803043964,False,53,2.5051458591177957,555.6939954559607
53,2020-03-15,0,101.68507351067197,277.84699803043964,False,54,2.7973740326981464,555.6939954559607
54,2020-03-16,1,101.68507351067197,277.84699803043964,False,55,3.1234984849936454,555.6939954559607
55,2020-03-17,1,101.68507351067197,277.84699803043964,False,56,3.4874034799792635,555.6939954559607
56,2020-03-18,1,101.68507351067197,277.84699803043964,False,57,3.8934067079742127,555.6939954559607
57,2020-03-19,1,101.68507351067197,277.84699803043964,False,58,4.346304770800014,555.6939954559607
58,2020-03-20,1,101.68507351067197,277.84699803043964,False,59,4.8514227243083194,555.6939954559607
59,2020-03-21,1,101.68507351067197,277.84699803043964,False,60,5.414667855760876,555.6939954559607
60,2020-03-22,1,101.68507351067197,277.84699803043964,False,61,6.042587827319861,555.6939954559607
61,2020-03-23,1,101.68507351067197,277.84699803043964,False,62,6.742433251242196,555.6939954559607
62,2020-03-24,1,101.68507351067197,277.84699803043964,False,63,7.522224672465207,555.6939954559607
63,2020-03-25,1,101.68507351067197,277.84699803043964,False,64,8.390823814470147,555.6939954559607
64,2020-03-26,2,101.68507351067197,277.84699803043964,False,65,9.358008788053018,555.6939954559607
65,2020-03-27,3,101.68507351067197,277.84699803043964,False,66,10.434552762426518,555.6939954559607
66,2020-03-28,3,101.68507351067197,277.84699803043964,False,67,11.632305345539331,555.6939954559607
67,2020-03-29,3,101.68507351067197,277.84699803043964,False,68,12.964275606489,555.6939954559607
68,2020-03-30,3,101.68507351067197,277.84699803043964,False,69,14.444715287793423,555.6939954559607
69,2020-03-31,5,101.68507351067197,277.84699803043964,False,70,16.089200289412503,555.6939954559607
70,2020-04-01,5,101.68507351067197,277.84699803043964,False,71,17.91470795080163,555.6939954559607
71,2020-04-02,5,101.68507351067197,277.84699803043964,False,72,19.93968700469283,555.6939954559607
72,2020-04-03,7,101.68507351067197,277.84699803043964,False,73,22.18411632270914,555.6939954559607
73,2020-04-04,7,101.68507351067197,277.84699803043964,False,74,24.669547719500855,555.6939954559607
74,2020-04-05,7,101.68507351067197,277.84699803043964,False,75,27.419127137819302,555.6939954559607
75,2020-04-06,7,101.68507351067197,277.84699803043964,False,76,30.457587521825854,555.6939954559607
76,2020-04-07,8,101.68507351067197,277.84699803043964,False,77,33.811205634902144,555.6939954559607
77,2020-04-08,12,101.68507351067197,277.84699803043964,False,78,37.50771404554722,555.6939954559607
78,2020-04-09,12,101.68507351067197,277.84699803043964,False,79,41.57615856888803,555.6939954559607
79,2020-04-10,21,101.68507351067197,277.84699803043964,False,80,46.04669071856503,555.6939954559607
80,2020-04-11,21,101.68507351067197,277.84699803043964,False,81,50.95028433270653,555.6939954559607
81,2020-04-12,25,101.68507351067197,277.84699803043964,False,82,56.31836565964952,555.6939954559607
82,2020-04-13,60,101.68507351067197,277.84699803043964,False,83,62.18234702535881,555.6939954559607
83,2020-04-14,60,101.68507351067197,277.84699803043964,False,84,68.57305597814462,555.6939954559607
84,2020-04-15,80,101.68507351067197,277.84699803043964,False,85,75.52005474555092,555.6939954559607
85,2020-04-16,80,101.68507351067197,277.84699803043964,False,86,83.05084915063861,555.6939954559607
86,2020-04-17,116,101.68507351067197,277.84699803043964,False,87,91.18999196994459,555.6939954559607
87,2020-04-18,135,101.68507351067197,277.84699803043964,False,88,99.95809311738482,555.6939954559607
88,2020-04-19,164,101.68507351067197,277.84699803043964,False,89,109.3707578910549,555.6939954559607
