,Report_Date,Brunei_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,0,0,58.16508233654441,69.74599086194743,True,22,0.10848765876618437,139.49196259182818
22,2020-02-13,0,0,58.16508233654441,69.74599086194743,True,23,0.13221131922241786,139.49196259182818
23,2020-02-14,0,0,58.16508233654441,69.74599086194743,True,24,0.16111678103412236,139.49196259182818
24,2020-02-15,0,0,58.16508233654441,69.74599086194743,True,25,0.1963329628456009,139.49196259182818
25,2020-02-16,0,0,58.16508233654441,69.74599086194743,True,26,0.23923332283807694,139.49196259182818
26,2020-02-17,0,0,58.16508233654441,69.74599086194743,True,27,0.2914881466950829,139.49196259182818
27,2020-02-18,0,0,58.16508233654441,69.74599086194743,True,28,0.3551276848076043,139.49196259182818
28,2020-02-19,0,0,58.16508233654441,69.74599086194743,True,29,0.43261822844941633,139.49196259182818
29,2020-02-20,0,0,58.16508233654441,69.74599086194743,True,30,0.5269535371353694,139.49196259182818
30,2020-02-21,0,0,58.16508233654441,69.74599086194743,True,31,0.6417643596983822,139.49196259182818
31,2020-02-22,0,0,58.16508233654441,69.74599086194743,True,32,0.7814491032331485,139.49196259182818
32,2020-02-23,0,0,58.16508233654441,69.74599086194743,True,33,0.9513289525918229,139.49196259182818
33,2020-02-24,0,0,58.16508233654441,69.74599086194743,True,34,1.1578308580035555,139.49196259182818
34,2020-02-25,0,0,58.16508233654441,69.74599086194743,True,35,1.4087016814097606,139.49196259182818
35,2020-02-26,0,0,58.16508233654441,69.74599086194743,True,36,1.7132562624128844,139.49196259182818
36,2020-02-27,0,0,58.16508233654441,69.74599086194743,True,37,2.082661000176357,139.49196259182818
37,2020-02-28,0,0,58.16508233654441,69.74599086194743,True,38,2.5302524232833985,139.49196259182818
38,2020-02-29,0,0,58.16508233654441,69.74599086194743,True,39,3.0718866965999054,139.49196259182818
39,2020-03-01,0,0,58.16508233654441,69.74599086194743,True,40,3.72631052572759,139.49196259182818
40,2020-03-02,0,0,58.16508233654441,69.74599086194743,True,41,4.515535777473031,139.49196259182818
41,2020-03-03,0,0,58.16508233654441,69.74599086194743,True,42,5.465188580516648,139.49196259182818
42,2020-03-04,0,0,58.16508233654441,69.74599086194743,True,43,6.604788009251005,139.49196259182818
43,2020-03-05,0,0,58.16508233654441,69.74599086194743,True,44,7.9678893245996765,139.49196259182818
44,2020-03-06,0,0,58.16508233654441,69.74599086194743,True,45,9.59200259454597,139.49196259182818
45,2020-03-07,0,0,58.16508233654441,69.74599086194743,True,46,11.51817132942179,139.49196259182818
46,2020-03-08,0,0,58.16508233654441,69.74599086194743,True,47,13.790072055182081,139.49196259182818
47,2020-03-09,1,1,58.16508233654441,69.74599086194743,True,48,16.452482634392933,139.49196259182818
48,2020-03-10,1,1,58.16508233654441,69.74599086194743,True,49,19.54897708142052,139.49196259182818
49,2020-03-11,11,11,58.16508233654441,69.74599086194743,True,50,23.118753847212222,139.49196259182818
50,2020-03-12,11,11,58.16508233654441,69.74599086194743,True,51,27.1926099808524,139.49196259182818
51,2020-03-13,37,37,58.16508233654441,69.74599086194743,True,52,31.7882457635009,139.49196259182818
52,2020-03-14,40,40,58.16508233654441,69.74599086194743,True,53,36.90531643732338,139.49196259182818
53,2020-03-15,50,50,58.16508233654441,69.74599086194743,True,54,42.520902689284206,139.49196259182818
54,2020-03-16,54,54,58.16508233654441,69.74599086194743,True,55,48.5862763008739,139.49196259182818
55,2020-03-17,56,56,58.16508233654441,69.74599086194743,True,56,55.025891931064464,139.49196259182818
56,2020-03-18,68,68,58.16508233654441,69.74599086194743,True,57,61.739347841618496,139.49196259182818
57,2020-03-19,75,75,58.16508233654441,69.74599086194743,True,58,68.60659518571256,139.49196259182818
58,2020-03-20,78,77,58.16508233654441,69.74599086194743,True,59,75.49601158111258,139.49196259182818
59,2020-03-21,83,81,58.16508233654441,69.74599086194743,True,60,82.27427435806277,139.49196259182818
60,2020-03-22,88,86,58.16508233654441,69.74599086194743,True,61,88.81650490951772,139.49196259182818
61,2020-03-23,91,89,58.16508233654441,69.74599086194743,True,62,95.01508349779374,139.49196259182818
62,2020-03-24,104,102,58.16508233654441,69.74599086194743,True,63,100.78588194946244,139.49196259182818
63,2020-03-25,109,107,58.16508233654441,69.74599086194743,True,64,106.07129581746835,139.49196259182818
64,2020-03-26,114,109,58.16508233654441,69.74599086194743,True,65,110.84015153953551,139.49196259182818
65,2020-03-27,115,104,58.16508233654441,69.74599086194743,True,66,115.0851077120222,139.49196259182818
66,2020-03-28,120,94,58.16508233654441,69.74599086194743,True,67,118.81844952098034,139.49196259182818
67,2020-03-29,126,91,58.16508233654441,69.74599086194743,True,68,122.06719250551805,139.49196259182818
68,2020-03-30,127,88,58.16508233654441,69.74599086194743,True,69,124.86824504480553,139.49196259182818
69,2020-03-31,129,83,58.16508233654441,69.74599086194743,True,70,127.26413070044867,139.49196259182818
70,2020-04-01,131,78,58.16508233654441,69.74599086194743,True,71,129.29952608638538,139.49196259182818
71,2020-04-02,133,76,58.16508233654441,69.74599086194743,True,72,131.01867600066194,139.49196259182818
72,2020-04-03,134,68,58.16508233654441,69.74599086194743,True,73,132.4636206513674,139.49196259182818
73,2020-04-04,135,68,58.16508233654441,69.74599086194743,True,74,133.6731037682741,139.49196259182818
74,2020-04-05,135,61,58.16508233654441,69.74599086194743,True,75,134.6820094072705,139.49196259182818
75,2020-04-06,135,52,58.16508233654441,69.74599086194743,True,76,135.5211823499064,139.49196259182818
76,2020-04-07,135,49,58.16508233654441,69.74599086194743,True,77,136.21750831593212,139.49196259182818
77,2020-04-08,135,43,58.16508233654441,69.74599086194743,True,78,136.7941562315043,139.49196259182818
78,2020-04-09,135,42,58.16508233654441,69.74599086194743,True,79,137.27090994040063,139.49196259182818
79,2020-04-10,136,36,58.16508233654441,69.74599086194743,True,80,137.6645383097861,139.49196259182818
80,2020-04-11,136,31,58.16508233654441,69.74599086194743,True,81,137.9891698061227,139.49196259182818
81,2020-04-12,136,29,58.16508233654441,69.74599086194743,True,82,138.25665045938766,139.49196259182818
82,2020-04-13,136,28,58.16508233654441,69.74599086194743,True,83,138.47687331795152,139.49196259182818
83,2020-04-14,136,28,58.16508233654441,69.74599086194743,True,84,138.65807377990075,139.49196259182818
84,2020-04-15,136,27,58.16508233654441,69.74599086194743,True,85,138.80708928942573,139.49196259182818
85,2020-04-16,136,27,58.16508233654441,69.74599086194743,True,86,138.9295844183622,139.49196259182818
86,2020-04-17,136,23,58.16508233654441,69.74599086194743,True,87,139.0302437933086,139.49196259182818
87,2020-04-18,137,23,58.16508233654441,69.74599086194743,True,88,139.1129360382823,139.49196259182818
88,2020-04-19,138,22,58.16508233654441,69.74599086194743,True,89,139.1808521419535,139.49196259182818
89,2020-04-20,138,21,58.16508233654441,69.74599086194743,True,90,139.236621609261,139.49196259182818
90,2020-04-21,138,21,58.16508233654441,69.74599086194743,True,91,139.28240954341877,139.49196259182818
91,2020-04-22,138,20,58.16508233654441,69.74599086194743,True,92,139.31999750754426,139.49196259182818
92,2020-04-23,138,18,58.16508233654441,69.74599086194743,True,93,139.35085068732613,139.49196259182818
93,2020-04-24,138,17,58.16508233654441,69.74599086194743,True,94,139.3761735489709,139.49196259182818
94,2020-04-25,138,16,58.16508233654441,69.74599086194743,True,95,139.39695587821828,139.49196259182818
95,2020-04-26,138,14,58.16508233654441,69.74599086194743,True,96,139.41401080575662,139.49196259182818
96,2020-04-27,138,13,58.16508233654441,69.74599086194743,True,97,139.42800617557512,139.49196259182818
97,2020-04-28,138,13,58.16508233654441,69.74599086194743,True,98,139.43949039594082,139.49196259182818
98,2020-04-29,138,13,58.16508233654441,69.74599086194743,True,99,139.44891372613642,139.49196259182818
99,2020-04-30,138,13,58.16508233654441,69.74599086194743,True,100,139.45664579317523,139.49196259182818
100,2020-05-01,138,13,58.16508233654441,69.74599086194743,True,101,139.4629899983583,139.49196259182818
101,2020-05-02,138,11,58.16508233654441,69.74599086194743,True,102,139.46819536062588,139.49196259182818
102,2020-05-03,138,9,58.16508233654441,69.74599086194743,True,103,139.4724662492035,139.49196259182818
103,2020-05-04,138,7,58.16508233654441,69.74599086194743,True,104,139.47597037932474,139.49196259182818
104,2020-05-05,138,6,58.16508233654441,69.74599086194743,True,105,139.47884537940442,139.49196259182818
105,2020-05-06,139,7,58.16508233654441,69.74599086194743,True,106,139.48120418381274,139.49196259182818
106,2020-05-07,141,9,58.16508233654441,69.74599086194743,True,107,139.48313946054077,139.49196259182818
107,2020-05-08,141,8,58.16508233654441,69.74599086194743,True,108,139.48472724598682,139.49196259182818
108,2020-05-09,141,8,58.16508233654441,69.74599086194743,True,109,139.48602992851895,139.49196259182818
109,2020-05-10,141,6,58.16508233654441,69.74599086194743,True,110,139.48709869726792,139.49196259182818
110,2020-05-11,141,6,58.16508233654441,69.74599086194743,True,111,139.48797555185325,139.49196259182818
111,2020-05-12,141,6,58.16508233654441,69.74599086194743,True,112,139.48869495166608,139.49196259182818
112,2020-05-13,141,6,58.16508233654441,69.74599086194743,True,113,139.48928516928692,139.49196259182818
113,2020-05-14,141,6,58.16508233654441,69.74599086194743,True,114,139.48976940106795,139.49196259182818
114,2020-05-15,141,5,58.16508233654441,69.74599086194743,True,115,139.4901666784198,139.49196259182818
115,2020-05-16,141,4,58.16508233654441,69.74599086194743,True,116,139.49049261554612,139.49196259182818
116,2020-05-17,141,4,58.16508233654441,69.74599086194743,True,117,139.49076002296545,139.49196259182818
117,2020-05-18,141,4,58.16508233654441,69.74599086194743,True,118,139.49097941090105,139.49196259182818
118,2020-05-19,141,4,58.16508233654441,69.74599086194743,True,119,139.49115940230237,139.49196259182818
119,2020-05-20,141,4,58.16508233654441,69.74599086194743,True,120,139.4913070717164,139.49196259182818
120,2020-05-21,141,4,58.16508233654441,69.74599086194743,True,121,139.4914282233185,139.49196259182818
121,2020-05-22,141,4,58.16508233654441,69.74599086194743,True,122,139.4915276190242,139.49196259182818
122,2020-05-23,141,4,58.16508233654441,69.74599086194743,True,123,139.49160916564293,139.49196259182818
123,2020-05-24,141,3,58.16508233654441,69.74599086194743,True,124,139.49167606842744,139.49196259182818
124,2020-05-25,141,3,58.16508233654441,69.74599086194743,True,125,139.4917309570517,139.49196259182818
125,2020-05-26,141,3,58.16508233654441,69.74599086194743,True,126,139.49177598896816,139.49196259182818
126,2020-05-27,141,2,58.16508233654441,69.74599086194743,True,127,139.49181293420529,139.49196259182818
127,2020-05-28,141,1,58.16508233654441,69.74599086194743,True,128,139.49184324493845,139.49196259182818
