,Report_Date,Brunei_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,58.16508233654441,69.74599086194743,True,1,0.0017002241378784348,139.49196259182818
1,2020-01-23,0,0,58.16508233654441,69.74599086194743,True,2,0.002072369756293992,139.49196259182818
2,2020-01-24,0,0,58.16508233654441,69.74599086194743,True,3,0.0025259692550081542,139.49196259182818
3,2020-01-25,0,0,58.16508233654441,69.74599086194743,True,4,0.0030788502469002773,139.49196259182818
4,2020-01-26,0,0,58.16508233654441,69.74599086194743,True,5,0.003752741883251232,139.49196259182818
5,2020-01-27,0,0,58.16508233654441,69.74599086194743,True,6,0.0045741285288656685,139.49196259182818
6,2020-01-28,0,0,58.16508233654441,69.74599086194743,True,7,0.005575290143301469,139.49196259182818
7,2020-01-29,0,0,58.16508233654441,69.74599086194743,True,8,0.006795570162583835,139.49196259182818
8,2020-01-30,0,0,58.16508233654441,69.74599086194743,True,9,0.008282920569791437,139.49196259182818
9,2020-01-31,0,0,58.16508233654441,69.74599086194743,True,10,0.010095784666575704,139.49196259182818
10,2020-02-01,0,0,58.16508233654441,69.74599086194743,True,11,0.012305391225092447,139.49196259182818
11,2020-02-02,0,0,58.16508233654441,69.74599086194743,True,12,0.01499854971168473,139.49196259182818
12,2020-02-03,0,0,58.16508233654441,69.74599086194743,True,13,0.018281055734283607,139.49196259182818
13,2020-02-04,0,0,58.16508233654441,69.74599086194743,True,14,0.022281839502640184,139.49196259182818
14,2020-02-05,0,0,58.16508233654441,69.74599086194743,True,15,0.02715801877808142,139.49196259182818
15,2020-02-06,0,0,58.16508233654441,69.74599086194743,True,16,0.033101052573217445,139.49196259182818
16,2020-02-07,0,0,58.16508233654441,69.74599086194743,True,17,0.0403442339876679,139.49196259182818
17,2020-02-08,0,0,58.16508233654441,69.74599086194743,True,18,0.04917181150906889,139.49196259182818
18,2020-02-09,0,0,58.16508233654441,69.74599086194743,True,19,0.059930089604677675,139.49196259182818
19,2020-02-10,0,0,58.16508233654441,69.74599086194743,True,20,0.07304093349922712,139.49196259182818
20,2020-02-11,0,0,58.16508233654441,69.74599086194743,True,21,0.08901819200461145,139.49196259182818
