,Report_Date,UK_british virgin islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,69.89516715149949,1.8563828143930592,True,1,4.377519793951877e-05,3.654298452708587
1,2020-01-23,0,69.89516715149949,1.8563828143930592,True,2,5.161345192584442e-05,3.654298452708587
2,2020-01-24,0,69.89516715149949,1.8563828143930592,True,3,6.085517685948267e-05,3.654298452708587
3,2020-01-25,0,69.89516715149949,1.8563828143930592,True,4,7.175166089068896e-05,3.654298452708587
4,2020-01-26,0,69.89516715149949,1.8563828143930592,True,5,8.45991812159872e-05,3.654298452708587
5,2020-01-27,0,69.89516715149949,1.8563828143930592,True,6,9.974705726699039e-05,3.654298452708587
6,2020-01-28,0,69.89516715149949,1.8563828143930592,True,7,0.0001176071449136485,3.654298452708587
7,2020-01-29,0,69.89516715149949,1.8563828143930592,True,8,0.00013866502932486518,3.654298452708587
8,2020-01-30,0,69.89516715149949,1.8563828143930592,True,9,0.00016349322011292462,3.654298452708587
9,2020-01-31,0,69.89516715149949,1.8563828143930592,True,10,0.0001927667065469899,3.654298452708587
10,2020-02-01,0,69.89516715149949,1.8563828143930592,True,11,0.00022728129439615537,3.654298452708587
11,2020-02-02,0,69.89516715149949,1.8563828143930592,True,12,0.0002679752210443895,3.654298452708587
12,2020-02-03,0,69.89516715149949,1.8563828143930592,True,13,0.00031595463388875026,3.654298452708587
13,2020-02-04,0,69.89516715149949,1.8563828143930592,True,14,0.0003725236210065382,3.654298452708587
14,2020-02-05,0,69.89516715149949,1.8563828143930592,True,15,0.0004392196053658977,3.654298452708587
15,2020-02-06,0,69.89516715149949,1.8563828143930592,True,16,0.0005178550576191648,3.654298452708587
16,2020-02-07,0,69.89516715149949,1.8563828143930592,True,17,0.0006105666514405802,3.654298452708587
17,2020-02-08,0,69.89516715149949,1.8563828143930592,True,18,0.000719873183726893,3.654298452708587
18,2020-02-09,0,69.89516715149949,1.8563828143930592,True,19,0.0008487438147254181,3.654298452708587
19,2020-02-10,0,69.89516715149949,1.8563828143930592,True,20,0.0010006784560082605,3.654298452708587
20,2020-02-11,0,69.89516715149949,1.8563828143930592,True,21,0.0011798024537466069,3.654298452708587
21,2020-02-12,0,69.89516715149949,1.8563828143930592,True,22,0.001390978088469291,3.654298452708587
22,2020-02-13,0,69.89516715149949,1.8563828143930592,True,23,0.001639935848947969,3.654298452708587
23,2020-02-14,0,69.89516715149949,1.8563828143930592,True,24,0.0019334289466455075,3.654298452708587
24,2020-02-15,0,69.89516715149949,1.8563828143930592,True,25,0.0022794151289971306,3.654298452708587
25,2020-02-16,0,69.89516715149949,1.8563828143930592,True,26,0.0026872705364191685,3.654298452708587
26,2020-02-17,0,69.89516715149949,1.8563828143930592,True,27,0.003168041142020741,3.654298452708587
27,2020-02-18,0,69.89516715149949,1.8563828143930592,True,28,0.003734738227810847,3.654298452708587
28,2020-02-19,0,69.89516715149949,1.8563828143930592,True,29,0.004402685400135499,3.654298452708587
29,2020-02-20,0,69.89516715149949,1.8563828143930592,True,30,0.005189925842809335,3.654298452708587
30,2020-02-21,0,69.89516715149949,1.8563828143930592,True,31,0.0061176998595671404,3.654298452708587
31,2020-02-22,0,69.89516715149949,1.8563828143930592,True,32,0.00721100427473507,3.654298452708587
32,2020-02-23,0,69.89516715149949,1.8563828143930592,True,33,0.008499246942277935,3.654298452708587
33,2020-02-24,0,69.89516715149949,1.8563828143930592,True,34,0.010017011447568894,3.654298452708587
34,2020-02-25,0,69.89516715149949,1.8563828143930592,True,35,0.011804949045566943,3.654298452708587
35,2020-02-26,0,69.89516715149949,1.8563828143930592,True,36,0.01391081691093226,3.654298452708587
36,2020-02-27,0,69.89516715149949,1.8563828143930592,True,37,0.016390683791263863,3.654298452708587
37,2020-02-28,0,69.89516715149949,1.8563828143930592,True,38,0.0193103260141507,3.654298452708587
38,2020-02-29,0,69.89516715149949,1.8563828143930592,True,39,0.02274683829051585,3.654298452708587
39,2020-03-01,0,69.89516715149949,1.8563828143930592,True,40,0.02679048457082981,3.654298452708587
40,2020-03-02,0,69.89516715149949,1.8563828143930592,True,41,0.03154681390425118,3.654298452708587
41,2020-03-03,0,69.89516715149949,1.8563828143930592,True,42,0.0371390642043009,3.654298452708587
42,2020-03-04,0,69.89516715149949,1.8563828143930592,True,43,0.043710872189728724,3.654298452708587
43,2020-03-05,0,69.89516715149949,1.8563828143930592,True,44,0.051429299406662916,3.654298452708587
44,2020-03-06,0,69.89516715149949,1.8563828143930592,True,45,0.06048817065210241,3.654298452708587
45,2020-03-07,0,69.89516715149949,1.8563828143930592,True,46,0.07111170039418105,3.654298452708587
46,2020-03-08,0,69.89516715149949,1.8563828143930592,True,47,0.08355835254415034,3.654298452708587
47,2020-03-09,0,69.89516715149949,1.8563828143930592,True,48,0.09812483634446398,3.654298452708587
48,2020-03-10,0,69.89516715149949,1.8563828143930592,True,49,0.11515008300421033,3.654298452708587
49,2020-03-11,0,69.89516715149949,1.8563828143930592,True,50,0.1350189707480999,3.654298452708587
50,2020-03-12,0,69.89516715149949,1.8563828143930592,True,51,0.1581654672839006,3.654298452708587
51,2020-03-13,0,69.89516715149949,1.8563828143930592,True,52,0.18507473680481712,3.654298452708587
52,2020-03-14,0,69.89516715149949,1.8563828143930592,True,53,0.21628361477012503,3.654298452708587
53,2020-03-15,0,69.89516715149949,1.8563828143930592,True,54,0.2523786939620735,3.654298452708587
54,2020-03-16,0,69.89516715149949,1.8563828143930592,True,55,0.29399110347497154,3.654298452708587
55,2020-03-17,0,69.89516715149949,1.8563828143930592,True,56,0.34178692309574776,3.654298452708587
56,2020-03-18,0,69.89516715149949,1.8563828143930592,True,57,0.3964520979139359,3.654298452708587
57,2020-03-19,0,69.89516715149949,1.8563828143930592,True,58,0.4586707569587509,3.654298452708587
58,2020-03-20,0,69.89516715149949,1.8563828143930592,True,59,0.5290960647447478,3.654298452708587
59,2020-03-21,0,69.89516715149949,1.8563828143930592,True,60,0.6083132220240275,3.654298452708587
60,2020-03-22,0,69.89516715149949,1.8563828143930592,True,61,0.6967950473329046,3.654298452708587
61,2020-03-23,0,69.89516715149949,1.8563828143930592,True,62,0.7948517403047746,3.654298452708587
62,2020-03-24,0,69.89516715149949,1.8563828143930592,True,63,0.9025779000981411,3.654298452708587
63,2020-03-25,0,69.89516715149949,1.8563828143930592,True,64,1.019801480775105,3.654298452708587
64,2020-03-26,0,69.89516715149949,1.8563828143930592,True,65,1.1460408061239862,3.654298452708587
65,2020-03-27,0,69.89516715149949,1.8563828143930592,True,66,1.2804766182441594,3.654298452708587
66,2020-03-28,2,69.89516715149949,1.8563828143930592,True,67,1.4219459413005746,3.654298452708587
67,2020-03-29,2,69.89516715149949,1.8563828143930592,True,68,1.5689629592327963,3.654298452708587
68,2020-03-30,2,69.89516715149949,1.8563828143930592,True,69,1.719769075074895,3.654298452708587
69,2020-03-31,3,69.89516715149949,1.8563828143930592,True,70,1.8724101999387166,3.654298452708587
70,2020-04-01,3,69.89516715149949,1.8563828143930592,True,71,2.0248348950973316,3.654298452708587
71,2020-04-02,3,69.89516715149949,1.8563828143930592,True,72,2.175003294508733,3.654298452708587
72,2020-04-03,3,69.89516715149949,1.8563828143930592,True,73,2.320994732320165,3.654298452708587
73,2020-04-04,3,69.89516715149949,1.8563828143930592,True,74,2.4611022436093113,3.654298452708587
74,2020-04-05,3,69.89516715149949,1.8563828143930592,True,75,2.5939045285011106,3.654298452708587
75,2020-04-06,3,69.89516715149949,1.8563828143930592,True,76,2.718309906328203,3.654298452708587
76,2020-04-07,3,69.89516715149949,1.8563828143930592,True,77,2.833571228516329,3.654298452708587
77,2020-04-08,3,69.89516715149949,1.8563828143930592,True,78,2.939274662407506,3.654298452708587
78,2020-04-09,3,69.89516715149949,1.8563828143930592,True,79,3.0353080003416237,3.654298452708587
79,2020-04-10,3,69.89516715149949,1.8563828143930592,True,80,3.1218154225968413,3.654298452708587
80,2020-04-11,3,69.89516715149949,1.8563828143930592,True,81,3.1991455817655488,3.654298452708587
81,2020-04-12,3,69.89516715149949,1.8563828143930592,True,82,3.267798862446501,3.654298452708587
82,2020-04-13,3,69.89516715149949,1.8563828143930592,True,83,3.3283781625437387,3.654298452708587
83,2020-04-14,3,69.89516715149949,1.8563828143930592,True,84,3.3815459419623743,3.654298452708587
84,2020-04-15,3,69.89516715149949,1.8563828143930592,True,85,3.4279888661830444,3.654298452708587
