,Report_Date,Maldives_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
87,2020-04-18,35,19,112.82083085357158,903.205421883406,True,88,132.92624199923884,1677.9180160889966
88,2020-04-19,52,36,112.82083085357158,903.205421883406,True,89,146.0524681015242,1677.9180160889966
89,2020-04-20,69,53,112.82083085357158,903.205421883406,True,90,160.35068629181396,1677.9180160889966
90,2020-04-21,83,67,112.82083085357158,903.205421883406,True,91,175.9003761351726,1677.9180160889966
91,2020-04-22,86,70,112.82083085357158,903.205421883406,True,92,192.78136579326997,1677.9180160889966
92,2020-04-23,108,92,112.82083085357158,903.205421883406,True,93,211.07268890659412,1677.9180160889966
93,2020-04-24,129,113,112.82083085357158,903.205421883406,True,94,230.85122754793338,1677.9180160889966
94,2020-04-25,177,160,112.82083085357158,903.205421883406,True,95,252.19013579192784,1677.9180160889966
95,2020-04-26,214,197,112.82083085357158,903.205421883406,True,96,275.1570469648269,1677.9180160889966
96,2020-04-27,226,209,112.82083085357158,903.205421883406,True,97,299.8120785755405,1677.9180160889966
97,2020-04-28,250,233,112.82083085357158,903.205421883406,True,98,326.2056622613038,1677.9180160889966
98,2020-04-29,278,260,112.82083085357158,903.205421883406,True,99,354.37624154669334,1677.9180160889966
99,2020-04-30,468,450,112.82083085357158,903.205421883406,True,100,384.34789724533067,1677.9180160889966
100,2020-05-01,491,473,112.82083085357158,903.205421883406,True,101,416.1279780039876,1677.9180160889966
101,2020-05-02,519,500,112.82083085357158,903.205421883406,True,102,449.7048304953969,1677.9180160889966
102,2020-05-03,527,508,112.82083085357158,903.205421883406,True,103,485.04573845452796,1677.9180160889966
103,2020-05-04,541,522,112.82083085357158,903.205421883406,True,104,522.0951902094483,1677.9180160889966
104,2020-05-05,573,551,112.82083085357158,903.205421883406,True,105,560.7735985736077,1677.9180160889966
105,2020-05-06,617,595,112.82083085357158,903.205421883406,True,106,600.9765930758489,1677.9180160889966
106,2020-05-07,648,625,112.82083085357158,903.205421883406,True,107,642.5749910770622,1677.9180160889966
107,2020-05-08,744,721,112.82083085357158,903.205421883406,True,108,685.4155306733019,1677.9180160889966
108,2020-05-09,790,758,112.82083085357158,903.205421883406,True,109,729.3224147521016,1677.9180160889966
109,2020-05-10,835,803,112.82083085357158,903.205421883406,True,110,774.0996736915837,1677.9180160889966
110,2020-05-11,897,865,112.82083085357158,903.205421883406,True,111,819.5343067364826,1677.9180160889966
111,2020-05-12,904,872,112.82083085357158,903.205421883406,True,112,865.4001128697104,1677.9180160889966
112,2020-05-13,955,911,112.82083085357158,903.205421883406,True,113,911.4620755166894,1677.9180160889966
113,2020-05-14,982,933,112.82083085357158,903.205421883406,True,114,957.4811262996975,1677.9180160889966
114,2020-05-15,1031,978,112.82083085357158,903.205421883406,True,115,1003.2190854331262,1677.9180160889966
115,2020-05-16,1078,1016,112.82083085357158,903.205421883406,True,116,1048.443563250501,1677.9180160889966
116,2020-05-17,1094,1032,112.82083085357158,903.205421883406,True,117,1092.9326102486928,1677.9180160889966
117,2020-05-18,1106,1044,112.82083085357158,903.205421883406,True,118,1136.478921598062,1677.9180160889966
118,2020-05-19,1143,1048,112.82083085357158,903.205421883406,True,119,1178.8934342298894,1677.9180160889966
119,2020-05-20,1186,1091,112.82083085357158,903.205421883406,True,120,1220.0081968848363,1677.9180160889966
120,2020-05-21,1216,1121,112.82083085357158,903.205421883406,True,121,1259.678441505387,1677.9180160889966
121,2020-05-22,1274,1161,112.82083085357158,903.205421883406,True,122,1297.7838334317019,1677.9180160889966
122,2020-05-23,1313,1181,112.82083085357158,903.205421883406,True,123,1334.2289237070859,1677.9180160889966
123,2020-05-24,1371,1223,112.82083085357158,903.205421883406,True,124,1368.9428659422315,1677.9180160889966
124,2020-05-25,1395,1236,112.82083085357158,903.205421883406,True,125,1401.878490290771,1677.9180160889966
125,2020-05-26,1438,1236,112.82083085357158,903.205421883406,True,126,1433.0108470554417,1677.9180160889966
126,2020-05-27,1457,1255,112.82083085357158,903.205421883406,True,127,1462.3353423300819,1677.9180160889966
127,2020-05-28,1513,1311,112.82083085357158,903.205421883406,True,128,1489.865588874644,1677.9180160889966
