,Report_Date,Maldives_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,112.82083085357158,903.205421883406,True,1,0.0200045957212319,1677.9180160889966
1,2020-01-23,0,0,112.82083085357158,903.205421883406,True,2,0.022153753505187092,1677.9180160889966
2,2020-01-24,0,0,112.82083085357158,903.205421883406,True,3,0.024533799056764276,1677.9180160889966
3,2020-01-25,0,0,112.82083085357158,903.205421883406,True,4,0.027169536341386632,1677.9180160889966
4,2020-01-26,0,0,112.82083085357158,903.205421883406,True,5,0.030088433820707517,1677.9180160889966
5,2020-01-27,0,0,112.82083085357158,903.205421883406,True,6,0.033320910642230646,1677.9180160889966
6,2020-01-28,0,0,112.82083085357158,903.205421883406,True,7,0.036900653559896295,1677.9180160889966
7,2020-01-29,0,0,112.82083085357158,903.205421883406,True,8,0.040864967883650787,1677.9180160889966
8,2020-01-30,0,0,112.82083085357158,903.205421883406,True,9,0.045255166109534124,1677.9180160889966
9,2020-01-31,0,0,112.82083085357158,903.205421883406,True,10,0.05011699827313598,1677.9180160889966
10,2020-02-01,0,0,112.82083085357158,903.205421883406,True,11,0.05550112850240396,1677.9180160889966
11,2020-02-02,0,0,112.82083085357158,903.205421883406,True,12,0.06146366272518124,1677.9180160889966
12,2020-02-03,0,0,112.82083085357158,903.205421883406,True,13,0.0680667330174125,1677.9180160889966
13,2020-02-04,0,0,112.82083085357158,903.205421883406,True,14,0.07537914466510773,1677.9180160889966
14,2020-02-05,0,0,112.82083085357158,903.205421883406,True,15,0.08347709266288063,1677.9180160889966
15,2020-02-06,0,0,112.82083085357158,903.205421883406,True,16,0.09244495509079041,1677.9180160889966
16,2020-02-07,0,0,112.82083085357158,903.205421883406,True,17,0.10237617160660487,1677.9180160889966
17,2020-02-08,0,0,112.82083085357158,903.205421883406,True,18,0.11337421617051603,1677.9180160889966
18,2020-02-09,0,0,112.82083085357158,903.205421883406,True,19,0.12555367409264406,1677.9180160889966
19,2020-02-10,0,0,112.82083085357158,903.205421883406,True,20,0.13904143457014065,1677.9180160889966
20,2020-02-11,0,0,112.82083085357158,903.205421883406,True,21,0.15397801107111517,1677.9180160889966
21,2020-02-12,0,0,112.82083085357158,903.205421883406,True,22,0.17051900323880756,1677.9180160889966
22,2020-02-13,0,0,112.82083085357158,903.205421883406,True,23,0.18883671544446662,1677.9180160889966
23,2020-02-14,0,0,112.82083085357158,903.205421883406,True,24,0.20912194872558626,1677.9180160889966
24,2020-02-15,0,0,112.82083085357158,903.205421883406,True,25,0.2315859846232527,1677.9180160889966
25,2020-02-16,0,0,112.82083085357158,903.205421883406,True,26,0.2564627813956345,1677.9180160889966
26,2020-02-17,0,0,112.82083085357158,903.205421883406,True,27,0.2840114052530309,1677.9180160889966
27,2020-02-18,0,0,112.82083085357158,903.205421883406,True,28,0.31451872165410766,1677.9180160889966
28,2020-02-19,0,0,112.82083085357158,903.205421883406,True,29,0.34830237434565003,1677.9180160889966
29,2020-02-20,0,0,112.82083085357158,903.205421883406,True,30,0.3857140827440676,1677.9180160889966
30,2020-02-21,0,0,112.82083085357158,903.205421883406,True,31,0.42714329147293284,1677.9180160889966
31,2020-02-22,0,0,112.82083085357158,903.205421883406,True,32,0.47302120941632647,1677.9180160889966
32,2020-02-23,0,0,112.82083085357158,903.205421883406,True,33,0.5238252795544415,1677.9180160889966
33,2020-02-24,0,0,112.82083085357158,903.205421883406,True,34,0.5800841251501637,1677.9180160889966
34,2020-02-25,0,0,112.82083085357158,903.205421883406,True,35,0.6423830225902413,1677.9180160889966
35,2020-02-26,0,0,112.82083085357158,903.205421883406,True,36,0.7113699563920177,1677.9180160889966
36,2020-02-27,0,0,112.82083085357158,903.205421883406,True,37,0.7877623176091726,1677.9180160889966
37,2020-02-28,0,0,112.82083085357158,903.205421883406,True,38,0.8723543131528204,1677.9180160889966
38,2020-02-29,0,0,112.82083085357158,903.205421883406,True,39,0.9660251604357604,1677.9180160889966
39,2020-03-01,0,0,112.82083085357158,903.205421883406,True,40,1.0697481492980534,1677.9180160889966
40,2020-03-02,0,0,112.82083085357158,903.205421883406,True,41,1.1846006614340472,1677.9180160889966
41,2020-03-03,0,0,112.82083085357158,903.205421883406,True,42,1.3117752465686288,1677.9180160889966
42,2020-03-04,0,0,112.82083085357158,903.205421883406,True,43,1.4525918644789442,1677.9180160889966
43,2020-03-05,0,0,112.82083085357158,903.205421883406,True,44,1.6085114126819586,1677.9180160889966
44,2020-03-06,0,0,112.82083085357158,903.205421883406,True,45,1.7811506712616487,1677.9180160889966
45,2020-03-07,0,0,112.82083085357158,903.205421883406,True,46,1.9722988089426174,1677.9180160889966
46,2020-03-08,4,4,112.82083085357158,903.205421883406,True,47,2.1839356081742847,1677.9180160889966
47,2020-03-09,4,4,112.82083085357158,903.205421883406,True,48,2.4182515817082146,1677.9180160889966
48,2020-03-10,6,6,112.82083085357158,903.205421883406,True,49,2.6776701689548483,1677.9180160889966
49,2020-03-11,8,8,112.82083085357158,903.205421883406,True,50,2.96487221730246,1677.9180160889966
50,2020-03-12,8,8,112.82083085357158,903.205421883406,True,51,3.282822971555603,1677.9180160889966
51,2020-03-13,9,9,112.82083085357158,903.205421883406,True,52,3.6348018136572873,1677.9180160889966
52,2020-03-14,10,10,112.82083085357158,903.205421883406,True,53,4.024435014814166,1677.9180160889966
53,2020-03-15,13,13,112.82083085357158,903.205421883406,True,54,4.455731782912478,1677.9180160889966
54,2020-03-16,13,13,112.82083085357158,903.205421883406,True,55,4.9331239094950785,1677.9180160889966
55,2020-03-17,13,13,112.82083085357158,903.205421883406,True,56,5.461509342286374,1677.9180160889966
56,2020-03-18,13,13,112.82083085357158,903.205421883406,True,57,6.046300030920853,1677.9180160889966
57,2020-03-19,13,13,112.82083085357158,903.205421883406,True,58,6.6934744146443075,1677.9180160889966
58,2020-03-20,13,13,112.82083085357158,903.205421883406,True,59,7.40963494065078,1677.9180160889966
59,2020-03-21,13,13,112.82083085357158,903.205421883406,True,60,8.20207101953896,1677.9180160889966
60,2020-03-22,13,13,112.82083085357158,903.205421883406,True,61,9.078827839030792,1677.9180160889966
61,2020-03-23,13,13,112.82083085357158,903.205421883406,True,62,10.048781467223787,1677.9180160889966
62,2020-03-24,13,8,112.82083085357158,903.205421883406,True,63,11.12172068053734,1677.9180160889966
63,2020-03-25,13,5,112.82083085357158,903.205421883406,True,64,12.308435947048256,1677.9180160889966
64,2020-03-26,13,5,112.82083085357158,903.205421883406,True,65,13.620815980495825,1677.9180160889966
65,2020-03-27,16,7,112.82083085357158,903.205421883406,True,66,15.071952250709336,1677.9180160889966
66,2020-03-28,16,7,112.82083085357158,903.205421883406,True,67,16.676251788749607,1677.9180160889966
67,2020-03-29,17,4,112.82083085357158,903.205421883406,True,68,18.44955855507517,1677.9180160889966
68,2020-03-30,17,4,112.82083085357158,903.205421883406,True,69,20.409283541089483,1677.9180160889966
69,2020-03-31,18,5,112.82083085357158,903.205421883406,True,70,22.57454364206938,1677.9180160889966
70,2020-04-01,19,6,112.82083085357158,903.205421883406,True,71,24.966309165209356,1677.9180160889966
71,2020-04-02,19,6,112.82083085357158,903.205421883406,True,72,27.607559611673636,1677.9180160889966
72,2020-04-03,19,6,112.82083085357158,903.205421883406,True,73,30.52344708624993,1677.9180160889966
73,2020-04-04,19,6,112.82083085357158,903.205421883406,True,74,33.74146633134904,1677.9180160889966
74,2020-04-05,19,6,112.82083085357158,903.205421883406,True,75,37.29162994146731,1677.9180160889966
75,2020-04-06,19,6,112.82083085357158,903.205421883406,True,76,41.206646776653,1677.9180160889966
76,2020-04-07,19,6,112.82083085357158,903.205421883406,True,77,45.522100945242734,1677.9180160889966
77,2020-04-08,19,6,112.82083085357158,903.205421883406,True,78,50.27662795339614,1677.9180160889966
78,2020-04-09,19,6,112.82083085357158,903.205421883406,True,79,55.512083708845765,1677.9180160889966
79,2020-04-10,19,6,112.82083085357158,903.205421883406,True,80,61.27370100797832,1677.9180160889966
80,2020-04-11,19,6,112.82083085357158,903.205421883406,True,81,67.61022692183195,1677.9180160889966
81,2020-04-12,20,6,112.82083085357158,903.205421883406,True,82,74.57403312682496,1677.9180160889966
82,2020-04-13,20,6,112.82083085357158,903.205421883406,True,83,82.22118970795752,1677.9180160889966
83,2020-04-14,20,4,112.82083085357158,903.205421883406,True,84,90.61149131629217,1677.9180160889966
84,2020-04-15,22,6,112.82083085357158,903.205421883406,True,85,99.80842282606267,1677.9180160889966
85,2020-04-16,25,9,112.82083085357158,903.205421883406,True,86,109.87904986900668,1677.9180160889966
86,2020-04-17,28,12,112.82083085357158,903.205421883406,True,87,120.89381791107692,1677.9180160889966
