,Report_Date,Netherlands_sint maarten_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.68501472851922,93.39679912464132,False,1,0.0021318506870067404,162.68952022035617
1,2020-01-23,0,88.68501472851922,93.39679912464132,False,2,0.0024273017555437597,162.68952022035617
2,2020-01-24,0,88.68501472851922,93.39679912464132,False,3,0.002763698488287427,162.68952022035617
3,2020-01-25,0,88.68501472851922,93.39679912464132,False,4,0.0031467152406406845,162.68952022035617
4,2020-01-26,0,88.68501472851922,93.39679912464132,False,5,0.003582812681547569,162.68952022035617
5,2020-01-27,0,88.68501472851922,93.39679912464132,False,6,0.0040793467396978405,162.68952022035617
6,2020-01-28,0,88.68501472851922,93.39679912464132,False,7,0.004644692639894764,162.68952022035617
7,2020-01-29,0,88.68501472851922,93.39679912464132,False,8,0.00528838611834221,162.68952022035617
8,2020-01-30,0,88.68501472851922,93.39679912464132,False,9,0.006021284194318834,162.68952022035617
9,2020-01-31,0,88.68501472851922,93.39679912464132,False,10,0.006855748204202856,162.68952022035617
10,2020-02-01,0,88.68501472851922,93.39679912464132,False,11,0.007805852177537331,162.68952022035617
11,2020-02-02,0,88.68501472851922,93.39679912464132,False,12,0.00888762005996341,162.68952022035617
12,2020-02-03,0,88.68501472851922,93.39679912464132,False,13,0.01011929577140952,162.68952022035617
13,2020-02-04,0,88.68501472851922,93.39679912464132,False,14,0.01152165063785719,162.68952022035617
14,2020-02-05,0,88.68501472851922,93.39679912464132,False,15,0.013118333360317253,162.68952022035617
15,2020-02-06,0,88.68501472851922,93.39679912464132,False,16,0.014936268395542917,162.68952022035617
16,2020-02-07,0,88.68501472851922,93.39679912464132,False,17,0.017006109431018965,162.68952022035617
17,2020-02-08,0,88.68501472851922,93.39679912464132,False,18,0.019362755554943656,162.68952022035617
18,2020-02-09,0,88.68501472851922,93.39679912464132,False,19,0.02204593876499174,162.68952022035617
19,2020-02-10,0,88.68501472851922,93.39679912464132,False,20,0.025100892644225426,162.68952022035617
20,2020-02-11,0,88.68501472851922,93.39679912464132,False,21,0.028579113377314034,162.68952022035617
21,2020-02-12,0,88.68501472851922,93.39679912464132,False,22,0.032539225806267495,162.68952022035617
22,2020-02-13,0,88.68501472851922,93.39679912464132,False,23,0.03704796895578806,162.68952022035617
23,2020-02-14,0,88.68501472851922,93.39679912464132,False,24,0.04218131742053076,162.68952022035617
24,2020-02-15,0,88.68501472851922,93.39679912464132,False,25,0.048025757229548195,162.68952022035617
25,2020-02-16,0,88.68501472851922,93.39679912464132,False,26,0.05467973731984012,162.68952022035617
26,2020-02-17,0,88.68501472851922,93.39679912464132,False,27,0.062255320597675835,162.68952022035617
27,2020-02-18,0,88.68501472851922,93.39679912464132,False,28,0.0708800617834541,162.68952022035617
28,2020-02-19,0,88.68501472851922,93.39679912464132,False,29,0.08069914286751892,162.68952022035617
29,2020-02-20,0,88.68501472851922,93.39679912464132,False,30,0.09187780109880701,162.68952022035617
30,2020-02-21,0,88.68501472851922,93.39679912464132,False,31,0.10460408903770736,162.68952022035617
31,2020-02-22,0,88.68501472851922,93.39679912464132,False,32,0.11909201138506166,162.68952022035617
32,2020-02-23,0,88.68501472851922,93.39679912464132,False,33,0.13558508911011707,162.68952022035617
33,2020-02-24,0,88.68501472851922,93.39679912464132,False,34,0.15436040790316904,162.68952022035617
34,2020-02-25,0,88.68501472851922,93.39679912464132,False,35,0.17573321523644614,162.68952022035617
35,2020-02-26,0,88.68501472851922,93.39679912464132,False,36,0.20006213839146414,162.68952022035617
36,2020-02-27,0,88.68501472851922,93.39679912464132,False,37,0.22775510476088381,162.68952022035617
37,2020-02-28,0,88.68501472851922,93.39679912464132,False,38,0.2592760556084389,162.68952022035617
