,Report_Date,Netherlands_sint maarten_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
38,2020-02-29,0,88.68501472851922,93.39679912464132,False,39,0.2951525553091418,162.68952022035617
39,2020-03-01,0,88.68501472851922,93.39679912464132,False,40,0.3359844099104505,162.68952022035617
40,2020-03-02,0,88.68501472851922,93.39679912464132,False,41,0.3824534216394889,162.68952022035617
41,2020-03-03,0,88.68501472851922,93.39679912464132,False,42,0.43533441967389325,162.68952022035617
42,2020-03-04,0,88.68501472851922,93.39679912464132,False,43,0.4955077219752193,162.68952022035617
43,2020-03-05,0,88.68501472851922,93.39679912464132,False,44,0.5639731980509004,162.68952022035617
44,2020-03-06,0,88.68501472851922,93.39679912464132,False,45,0.6418661178469501,162.68952022035617
45,2020-03-07,0,88.68501472851922,93.39679912464132,False,46,0.7304749871116519,162.68952022035617
46,2020-03-08,0,88.68501472851922,93.39679912464132,False,47,0.8312615838447162,162.68952022035617
47,2020-03-09,0,88.68501472851922,93.39679912464132,False,48,0.9458834229330199,162.68952022035617
48,2020-03-10,0,88.68501472851922,93.39679912464132,False,49,1.0762188855167092,162.68952022035617
49,2020-03-11,0,88.68501472851922,93.39679912464132,False,50,1.2243952543479937,162.68952022035617
50,2020-03-12,0,88.68501472851922,93.39679912464132,False,51,1.392819894184319,162.68952022035617
51,2020-03-13,0,88.68501472851922,93.39679912464132,False,52,1.5842148042159752,162.68952022035617
52,2020-03-14,0,88.68501472851922,93.39679912464132,False,53,1.8016547439630097,162.68952022035617
53,2020-03-15,0,88.68501472851922,93.39679912464132,False,54,2.048609090289166,162.68952022035617
54,2020-03-16,0,88.68501472851922,93.39679912464132,False,55,2.32898751528725,162.68952022035617
55,2020-03-17,0,88.68501472851922,93.39679912464132,False,56,2.6471894755241006,162.68952022035617
56,2020-03-18,0,88.68501472851922,93.39679912464132,False,57,3.008157363662006,162.68952022035617
57,2020-03-19,0,88.68501472851922,93.39679912464132,False,58,3.417432983260579,162.68952022035617
58,2020-03-20,1,88.68501472851922,93.39679912464132,False,59,3.8812167543200458,162.68952022035617
59,2020-03-21,1,88.68501472851922,93.39679912464132,False,60,4.406428726929084,162.68952022035617
60,2020-03-22,1,88.68501472851922,93.39679912464132,False,61,5.000770058048033,162.68952022035617
61,2020-03-23,2,88.68501472851922,93.39679912464132,False,62,5.672783076340469,162.68952022035617
62,2020-03-24,2,88.68501472851922,93.39679912464132,False,63,6.431907407310815,162.68952022035617
63,2020-03-25,3,88.68501472851922,93.39679912464132,False,64,7.288528844142919,162.68952022035617
64,2020-03-26,3,88.68501472851922,93.39679912464132,False,65,8.254016723230507,162.68952022035617
65,2020-03-27,3,88.68501472851922,93.39679912464132,False,66,9.340744503053031,162.68952022035617
66,2020-03-28,3,88.68501472851922,93.39679912464132,False,67,10.56208707350685,162.68952022035617
67,2020-03-29,6,88.68501472851922,93.39679912464132,False,68,11.932387087755323,162.68952022035617
68,2020-03-30,6,88.68501472851922,93.39679912464132,False,69,13.466881392137774,162.68952022035617
69,2020-03-31,6,88.68501472851922,93.39679912464132,False,70,15.18157755818653,162.68952022035617
70,2020-04-01,16,88.68501472851922,93.39679912464132,False,71,17.093069774899266,162.68952022035617
71,2020-04-02,18,88.68501472851922,93.39679912464132,False,72,19.21828318015959,162.68952022035617
72,2020-04-03,23,88.68501472851922,93.39679912464132,False,73,21.574136398765326,162.68952022035617
73,2020-04-04,23,88.68501472851922,93.39679912464132,False,74,24.177113959821323,162.68952022035617
74,2020-04-05,25,88.68501472851922,93.39679912464132,False,75,27.042743754536904,162.68952022035617
75,2020-04-06,37,88.68501472851922,93.39679912464132,False,76,30.184980096005816,162.68952022035617
76,2020-04-07,40,88.68501472851922,93.39679912464132,False,77,33.61550046573852,162.68952022035617
77,2020-04-08,40,88.68501472851922,93.39679912464132,False,78,37.34293366141198,162.68952022035617
78,2020-04-09,43,88.68501472851922,93.39679912464132,False,79,41.372048431477246,162.68952022035617
79,2020-04-10,50,88.68501472851922,93.39679912464132,False,80,45.70294396794543,162.68952022035617
80,2020-04-11,50,88.68501472851922,93.39679912464132,False,81,50.33029547395195,162.68952022035617
