,Report_Date,Algeria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
29,2020-02-20,0,77.64227986094123,1509.8924084758812,True,30,2.579538095724687,2913.935127508622
30,2020-02-21,0,77.64227986094123,1509.8924084758812,True,31,2.991441786104332,2913.935127508622
31,2020-02-22,0,77.64227986094123,1509.8924084758812,True,32,3.4690431212907717,2913.935127508622
32,2020-02-23,0,77.64227986094123,1509.8924084758812,True,33,4.022794648849939,2913.935127508622
33,2020-02-24,0,77.64227986094123,1509.8924084758812,True,34,4.664802942458369,2913.935127508622
34,2020-02-25,1,77.64227986094123,1509.8924084758812,True,35,5.409087242244949,2913.935127508622
35,2020-02-26,1,77.64227986094123,1509.8924084758812,True,36,6.271877470825177,2913.935127508622
36,2020-02-27,1,77.64227986094123,1509.8924084758812,True,37,7.27195724915872,2913.935127508622
37,2020-02-28,1,77.64227986094123,1509.8924084758812,True,38,8.431058209022483,2913.935127508622
38,2020-02-29,1,77.64227986094123,1509.8924084758812,True,39,9.77431260365239,2913.935127508622
39,2020-03-01,1,77.64227986094123,1509.8924084758812,True,40,11.330771935550612,2913.935127508622
40,2020-03-02,3,77.64227986094123,1509.8924084758812,True,41,13.134000020399974,2913.935127508622
41,2020-03-03,5,77.64227986094123,1509.8924084758812,True,42,15.222749543598903,2913.935127508622
42,2020-03-04,12,77.64227986094123,1509.8924084758812,True,43,17.64173167647869,2913.935127508622
43,2020-03-05,12,77.64227986094123,1509.8924084758812,True,44,20.44248861187282,2913.935127508622
44,2020-03-06,17,77.64227986094123,1509.8924084758812,True,45,23.684378828047244,2913.935127508622
45,2020-03-07,17,77.64227986094123,1509.8924084758812,True,46,27.43568432631398,2913.935127508622
46,2020-03-08,19,77.64227986094123,1509.8924084758812,True,47,31.774847784763292,2913.935127508622
47,2020-03-09,20,77.64227986094123,1509.8924084758812,True,48,36.791845232008015,2913.935127508622
48,2020-03-10,20,77.64227986094123,1509.8924084758812,True,49,42.58969608871473,2913.935127508622
49,2020-03-11,20,77.64227986094123,1509.8924084758812,True,50,49.28610676827272,2913.935127508622
50,2020-03-12,24,77.64227986094123,1509.8924084758812,True,51,57.01523587452174,2913.935127508622
51,2020-03-13,26,77.64227986094123,1509.8924084758812,True,52,65.92955766630178,2913.935127508622
52,2020-03-14,37,77.64227986094123,1509.8924084758812,True,53,76.2017850423477,2913.935127508622
53,2020-03-15,48,77.64227986094123,1509.8924084758812,True,54,88.0267929142516,2913.935127508622
54,2020-03-16,54,77.64227986094123,1509.8924084758812,True,55,101.6234565336747,2913.935127508622
55,2020-03-17,60,77.64227986094123,1509.8924084758812,True,56,117.23628627005678,2913.935127508622
56,2020-03-18,74,77.64227986094123,1509.8924084758812,True,57,135.13669993452808,2913.935127508622
57,2020-03-19,87,77.64227986094123,1509.8924084758812,True,58,155.62372604567489,2913.935127508622
58,2020-03-20,90,77.64227986094123,1509.8924084758812,True,59,179.02387749308804,2913.935127508622
59,2020-03-21,139,77.64227986094123,1509.8924084758812,True,60,205.6898775473959,2913.935127508622
60,2020-03-22,201,77.64227986094123,1509.8924084758812,True,61,235.9978640964361,2913.935127508622
61,2020-03-23,230,77.64227986094123,1509.8924084758812,True,62,270.3426514900708,2913.935127508622
62,2020-03-24,264,77.64227986094123,1509.8924084758812,True,63,309.1306044304545,2913.935127508622
63,2020-03-25,302,77.64227986094123,1509.8924084758812,True,64,352.769691140126,2913.935127508622
64,2020-03-26,367,77.64227986094123,1509.8924084758812,True,65,401.6563535612202,2913.935127508622
65,2020-03-27,409,77.64227986094123,1509.8924084758812,True,66,456.1589825985634,2913.935127508622
66,2020-03-28,454,77.64227986094123,1509.8924084758812,True,67,516.5980367326364,2913.935127508622
67,2020-03-29,511,77.64227986094123,1509.8924084758812,True,68,583.223205186855,2913.935127508622
68,2020-03-30,584,77.64227986094123,1509.8924084758812,True,69,656.1884885046845,2913.935127508622
69,2020-03-31,716,77.64227986094123,1509.8924084758812,True,70,735.5266204190326,2913.935127508622
70,2020-04-01,847,77.64227986094123,1509.8924084758812,True,71,821.1248221531112,2913.935127508622
71,2020-04-02,986,77.64227986094123,1509.8924084758812,True,72,912.7043647478889,2913.935127508622
72,2020-04-03,1171,77.64227986094123,1509.8924084758812,True,73,1009.8066900240599,2913.935127508622
73,2020-04-04,1251,77.64227986094123,1509.8924084758812,True,74,1111.7887744497323,2913.935127508622
74,2020-04-05,1320,77.64227986094123,1509.8924084758812,True,75,1217.8299111279941,2913.935127508622
75,2020-04-06,1423,77.64227986094123,1509.8924084758812,True,76,1326.9511045421627,2913.935127508622
76,2020-04-07,1468,77.64227986094123,1509.8924084758812,True,77,1438.046898583885,2913.935127508622
77,2020-04-08,1572,77.64227986094123,1509.8924084758812,True,78,1549.9278847855614,2913.935127508622
78,2020-04-09,1666,77.64227986094123,1509.8924084758812,True,79,1661.3706465511627,2913.935127508622
79,2020-04-10,1761,77.64227986094123,1509.8924084758812,True,80,1771.1707914282827,2913.935127508622
80,2020-04-11,1825,77.64227986094123,1509.8924084758812,True,81,1878.1942506171515,2913.935127508622
81,2020-04-12,1914,77.64227986094123,1509.8924084758812,True,82,1981.4222912478594,2913.935127508622
82,2020-04-13,1983,77.64227986094123,1509.8924084758812,True,83,2079.9866312120994,2913.935127508622
83,2020-04-14,2070,77.64227986094123,1509.8924084758812,True,84,2173.1924572067546,2913.935127508622
84,2020-04-15,2160,77.64227986094123,1509.8924084758812,True,85,2260.528727960447,2913.935127508622
85,2020-04-16,2268,77.64227986094123,1509.8924084758812,True,86,2341.6665999518013,2913.935127508622
86,2020-04-17,2418,77.64227986094123,1509.8924084758812,True,87,2416.4479186012054,2913.935127508622
87,2020-04-18,2534,77.64227986094123,1509.8924084758812,True,88,2484.8663623809693,2913.935127508622
88,2020-04-19,2629,77.64227986094123,1509.8924084758812,True,89,2547.0440116664577,2913.935127508622
89,2020-04-20,2718,77.64227986094123,1509.8924084758812,True,90,2603.205923412138,2913.935127508622
