,Report_Date,Bahamas_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.4960555444036,34.5818051255717,True,1,0.0008024020492032471,64.38357735541742
1,2020-01-23,0,77.4960555444036,34.5818051255717,True,2,0.0009309163005759389,64.38357735541742
2,2020-01-24,0,77.4960555444036,34.5818051255717,True,3,0.0010800133195495976,64.38357735541742
3,2020-01-25,0,77.4960555444036,34.5818051255717,True,4,0.0012529895189860756,64.38357735541742
4,2020-01-26,0,77.4960555444036,34.5818051255717,True,5,0.0014536692070281321,64.38357735541742
5,2020-01-27,0,77.4960555444036,34.5818051255717,True,6,0.0016864891121764457,64.38357735541742
6,2020-01-28,0,77.4960555444036,34.5818051255717,True,7,0.0019565964376742156,64.38357735541742
7,2020-01-29,0,77.4960555444036,34.5818051255717,True,8,0.002269962609142775,64.38357735541742
8,2020-01-30,0,77.4960555444036,34.5818051255717,True,9,0.0026335152249718713,64.38357735541742
9,2020-01-31,0,77.4960555444036,34.5818051255717,True,10,0.0030552911195201433,64.38357735541742
10,2020-02-01,0,77.4960555444036,34.5818051255717,True,11,0.0035446139134098246,64.38357735541742
11,2020-02-02,0,77.4960555444036,34.5818051255717,True,12,0.004112299963138578,64.38357735541742
12,2020-02-03,0,77.4960555444036,34.5818051255717,True,13,0.00477089724546433,64.38357735541742
13,2020-02-04,0,77.4960555444036,34.5818051255717,True,14,0.005534962433908317,64.38357735541742
14,2020-02-05,0,77.4960555444036,34.5818051255717,True,15,0.006421382260666752,64.38357735541742
15,2020-02-06,0,77.4960555444036,34.5818051255717,True,16,0.007449746224949416,64.38357735541742
16,2020-02-07,0,77.4960555444036,34.5818051255717,True,17,0.00864277882865398,64.38357735541742
17,2020-02-08,0,77.4960555444036,34.5818051255717,True,18,0.010026840815730912,64.38357735541742
18,2020-02-09,0,77.4960555444036,34.5818051255717,True,19,0.011632510389397792,64.38357735541742
19,2020-02-10,0,77.4960555444036,34.5818051255717,True,20,0.013495257112166216,64.38357735541742
20,2020-02-11,0,77.4960555444036,34.5818051255717,True,21,0.015656223192389643,64.38357735541742
21,2020-02-12,0,77.4960555444036,34.5818051255717,True,22,0.018163129167446276,64.38357735541742
22,2020-02-13,0,77.4960555444036,34.5818051255717,True,23,0.02107132365271894,64.38357735541742
23,2020-02-14,0,77.4960555444036,34.5818051255717,True,24,0.0244449998879362,64.38357735541742
24,2020-02-15,0,77.4960555444036,34.5818051255717,True,25,0.028358605335050625,64.38357735541742
25,2020-02-16,0,77.4960555444036,34.5818051255717,True,26,0.0328984746279579,64.38357735541742
26,2020-02-17,0,77.4960555444036,34.5818051255717,True,27,0.038164720813894125,64.38357735541742
27,2020-02-18,0,77.4960555444036,34.5818051255717,True,28,0.04427342513560347,64.38357735541742
28,2020-02-19,0,77.4960555444036,34.5818051255717,True,29,0.05135917166450732,64.38357735541742
29,2020-02-20,0,77.4960555444036,34.5818051255717,True,30,0.059577979994917665,64.38357735541742
30,2020-02-21,0,77.4960555444036,34.5818051255717,True,31,0.06911069703712241,64.38357735541742
31,2020-02-22,0,77.4960555444036,34.5818051255717,True,32,0.08016691779132028,64.38357735541742
32,2020-02-23,0,77.4960555444036,34.5818051255717,True,33,0.09298951492721104,64.38357735541742
33,2020-02-24,0,77.4960555444036,34.5818051255717,True,34,0.10785986810409973,64.38357735541742
