,Report_Date,Bahamas_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
34,2020-02-25,0,77.4960555444036,34.5818051255717,True,35,0.12510389628744958,64.38357735541742
35,2020-02-26,0,77.4960555444036,34.5818051255717,True,36,0.14509900985340066,64.38357735541742
36,2020-02-27,0,77.4960555444036,34.5818051255717,True,37,0.16828211396440526,64.38357735541742
37,2020-02-28,0,77.4960555444036,34.5818051255717,True,38,0.19515881039681546,64.38357735541742
38,2020-02-29,0,77.4960555444036,34.5818051255717,True,39,0.22631396142315618,64.38357735541742
39,2020-03-01,0,77.4960555444036,34.5818051255717,True,40,0.262423796030451,64.38357735541742
40,2020-03-02,0,77.4960555444036,34.5818051255717,True,41,0.3042697549666209,64.38357735541742
41,2020-03-03,0,77.4960555444036,34.5818051255717,True,42,0.3527542857741411,64.38357735541742
42,2020-03-04,0,77.4960555444036,34.5818051255717,True,43,0.4089188105461473,64.38357735541742
43,2020-03-05,0,77.4960555444036,34.5818051255717,True,44,0.4739640954507207,64.38357735541742
44,2020-03-06,0,77.4960555444036,34.5818051255717,True,45,0.5492732491190994,64.38357735541742
45,2020-03-07,0,77.4960555444036,34.5818051255717,True,46,0.6364375627293998,64.38357735541742
46,2020-03-08,0,77.4960555444036,34.5818051255717,True,47,0.737285372642024,64.38357735541742
47,2020-03-09,0,77.4960555444036,34.5818051255717,True,48,0.8539140696884405,64.38357735541742
48,2020-03-10,0,77.4960555444036,34.5818051255717,True,49,0.9887252885849982,64.38357735541742
49,2020-03-11,0,77.4960555444036,34.5818051255717,True,50,1.1444631749557355,64.38357735541742
50,2020-03-12,0,77.4960555444036,34.5818051255717,True,51,1.3242554319343094,64.38357735541742
51,2020-03-13,0,77.4960555444036,34.5818051255717,True,52,1.5316565762740002,64.38357735541742
52,2020-03-14,0,77.4960555444036,34.5818051255717,True,53,1.7706924656549596,64.38357735541742
53,2020-03-15,0,77.4960555444036,34.5818051255717,True,54,2.0459046728035286,64.38357735541742
54,2020-03-16,1,77.4960555444036,34.5818051255717,True,55,2.362392656115032,64.38357735541742
55,2020-03-17,1,77.4960555444036,34.5818051255717,True,56,2.7258508912240513,64.38357735541742
56,2020-03-18,1,77.4960555444036,34.5818051255717,True,57,3.1425971712845353,64.38357735541742
57,2020-03-19,3,77.4960555444036,34.5818051255717,True,58,3.619587158237507,64.38357735541742
58,2020-03-20,3,77.4960555444036,34.5818051255717,True,59,4.1644090009654535,64.38357735541742
59,2020-03-21,4,77.4960555444036,34.5818051255717,True,60,4.7852504961772135,64.38357735541742
60,2020-03-22,4,77.4960555444036,34.5818051255717,True,61,5.490829977824462,64.38357735541742
61,2020-03-23,4,77.4960555444036,34.5818051255717,True,62,6.290281079614541,64.38357735541742
62,2020-03-24,5,77.4960555444036,34.5818051255717,True,63,7.1929810129293905,64.38357735541742
63,2020-03-25,5,77.4960555444036,34.5818051255717,True,64,8.208312427821939,64.38357735541742
64,2020-03-26,9,77.4960555444036,34.5818051255717,True,65,9.345350752243029,64.38357735541742
65,2020-03-27,10,77.4960555444036,34.5818051255717,True,66,10.61247264875243,64.38357735541742
66,2020-03-28,10,77.4960555444036,34.5818051255717,True,67,12.016887349732965,64.38357735541742
67,2020-03-29,11,77.4960555444036,34.5818051255717,True,68,13.564101388909233,64.38357735541742
68,2020-03-30,14,77.4960555444036,34.5818051255717,True,69,15.257338490573312,64.38357735541742
69,2020-03-31,14,77.4960555444036,34.5818051255717,True,70,17.096949332497072,64.38357735541742
70,2020-04-01,21,77.4960555444036,34.5818051255717,True,71,19.079858985220728,64.38357735541742
71,2020-04-02,24,77.4960555444036,34.5818051255717,True,72,21.199110639870216,64.38357735541742
72,2020-04-03,24,77.4960555444036,34.5818051255717,True,73,23.443569761795626,64.38357735541742
73,2020-04-04,28,77.4960555444036,34.5818051255717,True,74,25.79785001087192,64.38357735541742
74,2020-04-05,28,77.4960555444036,34.5818051255717,True,75,28.242508954469226,64.38357735541742
75,2020-04-06,29,77.4960555444036,34.5818051255717,True,76,30.754537391227945,64.38357735541742
76,2020-04-07,33,77.4960555444036,34.5818051255717,True,77,33.308133195814165,64.38357735541742
77,2020-04-08,40,77.4960555444036,34.5818051255717,True,78,35.87571385732446,64.38357735541742
78,2020-04-09,41,77.4960555444036,34.5818051255717,True,79,38.42908807750644,64.38357735541742
79,2020-04-10,42,77.4960555444036,34.5818051255717,True,80,40.940682951754646,64.38357735541742
80,2020-04-11,46,77.4960555444036,34.5818051255717,True,81,43.38471469509187,64.38357735541742
81,2020-04-12,46,77.4960555444036,34.5818051255717,True,82,45.738199569516226,64.38357735541742
82,2020-04-13,47,77.4960555444036,34.5818051255717,True,83,47.98172561522953,64.38357735541742
83,2020-04-14,49,77.4960555444036,34.5818051255717,True,84,50.099939646342186,64.38357735541742
84,2020-04-15,49,77.4960555444036,34.5818051255717,True,85,52.08174070379587,64.38357735541742
