,Report_Date,Indonesia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
32,2020-02-23,0,93.27179370592498,7960.751276093544,True,33,47.24580908683015,14694.77268991676
33,2020-02-24,0,93.27179370592498,7960.751276093544,True,34,52.01736602404045,14694.77268991676
34,2020-02-25,0,93.27179370592498,7960.751276093544,True,35,57.269084429284426,14694.77268991676
35,2020-02-26,0,93.27179370592498,7960.751276093544,True,36,63.04891434331953,14694.77268991676
36,2020-02-27,0,93.27179370592498,7960.751276093544,True,37,69.40951612859284,14694.77268991676
37,2020-02-28,0,93.27179370592498,7960.751276093544,True,38,76.40870662876814,14694.77268991676
38,2020-02-29,0,93.27179370592498,7960.751276093544,True,39,84.10994405858408,14694.77268991676
39,2020-03-01,0,93.27179370592498,7960.751276093544,True,40,92.58285421831894,14694.77268991676
40,2020-03-02,2,93.27179370592498,7960.751276093544,True,41,101.90380062289128,14694.77268991676
41,2020-03-03,2,93.27179370592498,7960.751276093544,True,42,112.15650107931539,14694.77268991676
42,2020-03-04,2,93.27179370592498,7960.751276093544,True,43,123.43269312326957,14694.77268991676
43,2020-03-05,2,93.27179370592498,7960.751276093544,True,44,135.83285051840562,14694.77268991676
44,2020-03-06,4,93.27179370592498,7960.751276093544,True,45,149.46695270984767,14694.77268991676
45,2020-03-07,4,93.27179370592498,7960.751276093544,True,46,164.45530868135126,14694.77268991676
46,2020-03-08,6,93.27179370592498,7960.751276093544,True,47,180.92943606477246,14694.77268991676
47,2020-03-09,19,93.27179370592498,7960.751276093544,True,48,199.032995556931,14694.77268991676
48,2020-03-10,27,93.27179370592498,7960.751276093544,True,49,218.9227796735347,14694.77268991676
49,2020-03-11,34,93.27179370592498,7960.751276093544,True,50,240.7697535677922,14694.77268991676
50,2020-03-12,34,93.27179370592498,7960.751276093544,True,51,264.7601440121436,14694.77268991676
51,2020-03-13,69,93.27179370592498,7960.751276093544,True,52,291.0965706287825,14694.77268991676
52,2020-03-14,96,93.27179370592498,7960.751276093544,True,53,319.999210996587,14694.77268991676
53,2020-03-15,117,93.27179370592498,7960.751276093544,True,54,351.7069882923246,14694.77268991676
54,2020-03-16,134,93.27179370592498,7960.751276093544,True,55,386.4787665732534,14694.77268991676
55,2020-03-17,172,93.27179370592498,7960.751276093544,True,56,424.5945346065589,14694.77268991676
56,2020-03-18,227,93.27179370592498,7960.751276093544,True,57,466.3565542317112,14694.77268991676
57,2020-03-19,311,93.27179370592498,7960.751276093544,True,58,512.0904435462108,14694.77268991676
58,2020-03-20,369,93.27179370592498,7960.751276093544,True,59,562.1461586901695,14694.77268991676
59,2020-03-21,450,93.27179370592498,7960.751276093544,True,60,616.8988306519932,14694.77268991676
60,2020-03-22,514,93.27179370592498,7960.751276093544,True,61,676.7494053440662,14694.77268991676
61,2020-03-23,579,93.27179370592498,7960.751276093544,True,62,742.1250262728614,14694.77268991676
62,2020-03-24,686,93.27179370592498,7960.751276093544,True,63,813.4790895910041,14694.77268991676
63,2020-03-25,790,93.27179370592498,7960.751276093544,True,64,891.290891398393,14694.77268991676
64,2020-03-26,893,93.27179370592498,7960.751276093544,True,65,976.0647771988638,14694.77268991676
65,2020-03-27,1046,93.27179370592498,7960.751276093544,True,66,1068.3286939007928,14694.77268991676
66,2020-03-28,1155,93.27179370592498,7960.751276093544,True,67,1168.6320363224975,14694.77268991676
67,2020-03-29,1285,93.27179370592498,7960.751276093544,True,68,1277.5426736616814,14694.77268991676
68,2020-03-30,1414,93.27179370592498,7960.751276093544,True,69,1395.6430378513712,14694.77268991676
69,2020-03-31,1528,93.27179370592498,7960.751276093544,True,70,1523.5251563986603,14694.77268991676
70,2020-04-01,1677,93.27179370592498,7960.751276093544,True,71,1661.7845186243,14694.77268991676
71,2020-04-02,1790,93.27179370592498,7960.751276093544,True,72,1811.0126777771673,14694.77268991676
72,2020-04-03,1986,93.27179370592498,7960.751276093544,True,73,1971.788513944298,14694.77268991676
73,2020-04-04,2092,93.27179370592498,7960.751276093544,True,74,2144.668115618794,14694.77268991676
74,2020-04-05,2273,93.27179370592498,7960.751276093544,True,75,2330.1732826016837,14694.77268991676
75,2020-04-06,2491,93.27179370592498,7960.751276093544,True,76,2528.778710523931,14694.77268991676
76,2020-04-07,2738,93.27179370592498,7960.751276093544,True,77,2740.8979878759524,14694.77268991676
77,2020-04-08,2956,93.27179370592498,7960.751276093544,True,78,2966.868619183111,14694.77268991676
78,2020-04-09,3293,93.27179370592498,7960.751276093544,True,79,3206.9363806770566,14694.77268991676
79,2020-04-10,3512,93.27179370592498,7960.751276093544,True,80,3461.2394136771513,14694.77268991676
80,2020-04-11,3842,93.27179370592498,7960.751276093544,True,81,3729.7925603158715,14694.77268991676
81,2020-04-12,4241,93.27179370592498,7960.751276093544,True,82,4012.4725388281586,14694.77268991676
82,2020-04-13,4557,93.27179370592498,7960.751276093544,True,83,4309.004632431804,14694.77268991676
83,2020-04-14,4839,93.27179370592498,7960.751276093544,True,84,4618.951616887359,14694.77268991676
84,2020-04-15,5136,93.27179370592498,7960.751276093544,True,85,4941.705667007316,14694.77268991676
85,2020-04-16,5516,93.27179370592498,7960.751276093544,True,86,5276.483952540061,14694.77268991676
86,2020-04-17,5923,93.27179370592498,7960.751276093544,True,87,5622.3285521907555,14694.77268991676
87,2020-04-18,6248,93.27179370592498,7960.751276093544,True,88,5978.111178026056,14694.77268991676
88,2020-04-19,6575,93.27179370592498,7960.751276093544,True,89,6342.543013104385,14694.77268991676
89,2020-04-20,6760,93.27179370592498,7960.751276093544,True,90,6714.18973062883,14694.77268991676
90,2020-04-21,7135,93.27179370592498,7960.751276093544,True,91,7091.491496895706,14694.77268991676
91,2020-04-22,7418,93.27179370592498,7960.751276093544,True,92,7472.7874816481035,14694.77268991676
92,2020-04-23,7775,93.27179370592498,7960.751276093544,True,93,7856.344130551575,14694.77268991676
93,2020-04-24,8211,93.27179370592498,7960.751276093544,True,94,8240.38621900377,14694.77268991676
94,2020-04-25,8607,93.27179370592498,7960.751276093544,True,95,8623.12952637587,14694.77268991676
95,2020-04-26,8882,93.27179370592498,7960.751276093544,True,96,9002.813862611496,14694.77268991676
96,2020-04-27,9096,93.27179370592498,7960.751276093544,True,97,9377.735155592945,14694.77268991676
97,2020-04-28,9511,93.27179370592498,7960.751276093544,True,98,9746.275370200903,14694.77268991676
98,2020-04-29,9771,93.27179370592498,7960.751276093544,True,99,10106.929172245369,14694.77268991676
99,2020-04-30,10118,93.27179370592498,7960.751276093544,True,100,10458.326458348885,14694.77268991676
100,2020-05-01,10551,93.27179370592498,7960.751276093544,True,101,10799.250126501462,14694.77268991676
101,2020-05-02,10843,93.27179370592498,7960.751276093544,True,102,11128.648738277845,14694.77268991676
102,2020-05-03,11192,93.27179370592498,7960.751276093544,True,103,11445.643999214777,14694.77268991676
103,2020-05-04,11587,93.27179370592498,7960.751276093544,True,104,11749.533237555313,14694.77268991676
104,2020-05-05,12071,93.27179370592498,7960.751276093544,True,105,12039.787276854766,14694.77268991676
105,2020-05-06,12438,93.27179370592498,7960.751276093544,True,106,12316.044263809978,14694.77268991676
106,2020-05-07,12776,93.27179370592498,7960.751276093544,True,107,12578.100124071272,14694.77268991676
107,2020-05-08,13112,93.27179370592498,7960.751276093544,True,108,12825.896376174709,14694.77268991676
108,2020-05-09,13645,93.27179370592498,7960.751276093544,True,109,13059.506042008325,14694.77268991676
