,Report_Date,Indonesia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,93.27179370592498,7960.751276093544,True,1,2.159210236921195,14694.77268991676
1,2020-01-23,0,93.27179370592498,7960.751276093544,True,2,2.377960253120153,14694.77268991676
2,2020-01-24,0,93.27179370592498,7960.751276093544,True,3,2.618868230955359,14694.77268991676
3,2020-01-25,0,93.27179370592498,7960.751276093544,True,4,2.88417785251305,14694.77268991676
4,2020-01-26,0,93.27179370592498,7960.751276093544,True,5,3.1763598265686053,14694.77268991676
5,2020-01-27,0,93.27179370592498,7960.751276093544,True,6,3.498134825085194,14694.77268991676
6,2020-01-28,0,93.27179370592498,7960.751276093544,True,7,3.8524987294979236,14694.77268991676
7,2020-01-29,0,93.27179370592498,7960.751276093544,True,8,4.2427504177913455,14694.77268991676
8,2020-01-30,0,93.27179370592498,7960.751276093544,True,9,4.672522346141198,14694.77268991676
9,2020-01-31,0,93.27179370592498,7960.751276093544,True,10,5.1458142038242265,14694.77268991676
10,2020-02-01,0,93.27179370592498,7960.751276093544,True,11,5.6670299473937895,14694.77268991676
11,2020-02-02,0,93.27179370592498,7960.751276093544,True,12,6.241018549977911,14694.77268991676
12,2020-02-03,0,93.27179370592498,7960.751276093544,True,13,6.873118834198155,14694.77268991676
13,2020-02-04,0,93.27179370592498,7960.751276093544,True,14,7.569208792862813,14694.77268991676
14,2020-02-05,0,93.27179370592498,7960.751276093544,True,15,8.335759840499692,14694.77268991676
15,2020-02-06,0,93.27179370592498,7960.751276093544,True,16,9.179896481217327,14694.77268991676
16,2020-02-07,0,93.27179370592498,7960.751276093544,True,17,10.109461924583739,14694.77268991676
17,2020-02-08,0,93.27179370592498,7960.751276093544,True,18,11.133090231461873,14694.77268991676
18,2020-02-09,0,93.27179370592498,7960.751276093544,True,19,12.260285626318332,14694.77268991676
19,2020-02-10,0,93.27179370592498,7960.751276093544,True,20,13.50150967170525,14694.77268991676
20,2020-02-11,0,93.27179370592498,7960.751276093544,True,21,14.868277064677235,14694.77268991676
21,2020-02-12,0,93.27179370592498,7960.751276093544,True,22,16.37326088410697,14694.77268991676
22,2020-02-13,0,93.27179370592498,7960.751276093544,True,23,18.030408192443165,14694.77268991676
23,2020-02-14,0,93.27179370592498,7960.751276093544,True,24,19.85506697561827,14694.77268991676
24,2020-02-15,0,93.27179370592498,7960.751276093544,True,25,21.864125490716138,14694.77268991676
25,2020-02-16,0,93.27179370592498,7960.751276093544,True,26,24.07616518274032,14694.77268991676
26,2020-02-17,0,93.27179370592498,7960.751276093544,True,27,26.51162842937784,14694.77268991676
27,2020-02-18,0,93.27179370592498,7960.751276093544,True,28,29.193002475906656,14694.77268991676
28,2020-02-19,0,93.27179370592498,7960.751276093544,True,29,32.145021031067074,14694.77268991676
29,2020-02-20,0,93.27179370592498,7960.751276093544,True,30,35.39488510832654,14694.77268991676
30,2020-02-21,0,93.27179370592498,7960.751276093544,True,31,38.97250481477789,14694.77268991676
31,2020-02-22,0,93.27179370592498,7960.751276093544,True,32,42.91076391087042,14694.77268991676
