,Report_Date,Yemen_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,140.6894561726332,497.2261427505391,False,1,0.01273391697703311,994.4522855009336
1,2020-01-23,0,0,140.6894561726332,497.2261427505391,False,2,0.01380341350004138,994.4522855009336
2,2020-01-24,0,0,140.6894561726332,497.2261427505391,False,3,0.014962733571010276,994.4522855009336
3,2020-01-25,0,0,140.6894561726332,497.2261427505391,False,4,0.016219420942158724,994.4522855009336
4,2020-01-26,0,0,140.6894561726332,497.2261427505391,False,5,0.017581652879741855,994.4522855009336
5,2020-01-27,0,0,140.6894561726332,497.2261427505391,False,6,0.019058293358449798,994.4522855009336
6,2020-01-28,0,0,140.6894561726332,497.2261427505391,False,7,0.02065895072112264,994.4522855009336
7,2020-01-29,0,0,140.6894561726332,497.2261427505391,False,8,0.022394040178393124,994.4522855009336
8,2020-01-30,0,0,140.6894561726332,497.2261427505391,False,9,0.02427485155425725,994.4522855009336
9,2020-01-31,0,0,140.6894561726332,497.2261427505391,False,10,0.026313622717584972,994.4522855009336
10,2020-02-01,0,0,140.6894561726332,497.2261427505391,False,11,0.02852361917643614,994.4522855009336
11,2020-02-02,0,0,140.6894561726332,497.2261427505391,False,12,0.030919220351977538,994.4522855009336
12,2020-02-03,0,0,140.6894561726332,497.2261427505391,False,13,0.033516013092059385,994.4522855009336
13,2020-02-04,0,0,140.6894561726332,497.2261427505391,False,14,0.03633089303138182,994.4522855009336
14,2020-02-05,0,0,140.6894561726332,497.2261427505391,False,15,0.03938217445596045,994.4522855009336
15,2020-02-06,0,0,140.6894561726332,497.2261427505391,False,16,0.04268970938461023,994.4522855009336
16,2020-02-07,0,0,140.6894561726332,497.2261427505391,False,17,0.046275016639756,994.4522855009336
17,2020-02-08,0,0,140.6894561726332,497.2261427505391,False,18,0.05016142174442489,994.4522855009336
18,2020-02-09,0,0,140.6894561726332,497.2261427505391,False,19,0.05437420855218878,994.4522855009336
19,2020-02-10,0,0,140.6894561726332,497.2261427505391,False,20,0.05894078359254289,994.4522855009336
20,2020-02-11,0,0,140.6894561726332,497.2261427505391,False,21,0.06389085419620896,994.4522855009336
21,2020-02-12,0,0,140.6894561726332,497.2261427505391,False,22,0.06925662155364896,994.4522855009336
22,2020-02-13,0,0,140.6894561726332,497.2261427505391,False,23,0.07507298995622613,994.4522855009336
23,2020-02-14,0,0,140.6894561726332,497.2261427505391,False,24,0.0813777935735507,994.4522855009336
24,2020-02-15,0,0,140.6894561726332,497.2261427505391,False,25,0.08821204223324627,994.4522855009336
25,2020-02-16,0,0,140.6894561726332,497.2261427505391,False,26,0.09562018779136282,994.4522855009336
26,2020-02-17,0,0,140.6894561726332,497.2261427505391,False,27,0.10365041281369876,994.4522855009336
27,2020-02-18,0,0,140.6894561726332,497.2261427505391,False,28,0.11235494343117995,994.4522855009336
28,2020-02-19,0,0,140.6894561726332,497.2261427505391,False,29,0.12179038838705403,994.4522855009336
29,2020-02-20,0,0,140.6894561726332,497.2261427505391,False,30,0.13201810646092324,994.4522855009336
30,2020-02-21,0,0,140.6894561726332,497.2261427505391,False,31,0.1431046046355711,994.4522855009336
31,2020-02-22,0,0,140.6894561726332,497.2261427505391,False,32,0.15512196956821214,994.4522855009336
32,2020-02-23,0,0,140.6894561726332,497.2261427505391,False,33,0.16814833513937158,994.4522855009336
33,2020-02-24,0,0,140.6894561726332,497.2261427505391,False,34,0.18226838908132717,994.4522855009336
34,2020-02-25,0,0,140.6894561726332,497.2261427505391,False,35,0.19757392193524906,994.4522855009336
35,2020-02-26,0,0,140.6894561726332,497.2261427505391,False,36,0.214164421853277,994.4522855009336
36,2020-02-27,0,0,140.6894561726332,497.2261427505391,False,37,0.2321477190503072,994.4522855009336
37,2020-02-28,0,0,140.6894561726332,497.2261427505391,False,38,0.25164068402183404,994.4522855009336
38,2020-02-29,0,0,140.6894561726332,497.2261427505391,False,39,0.27276998398054964,994.4522855009336
39,2020-03-01,0,0,140.6894561726332,497.2261427505391,False,40,0.295672902327374,994.4522855009336
40,2020-03-02,0,0,140.6894561726332,497.2261427505391,False,41,0.32049822636412145,994.4522855009336
41,2020-03-03,0,0,140.6894561726332,497.2261427505391,False,42,0.34740720887718346,994.4522855009336
42,2020-03-04,0,0,140.6894561726332,497.2261427505391,False,43,0.3765746096765856,994.4522855009336
43,2020-03-05,0,0,140.6894561726332,497.2261427505391,False,44,0.40818982366487383,994.4522855009336
44,2020-03-06,0,0,140.6894561726332,497.2261427505391,False,45,0.4424581025378967,994.4522855009336
45,2020-03-07,0,0,140.6894561726332,497.2261427505391,False,46,0.47960187778720603,994.4522855009336
46,2020-03-08,0,0,140.6894561726332,497.2261427505391,False,47,0.5198621932841149,994.4522855009336
47,2020-03-09,0,0,140.6894561726332,497.2261427505391,False,48,0.5635002563811521,994.4522855009336
48,2020-03-10,0,0,140.6894561726332,497.2261427505391,False,49,0.6107991171705134,994.4522855009336
49,2020-03-11,0,0,140.6894561726332,497.2261427505391,False,50,0.6620654862940075,994.4522855009336
50,2020-03-12,0,0,140.6894561726332,497.2261427505391,False,51,0.7176317025078012,994.4522855009336
51,2020-03-13,0,0,140.6894561726332,497.2261427505391,False,52,0.777857862070875,994.4522855009336
52,2020-03-14,0,0,140.6894561726332,497.2261427505391,False,53,0.8431341229513896,994.4522855009336
53,2020-03-15,0,0,140.6894561726332,497.2261427505391,False,54,0.9138831978328368,994.4522855009336
54,2020-03-16,0,0,140.6894561726332,497.2261427505391,False,55,0.990563050954637,994.4522855009336
55,2020-03-17,0,0,140.6894561726332,497.2261427505391,False,56,1.0736698149420054,994.4522855009336
56,2020-03-18,0,0,140.6894561726332,497.2261427505391,False,57,1.1637409449696265,994.4522855009336
57,2020-03-19,0,0,140.6894561726332,497.2261427505391,False,58,1.2613586288645526,994.4522855009336
58,2020-03-20,0,0,140.6894561726332,497.2261427505391,False,59,1.3671534730868249,994.4522855009336
59,2020-03-21,0,0,140.6894561726332,497.2261427505391,False,60,1.4818084859319867,994.4522855009336
60,2020-03-22,0,0,140.6894561726332,497.2261427505391,False,61,1.6060633807773375,994.4522855009336
61,2020-03-23,0,0,140.6894561726332,497.2261427505391,False,62,1.7407192237416667,994.4522855009336
62,2020-03-24,0,0,140.6894561726332,497.2261427505391,False,63,1.886643451743154,994.4522855009336
63,2020-03-25,0,0,140.6894561726332,497.2261427505391,False,64,2.044775288617246,994.4522855009336
64,2020-03-26,0,0,140.6894561726332,497.2261427505391,False,65,2.2161315886883393,994.4522855009336
65,2020-03-27,0,0,140.6894561726332,497.2261427505391,False,66,2.40181313896657,994.4522855009336
66,2020-03-28,0,0,140.6894561726332,497.2261427505391,False,67,2.603011452950853,994.4522855009336
67,2020-03-29,0,0,140.6894561726332,497.2261427505391,False,68,2.8210160908450908,994.4522855009336
68,2020-03-30,0,0,140.6894561726332,497.2261427505391,False,69,3.057222542815183,994.4522855009336
69,2020-03-31,0,0,140.6894561726332,497.2261427505391,False,70,3.3131407137034756,994.4522855009336
70,2020-04-01,0,0,140.6894561726332,497.2261427505391,False,71,3.5904040493424407,994.4522855009336
71,2020-04-02,0,0,140.6894561726332,497.2261427505391,False,72,3.8907793462301745,994.4522855009336
72,2020-04-03,0,0,140.6894561726332,497.2261427505391,False,73,4.216177287798459,994.4522855009336
73,2020-04-04,0,0,140.6894561726332,497.2261427505391,False,74,4.568663751760872,994.4522855009336
74,2020-04-05,0,0,140.6894561726332,497.2261427505391,False,75,4.9504719340030965,994.4522855009336
75,2020-04-06,0,0,140.6894561726332,497.2261427505391,False,76,5.364015335086298,994.4522855009336
76,2020-04-07,0,0,140.6894561726332,497.2261427505391,False,77,5.8119016555775715,994.4522855009336
77,2020-04-08,0,0,140.6894561726332,497.2261427505391,False,78,6.296947645980882,994.4522855009336
78,2020-04-09,0,0,140.6894561726332,497.2261427505391,False,79,6.82219495587971,994.4522855009336
79,2020-04-10,1,1,140.6894561726332,497.2261427505391,False,80,7.390927024857025,994.4522855009336
80,2020-04-11,1,1,140.6894561726332,497.2261427505391,False,81,8.006687054640585,994.4522855009336
81,2020-04-12,1,1,140.6894561726332,497.2261427505391,False,82,8.673297097514924,994.4522855009336
82,2020-04-13,1,1,140.6894561726332,497.2261427505391,False,83,9.394878290093745,994.4522855009336
83,2020-04-14,1,1,140.6894561726332,497.2261427505391,False,84,10.175872253770512,994.4522855009336
84,2020-04-15,1,1,140.6894561726332,497.2261427505391,False,85,11.021063673233291,994.4522855009336
85,2020-04-16,1,1,140.6894561726332,497.2261427505391,False,86,11.935604051969232,994.4522855009336
86,2020-04-17,1,1,140.6894561726332,497.2261427505391,False,87,12.925036628278342,994.4522855009336
87,2020-04-18,1,1,140.6894561726332,497.2261427505391,False,88,13.995322416495675,994.4522855009336
88,2020-04-19,1,1,140.6894561726332,497.2261427505391,False,89,15.152867315369058,994.4522855009336
89,2020-04-20,1,1,140.6894561726332,497.2261427505391,False,90,16.404550198286724,994.4522855009336
90,2020-04-21,1,1,140.6894561726332,497.2261427505391,False,91,17.757751867676998,994.4522855009336
91,2020-04-22,1,1,140.6894561726332,497.2261427505391,False,92,19.22038471774842,994.4522855009336
92,2020-04-23,1,1,140.6894561726332,497.2261427505391,False,93,20.800922905104528,994.4522855009336
93,2020-04-24,1,0,140.6894561726332,497.2261427505391,False,94,22.5084327749278,994.4522855009336
94,2020-04-25,1,0,140.6894561726332,497.2261427505391,False,95,24.35260323065328,994.4522855009336
95,2020-04-26,1,0,140.6894561726332,497.2261427505391,False,96,26.343775666633906,994.4522855009336
96,2020-04-27,1,0,140.6894561726332,497.2261427505391,False,97,28.49297300557622,994.4522855009336
97,2020-04-28,1,0,140.6894561726332,497.2261427505391,False,98,30.81192729494053,994.4522855009336
98,2020-04-29,6,5,140.6894561726332,497.2261427505391,False,99,33.313105218644964,994.4522855009336
99,2020-04-30,6,3,140.6894561726332,497.2261427505391,False,100,36.00973077210989,994.4522855009336
100,2020-05-01,7,4,140.6894561726332,497.2261427505391,False,101,38.91580423006438,994.4522855009336
