,Report_Date,Rwanda_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
29,2020-02-20,0,0,92.17638235889177,179.1174217240428,True,30,3.9754710481366944,345.6023791168057
30,2020-02-21,0,0,92.17638235889177,179.1174217240428,True,31,4.269619286195179,345.6023791168057
31,2020-02-22,0,0,92.17638235889177,179.1174217240428,True,32,4.585250085181745,345.6023791168057
32,2020-02-23,0,0,92.17638235889177,179.1174217240428,True,33,4.923889254691478,345.6023791168057
33,2020-02-24,0,0,92.17638235889177,179.1174217240428,True,34,5.287164384761151,345.6023791168057
34,2020-02-25,0,0,92.17638235889177,179.1174217240428,True,35,5.676810622972962,345.6023791168057
35,2020-02-26,0,0,92.17638235889177,179.1174217240428,True,36,6.094676619498935,345.6023791168057
36,2020-02-27,0,0,92.17638235889177,179.1174217240428,True,37,6.542730616574355,345.6023791168057
37,2020-02-28,0,0,92.17638235889177,179.1174217240428,True,38,7.02306665265258,345.6023791168057
38,2020-02-29,0,0,92.17638235889177,179.1174217240428,True,39,7.537910844341357,345.6023791168057
39,2020-03-01,0,0,92.17638235889177,179.1174217240428,True,40,8.089627701065623,345.6023791168057
40,2020-03-02,0,0,92.17638235889177,179.1174217240428,True,41,8.68072641815626,345.6023791168057
41,2020-03-03,0,0,92.17638235889177,179.1174217240428,True,42,9.313867083644952,345.6023791168057
42,2020-03-04,0,0,92.17638235889177,179.1174217240428,True,43,9.991866722374695,345.6023791168057
43,2020-03-05,0,0,92.17638235889177,179.1174217240428,True,44,10.717705088047335,345.6023791168057
44,2020-03-06,0,0,92.17638235889177,179.1174217240428,True,45,11.494530099474266,345.6023791168057
45,2020-03-07,0,0,92.17638235889177,179.1174217240428,True,46,12.325662801547189,345.6023791168057
46,2020-03-08,0,0,92.17638235889177,179.1174217240428,True,47,13.214601714308309,345.6023791168057
47,2020-03-09,0,0,92.17638235889177,179.1174217240428,True,48,14.165026415019232,345.6023791168057
48,2020-03-10,0,0,92.17638235889177,179.1174217240428,True,49,15.18080017840383,345.6023791168057
49,2020-03-11,0,0,92.17638235889177,179.1174217240428,True,50,16.265971479437123,345.6023791168057
50,2020-03-12,0,0,92.17638235889177,179.1174217240428,True,51,17.424774141413057,345.6023791168057
51,2020-03-13,0,0,92.17638235889177,179.1174217240428,True,52,18.66162588989004,345.6023791168057
52,2020-03-14,1,1,92.17638235889177,179.1174217240428,True,53,19.981125050937568,345.6023791168057
53,2020-03-15,1,1,92.17638235889177,179.1174217240428,True,54,21.388045110475478,345.6023791168057
54,2020-03-16,5,5,92.17638235889177,179.1174217240428,True,55,22.887326831144254,345.6023791168057
55,2020-03-17,7,7,92.17638235889177,179.1174217240428,True,56,24.484067604971308,345.6023791168057
56,2020-03-18,8,8,92.17638235889177,179.1174217240428,True,57,26.183507705186493,345.6023791168057
57,2020-03-19,8,8,92.17638235889177,179.1174217240428,True,58,27.99101309016417,345.6023791168057
58,2020-03-20,17,17,92.17638235889177,179.1174217240428,True,59,29.91205440809679,345.6023791168057
59,2020-03-21,17,17,92.17638235889177,179.1174217240428,True,60,31.952181854296914,345.6023791168057
60,2020-03-22,19,19,92.17638235889177,179.1174217240428,True,61,34.11699554581056,345.6023791168057
61,2020-03-23,36,36,92.17638235889177,179.1174217240428,True,62,36.412111102279134,345.6023791168057
62,2020-03-24,40,40,92.17638235889177,179.1174217240428,True,63,38.84312015976935,345.6023791168057
63,2020-03-25,41,41,92.17638235889177,179.1174217240428,True,64,41.41554559767692,345.6023791168057
64,2020-03-26,50,50,92.17638235889177,179.1174217240428,True,65,44.13479132978834,345.6023791168057
65,2020-03-27,54,54,92.17638235889177,179.1174217240428,True,66,47.00608660093451,345.6023791168057
66,2020-03-28,60,60,92.17638235889177,179.1174217240428,True,67,50.03442484179735,345.6023791168057
67,2020-03-29,70,70,92.17638235889177,179.1174217240428,True,68,53.22449726719343,345.6023791168057
68,2020-03-30,70,70,92.17638235889177,179.1174217240428,True,69,56.58062155765359,345.6023791168057
69,2020-03-31,75,75,92.17638235889177,179.1174217240428,True,70,60.10666613947134,345.6023791168057
70,2020-04-01,82,82,92.17638235889177,179.1174217240428,True,71,63.80597077252235,345.6023791168057
71,2020-04-02,84,84,92.17638235889177,179.1174217240428,True,72,67.68126436458063,345.6023791168057
72,2020-04-03,89,89,92.17638235889177,179.1174217240428,True,73,71.73458115050205,345.6023791168057
73,2020-04-04,102,102,92.17638235889177,179.1174217240428,True,74,75.96717659775221,345.6023791168057
74,2020-04-05,104,100,92.17638235889177,179.1174217240428,True,75,80.37944461784848,345.6023791168057
75,2020-04-06,105,101,92.17638235889177,179.1174217240428,True,76,84.97083786626227,345.6023791168057
76,2020-04-07,105,98,92.17638235889177,179.1174217240428,True,77,89.73979308971198,345.6023791168057
77,2020-04-08,110,103,92.17638235889177,179.1174217240428,True,78,94.68366361711381,345.6023791168057
78,2020-04-09,110,103,92.17638235889177,179.1174217240428,True,79,99.79866117589353,345.6023791168057
79,2020-04-10,118,111,92.17638235889177,179.1174217240428,True,80,105.07980923639491,345.6023791168057
80,2020-04-11,120,102,92.17638235889177,179.1174217240428,True,81,110.5209100324779,345.6023791168057
81,2020-04-12,126,101,92.17638235889177,179.1174217240428,True,82,116.11452726704462,345.6023791168057
82,2020-04-13,127,85,92.17638235889177,179.1174217240428,True,83,121.85198628135208,345.6023791168057
83,2020-04-14,134,85,92.17638235889177,179.1174217240428,True,84,127.723393144953,345.6023791168057
84,2020-04-15,136,82,92.17638235889177,179.1174217240428,True,85,133.71767371231144,345.6023791168057
85,2020-04-16,138,78,92.17638235889177,179.1174217240428,True,86,139.8226332014413,345.6023791168057
86,2020-04-17,143,78,92.17638235889177,179.1174217240428,True,87,146.02503629384432,345.6023791168057
87,2020-04-18,144,75,92.17638235889177,179.1174217240428,True,88,152.31070715349986,345.6023791168057
88,2020-04-19,147,71,92.17638235889177,179.1174217240428,True,89,158.66464814022498,345.6023791168057
89,2020-04-20,147,71,92.17638235889177,179.1174217240428,True,90,165.07117537732043,345.6023791168057
90,2020-04-21,150,66,92.17638235889177,179.1174217240428,True,91,171.5140687547496,345.6023791168057
91,2020-04-22,153,69,92.17638235889177,179.1174217240428,True,92,177.97673343668353,345.6023791168057
92,2020-04-23,154,67,92.17638235889177,179.1174217240428,True,93,184.4423695233665,345.6023791168057
93,2020-04-24,176,89,92.17638235889177,179.1174217240428,True,94,190.89414621493128,345.6023791168057
94,2020-04-25,183,95,92.17638235889177,179.1174217240428,True,95,197.3153766560066,345.6023791168057
95,2020-04-26,191,99,92.17638235889177,179.1174217240428,True,96,203.68968961431972,345.6023791168057
96,2020-04-27,207,114,92.17638235889177,179.1174217240428,True,97,210.0011942654753,345.6023791168057
97,2020-04-28,212,117,92.17638235889177,179.1174217240428,True,98,216.23463461289148,345.6023791168057
98,2020-04-29,225,127,92.17638235889177,179.1174217240428,True,99,222.37553045198834,345.6023791168057
99,2020-04-30,243,139,92.17638235889177,179.1174217240428,True,100,228.41030227007798,345.6023791168057
100,2020-05-01,249,140,92.17638235889177,179.1174217240428,True,101,234.32637803200004,345.6023791168057
101,2020-05-02,255,135,92.17638235889177,179.1174217240428,True,102,240.11228040741662,345.6023791168057
102,2020-05-03,259,135,92.17638235889177,179.1174217240428,True,103,245.7576936189518,345.6023791168057
103,2020-05-04,261,133,92.17638235889177,179.1174217240428,True,104,251.25350970226938,345.6023791168057
104,2020-05-05,261,132,92.17638235889177,179.1174217240428,True,105,256.591854543821,345.6023791168057
105,2020-05-06,268,138,92.17638235889177,179.1174217240428,True,106,261.7660945777025,345.6023791168057
106,2020-05-07,271,138,92.17638235889177,179.1174217240428,True,107,266.7708254633455,345.6023791168057
107,2020-05-08,273,137,92.17638235889177,179.1174217240428,True,108,271.60184441976367,345.6023791168057
108,2020-05-09,280,140,92.17638235889177,179.1174217240428,True,109,276.2561081545134,345.6023791168057
109,2020-05-10,284,144,92.17638235889177,179.1174217240428,True,110,280.73167849635195,345.6023791168057
110,2020-05-11,285,135,92.17638235889177,179.1174217240428,True,111,285.02765792421326,345.6023791168057
111,2020-05-12,286,133,92.17638235889177,179.1174217240428,True,112,289.1441171895935,345.6023791168057
112,2020-05-13,287,123,92.17638235889177,179.1174217240428,True,113,293.08201716533614,345.6023791168057
113,2020-05-14,287,119,92.17638235889177,179.1174217240428,True,114,296.84312693331185,345.6023791168057
114,2020-05-15,287,110,92.17638235889177,179.1174217240428,True,115,300.4299399594239,345.6023791168057
115,2020-05-16,289,111,92.17638235889177,179.1174217240428,True,116,303.84559000940055,345.6023791168057
116,2020-05-17,292,95,92.17638235889177,179.1174217240428,True,117,307.09376824484855,345.6023791168057
117,2020-05-18,297,94,92.17638235889177,179.1174217240428,True,118,310.1786427166456,345.6023791168057
118,2020-05-19,308,99,92.17638235889177,179.1174217240428,True,119,313.10478125102645,345.6023791168057
119,2020-05-20,314,98,92.17638235889177,179.1174217240428,True,120,315.87707851002193,345.6023791168057
120,2020-05-21,320,103,92.17638235889177,179.1174217240428,True,121,318.50068780790883,345.6023791168057
121,2020-05-22,321,99,92.17638235889177,179.1174217240428,True,122,320.9809580830477,345.6023791168057
122,2020-05-23,325,98,92.17638235889177,179.1174217240428,True,123,323.3233762624738,345.6023791168057
123,2020-05-24,327,90,92.17638235889177,179.1174217240428,True,124,325.5335151161422,345.6023791168057
124,2020-05-25,336,98,92.17638235889177,179.1174217240428,True,125,327.61698657903503,345.6023791168057
125,2020-05-26,339,95,92.17638235889177,179.1174217240428,True,126,329.57940042179115,345.6023791168057
126,2020-05-27,346,101,92.17638235889177,179.1174217240428,True,127,331.4263280728993,345.6023791168057
127,2020-05-28,349,104,92.17638235889177,179.1174217240428,True,128,333.16327133611907,345.6023791168057
