,Report_Date,Cote d'Ivoire_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,103.34145787609611,1446.5610523178275,True,1,1.470233739213956,2687.135789636359
1,2020-01-23,0,0,103.34145787609611,1446.5610523178275,True,2,1.5832643371274695,2687.135789636359
2,2020-01-24,0,0,103.34145787609611,1446.5610523178275,True,3,1.7049795290425473,2687.135789636359
3,2020-01-25,0,0,103.34145787609611,1446.5610523178275,True,4,1.8360457691366427,2687.135789636359
4,2020-01-26,0,0,103.34145787609611,1446.5610523178275,True,5,1.9771805245780913,2687.135789636359
5,2020-01-27,0,0,103.34145787609611,1446.5610523178275,True,6,2.1291561594094115,2687.135789636359
6,2020-01-28,0,0,103.34145787609611,1446.5610523178275,True,7,2.2928041107989428,2687.135789636359
7,2020-01-29,0,0,103.34145787609611,1446.5610523178275,True,8,2.4690193791356005,2687.135789636359
8,2020-01-30,0,0,103.34145787609611,1446.5610523178275,True,9,2.6587653549326746,2687.135789636359
9,2020-01-31,0,0,103.34145787609611,1446.5610523178275,True,10,2.86307900708711,2687.135789636359
10,2020-02-01,0,0,103.34145787609611,1446.5610523178275,True,11,3.0830764587135064,2687.135789636359
11,2020-02-02,0,0,103.34145787609611,1446.5610523178275,True,12,3.319958978539658,2687.135789636359
12,2020-02-03,0,0,103.34145787609611,1446.5610523178275,True,13,3.575019417714854,2687.135789636359
13,2020-02-04,0,0,103.34145787609611,1446.5610523178275,True,14,3.849649123844714,2687.135789636359
14,2020-02-05,0,0,103.34145787609611,1446.5610523178275,True,15,4.145345366127599,2687.135789636359
15,2020-02-06,0,0,103.34145787609611,1446.5610523178275,True,16,4.463719307627066,2687.135789636359
16,2020-02-07,0,0,103.34145787609611,1446.5610523178275,True,17,4.80650456297064,2687.135789636359
17,2020-02-08,0,0,103.34145787609611,1446.5610523178275,True,18,5.175566382114159,2687.135789636359
18,2020-02-09,0,0,103.34145787609611,1446.5610523178275,True,19,5.5729115032476635,2687.135789636359
19,2020-02-10,0,0,103.34145787609611,1446.5610523178275,True,20,6.00069872043608,2687.135789636359
20,2020-02-11,0,0,103.34145787609611,1446.5610523178275,True,21,6.461250214175389,2687.135789636359
21,2020-02-12,0,0,103.34145787609611,1446.5610523178275,True,22,6.9570636956893495,2687.135789636359
22,2020-02-13,0,0,103.34145787609611,1446.5610523178275,True,23,7.490825418476047,2687.135789636359
23,2020-02-14,0,0,103.34145787609611,1446.5610523178275,True,24,8.065424113315725,2687.135789636359
24,2020-02-15,0,0,103.34145787609611,1446.5610523178275,True,25,8.683965905644978,2687.135789636359
25,2020-02-16,0,0,103.34145787609611,1446.5610523178275,True,26,9.349790276854051,2687.135789636359
26,2020-02-17,0,0,103.34145787609611,1446.5610523178275,True,27,10.066487133633911,2687.135789636359
27,2020-02-18,0,0,103.34145787609611,1446.5610523178275,True,28,10.83791505193899,2687.135789636359
28,2020-02-19,0,0,103.34145787609611,1446.5610523178275,True,29,11.668220764382452,2687.135789636359
29,2020-02-20,0,0,103.34145787609611,1446.5610523178275,True,30,12.56185996187369,2687.135789636359
30,2020-02-21,0,0,103.34145787609611,1446.5610523178275,True,31,13.523619481960983,2687.135789636359
31,2020-02-22,0,0,103.34145787609611,1446.5610523178275,True,32,14.558640957558795,2687.135789636359
32,2020-02-23,0,0,103.34145787609611,1446.5610523178275,True,33,15.672446000406005,2687.135789636359
33,2020-02-24,0,0,103.34145787609611,1446.5610523178275,True,34,16.870962993585454,2687.135789636359
34,2020-02-25,0,0,103.34145787609611,1446.5610523178275,True,35,18.160555566583273,2687.135789636359
35,2020-02-26,0,0,103.34145787609611,1446.5610523178275,True,36,19.54805282449903,2687.135789636359
36,2020-02-27,0,0,103.34145787609611,1446.5610523178275,True,37,21.04078139993024,2687.135789636359
37,2020-02-28,0,0,103.34145787609611,1446.5610523178275,True,38,22.64659939150905,2687.135789636359
38,2020-02-29,0,0,103.34145787609611,1446.5610523178275,True,39,24.373932246796105,2687.135789636359
39,2020-03-01,0,0,103.34145787609611,1446.5610523178275,True,40,26.231810638926667,2687.135789636359
40,2020-03-02,0,0,103.34145787609611,1446.5610523178275,True,41,28.229910375707746,2687.135789636359
41,2020-03-03,0,0,103.34145787609611,1446.5610523178275,True,42,30.378594366387603,2687.135789636359
42,2020-03-04,0,0,103.34145787609611,1446.5610523178275,True,43,32.68895665461537,2687.135789636359
43,2020-03-05,0,0,103.34145787609611,1446.5610523178275,True,44,35.172868505682914,2687.135789636359
44,2020-03-06,0,0,103.34145787609611,1446.5610523178275,True,45,37.84302651144219,2687.135789636359
45,2020-03-07,0,0,103.34145787609611,1446.5610523178275,True,46,40.71300264670883,2687.135789636359
46,2020-03-08,0,0,103.34145787609611,1446.5610523178275,True,47,43.79729617583082,2687.135789636359
47,2020-03-09,0,0,103.34145787609611,1446.5610523178275,True,48,47.11138726669208,2687.135789636359
48,2020-03-10,0,0,103.34145787609611,1446.5610523178275,True,49,50.671792120954684,2687.135789636359
49,2020-03-11,1,1,103.34145787609611,1446.5610523178275,True,50,54.496119372987444,2687.135789636359
50,2020-03-12,1,1,103.34145787609611,1446.5610523178275,True,51,58.60312744480841,2687.135789636359
51,2020-03-13,1,1,103.34145787609611,1446.5610523178275,True,52,63.01278246958143,2687.135789636359
52,2020-03-14,1,1,103.34145787609611,1446.5610523178275,True,53,67.7463163108391,2687.135789636359
53,2020-03-15,1,1,103.34145787609611,1446.5610523178275,True,54,72.82628410775554,2687.135789636359
54,2020-03-16,1,1,103.34145787609611,1446.5610523178275,True,55,78.27662066761172,2687.135789636359
55,2020-03-17,5,4,103.34145787609611,1446.5610523178275,True,56,84.12269490432433,2687.135789636359
56,2020-03-18,6,5,103.34145787609611,1446.5610523178275,True,57,90.39136138592559,2687.135789636359
57,2020-03-19,9,8,103.34145787609611,1446.5610523178275,True,58,97.11100790379292,2687.135789636359
58,2020-03-20,9,8,103.34145787609611,1446.5610523178275,True,59,104.31159781211146,2687.135789636359
59,2020-03-21,14,13,103.34145787609611,1446.5610523178275,True,60,112.02470570781279,2687.135789636359
60,2020-03-22,14,13,103.34145787609611,1446.5610523178275,True,61,120.28354482984689,2687.135789636359
61,2020-03-23,25,24,103.34145787609611,1446.5610523178275,True,62,129.12298435357437,2687.135789636359
62,2020-03-24,73,71,103.34145787609611,1446.5610523178275,True,63,138.57955454353265,2687.135789636359
63,2020-03-25,80,77,103.34145787609611,1446.5610523178275,True,64,148.6914375090736,2687.135789636359
64,2020-03-26,96,93,103.34145787609611,1446.5610523178275,True,65,159.4984410867363,2687.135789636359
