,Report_Date,Cote d'Ivoire_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
65,2020-03-27,101,98,103.34145787609611,1446.5610523178275,True,66,171.0419531564651,2687.135789636359
66,2020-03-28,101,98,103.34145787609611,1446.5610523178275,True,67,183.36487349316866,2687.135789636359
67,2020-03-29,165,160,103.34145787609611,1446.5610523178275,True,68,196.51152006968496,2687.135789636359
68,2020-03-30,168,161,103.34145787609611,1446.5610523178275,True,69,210.5275065729121,2687.135789636359
69,2020-03-31,179,171,103.34145787609611,1446.5610523178275,True,70,225.45958778464734,2687.135789636359
70,2020-04-01,190,180,103.34145787609611,1446.5610523178275,True,71,241.35546942765114,2687.135789636359
71,2020-04-02,194,178,103.34145787609611,1446.5610523178275,True,72,258.26357910270417,2687.135789636359
72,2020-04-03,218,198,103.34145787609611,1446.5610523178275,True,73,276.23279506300474,2687.135789636359
73,2020-04-04,245,219,103.34145787609611,1446.5610523178275,True,74,295.3121298086556,2687.135789636359
74,2020-04-05,261,221,103.34145787609611,1446.5610523178275,True,75,315.5503658577851,2687.135789636359
75,2020-04-06,323,279,103.34145787609611,1446.5610523178275,True,76,336.9956415836779,2687.135789636359
76,2020-04-07,349,305,103.34145787609611,1446.5610523178275,True,77,359.6949857199826,2687.135789636359
77,2020-04-08,384,333,103.34145787609611,1446.5610523178275,True,78,383.69380004700133,2687.135789636359
78,2020-04-09,444,389,103.34145787609611,1446.5610523178275,True,79,409.03529089566047,2687.135789636359
79,2020-04-10,444,389,103.34145787609611,1446.5610523178275,True,80,435.75985145028744,2687.135789636359
80,2020-04-11,533,471,103.34145787609611,1446.5610523178275,True,81,463.90439839665936,2687.135789636359
81,2020-04-12,574,484,103.34145787609611,1446.5610523178275,True,82,493.5016682370852,2687.135789636359
82,2020-04-13,626,531,103.34145787609611,1446.5610523178275,True,83,524.5794805553315,2687.135789636359
83,2020-04-14,638,518,103.34145787609611,1446.5610523178275,True,84,557.1599776214218,2687.135789636359
84,2020-04-15,638,518,103.34145787609611,1446.5610523178275,True,85,591.258851922732,2687.135789636359
85,2020-04-16,654,502,103.34145787609611,1446.5610523178275,True,86,626.8845754182239,2687.135789636359
86,2020-04-17,688,489,103.34145787609611,1446.5610523178275,True,87,664.0376464435177,2687.135789636359
87,2020-04-18,801,554,103.34145787609611,1446.5610523178275,True,88,702.7098721355968,2687.135789636359
88,2020-04-19,847,578,103.34145787609611,1446.5610523178275,True,89,742.8837058733217,2687.135789636359
89,2020-04-20,847,578,103.34145787609611,1446.5610523178275,True,90,784.5316604111846,2687.135789636359
90,2020-04-21,916,600,103.34145787609611,1446.5610523178275,True,91,827.615817984981,2687.135789636359
91,2020-04-22,952,628,103.34145787609611,1446.5610523178275,True,92,872.0874585626932,2687.135789636359
92,2020-04-23,1004,631,103.34145787609611,1446.5610523178275,True,93,917.8868264930575,2687.135789636359
93,2020-04-24,1077,644,103.34145787609611,1446.5610523178275,True,94,964.9430539877804,2687.135789636359
94,2020-04-25,1077,644,103.34145787609611,1446.5610523178275,True,95,1013.1742571208147,2687.135789636359
95,2020-04-26,1150,668,103.34145787609611,1446.5610523178275,True,96,1062.4878163483882,2687.135789636359
96,2020-04-27,1164,651,103.34145787609611,1446.5610523178275,True,97,1112.7808490125026,2687.135789636359
97,2020-04-28,1183,644,103.34145787609611,1446.5610523178275,True,98,1163.9408760145056,2687.135789636359
98,2020-04-29,1238,667,103.34145787609611,1446.5610523178275,True,99,1215.8466790200882,2687.135789636359
99,2020-04-30,1275,687,103.34145787609611,1446.5610523178275,True,100,1268.3693384217604,2687.135789636359
100,2020-05-01,1333,721,103.34145787609611,1446.5610523178275,True,101,1321.3734361206896,2687.135789636359
101,2020-05-02,1362,725,103.34145787609611,1446.5610523178275,True,102,1374.7184013030296,2687.135789636359
102,2020-05-03,1398,728,103.34145787609611,1446.5610523178275,True,103,1428.2599720877708,2687.135789636359
103,2020-05-04,1432,722,103.34145787609611,1446.5610523178275,True,104,1481.851741507474,2687.135789636359
104,2020-05-05,1464,745,103.34145787609611,1446.5610523178275,True,105,1535.3467530034395,2687.135789636359
105,2020-05-06,1516,777,103.34145787609611,1446.5610523178275,True,106,1588.5991086661431,2687.135789636359
106,2020-05-07,1571,809,103.34145787609611,1446.5610523178275,True,107,1641.4655529466331,2687.135789636359
107,2020-05-08,1602,828,103.34145787609611,1446.5610523178275,True,108,1693.806995535642,2687.135789636359
108,2020-05-09,1667,877,103.34145787609611,1446.5610523178275,True,109,1745.4899394958043,2687.135789636359
109,2020-05-10,1700,885,103.34145787609611,1446.5610523178275,True,110,1796.387784396523,2687.135789636359
110,2020-05-11,1730,891,103.34145787609611,1446.5610523178275,True,111,1846.3819789262793,2687.135789636359
111,2020-05-12,1857,1016,103.34145787609611,1446.5610523178275,True,112,1895.3630029750304,2687.135789636359
112,2020-05-13,1912,986,103.34145787609611,1446.5610523178275,True,113,1943.2311651879645,2687.135789636359
113,2020-05-14,1971,1017,103.34145787609611,1446.5610523178275,True,114,1989.8972081792542,2687.135789636359
114,2020-05-15,2017,1051,103.34145787609611,1446.5610523178275,True,115,2035.282719660131,2687.135789636359
115,2020-05-16,2061,1049,103.34145787609611,1446.5610523178275,True,116,2079.3203534103213,2687.135789636359
116,2020-05-17,2109,1078,103.34145787609611,1446.5610523178275,True,117,2121.953869082235,2687.135789636359
117,2020-05-18,2119,1051,103.34145787609611,1446.5610523178275,True,118,2163.1380041059574,2687.135789636359
118,2020-05-19,2153,1075,103.34145787609611,1446.5610523178275,True,119,2202.8381943531367,2687.135789636359
119,2020-05-20,2231,1119,103.34145787609611,1446.5610523178275,True,120,2241.0301626720357,2687.135789636359
120,2020-05-21,2301,1172,103.34145787609611,1446.5610523178275,True,121,2277.699395932089,2687.135789636359
121,2020-05-22,2341,1166,103.34145787609611,1446.5610523178275,True,122,2312.8405318682253,2687.135789636359
122,2020-05-23,2366,1148,103.34145787609611,1446.5610523178275,True,123,2346.456676883752,2687.135789636359
123,2020-05-24,2376,1127,103.34145787609611,1446.5610523178275,True,124,2378.5586751711526,2687.135789636359
124,2020-05-25,2423,1136,103.34145787609611,1446.5610523178275,True,125,2409.1643481728843,2687.135789636359
125,2020-05-26,2477,1161,103.34145787609611,1446.5610523178275,True,126,2438.2977216632967,2687.135789636359
126,2020-05-27,2556,1223,103.34145787609611,1446.5610523178275,True,127,2465.9882557187366,2687.135789636359
127,2020-05-28,2641,1283,103.34145787609611,1446.5610523178275,True,128,2492.2700906755786,2687.135789636359
