,Report_Date,Australia_tasmania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,82.47068764262167,143.2782836616268,True,1,0.03502496058906034,250.50392739881494
1,2020-01-23,0,82.47068764262167,143.2782836616268,True,2,0.03911994968940959,250.50392739881494
2,2020-01-24,0,82.47068764262167,143.2782836616268,True,3,0.04369363678798294,250.50392739881494
3,2020-01-25,0,82.47068764262167,143.2782836616268,True,4,0.04880196288314715,250.50392739881494
4,2020-01-26,0,82.47068764262167,143.2782836616268,True,5,0.05450740180736151,250.50392739881494
5,2020-01-27,0,82.47068764262167,143.2782836616268,True,6,0.06087972202997515,250.50392739881494
6,2020-01-28,0,82.47068764262167,143.2782836616268,True,7,0.0679968370209391,250.50392739881494
7,2020-01-29,0,82.47068764262167,143.2782836616268,True,8,0.07594575440293296,250.50392739881494
8,2020-01-30,0,82.47068764262167,143.2782836616268,True,9,0.08482363528369173,250.50392739881494
9,2020-01-31,0,82.47068764262167,143.2782836616268,True,10,0.09473897645294606,250.50392739881494
10,2020-02-01,0,82.47068764262167,143.2782836616268,True,11,0.10581292956244598,250.50392739881494
11,2020-02-02,0,82.47068764262167,143.2782836616268,True,12,0.11818077299717393,250.50392739881494
12,2020-02-03,0,82.47068764262167,143.2782836616268,True,13,0.13199355390628287,250.50392739881494
13,2020-02-04,0,82.47068764262167,143.2782836616268,True,14,0.14741991980979352,250.50392739881494
14,2020-02-05,0,82.47068764262167,143.2782836616268,True,15,0.16464816134891647,250.50392739881494
15,2020-02-06,0,82.47068764262167,143.2782836616268,True,16,0.18388849012219957,250.50392739881494
16,2020-02-07,0,82.47068764262167,143.2782836616268,True,17,0.20537557816543392,250.50392739881494
17,2020-02-08,0,82.47068764262167,143.2782836616268,True,18,0.22937138850976535,250.50392739881494
18,2020-02-09,0,82.47068764262167,143.2782836616268,True,19,0.2561683294092511,250.50392739881494
19,2020-02-10,0,82.47068764262167,143.2782836616268,True,20,0.2860927682853047,250.50392739881494
20,2020-02-11,0,82.47068764262167,143.2782836616268,True,21,0.31950894520916656,250.50392739881494
21,2020-02-12,0,82.47068764262167,143.2782836616268,True,22,0.35682332985085097,250.50392739881494
22,2020-02-13,0,82.47068764262167,143.2782836616268,True,23,0.3984894702769545,250.50392739881494
23,2020-02-14,0,82.47068764262167,143.2782836616268,True,24,0.44501338678858227,250.50392739881494
24,2020-02-15,0,82.47068764262167,143.2782836616268,True,25,0.49695956915614165,250.50392739881494
25,2020-02-16,0,82.47068764262167,143.2782836616268,True,26,0.5549576411223238,250.50392739881494
26,2020-02-17,0,82.47068764262167,143.2782836616268,True,27,0.6197097618883275,250.50392739881494
27,2020-02-18,0,82.47068764262167,143.2782836616268,True,28,0.6919988404348895,250.50392739881494
28,2020-02-19,0,82.47068764262167,143.2782836616268,True,29,0.7726976449010404,250.50392739881494
29,2020-02-20,0,82.47068764262167,143.2782836616268,True,30,0.8627788957639835,250.50392739881494
30,2020-02-21,0,82.47068764262167,143.2782836616268,True,31,0.9633264381116683,250.50392739881494
31,2020-02-22,0,82.47068764262167,143.2782836616268,True,32,1.0755475947089037,250.50392739881494
32,2020-02-23,0,82.47068764262167,143.2782836616268,True,33,1.2007868076046722,250.50392739881494
33,2020-02-24,0,82.47068764262167,143.2782836616268,True,34,1.3405406814179535,250.50392739881494
34,2020-02-25,0,82.47068764262167,143.2782836616268,True,35,1.4964745457889705,250.50392739881494
35,2020-02-26,0,82.47068764262167,143.2782836616268,True,36,1.6704406573008732,250.50392739881494
36,2020-02-27,0,82.47068764262167,143.2782836616268,True,37,1.8644981618393313,250.50392739881494
37,2020-02-28,0,82.47068764262167,143.2782836616268,True,38,2.0809349360796476,250.50392739881494
38,2020-02-29,0,82.47068764262167,143.2782836616268,True,39,2.322291420594945,250.50392739881494
39,2020-03-01,0,82.47068764262167,143.2782836616268,True,40,2.591386545757532,250.50392739881494
40,2020-03-02,1,82.47068764262167,143.2782836616268,True,41,2.8913458336816427,250.50392739881494
41,2020-03-03,1,82.47068764262167,143.2782836616268,True,42,3.225631733138737,250.50392739881494
42,2020-03-04,1,82.47068764262167,143.2782836616268,True,43,3.5980762075185675,250.50392739881494
43,2020-03-05,1,82.47068764262167,143.2782836616268,True,44,4.012915545960949,250.50392739881494
44,2020-03-06,1,82.47068764262167,143.2782836616268,True,45,4.474827301757711,250.50392739881494
45,2020-03-07,1,82.47068764262167,143.2782836616268,True,46,4.988969176572843,250.50392739881494
46,2020-03-08,2,82.47068764262167,143.2782836616268,True,47,5.561019560037392,250.50392739881494
47,2020-03-09,2,82.47068764262167,143.2782836616268,True,48,6.197219297498776,250.50392739881494
48,2020-03-10,2,82.47068764262167,143.2782836616268,True,49,6.904414089449972,250.50392739881494
49,2020-03-11,3,82.47068764262167,143.2782836616268,True,50,7.690096719553689,250.50392739881494
50,2020-03-12,3,82.47068764262167,143.2782836616268,True,51,8.562448059411688,250.50392739881494
51,2020-03-13,5,82.47068764262167,143.2782836616268,True,52,9.530375502993866,250.50392739881494
52,2020-03-14,5,82.47068764262167,143.2782836616268,True,53,10.60354713868914,250.50392739881494
53,2020-03-15,6,82.47068764262167,143.2782836616268,True,54,11.792419570905349,250.50392739881494
54,2020-03-16,7,82.47068764262167,143.2782836616268,True,55,13.10825685762416,250.50392739881494
55,2020-03-17,7,82.47068764262167,143.2782836616268,True,56,14.563137541261952,250.50392739881494
56,2020-03-18,10,82.47068764262167,143.2782836616268,True,57,16.169946229622564,250.50392739881494
